Date,GCell Group,Integrity,K3014:Traffic Volume on TCH(Erl),PS DL Traffic (GB),PS UL Traffic (GB),Call_Setup_Success_Rate_Portal(%),MSC Assignment Attempt Rate(%),DCR_Portal_new(%),SDCCH Drop Rate_Portal(%),Handover Success Rate _Portal_new(%),Incoming_HSR(%),Incoming Inter RAT HO Success Rate,SDCCH Blocking_Portal(%),TCH_congestion_Portal(%),"Interference%_Band(3,4,5)",AM_Location_Update_SR(%),TBF SR(%),Immediate assign success rate(%),VAMOS traffic(Erl),RR307:TCH Availability%,2G Availability(%)
9/30/2023,"Cluster=Aseer CL3,Rule Name=Opt Clusters","45199Cluster=Aseer CL3,Rule Name=Opt Clusters",2085.4,10.1124,9.3451,99.2785,102.687,1.173,0.5545,98.984,99.0177,96.8643,0.1262,0,1.681,98.6529,96.3316,98.6974,14.37,98.9845,99.0911
9/30/2023,"Cluster=Aseer CL4,Rule Name=Opt Clusters","45199Cluster=Aseer CL4,Rule Name=Opt Clusters",3863.21,12.5189,8.1935,99.5485,107.8992,1.1193,0.3148,98.784,99.2275,95.8146,0.3055,0,1.1416,98.8578,95.963,98.3835,24.92,99.4813,99.5704
9/30/2023,"Cluster=Najran CL1,Rule Name=Opt Clusters","45199Cluster=Najran CL1,Rule Name=Opt Clusters",4577.04,18.3783,10.5083,99.4464,101.6817,0.5219,0.4662,97.1174,96.8101,96.7319,0.0942,0.0008,1.688,98.7953,93.6589,98.5132,27.35,99.3523,99.3525
9/30/2023,"Cluster=Najran CL2,Rule Name=Opt Clusters","45199Cluster=Najran CL2,Rule Name=Opt Clusters",783.17,6.8874,3.695,99.7079,118.9082,1.2965,0.1424,93.6108,92.6443,93.7374,0.0044,0,0.6745,98.7036,96.8927,98.0588,0.48,99.2377,99.3475
9/30/2023,"Cluster=Jizan CL1,Rule Name=Opt Clusters","45199Cluster=Jizan CL1,Rule Name=Opt Clusters",10100.37,15.5375,9.8513,99.5499,112.019,0.7243,0.267,96.5766,96.423,95.3673,0.0546,0.0169,1.8572,99.2725,97.4442,98.2421,397.33,98.0896,98.5199
9/30/2023,"Cluster=Jizan CL2,Rule Name=Opt Clusters","45199Cluster=Jizan CL2,Rule Name=Opt Clusters",10084.29,17.4106,10.7769,99.5047,100.6245,0.4978,0.3963,96.1495,96.2933,94.7378,0.0392,0,0.9397,98.5846,96.1865,98.2866,305.96,99.614,99.6664
9/30/2023,Aseer Province,45199Aseer Province,10389.72,37.6968,28.9061,99.393,100.2152,0.8467,0.4655,98.8667,98.8837,95.8898,0.1165,0,5.5991,97.4246,96.478,97.5438,117.22,99.279,99.3804
9/30/2023,Jazan Province,45199Jazan Province,20123.7,32.8457,20.5466,99.5212,105.6183,0.609,0.3398,96.3556,96.3536,95.1164,0.0452,0.0081,1.3982,98.8842,96.8004,98.2658,703.29,98.8595,99.1044
9/30/2023,Najran Province,45199Najran Province,5538.29,25.4399,14.2968,99.5025,104.9476,0.6503,0.3988,96.0633,96.0241,96.1941,0.0757,0.0006,1.4675,98.8635,94.5903,98.4453,27.83,99.3341,99.354
10/1/2023,Abha,45200Abha,926.11,3.1456,2.607,99.6658,94.5429,0.3448,0.2199,98.5962,97.3654,90.5759,0.0074,0,6.646,96.5223,96.0824,96.4746,0.1,99.9646,99.9612
10/1/2023,Khamis Mushait,45200Khamis Mushait,1540.6,5.2389,3.8735,99.5866,94.3625,0.4022,0.3159,98.6626,98.684,92.8923,0.0002,0,13.678,95.8667,96.758,96.3152,62.66,99.7645,99.9797
10/1/2023,Bishah,45200Bishah,339.49,2.3694,1.7954,99.692,96.0304,0.276,0.2764,99.6753,99.6583,92.6357,0,0,2.1953,97.5115,95.9151,97.7992,3.89,100,100
10/1/2023,Abu Arish,45200Abu Arish,1190.2,1.7165,1.0369,99.5306,94.6329,0.4916,0.3689,98.8278,98.6609,89.9875,0.0012,0,1.4726,97.3115,97.8156,97.5225,20.41,99.8866,99.8934
10/1/2023,Muhayel,45200Muhayel,260.55,1.9489,2.5992,99.5621,95.6918,0.6251,0.3043,98.8878,98.8387,88.7574,0.0255,0,0.1107,99.338,94.5772,99.3114,0,99.7212,99.7655
10/1/2023,Jizan,45200Jizan,1391.26,4.4139,3.0456,99.6356,95.7559,0.3466,0.2957,98.8276,99.0647,90.2439,0.0148,0,1.8603,97.5888,98.3787,97.8174,11.44,99.9206,99.9282
10/1/2023,Najran,45200Najran,2274.54,8.9945,4.9222,99.7448,95.7596,0.3006,0.197,99.5101,99.5261,93.6009,0.3595,0,2.2304,98.2332,97.697,98.2995,12.7,99.6794,99.7493
10/1/2023,Sabya,45200Sabya,2360.95,2.9214,1.7047,99.6628,94.724,0.3811,0.2665,99.3497,99.3972,91.6741,0.0358,0,1.0292,97.2832,97.9613,97.7359,267.83,99.9575,99.9636
10/1/2023,Southern Region All,45200Southern Region All,61751.14,126.3179,87.3153,99.4071,103.0301,0.9573,0.4054,96.5597,97.1906,96.1744,0.1136,0.0295,2.8559,98.1368,94.8116,97.925,1975.54,98.9092,99.0091
10/1/2023,Southern Region,45200Southern Region,37132.78,101.1559,69.3532,99.4588,103.3354,0.6511,0.413,97.3753,97.3691,95.5043,0.0788,0,3.4328,98.2206,95.5665,97.9812,920.96,99.3812,99.4975
10/1/2023,USF8,45200USF8,24408.96,24.1854,17.0565,99.2547,101.988,2.0003,0.346,94.6043,96.7556,97.6736,0.3432,0.1361,0.5236,97.744,84.6396,97.6505,1051.87,97.6091,97.6973
10/1/2023,Remote Aseer,45200Remote Aseer,6857.88,24.1892,19.1296,99.2643,102.1061,1.147,0.5624,98.3229,98.7895,95.5369,0.1419,0,3.3468,97.9822,95.9517,97.9741,56.49,99.0885,99.1522
10/1/2023,Remote Jizan,45200Remote Jizan,16102.25,27.0296,17.4093,99.4744,112.3209,0.6633,0.3574,95.7358,95.7064,95.5712,0.0344,0,1.3391,99.2585,94.8031,98.3991,471.27,98.6862,98.9045
10/1/2023,Remote Najran,45200Remote Najran,3848.4,19.104,11.5558,99.3362,112.8447,0.887,0.5399,95.7599,95.2625,96.6632,0.0073,0,0.9093,98.9015,92.5965,98.3626,16.87,99.9188,99.9321
10/1/2023,E735,45200E735,11342.97,21.2323,13.8929,99.5435,98.692,0.4862,0.3523,97.2902,97.3148,95.2977,0.0085,0,1.2163,98.1971,95.9146,98.1255,296.71,99.5113,99.4218
10/1/2023,E771,45200E771,2465.68,8.8271,7.2479,99.4792,97.373,0.7683,0.3781,98.2576,98.2208,95.871,0.0644,0,6.8502,96.1319,94.6388,96.379,24.38,98.9142,98.8877
10/1/2023,E770,45200E770,926.93,8.344,4.8204,99.6286,124.6925,1.205,0.2259,97.4646,97.453,93.4189,0.0089,0,0.5786,98.526,96.6062,97.7226,0.34,99.8625,99.8886
10/1/2023,E773,45200E773,1099.27,7.5353,7.8626,99.3381,103.3309,1.0445,0.5451,99.2845,99.2177,95.5714,0.0954,0,0.5029,98.9562,96.0136,98.97,0.83,99.5826,99.8996
10/1/2023,E774,45200E774,1833.12,6.9986,5.3911,99.6026,105.4167,1.1475,0.2562,99.4763,99.4883,95.8907,0.1579,0,1.8077,98.4479,95.4399,98.2572,3.89,99.9935,99.9936
10/1/2023,E775,45200E775,9757.44,14.8794,9.325,99.4897,116.191,0.7049,0.3304,95.7593,95.7197,95.4056,0.0675,0,1.7377,99.9068,95.2241,98.4156,474.24,98.3528,98.9349
10/1/2023,E776,45200E776,4585.14,18.4484,10.7124,99.5012,100.7715,0.5011,0.4181,96.6344,96.1923,97.176,0.2134,0,1.735,98.5981,92.6749,98.4347,29.24,98.8505,99.0805
10/1/2023,E777,45200E777,3233.56,9.3046,5.7188,99.0757,111.0268,0.941,0.7821,98.0342,98.4663,95.3173,0.166,0,2.5035,98.0289,97.0363,97.6915,30.03,99.8993,99.9144
10/1/2023,E778,45200E778,2098.06,6.563,5.2878,99.3633,88.4911,0.4556,0.5119,98.7423,98.8008,92.3936,0.0082,0,10.3662,97.487,97.8667,97.7562,64.01,99.7416,99.9492
10/1/2023,E291,45200E291,24408.96,24.1854,17.0565,99.2547,101.988,2.0003,0.346,94.6043,96.7556,97.6736,0.3432,0.1361,0.5236,97.744,84.6396,97.6505,1051.87,97.6091,97.6973
10/1/2023,Southern Remote,45200Southern Remote,26808.54,70.3228,48.0947,99.3715,109.7905,0.8096,0.4665,96.5345,96.6019,95.719,0.073,0,2.165,98.7005,95.1368,98.226,544.63,99.0828,99.2289
10/1/2023,Southern City,45200Southern City,10283.71,30.7492,21.5845,99.6509,95.0771,0.3721,0.2692,99.0203,98.8605,91.6454,0.0878,0,5.4806,97.2331,96.3817,97.4764,379.04,99.849,99.9098
10/1/2023,"Cluster=Aseer CL2,Rule Name=Opt Clusters","45200Cluster=Aseer CL2,Rule Name=Opt Clusters",2961.36,10.5625,8.0725,99.342,90.1436,0.5693,0.5145,98.6053,98.5917,94.3888,0.0086,0,12.2147,96.4392,97.0209,96.852,66.64,99.0272,99.2008
10/1/2023,"Cluster=Aseer CL1,Rule Name=Opt Clusters","45200Cluster=Aseer CL1,Rule Name=Opt Clusters",1653.45,5.2106,4.4234,99.5268,97.0407,0.5287,0.3399,97.7082,97.7744,94.4004,0.0166,0,5.7024,96.3971,96.6304,96.421,11.18,99.862,99.8653
10/1/2023,"Cluster=Aseer CL3,Rule Name=Opt Clusters","45200Cluster=Aseer CL3,Rule Name=Opt Clusters",2120.83,10.7939,10.1574,99.3466,103.6352,1.1273,0.5321,99.2802,99.2547,96.224,0.1305,0,1.6354,98.7926,95.2756,98.8267,11.57,99.0046,99.1159
10/1/2023,"Cluster=Aseer CL4,Rule Name=Opt Clusters","45200Cluster=Aseer CL4,Rule Name=Opt Clusters",3933.56,12.1889,8.6127,99.5107,110.1443,1.0619,0.3592,98.6378,98.9681,95.7283,0.2103,0,1.2889,98.884,95.7525,98.4241,33.75,99.95,99.9579
10/1/2023,"Cluster=Najran CL1,Rule Name=Opt Clusters","45200Cluster=Najran CL1,Rule Name=Opt Clusters",4631.34,19.1679,11.1224,99.5015,101.3048,0.5294,0.4211,97.0565,96.8402,96.9446,0.2128,0,1.7444,98.5716,93.0439,98.3901,29.26,99.8009,99.8533
10/1/2023,"Cluster=Najran CL2,Rule Name=Opt Clusters","45200Cluster=Najran CL2,Rule Name=Opt Clusters",834.94,7.5792,4.3774,99.634,120.5443,1.0782,0.21,95.6055,94.5791,93.9464,0.0099,0,0.606,98.6113,96.0437,97.8755,0.31,99.7903,99.8298
10/1/2023,"Cluster=Jizan CL1,Rule Name=Opt Clusters","45200Cluster=Jizan CL1,Rule Name=Opt Clusters",10553.3,16.7465,10.6785,99.5912,111.7678,0.6853,0.2334,96.2986,96.1048,95.7404,0.0465,0,2.0651,99.0329,96.1371,98.1016,444.01,98.3255,98.7468
10/1/2023,"Cluster=Jizan CL2,Rule Name=Opt Clusters","45200Cluster=Jizan CL2,Rule Name=Opt Clusters",10403.45,18.8225,12.2351,99.4579,100.8992,0.4935,0.4385,96.9478,97.1372,94.9264,0.017,0,0.8531,98.6657,95.1979,98.3411,326.94,99.7502,99.685
10/1/2023,Aseer Province,45200Aseer Province,10538.25,38.7215,31.2483,99.4099,98.0869,0.7875,0.4537,98.6794,98.6846,95.4264,0.0859,0,5.2694,97.5162,95.9135,97.6169,123.14,99.479,99.5419
10/1/2023,Jazan Province,45200Jazan Province,20904.98,35.4711,22.8221,99.5169,105.693,0.5879,0.3458,96.6209,96.6148,95.4235,0.0304,0,1.4557,98.809,95.6688,98.2206,770.95,99.0416,99.2205
10/1/2023,Najran Province,45200Najran Province,5649.02,26.8794,15.6089,99.5345,104.9372,0.642,0.3751,96.4706,96.4375,96.3634,0.1696,0,1.4995,98.6563,93.971,98.3049,29.58,99.8003,99.8486
10/2/2023,Abha,45201Abha,885.26,3.0169,2.4386,99.6607,95.7909,0.3175,0.2239,98.8923,98.2771,89.2139,0.0067,0,6.95,96.2406,96.3583,96.3452,0.06,99.9519,99.9481
10/2/2023,Khamis Mushait,45201Khamis Mushait,1545.14,5.5857,3.9731,99.5795,95.4492,0.3798,0.3356,98.664,98.7111,92.9537,0.0092,0,13.5554,96.1628,96.8983,96.5993,71.07,99.1873,99.4823
10/2/2023,Bishah,45201Bishah,357.89,2.1196,1.528,99.7564,97.6751,0.3033,0.2057,99.6203,99.5418,94.6188,0.0101,0,2.1266,97.2717,96.0855,97.6158,5.36,99.9824,99.9836
10/2/2023,Abu Arish,45201Abu Arish,1178.77,2.4183,1.1376,99.4354,95.0078,0.3763,0.4342,98.892,98.7429,91.0692,0.0201,0,1.5205,97.4155,97.7007,97.6382,19.02,99.6938,99.8137
10/2/2023,Muhayel,45201Muhayel,269.27,1.7695,2.2084,99.6813,95.877,0.4626,0.2484,98.5073,98.5578,91.9075,0.0199,0,0.1567,99.2604,95.6994,99.2477,0,100,100
10/2/2023,Jizan,45201Jizan,1312.29,4.4695,3.0271,99.62,96.6008,0.2604,0.3015,99.0087,99.15,91.5133,0.0031,0,1.8116,98.0412,98.4879,98.1707,7.94,99.9785,99.9822
10/2/2023,Najran,45201Najran,2330.85,7.9283,4.5565,99.7597,96.4532,0.2785,0.1893,99.3963,99.4507,94.863,0.1236,0,2.3312,98.6001,97.6752,98.6076,17.66,99.9694,99.9726
10/2/2023,Sabya,45201Sabya,2399.21,2.2008,1.6907,99.6737,94.8377,0.3971,0.2582,99.0526,99.1241,93.1992,0.0733,0,0.9326,97.8514,97.7039,98.1694,260.57,100,100
10/2/2023,Southern Region All,45201Southern Region All,61787.35,122.0005,83.3583,99.3805,102.7159,0.9519,0.3975,96.6262,97.1283,96.3406,0.307,0.0696,2.8259,97.9074,94.9252,97.7357,1955.43,98.6727,98.706
10/2/2023,Southern Region,45201Southern Region,37496.31,96.164,65.7142,99.4683,102.7955,0.6254,0.4047,97.2106,97.2012,95.7926,0.2908,0.0004,3.3998,97.9519,95.8701,97.7663,921.63,99.2406,99.2866
10/2/2023,USF8,45201USF8,24087.66,24.9266,16.8158,99.0872,102.4218,2.0673,0.3467,95.1957,96.9484,97.544,0.3779,0.3218,0.5319,97.8605,82.7398,97.724,1031.65,97.0551,97.1039
10/2/2023,Remote Aseer,45201Remote Aseer,7014.39,21.5975,17.8586,99.291,105.1066,1.1762,0.5402,98.3569,98.7421,96.3706,0.833,0.0008,3.2555,96.9291,96.1972,97.1195,58.14,98.0305,98.2059
10/2/2023,Remote Jizan,45201Remote Jizan,16279.85,24.9699,15.9283,99.4632,112.1585,0.6263,0.3776,95.5607,95.5387,95.7305,0.1327,0.0006,1.2598,99.096,95.3437,98.2162,466.17,99.4215,99.3074
10/2/2023,Remote Najran,45201Remote Najran,3861.41,19.9127,11.4893,99.4019,99.6894,0.8302,0.4486,94.7174,94.0281,96.8119,0.1927,0.0011,0.7715,98.644,92.4828,98.1917,17.8,99.8445,99.8642
10/2/2023,E735,45201E735,11438.67,19.0447,13.1301,99.5247,98.4862,0.4663,0.3719,97.1487,97.1661,95.265,0.151,0,1.3595,98.3457,95.9714,98.2007,281.87,99.4407,99.3601
10/2/2023,E771,45201E771,2467.71,7.9132,6.8828,99.4755,98.1861,0.7852,0.3807,98.5758,98.5148,95.7698,0.8669,0,6.882,95.0404,94.7518,95.5037,30,97.9828,98.1043
10/2/2023,E770,45201E770,890.09,7.2449,4.1922,99.6979,123.8325,1.1023,0.1521,96.2754,96.2169,94.4595,0.006,0,0.3648,98.3725,97.3688,97.6311,0.17,100,100
10/2/2023,E773,45201E773,1095.61,6.847,7.1858,99.4256,103.3897,0.8863,0.4951,99.1462,99.1744,96.2558,0.8241,0,0.5071,98.064,96.6616,98.2829,1.98,98.1655,98.6125
10/2/2023,E774,45201E774,1936.6,6.3905,4.7979,99.5793,106.8729,1.216,0.2549,99.4709,99.4242,97.1456,0.7597,0.0026,1.8046,97.6428,95.5501,97.6104,5.42,99.9632,99.9646
10/2/2023,E775,45201E775,9801.84,15.046,8.6807,99.4738,116.7118,0.64,0.3492,95.555,95.5271,95.8296,0.0279,0.0009,1.3315,99.5859,96.3543,98.1288,471.83,99.7888,99.8008
10/2/2023,E776,45201E776,4666.43,19.3893,10.8662,99.5239,100.8071,0.4776,0.384,95.8583,95.3042,96.9915,0.14,0.0007,1.7507,98.7174,92.2911,98.5564,35.29,98.9466,99.1303
10/2/2023,E777,45201E777,3283.78,8.4169,5.6746,99.0994,91.0909,0.9546,0.7613,97.926,98.536,96.3566,0.161,0,2.4962,97.7231,97.6655,97.4426,24.97,99.6156,99.6058
10/2/2023,E778,45201E778,2118.96,6.7815,5.1321,99.4283,96.1155,0.4564,0.4695,98.6778,98.7096,93.7195,0.0115,0,10.1542,97.4737,97.919,97.7799,72.26,99.3201,99.5976
10/2/2023,E291,45201E291,24087.66,24.9266,16.8158,99.0872,102.4218,2.0673,0.3467,95.1957,96.9484,97.544,0.3779,0.3218,0.5319,97.8605,82.7398,97.724,1031.65,97.0551,97.1039
10/2/2023,Southern Remote,45201Southern Remote,27155.65,66.4801,45.2763,99.3873,108.1166,0.7888,0.4528,96.3057,96.3263,95.9943,0.4198,0.0007,2.0694,98.1719,95.4104,97.7808,542.11,98.8804,98.9072
10/2/2023,Southern City,45201Southern City,10278.66,29.5087,20.5599,99.6522,95.7919,0.3355,0.2683,99.0062,98.9456,92.4847,0.0408,0,5.5223,97.4246,96.7289,97.6674,381.67,99.7831,99.8547
10/2/2023,"Cluster=Aseer CL2,Rule Name=Opt Clusters","45201Cluster=Aseer CL2,Rule Name=Opt Clusters",2984.54,9.7052,7.5483,99.3675,92.6784,0.5802,0.5142,98.5201,98.5866,95.3295,0.0103,0,12.0199,96.3187,97.202,96.779,74.31,98.5676,98.8124
10/2/2023,"Cluster=Aseer CL1,Rule Name=Opt Clusters","45201Cluster=Aseer CL1,Rule Name=Opt Clusters",1622.81,4.9282,4.0778,99.563,98.0738,0.4728,0.318,98.3014,98.3438,95.4758,0.1732,0,5.7305,95.9342,96.8958,96.1137,9.82,99.8061,99.7922
10/2/2023,"Cluster=Aseer CL3,Rule Name=Opt Clusters","45201Cluster=Aseer CL3,Rule Name=Opt Clusters",2173.74,9.9016,9.545,99.3723,103.7306,1.1355,0.4937,99.042,99.0668,96.6197,1.3968,0,1.6538,97.0557,95.7937,97.4633,20.6,96.7937,97.2417
10/2/2023,"Cluster=Aseer CL4,Rule Name=Opt Clusters","45201Cluster=Aseer CL4,Rule Name=Opt Clusters",4051.24,11.459,8.1375,99.532,99.0129,1.0906,0.3207,98.6736,99.0449,96.652,0.5098,0.0012,1.3188,98.5065,95.9646,98.1046,29.88,99.9482,99.9497
10/2/2023,"Cluster=Najran CL1,Rule Name=Opt Clusters","45201Cluster=Najran CL1,Rule Name=Opt Clusters",4682.54,19.1223,11.1578,99.5298,101.4468,0.505,0.3779,96.771,96.508,97.0025,0.1402,0.0007,1.759,98.6897,92.7075,98.5113,34.98,99.8926,99.9012
10/2/2023,"Cluster=Najran CL2,Rule Name=Opt Clusters","45201Cluster=Najran CL2,Rule Name=Opt Clusters",829.3,7.486,3.8801,99.687,119.1741,0.9733,0.1698,92.5284,91.0761,94.1176,0.0034,0,0.4039,98.4607,96.7686,97.7833,0.48,99.9358,99.9512
10/2/2023,"Cluster=Jizan CL1,Rule Name=Opt Clusters","45201Cluster=Jizan CL1,Rule Name=Opt Clusters",10608.84,16.008,10.176,99.5845,112.4489,0.6451,0.2413,96.3484,96.1388,96.1281,0.025,0.0009,1.764,99.1947,97.258,98.182,441.88,99.2896,99.1162
10/2/2023,"Cluster=Jizan CL2,Rule Name=Opt Clusters","45201Cluster=Jizan CL2,Rule Name=Opt Clusters",10481.31,17.3785,11.3138,99.4332,100.5194,0.4498,0.4673,96.5632,96.7713,94.8093,0.1752,0,1.0153,98.5167,95.0201,98.1865,311.82,99.8285,99.8811
10/2/2023,Aseer Province,45201Aseer Province,10721.06,35.9509,29.2908,99.4406,96.4338,0.802,0.4306,98.7755,98.7836,96.2347,0.5175,0.0004,5.2438,96.8649,96.2582,97.1132,134.62,98.8472,98.9747
10/2/2023,Jazan Province,45201Jazan Province,21030.69,33.2987,21.4128,99.4985,105.7664,0.5462,0.3658,96.453,96.4519,95.6164,0.1076,0.0004,1.3902,98.814,96.0926,98.1828,753.7,99.5602,99.503
10/2/2023,Najran Province,45201Najran Province,5682.56,26.7392,15.1326,99.5635,105.06,0.5932,0.3358,95.5384,95.4801,96.4815,0.1118,0.0006,1.4694,98.7041,93.8812,98.3666,35.46,99.9022,99.9128
10/3/2023,Abha,45202Abha,869.82,3.1934,2.4053,99.6882,95.6366,0.3076,0.2421,98.6238,98.1772,90.9548,0.0037,0,6.2005,96.1574,96.4998,96.2435,0.15,99.99,99.991
10/3/2023,Khamis Mushait,45202Khamis Mushait,1549.05,5.5666,3.8587,99.6051,96.0645,0.3576,0.3116,98.6234,98.6433,93.1868,0.002,0,14.4556,96.23,96.9482,96.7072,64.59,99.6739,99.7667
10/3/2023,Bishah,45202Bishah,340.42,2.4211,1.6824,99.7263,96.5249,0.2517,0.2145,99.5382,99.5203,94.5946,0.0024,0,2.2444,97.2215,95.9706,97.6226,2.95,99.9798,99.9804
10/3/2023,Abu Arish,45202Abu Arish,1166.78,1.5883,0.9948,99.5592,95.2854,0.4596,0.3529,98.6245,98.5191,90.2532,0,0,1.7267,97.2649,97.7057,97.4774,15.1,100,100
10/3/2023,Muhayel,45202Muhayel,252.87,1.6814,2.1876,99.4679,94.7996,0.6643,0.2693,98.1973,98.1454,87.7551,0.028,0,0.1867,98.9116,95.908,99.0015,0,99.9414,99.951
10/3/2023,Jizan,45202Jizan,1351.91,4.1358,2.7942,99.4899,96.5826,0.3122,0.4202,98.6113,98.906,91.8049,0.02,0,1.9441,96.9227,98.5659,97.2526,10.23,99.0132,98.809
10/3/2023,Najran,45202Najran,2235.42,8.4026,4.6736,99.7572,96.7857,0.2663,0.1802,99.5733,99.5819,93.871,0.1303,0,2.0017,98.5568,97.8726,98.5911,10.21,99.902,99.9123
10/3/2023,Sabya,45202Sabya,2258.76,2.8619,2.1793,99.6238,94.9586,0.8181,0.2909,98.9463,99.2404,93.0472,0.1331,0,0.8116,97.3818,97.6754,97.7644,223.31,97.1718,97.3817
10/3/2023,Southern Region All,45202Southern Region All,61443.15,122.4829,82.5792,99.4002,103.9938,0.9729,0.393,96.3718,96.7562,96.5699,0.1559,0.0462,2.8343,97.8133,95.0918,97.6648,1987.88,98.832,98.8157
10/3/2023,Southern Region,45202Southern Region,37048.86,97.245,65.0689,99.4686,104.4626,0.6621,0.3996,96.8765,96.8797,96.112,0.0872,0.0001,3.4148,97.901,95.9265,97.7282,881.5,99.3894,99.3911
10/3/2023,USF8,45202USF8,24187.91,24.2993,16.5918,99.1814,102.3475,2.0074,0.3499,95.1564,96.4504,97.5554,0.5915,0.209,0.5251,97.4188,84.2701,97.3621,1104.25,97.1377,97.1431
10/3/2023,Remote Aseer,45202Remote Aseer,6876.3,22.134,17.7168,99.3386,106.5951,1.1741,0.4894,98.2979,98.5817,96.6299,0.0794,0,3.3185,98.0001,96.6667,97.9969,62.07,99.0817,99.1285
10/3/2023,Remote Jizan,45202Remote Jizan,16138.89,25.9115,15.9737,99.4352,112.891,0.6383,0.3927,94.8772,94.8325,96.0037,0.1628,0,1.1715,98.2171,95.9298,97.4981,473.01,99.3165,99.1843
10/3/2023,Remote Najran,45202Remote Najran,3948.42,19.2224,10.9392,99.4182,111.5431,0.854,0.4414,94.7141,94.0722,97.3349,0.0227,0.0011,0.8807,98.8457,89.8959,98.3294,21.65,99.5142,99.5406
10/3/2023,E735,45202E735,11396.5,19.4295,13.1273,99.478,98.8153,0.5759,0.4066,96.3291,96.3786,96.0358,0.052,0,1.307,98.0883,96.6532,98.0051,247.91,98.7885,98.637
10/3/2023,E771,45202E771,2420.56,8.3325,6.7987,99.507,98.5146,0.6973,0.3872,98.7399,98.6843,95.8333,0.0402,0,6.604,96.0334,95.643,96.3237,30.04,98.9069,98.8746
10/3/2023,E770,45202E770,889.5,7.7114,4.3646,99.5469,121.7572,1.2758,0.316,96.5562,96.5328,96.4365,0.0056,0.0037,0.5161,98.4767,97.4242,97.6802,0.22,99.2864,99.3073
10/3/2023,E773,45202E773,1098.92,6.4435,6.8429,99.3359,103.6684,0.878,0.4798,99.205,99.195,96.4986,0.0691,0,0.4999,98.935,96.8141,98.9468,0.72,99.6515,99.9541
10/3/2023,E774,45202E774,1826.39,6.8138,4.9559,99.6681,105.6866,1.223,0.2104,99.2848,99.2864,97.6551,0.1143,0,1.8561,98.4757,95.7247,98.3304,2.98,99.9839,99.9857
10/3/2023,E775,45202E775,9585.88,15.0856,8.8295,99.4712,117.4924,0.6619,0.3504,95.2854,95.2685,95.7227,0.278,0,1.3382,97.731,96.3576,96.5723,473.75,99.8174,99.8227
10/3/2023,E776,45202E776,4668.95,18.6285,10.3584,99.6003,101.2764,0.4694,0.3054,95.8078,95.317,97.2146,0.0805,0,1.5671,98.8073,89.7698,98.6337,32,98.9912,99.1591
10/3/2023,E777,45202E777,3241.8,8.9005,5.585,99.1728,112.3346,0.9756,0.6439,97.4618,97.9996,96.6601,0.0728,0,2.666,97.8829,97.7091,97.5957,29.82,99.8866,99.8764
10/3/2023,E778,45202E778,2126.75,6.8383,5.125,99.4053,94.2211,0.4602,0.4897,98.5258,98.5487,93.9078,0.0078,0,10.9049,97.6451,97.9996,97.9461,66.19,99.6939,99.7818
10/3/2023,E291,45202E291,24187.91,24.2993,16.5918,99.1814,102.3475,2.0074,0.3499,95.1564,96.4504,97.5554,0.5915,0.209,0.5251,97.4188,84.2701,97.3621,1104.25,97.1377,97.1431
10/3/2023,Southern Remote,45202Southern Remote,26963.61,67.2678,44.6297,99.3948,111.1017,0.7962,0.4387,95.9091,95.8957,96.2879,0.1079,0.0002,2.0844,98.2281,95.4189,97.8249,556.73,99.2477,99.2308
10/3/2023,Southern City,45202Southern City,10025.04,29.851,20.776,99.6403,95.9462,0.4246,0.2773,98.8664,98.8853,92.3502,0.0469,0,5.5258,97.2019,96.8313,97.4951,326.54,99.611,99.6361
10/3/2023,"Cluster=Aseer CL2,Rule Name=Opt Clusters","45202Cluster=Aseer CL2,Rule Name=Opt Clusters",2966.51,9.6686,7.4243,99.4542,94.8708,0.6183,0.4104,98.4968,98.4697,95.7379,0.0055,0,12.6039,96.6402,97.2956,97.0711,68.03,99.0215,99.1092
10/3/2023,"Cluster=Aseer CL1,Rule Name=Opt Clusters","45202Cluster=Aseer CL1,Rule Name=Opt Clusters",1557.48,5.2907,4.0928,99.599,98.0561,0.4977,0.3162,98.3383,98.3713,95.4383,0.0028,0,5.3244,96.0888,97.0015,96.2152,8.42,99.8891,99.8768
10/3/2023,"Cluster=Aseer CL3,Rule Name=Opt Clusters","45202Cluster=Aseer CL3,Rule Name=Opt Clusters",2174.39,9.8257,9.2032,99.3677,104.6411,1.018,0.4772,99.2759,99.2971,96.5664,0.104,0,1.6467,98.6718,96.3556,98.7277,20.73,98.9298,99.0413
10/3/2023,"Cluster=Aseer CL4,Rule Name=Opt Clusters","45202Cluster=Aseer CL4,Rule Name=Opt Clusters",3962.55,12.3651,8.3875,99.4587,111.109,1.0469,0.3909,98.0624,98.4192,96.9886,0.1244,0,1.4049,98.8253,96.1026,98.4106,32.58,99.9354,99.9424
10/3/2023,"Cluster=Najran CL1,Rule Name=Opt Clusters","45202Cluster=Najran CL1,Rule Name=Opt Clusters",4634.7,18.7567,10.5546,99.5753,101.9458,0.5027,0.33,96.6507,96.3847,97.1668,0.0805,0.0008,1.585,98.8394,90.2544,98.6311,29.95,99.588,99.5935
