Date,Time,GCell Group,Integrity,K3014:Traffic Volume on TCH(Erl),PS DL Traffic (GB),PS UL Traffic (GB),Call_Setup_Success_Rate_Portal(%),MSC Assignment Attempt Rate(%),DCR_Portal_new(%),SDCCH Drop Rate_Portal(%),Handover Success Rate _Portal_new(%),Incoming_HSR(%),Incoming Inter RAT HO Success Rate,SDCCH Blocking_Portal(%),TCH_congestion_Portal(%),"Interference%_Band(3,4,5)",AM_Location_Update_SR(%),TBF SR(%),Immediate assign success rate(%),VAMOS traffic(Erl),2G Availability
2023-11-14,00:00,Southern Region,1,905.22,3.4438,2.0678,99.5095,110.9259,0.7921,0.3719,97.0296,97.1455,95.6434,0.0384,0,3.7678,98.3184,97.0203,98.2642,14.88,99.4205
2023-11-14,00:00,USF8,1,307.38,0.5188,0.3721,99.8071,103.5668,1.9761,0.1929,92.2966,95.366,98.505,0,0,0.2608,98.1847,90.3956,98.151,4.61,98.9801
2023-11-14,00:00,Southern Remote,1,661.62,2.2825,1.3988,99.5148,128.1678,0.8428,0.354,96.1058,96.12,95.7118,0.0426,0,2.4027,98.5153,97.1065,98.3298,10.68,99.4774
2023-11-14,00:00,Southern City,1,243.97,1.1849,0.6863,99.4801,95.4643,0.6839,0.4179,99.208,99.5094,94.2446,0.0304,0,5.9057,97.5917,96.8554,97.834,4.21,99.3401
2023-11-14,00:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,54.9,0.4098,0.2177,99.3783,96.2596,1.6411,0.394,98.4925,98.3292,94.8454,0,0,15.5939,97.1651,96.9774,97.3772,0.01,98.9998
2023-11-14,00:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,24.35,0.2011,0.1525,99.5523,104.3165,0.9112,0.2183,99.393,99.3921,97.7778,0.0017,0,5.2955,96.368,96.8623,96.6794,0.29,98.3273
2023-11-14,00:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,50.52,0.443,0.3704,99.5371,108.7591,1.766,0.4629,99.6008,99.7009,96.6102,0.0022,0,2.1723,98.8399,96.7665,98.9974,0.01,99.2548
2023-11-14,00:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,70.6,0.4107,0.2422,99.4701,116.9811,1.1905,0.3692,93.3706,99.4954,99.2537,0.0029,0,1.6426,98.1246,97.0625,98.2733,1.29,99.9769
2023-11-14,00:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,67.22,0.6331,0.3099,99.3366,102.2538,0.3042,0.5009,99.5757,91.5789,96.875,0.038,0,1.4546,98.5039,98.1366,98.4777,0.08,100
2023-11-14,00:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,10.11,0.2264,0.1349,99.4957,124.2009,1.9355,0.1372,87.8307,87.8307,90.9091,0,0,0.361,99.2519,96.0496,98.886,0,100
2023-11-14,00:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,326.99,0.6101,0.3208,99.5664,122.2104,0.7207,0.3759,96.5732,96.3285,96.8208,0.0912,0,0.9273,98.2586,97.8042,97.7583,9.13,99.2882
2023-11-14,00:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,300.89,0.5333,0.3367,99.5506,108.5722,0.5317,0.3441,97.491,97.7358,93.1701,0.08,0,0.9446,98.8683,96.9436,98.6813,4.08,99.9158
2023-11-14,00:00,Aseer Province,1,197.29,1.4645,0.985,99.44,104.1148,1.3578,0.3768,99.068,99.1702,97.1239,0.0015,0,6.2457,97.6335,96.8781,97.8798,1.59,99.1438
2023-11-14,00:00,Jazan Province,1,626.83,1.1424,0.6546,99.5594,114.5777,0.6232,0.3579,97.0495,97.0577,95.2591,0.0848,0,0.9402,98.5909,97.3372,98.2804,13.22,99.6055
2023-11-14,00:00,Najran Province,1,81.45,0.8606,0.4455,99.3835,106.7261,0.7105,0.4244,90.0982,90.894,95.6098,0.0301,0,1.2258,98.6901,97.2875,98.5719,0.08,100
2023-11-14,01:00,Southern Region,1,615.92,2.7476,1.7587,99.4321,111.2416,1.1184,0.3951,97.2764,97.29,95.1414,0.0818,0,3.4699,98.0306,97.3001,98.0292,5.35,99.2492
2023-11-14,01:00,USF8,1,180.96,0.5176,0.305,99.5207,98.9011,2.4482,0.2329,92.2021,99.5255,96.6387,0.5596,0.1235,0.2254,97.2107,96.9077,97.2006,0.34,98.9847
2023-11-14,01:00,Southern Remote,1,437.91,1.7018,1.1395,99.5015,126.3075,1.181,0.375,96.6804,96.4327,95.4157,0.0014,0,2.3032,98.2568,97.7771,98.121,2.16,99.478
2023-11-14,01:00,Southern City,1,178.59,1.0583,0.6334,99.337,95.471,1.0035,0.4234,98.4216,98.9486,90.9091,0.2004,0,5.3408,97.4444,96.5658,97.7021,3.19,98.842
2023-11-14,01:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,39.04,0.2711,0.198,99.4628,95.6701,1.3972,0.3223,99.005,99.0184,95.3488,0.005,0,14.8986,97.3691,96.743,97.6482,0,99.0651
2023-11-14,01:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,15.53,0.175,0.1304,99.276,100.5348,2.3697,0.1931,98.7461,98.7421,94.7368,0.027,0,4.8869,96.2525,97.0038,96.4519,0.01,98.2036
2023-11-14,01:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,25.96,0.4168,0.3616,99.4383,104.1667,2.1352,0.5617,98.8095,98.2143,98.5714,0,0,1.5628,98.102,97.7995,98.4655,0,99.2597
2023-11-14,01:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,35.67,0.2555,0.21,99.1642,125.4296,2.9484,0.2895,98.9757,99.2327,98.0769,0,0,1.6003,97.4421,96.9454,97.6917,0.06,100
2023-11-14,01:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,39.83,0.5213,0.2131,99.2712,102.0772,0.6684,0.5843,99.5349,98.861,100,0.0983,0,0.7609,98.1687,98.4953,98.1966,0,100
2023-11-14,01:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,7.44,0.2629,0.134,99.3854,134.375,0.4219,0.1502,99.1667,99.1667,96,0,0,0.4246,97.8943,95.7154,97.6838,0,100
2023-11-14,01:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,227.43,0.4512,0.2697,99.3215,119.0608,1.22,0.4012,95.367,95.118,94.5485,0.3106,0,1.2015,98.303,97.4125,97.933,2.1,97.985
2023-11-14,01:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,225.6,0.4064,0.2559,99.5987,109.3091,0.7102,0.4013,97.1859,97.5842,93.7639,0.0567,0,0.8919,98.774,96.8498,98.5546,3.18,100
2023-11-14,01:00,Aseer Province,1,116.64,1.1188,0.9019,99.3229,105.1238,2.1583,0.3533,99.1043,98.9769,97.0443,0.0068,0,5.8136,97.3343,97.3343,97.6351,0.06,99.1367
2023-11-14,01:00,Jazan Province,1,451.8,0.8566,0.5233,99.4738,113.3665,0.9429,0.4015,96.2888,96.3633,94.2085,0.1737,0,1.0474,98.5545,97.1207,98.2691,5.29,99.009
2023-11-14,01:00,Najran Province,1,48.07,0.7847,0.3477,99.2922,109.1449,0.5988,0.4912,98.7522,98.7676,99.2647,0.0776,0,0.6882,98.1375,97.2706,98.1083,0,100
2023-11-14,02:00,Southern Region,1,394.03,2.204,1.6151,99.3277,106.6959,1.1863,0.4223,95.7237,95.9746,93.0719,0.773,0,3.4456,97.1646,97.2908,97.3423,2.09,98.5937
2023-11-14,02:00,USF8,1,97.71,0.3313,0.2423,99.2879,99.0025,2.9197,0.2094,99.0215,99.7062,97.551,0.0048,0,0.2048,98.1604,97.7158,98.254,0.06,98.9309
2023-11-14,02:00,Southern Remote,1,278.94,1.4897,1.0475,99.4485,119.4919,1.3171,0.3975,95.6872,94.26,92.8669,1.2216,0,2.2041,96.6679,97.7372,96.8463,0.23,98.3446
2023-11-14,02:00,Southern City,1,115.23,0.7248,0.5803,99.1648,92.8608,0.9529,0.4497,95.7637,99.6923,96.6667,0.0512,0,5.4328,97.6444,96.5917,97.8517,1.86,98.9929
2023-11-14,02:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,16.52,0.2149,0.2078,97.7869,93.913,1.5773,0.3681,99.6078,100,100,0.0574,0,14.9522,97.3419,96.6598,97.6083,0,99.0668
2023-11-14,02:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,6.29,0.1994,0.1453,99.8214,110.1852,3.1496,0.1786,99.4898,98.995,100,0.6007,0,5.0552,95.2415,96.8098,95.616,0,96.0731
2023-11-14,02:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,15.2,0.3037,0.326,99.3009,104.4643,1.8634,0.6991,70.8029,73.6059,100,3.7357,0,1.1903,93.952,97.6814,95.0278,0,99.2629
2023-11-14,02:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,16.48,0.2667,0.2123,99.6221,114.6199,2.765,0.3779,99.7126,99.7101,96.6667,1.9166,0,1.6637,94.774,96.7923,95.503,0,96.8747
2023-11-14,02:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,17.89,0.2631,0.1922,99.396,105.1075,0.7229,0.604,98.2353,98.3425,97.1429,0.1544,0,0.8882,98.3841,98.4829,98.3477,0,100
2023-11-14,02:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,4.95,0.2625,0.1014,99.0313,123.9583,1.4815,0.1294,99.3548,99.3631,100,0,0,0.3448,97.7693,95.9748,97.562,0,100
2023-11-14,02:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,152.02,0.3396,0.2033,99.3994,118.7732,1.2684,0.3667,97.2989,97.4771,88.8594,0,0,1.1207,98.4467,98.0987,98.1916,0.23,98.5226
2023-11-14,02:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,164.82,0.3645,0.2396,99.5648,101.0371,0.7893,0.3813,95.6845,95.7206,95.8904,0,0,0.8279,98.5987,96.9778,98.5313,1.86,100
2023-11-14,02:00,Aseer Province,1,55.27,0.9854,0.8942,98.7913,102.571,2.1792,0.4205,92.2575,93.0516,99.1071,1.5182,0,5.8073,95.5347,97.209,96.1096,0,97.7703
2023-11-14,02:00,Jazan Province,1,315.71,0.7031,0.4398,99.498,107.6128,0.9662,0.3744,96.4324,96.5307,91.443,0,0,0.9749,98.5282,97.5165,98.3764,2.08,99.2741
2023-11-14,02:00,Najran Province,1,23.19,0.526,0.2938,99.3032,109.1489,1.087,0.5028,98.773,98.8166,98.0392,0.1219,0,0.7726,98.2762,97.3748,98.2072,0,100
2023-11-14,03:00,Southern Region,1,305.89,2.4995,1.9283,99.52,107.9708,0.8725,0.388,98.3826,98.3271,93.8947,0.0247,0,3.6346,98.3084,95.5802,98.3836,3.3,99.4002
2023-11-14,03:00,USF8,1,66.38,0.3533,0.2893,98.3898,103.003,2.9613,0.1547,91.5171,93.1148,100,0.0529,0.8746,0.5609,97.8342,64.7371,98.0107,0.52,98.9785
2023-11-14,03:00,Southern Remote,1,216.66,1.6901,1.3425,99.5716,119.9872,1.0073,0.3223,97.9436,97.9436,93.8776,0.0336,0,2.4135,98.4183,95.1639,98.5017,0,99.3796
2023-11-14,03:00,Southern City,1,87.86,0.819,0.5962,99.4213,95.0384,0.6642,0.5055,99.1111,98.9464,87.8788,0.007,0,5.5615,97.7791,96.3776,97.8924,3.3,99.4382
2023-11-14,03:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,10.52,0.1997,0.2108,98.9961,96.2185,0.4329,0.5697,97.8947,97.3404,75,0,0,15.7795,97.2656,96.1749,97.4422,0,99.0633
2023-11-14,03:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,2.68,0.1661,0.1382,99.7517,108.3333,2.3256,0.2483,97.8022,97.8022,83.3333,0,0,5.1899,96.4823,96.9954,96.7233,0,98.5283
2023-11-14,03:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,8.78,0.3622,0.3805,99.5458,100,0,0.4542,100,100,100,0,0,1.1207,99.1432,95.2407,99.2646,0,99.2518
2023-11-14,03:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,13.92,0.2882,0.2568,99.1647,99.4012,4.4693,0.2343,98.8584,100,93.3333,0.0382,0,1.8178,98.2178,93.5418,98.4438,0,100
2023-11-14,03:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,10.83,0.2765,0.2038,99.5232,111.1111,0,0.4768,100,94.186,90.3226,0.0179,0,0.7342,98.8055,94.2264,98.6456,0,100
2023-11-14,03:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,3.71,0.2865,0.1617,99.8487,132.6923,1.1905,0.1513,93.75,93.75,100,0.0336,0,0.5516,97.9727,97.2791,98.2052,0,100
2023-11-14,03:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,113.67,0.3516,0.2407,99.4932,113.0593,1.4313,0.4003,98.7415,98.9258,92.2018,0.0377,0,1.2827,98.1438,97.6306,98.1771,0,98.8304
2023-11-14,03:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,140.41,0.5783,0.3461,99.6857,106.9519,0.2623,0.3143,97.8723,97.6647,96.5517,0.0536,0,0.9478,98.6826,96.4511,98.6865,3.3,100
2023-11-14,03:00,Aseer Province,1,35.33,1.0164,0.9874,99.2237,99.6296,1.9231,0.4061,99.2958,99.1784,90.7692,0.0087,0,6.0946,97.8412,95.2263,98.061,0,99.2157
2023-11-14,03:00,Jazan Province,1,253.89,0.9293,0.5852,99.607,109.2697,0.739,0.3503,98.279,98.2448,93.9394,0.047,0,1.1175,98.452,96.942,98.471,3.3,99.4218
2023-11-14,03:00,Najran Province,1,15.3,0.5635,0.3661,99.6039,114.3302,0.2525,0.3961,94.2308,94.2308,93.4783,0.0215,0,0.6925,98.615,95.6281,98.5511,0,100
2023-11-14,04:00,Southern Region,1,240.88,2.1486,1.6524,99.5291,106.0087,0.9672,0.4164,97.1429,97.3462,97.5,0.0056,0,3.4513,98.0548,97.4958,98.145,1.57,99.4876
2023-11-14,04:00,USF8,1,59.08,0.2765,0.2501,99.8363,98.8034,1.6692,0.1637,98.8764,98.6395,99.2063,0,0,0.2448,97.1393,94.1605,97.3411,0.24,98.9861
2023-11-14,04:00,Southern Remote,1,170.38,1.4342,1.0673,99.507,118.4164,1.178,0.3943,96.2708,96.3689,97.1366,0.0086,0,2.269,98.115,97.9184,98.1987,0.01,99.5222
2023-11-14,04:00,Southern City,1,69.37,0.726,0.5984,99.5486,93.5072,0.6798,0.4514,98.9399,99.3096,100,0.0009,0,5.3316,97.7486,96.818,97.8863,1.56,99.4404
2023-11-14,04:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,10.4,0.1909,0.1951,99.5354,89.6414,0.8772,0.4646,98.895,99.4595,100,0,0,15.0916,96.9688,97.0406,97.3045,0,99.0676
2023-11-14,04:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,2.59,0.1821,0.1199,99.7811,100,1.3158,0.2189,96.3415,98.75,83.3333,0,0,4.8762,96.3956,96.9465,96.6132,0,98.5387
2023-11-14,04:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,11.91,0.2757,0.299,98.0117,94.5205,1.0417,0.547,100,99.1071,100,0.0415,0,1.2409,98.2161,97.919,98.5633,0,99.2643
2023-11-14,04:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,8.93,0.1961,0.193,99.547,111.8056,1.7442,0.453,97.8261,97.8102,100,0,0,1.6733,97.4365,97.0542,97.8877,0,100
2023-11-14,04:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,12.96,0.2694,0.2062,99.4446,106.9663,0.4132,0.5554,97.3684,98.2143,100,0.0013,0,0.7398,98.3031,98.3986,98.1676,0,100
2023-11-14,04:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,5.03,0.2563,0.1311,99.8053,123.7179,0.4831,0.1947,97.0588,96.9697,94.4444,0,0,0.3282,97.6287,96.2015,97.6727,0,100
2023-11-14,04:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,84.22,0.3836,0.2595,99.6115,109.1013,1.0496,0.3885,96.2415,96.2457,98.8166,0.0023,0,1.1818,98.7396,98.1589,98.5606,0,99.3478
2023-11-14,04:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,103.73,0.4062,0.2619,99.5975,104.7721,1.0632,0.3347,97.2617,97.5,93.8776,0,0,0.8912,98.8484,97.0784,98.7714,1.56,100
2023-11-14,04:00,Aseer Province,1,33.94,0.8455,0.8114,99.3738,97.8022,1.2238,0.4397,98.4375,98.8327,98.1481,0.0108,0,5.8097,97.2433,97.4618,97.6159,0,99.223
2023-11-14,04:00,Jazan Province,1,187.81,0.7882,0.5155,99.6016,106.3979,1.0582,0.3574,96.7777,96.9116,96.519,0.001,0,1.0373,98.7997,97.5953,98.6812,1.56,99.68
2023-11-14,04:00,Najran Province,1,18,0.5264,0.3388,99.5247,111.2957,0.4335,0.4753,97.2477,97.6415,99.0909,0.001,0,0.6521,98.1755,97.435,98.0812,0,100
2023-11-14,05:00,Southern Region,1,296.89,2.6488,1.9314,99.4281,107.4593,0.3627,0.4333,97.7955,97.7638,96.3542,0.0088,0,3.5865,98.0854,97.479,98.0729,2.38,99.4831
2023-11-14,05:00,USF8,1,69.29,0.4938,0.3617,99.6994,96.5909,1.3828,0.2167,93.2939,94.9495,97.9661,0.0531,0,0.3453,97.0555,94.6335,97.251,0.3,98.8779
2023-11-14,05:00,Southern Remote,1,186.48,1.851,1.2973,99.3309,121.8332,0.4562,0.4322,96.8875,96.7081,96.1433,0.0086,0,2.362,98.2613,97.8765,98.0893,0.12,99.518
2023-11-14,05:00,Southern City,1,109.57,0.8071,0.6481,99.5109,97.0072,0.2875,0.4395,98.8796,99.0159,100,0.01,0,5.5458,97.5917,96.856,97.8729,2.25,99.4354
2023-11-14,05:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,19.52,0.2502,0.234,99.5486,97.651,0.4329,0.4514,98.4762,98.2857,100,0.0186,0,15.099,96.9071,97.0353,97.2409,0.46,99.0585
2023-11-14,05:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,15.3,0.1636,0.1308,99.6897,101.9016,0.5531,0.3103,97.6019,97.8261,88,0,0,4.9497,96.5446,96.8795,96.677,0,98.5292
2023-11-14,05:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,10.31,0.3186,0.3201,99.455,97.2973,0,0.545,99.5283,99.0521,100,0,0,1.1864,98.7593,97.7391,98.9349,0,99.2625
2023-11-14,05:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,12.59,0.2543,0.2435,99.358,106.4685,0.3145,0.4786,95.8848,97.8991,94.1176,0,0,1.8041,97.7986,97.0829,98.0401,0,100
2023-11-14,05:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,33.87,0.5397,0.2829,99.3732,102.088,0.0549,0.5168,99.162,98.0501,98.1132,0.0292,0,1.2224,98.1838,98.5581,98.4149,0,100
2023-11-14,05:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,9.06,0.3007,0.1658,99.3672,129.3447,1.073,0.1931,81.25,81.0811,100,0.0406,0,0.4063,97.5011,96.0472,97.1974,0,99.9961
2023-11-14,05:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,90.64,0.3494,0.2605,99.448,112.293,0.35,0.4051,99.2366,99.418,97.546,0.0021,0,1.4573,98.632,98.3304,98.253,0.12,99.3421
2023-11-14,05:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,104.77,0.4815,0.3077,99.4051,110.3916,0.4302,0.4001,97.9424,97.8222,94.5525,0.0017,0,0.9746,98.7235,97.3907,98.3468,1.8,100
2023-11-14,05:00,Aseer Province,1,57.77,0.9866,0.9345,99.5105,100.7539,0.4034,0.4557,98.3405,98.2659,95,0.0068,0,5.8373,97.434,97.366,97.7002,0.46,99.2181
2023-11-14,05:00,Jazan Province,1,195.24,0.8296,0.5605,99.4239,111.1327,0.3962,0.4016,98.4358,98.4249,96.2264,0.0019,0,1.2151,98.674,97.8529,98.3001,1.91,99.6771
2023-11-14,05:00,Najran Province,1,43.03,0.842,0.4504,99.3762,106.6635,0.2613,0.4486,92.9825,92.955,98.5294,0.031,0,1.0487,98.074,97.5265,98.2006,0,99.9992
2023-11-14,06:00,Southern Region,1,623.5,2.8968,2.191,99.4888,110.9796,0.505,0.4273,98.2734,98.1979,95.5821,0.4764,0,3.7469,97.6917,97.6479,97.4879,4.76,99.4374
2023-11-14,06:00,USF8,1,227.03,0.7593,0.5613,99.4932,98.571,1.151,0.3097,95.0963,96.1099,98.1413,0.0067,0,0.5021,97.3646,93.7075,97.4231,2.98,98.3662
2023-11-14,06:00,Southern Remote,1,432.24,1.9403,1.4392,99.4696,122.4604,0.6112,0.4313,97.6221,97.5482,95.7377,0.7259,0,2.5385,97.7376,97.9986,97.3247,3.46,99.4691
2023-11-14,06:00,Southern City,1,189.14,0.9351,0.7507,99.5211,97.4445,0.3415,0.4173,99.2387,99.1604,91.8605,0.0437,0,5.6848,97.3485,97.0972,97.5569,1.29,99.3953
2023-11-14,06:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,42.25,0.269,0.2594,99.424,100.051,0.4637,0.5253,98.1469,97.9986,95.2381,0,0,15.4517,96.8344,97.4386,97.1324,0.03,99.0504
2023-11-14,06:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,22.61,0.2587,0.1617,99.6486,100.5076,0.4174,0.3514,99.6728,99.6739,95.5556,0,0,5.1713,96.1624,97.0269,96.2082,0.09,98.4218
2023-11-14,06:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,26.45,0.3107,0.3206,99.5483,103.87,0.9115,0.4517,100,100,96.748,0,0,1.216,99.0384,97.9857,99.0807,0.01,99.2593
2023-11-14,06:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,48.31,0.3652,0.2904,99.4534,110.0659,0.8084,0.4616,99.241,99.6157,95.5056,4.1674,0,1.9131,92.9131,96.7891,93.8314,0.03,99.9283
2023-11-14,06:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,85.73,0.5369,0.3461,99.3958,103.7093,0.3198,0.3861,99.4588,99.2178,94.898,0.1248,0,1.2464,98.6382,98.6885,98.4778,0,100
2023-11-14,06:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,18.29,0.2009,0.1587,99.7689,127.1186,1.1364,0.2311,92.3379,92.2311,97.4359,0,0,0.3839,98.417,96.4046,97.7348,0,100
2023-11-14,06:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,181.67,0.4119,0.3128,99.5168,118.4722,0.4054,0.4081,97.603,97.5419,98.0952,0,0,1.6377,99.0343,98.2213,98.0326,3.35,99.333
2023-11-14,06:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,196.08,0.522,0.3403,99.5025,114.0298,0.5423,0.4201,98.3264,98.1814,92.5811,0.0512,0,1.073,98.5265,97.8526,97.8253,1.24,99.9053
2023-11-14,06:00,Aseer Province,1,138.96,1.2069,1.0406,99.4979,102.7235,0.5889,0.4618,99.1738,99.1199,95.9866,0.9625,0,6.0219,96.2946,97.4972,96.6715,0.17,99.1676
2023-11-14,06:00,Jazan Province,1,376.7,0.9281,0.6428,99.5087,115.8754,0.4809,0.4148,97.9807,97.874,95.5137,0.0287,0,1.3535,98.7429,98.0368,97.9128,4.59,99.6242
2023-11-14,06:00,Najran Province,1,105.73,0.7404,0.5065,99.4766,108.1677,0.5018,0.3518,97.592,97.5799,95.3191,0.0991,0,1.0645,98.6236,97.8313,98.3447,0,100
2023-11-14,07:00,Southern Region,1,1074.99,3.3307,2.5644,99.4565,114.6857,0.5951,0.4216,97.1775,96.9977,96.2749,0.041,0,3.9031,98.0846,97.5213,97.5973,5.77,99.4126
2023-11-14,07:00,USF8,1,898.07,0.9699,0.6748,99.2203,100.3669,2.5394,0.403,96.2775,97.7173,97.2832,0.0016,0,0.7227,97.4504,94.5243,97.4296,26.67,98.3044
2023-11-14,07:00,Southern Remote,1,821.86,2.2894,1.7002,99.3874,127.08,0.6658,0.4536,96.3411,96.1081,96.3624,0.0593,0,2.5774,98.7503,97.808,97.8372,4,99.4545
2023-11-14,07:00,Southern City,1,251.89,1.0429,0.8764,99.5544,97.2048,0.4294,0.3739,99.1088,99.0363,93.7984,0.0087,0,6.002,96.7578,97.0651,97.0561,1.77,99.3551
2023-11-14,07:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,73.33,0.3812,0.306,99.2086,98.351,0.3343,0.4948,98.2119,97.914,95.6522,0.0025,0,15.9925,96.4457,97.2678,96.7208,0.02,99.035
2023-11-14,07:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,34.21,0.2646,0.1999,99.6697,103.0912,0.1496,0.3303,98.804,98.9899,98.5915,0,0,5.4548,95.6677,97.0255,95.7672,0.05,98.3021
2023-11-14,07:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,66.66,0.3198,0.3618,99.3274,108.5341,1.2156,0.5806,99.7028,99.7495,96.6507,0,0,1.0886,98.5206,97.6893,98.5665,0.03,99.2527
2023-11-14,07:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,133.88,0.4297,0.3502,99.5821,117.5029,1.2517,0.4179,99.4288,99.7128,94.3396,0,0,1.7591,98.541,97.0342,98.2664,0.62,100
2023-11-14,07:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,157.35,0.5968,0.3937,99.5292,104.7847,0.3419,0.395,98.7008,98.6268,97.8552,0.0861,0,1.8999,98.7009,98.6645,98.4045,0,100
2023-11-14,07:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,37.88,0.2469,0.1687,99.8026,144.9591,1.0517,0.1974,82.1596,79.1704,92.1569,0,0,0.3988,100.1929,96.1071,98.548,0,100
2023-11-14,07:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,263.94,0.4483,0.3688,99.4265,127.7536,0.5628,0.3757,96.8448,95.4672,96.9302,0,0,1.7501,99.6906,97.8754,98.034,2.93,99.3279
2023-11-14,07:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,306.49,0.645,0.4273,99.4591,115.4409,0.5592,0.4262,96.7658,98.0302,95.5394,0.1398,0,0.9955,97.8296,97.8143,97.0321,2.13,99.8104
2023-11-14,07:00,Aseer Province,1,303.98,1.4124,1.2272,99.4055,104.9739,0.693,0.467,99.144,99.1276,95.8763,0.0009,0,6.1601,97.155,97.3742,97.2773,0.72,99.1502
2023-11-14,07:00,Jazan Province,1,568.94,1.0721,0.7821,99.4447,120.6004,0.5675,0.4031,96.8005,96.7121,96.2727,0.0772,0,1.3693,98.6547,97.844,97.4794,5.05,99.5729
2023-11-14,07:00,Najran Province,1,200.84,0.8478,0.5672,99.5885,112.5082,0.5186,0.3536,94.1892,93.3498,96.6457,0.0687,0,1.5889,99.0667,97.7601,98.4468,0,100
2023-11-14,08:00,Southern Region,1,1688.13,3.7417,2.6701,99.4761,116.6913,0.7467,0.3802,97.5649,97.6597,94.4423,0.0199,0,3.9466,98.5801,97.4693,97.7049,23.01,99.3824
2023-11-14,08:00,USF8,1,1823.1,0.9734,0.7151,99.052,102.7971,3.3167,0.3864,93.9057,96.3046,96.6463,0.0117,0.3007,0.7949,97.6199,91.5272,97.5226,98.23,97.1723
2023-11-14,08:00,Southern Remote,1,1360.92,2.7053,1.8119,99.446,129.1167,0.8677,0.3912,97.0841,97.1757,94.5574,0.0226,0,2.5262,99.3913,97.7759,97.9152,21.06,99.4248
2023-11-14,08:00,Southern City,1,326.43,1.0314,0.868,99.5148,97.1318,0.4306,0.3681,98.9823,99.0471,90.411,0.0124,0,6.146,97.0245,96.9827,97.2624,1.99,99.3528
