Date,LTE Cell Group,Integrity,DL_Traffic_Volum_GB,UL_Traffic_Volume_GB,Avg_Users,DL_Throughput_MB/sec,UL_Throughput_MB/sec,DL_User_Throughput_MB/Sec,UL_User_Throughput_MB/sec,RRC Success Rate (Service),RRC Success Rate (Signaling),ERAB_Success_Rate,Failures Thrp License,Failures User License,Service Drop-Rate,ERAB_Abnrml_TNL,CSFB Success Rate%,Flash CSFB Prec,Avg_CQI,DL_Avg_MCS,UL_Avg_MCS,QPSK Ratio(%),16QAM Ratio(%),64QAM Ratio(%),DL_Retrans_Rate,UL_Retrans_Rate,DL IBLER(%),UL IBLER(%),UL_MAC_BLER,DL_MAC_BLER,RACH_Success_Rate,Avg_Interference(dBm),System_Outage(s),DL_PRB_Utilization,Handover Execution Success Rate (all)(%),Handover Preparation Success Rate (all)(%),Incoming HO Exec Success Rate(%),Incoming HO Prep Success Rate(%),CA DL Traffic Volume(GB),3CC CA Traffic Volume GB,CA DL Traffic %,3CC CA DL Traffic %,L.Traffic.User.PCell.DL.Avg,CA DL User Throughput (Mbps),3CC.CA DL User Throughput,CA Drop Rate%,CA Add SR%,CA Activation SR%,UL_PRB_Utilization,4G_H_DL Cell Throughput (Mbps)_NPM,4G_H_UL Cell Throughput (Mbps)_NPM,Cell.Availability(%),Availability Duration(s),Service Drops MME,RACH Contention,RACH Non Contention,HO Exec Failures,HO Prep Failures(times),Pcell Traffic,Scell Traffic,Scell Users,3CC Users %(%),4CC Traffic,4CC Users %(%),4CC Traffic %,5CC Traffic,5CC Users %,5CC Traffic %
9/19/2023,"Cluster=Aseer CL3,Rule Name=Opt Clusters","45188Cluster=Aseer CL3,Rule Name=Opt Clusters",108307.741,8793.9557,14786.616,33.1493,4.6456,15.7438,3.5896,99.9642,99.6291,99.6051,0,0,0.118,11,98.6681,92.5942,10.651,16.7268,24.2475,22.6415,34.924,42.4345,12.7469,19.6995,10.9897,13.8393,0.2541,0.0723,46.6761,-117.1289,773165,25.7269,99.3289,99.7107,98.388,99.996,46537.1444,14570.5228,40.0166,13.4529,4217.4646,32.9666,36.6696,0.0463,99.1346,99.7397,17.4908,33.1493,4.6456,99.3041,106185150,34609,43.9854,80.4267,26019,931,31039.7809,19539.8178,6045.3942,0.0871,2467.3414,0.0185,2.2781,25.9615,0.0005,0.024
9/19/2023,"Cluster=Jizan CL1,Rule Name=Opt Clusters","45188Cluster=Jizan CL1,Rule Name=Opt Clusters",154695.517,12821.9528,23968.0123,29.9734,4.302,11.9802,3.2565,99.961,99.7076,99.6866,0,0,0.1178,21,99.9093,83.0579,9.7306,15.87,22.3011,28.1107,35.328,36.5613,13.2115,21.4598,11.5083,14.4824,0.3753,0.071,63.7134,-115.383,287010,31.124,99.6431,99.4848,99.12,99.9998,72895.1392,30129.2478,43.8855,19.4765,8114.776,26.1177,29.2949,0.0352,99.3173,99.7585,19.6666,29.9734,4.302,99.8139,146756855,55485,61.3979,78.5758,23860,4864,45485.8373,33124.5768,12598.7591,0.1375,5037.4876,0.0279,3.2564,111.0798,0.001,0.0718
9/19/2023,"Cluster=USF8 CL1,Rule Name=Opt Clusters","45188Cluster=USF8 CL1,Rule Name=Opt Clusters",0,0,0,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,NIL,0,,,,,,0,0,,,0,,,,,,,,,100,0,0,,,0,0,0,0,0,,0,,,0,,
9/19/2023,"Cluster=USF8 CL2,Rule Name=Opt Clusters","45188Cluster=USF8 CL2,Rule Name=Opt Clusters",424.6012,38.0158,117.3266,28.5371,4.0791,11.9,3.267,99.9912,99.9877,99.3272,0,0,0.0129,0,100,0,9.8768,16.7006,26.0429,23.6533,38.3261,38.0205,15.3871,14.6874,13.8508,11.8931,0.1367,0.0239,94.9453,-115.625,0,31.7256,99.969,100,86.8959,100,0,0,0,0,0,,,,,,10.8749,28.5371,4.0791,100,345600,6,94.8694,96.5253,3,0,0,0,0,0,0,0,0,0,0,0
9/19/2023,"Cluster=Aseer CL4,Rule Name=Opt Clusters","45188Cluster=Aseer CL4,Rule Name=Opt Clusters",101454.8555,7967.9395,14335.0598,32.6119,4.2447,15.8693,3.3889,99.9654,99.7376,99.7036,0,0,0.0644,24,99.9142,82.33,10.3743,16.5302,23.6957,23.5848,35.6868,40.7284,12.573,19.7004,10.781,13.9876,0.2201,0.0706,65.7363,-117.502,556465,21.2708,99.5602,99.6792,99.0685,99.999,38951.3354,14645.9033,35.7561,14.4359,4053.7613,38.6962,39.0949,0.0201,99.73,99.7263,14.3344,32.6119,4.2447,99.553,120688755,16617,63.5567,86.8778,14216,676,24905.3192,17564.6037,6624.2691,0.105,4109.2627,0.0373,4.0503,49.491,0.0009,0.0488
9/19/2023,"Cluster=Jizan CL2,Rule Name=Opt Clusters","45188Cluster=Jizan CL2,Rule Name=Opt Clusters",200085.5336,15523.3574,27333.2815,33.1437,4.4831,12.5513,3.3273,99.9599,99.704,99.609,0,0,0.1424,23,99.8979,94.3871,10.1102,16.5622,23.9409,24.0689,34.586,41.3451,13.1908,20.0096,11.5944,14.098,0.2401,0.0626,60.0715,-116.3732,1492110,35.7928,99.3665,99.2278,98.7146,99.9997,91261.1143,36931.1767,42.4786,18.4577,8539.516,25.9864,30.6247,0.0421,99.4574,99.7516,20.2019,33.1437,4.4831,99.016,142192095,78453,57.5005,85.3147,49421,3145,58518.162,40669.8596,13540.3547,0.1278,6790.3501,0.0288,3.3937,120.2584,0.0011,0.0601
9/19/2023,"Cluster=Najran CL1,Rule Name=Opt Clusters","45188Cluster=Najran CL1,Rule Name=Opt Clusters",123016.9332,10279.752,18691.1237,29.2261,4.6496,11.8064,3.5998,99.9643,99.7768,99.7783,0,0,0.119,9,99.9463,94.5082,10.2154,16.1015,24.7471,26.4227,35.1744,38.4028,14.292,17.7359,12.1313,12.5731,0.2321,0.0906,72.6332,-116.1829,24705,30.0099,99.6869,99.9982,99.3763,99.9999,57952.1596,18449.4745,43.8738,14.9975,6496.5536,23.7539,26.733,0.0322,99.7439,99.6855,20.2579,29.2261,4.6496,99.9814,128577310,42869,70.9949,84.4151,13260,72,35514.5676,26966.2148,10917.0776,0.1217,8348.1214,0.0568,6.7862,78.471,0.0011,0.0638
9/19/2023,"Cluster=Najran CL2,Rule Name=Opt Clusters","45188Cluster=Najran CL2,Rule Name=Opt Clusters",33276.0092,2504.8087,3764.5742,33.441,4.7985,11.3409,3.3546,99.9654,99.6664,99.7498,0,0,0.1398,0,99.8364,70.6381,9.7865,16.3426,23.4209,24.074,36.7896,39.1364,13.3617,18.9221,11.6513,14.4332,0.2081,0.078,48.695,-117.1408,0,27.56,99.5849,99.9989,99.0224,99.9991,19107.2337,6302.0433,53.477,18.9387,1477.9464,23.8645,28.6869,0.0415,99.7424,99.7751,19.2684,33.441,4.7985,100,33868800,8280,45.7181,82.638,2829,12,11279.1333,9204.9246,2580.9467,0.1345,3170.1747,0.0781,9.5269,9.6024,0.0005,0.0289
9/19/2023,Jazan Province,45188Jazan Province,354716.3045,28334.4619,51285.2088,31.6852,4.4006,12.2924,3.2957,99.9604,99.7057,99.6458,0,0,0.1307,44,99.9034,88.9667,9.9216,16.2528,23.2759,25.8738,34.9159,39.2102,13.2001,20.6794,11.5555,14.2698,0.3035,0.0664,61.7474,-115.884,1779120,33.2916,99.5129,99.3638,98.926,99.9998,164264.8037,67067.6996,43.1284,18.9074,16665.6767,26.0543,30.0138,0.0387,99.3873,99.7548,19.8898,31.6852,4.4006,99.4214,290590550,133919,59.2447,81.5103,73261,8009,104074.7982,73839.1423,26153.9604,0.1324,11833.3833,0.0284,3.336,231.3479,0.001,0.0652
9/19/2023,Aseer Province,45188Aseer Province,478280.3185,40570.1915,74227.6159,29.8905,4.5183,15.3741,3.6045,99.9697,99.7452,99.7206,0,0,0.1263,73,99.7107,94.8149,9.9344,15.7456,24.2925,27.3479,36.1912,36.4609,13.087,19.8991,10.8873,13.7239,0.2811,0.107,68.5796,-115.9429,1674590,23.1295,99.7377,99.9184,99.3144,99.9991,234650.653,87753.033,45.6919,18.3476,27831.1358,30.8504,32.5884,0.039,99.3356,99.6142,17.5778,29.8905,4.5183,99.7387,616151620,193050,66.1333,82.5342,63198,1989,149734.4061,102551.0789,46629.0499,0.1432,28765.5568,0.057,6.0144,469.7991,0.0016,0.0982
9/19/2023,Najran Province,45188Najran Province,157520.815,12872.9658,22652.0545,30.091,4.6702,11.6127,3.5341,99.9643,99.7607,99.7712,0,0,0.1239,11,99.9348,89.9797,10.1345,16.1682,24.4761,25.9018,35.451,38.6473,14.1016,18.1276,12.0357,13.016,0.2311,0.0876,67.5702,-116.3759,26055,29.6008,99.6558,99.9983,99.3253,99.9998,77368.8347,24751.5177,45.7434,15.7132,8005.5626,23.7074,27.2048,0.034,99.743,99.7043,20.0764,30.091,4.6702,99.9844,162787720,52243,65.4524,84.1949,17408,84,47035.208,36251.8488,13528.943,0.1228,11518.2962,0.0598,7.3122,88.0734,0.001,0.0559
9/20/2023,Khamis Mushait,45189Khamis Mushait,94668.0379,8511.9847,17332.4149,25.5014,4.5255,14.8485,3.7103,99.9727,99.8083,99.7879,0,0,0.1588,17,99.8927,98.3003,9.2856,14.9549,24.6717,30.782,37.4069,31.8111,14.1674,18.7332,11.3981,12.6297,0.3168,0.1482,83.8857,-114.1907,149585,26.2215,99.8474,99.988,99.5558,99.9998,50403.3551,17979.2876,49.5857,18.9919,7855.6665,27.5271,29.719,0.0532,99.5817,99.4912,21.414,25.5014,4.5255,99.8955,136898725,54397,84.6556,81.1204,6587,97,31872.9702,21657.5903,13930.6274,0.1726,9557.6974,0.0948,10.096,213.9595,0.0031,0.226
9/20/2023,Bishah,45189Bishah,33878.7291,2692.0791,4795.1806,29.9518,4.859,20.9848,4.295,99.9748,99.7902,99.7874,0,0,0.0548,7,99.9113,99.5928,9.9888,15.6326,24.2307,27.0233,36.6055,36.3712,12.9853,16.9945,10.7336,11.9434,0.1962,0.1097,83.4747,-116.8447,37880,17.253,99.8584,99.9366,99.5956,99.9999,15081.5463,6218.9774,41.459,18.3566,1849.733,44.1404,40.9377,0.0214,99.6426,99.6342,14.8327,29.9518,4.859,99.9373,57763720,4473,83.3498,84.0513,1569,76,9615.8409,6609.094,3518.9642,0.1516,3298.1465,0.0961,9.7352,37.2444,0.0021,0.1099
9/20/2023,Southern Region_FDD,45189Southern Region_FDD,912562.0385,74320.0644,145469.4408,31.7511,4.2319,12.7517,3.3013,99.9618,99.7537,99.6899,46,0,0.1271,228,99.8304,91.2199,9.9867,16.1888,24.089,27.354,35.3737,37.2723,13.4311,21.7384,11.474,14.9484,0.303,0.091,67.6227,-115.5764,1936615,34.7265,99.6672,99.7915,99.1326,99.9993,464961.441,198950.309,47.452,21.8013,52449.938,28.0118,30.3037,0.0354,99.6144,99.636,14.228,31.7511,4.2319,99.727,700604625,392037,65.7876,78.983,152926,11121,289801.9567,199559.011,73901.0275,0.1515,51130.237,0.0488,5.6029,978.4614,0.0016,0.1072
9/20/2023,Southern Region_TDD,45189Southern Region_TDD,280274.3794,21334.5066,28471.6601,28.379,5.9301,16.5267,4.1321,99.984,99.5906,99.7973,0,43,0.1738,6,99.9125,93.5864,10.0087,15.3622,21.3435,22.568,36.1289,41.3031,12.97,11.3934,10.825,8.5021,0.1704,0.086,60.7775,-116.396,1720410,19.2873,99.7762,99.7845,99.5403,99.9997,115920.7128,17780.0676,38.5192,6.3438,9752.4646,25.2088,28.5933,0.0749,98.1023,99.8162,26.2788,28.379,5.9301,99.7109,542515000,67056,57.3099,82.5478,11623,1975,77862.0629,59887.5261,30473.8904,0.0535,15330.875,0.0613,5.47,0,0,0
9/20/2023,Western Region_FDD,45189Western Region_FDD,133413.1155,10690.476,23338.7168,32.4509,3.6211,10.421,2.6361,99.9687,99.6556,99.4663,81,166,0.1463,11,99.9186,25.4262,10.4323,16.6767,23.1193,24.9267,34.4558,40.6175,12.8871,24.2311,11.6824,16.872,0.2787,0.0359,54.9435,-118.1708,346530,28.9208,92.5027,97.3306,91.05,99.9339,24519.0802,5889.6165,17.1161,4.4146,3051.7656,18.7839,24.7569,0.025,98.9315,99.8587,12.4578,32.4509,3.6211,99.691,110485420,57797,52.5929,84.4335,390682,85370,15157.5523,11495.0514,3764.7376,0.0306,223.3383,0.0011,0.1674,0.2885,0,0.0002
9/20/2023,Western Region_TDD,45189Western Region_TDD,1467.8418,107.843,135.1864,31.178,6.3051,12.4184,4.1743,99.9759,98.1126,99.2921,0,0,0.4527,0,99.1228,0,11.5083,18.9042,23.2157,13.8251,22.9069,63.2679,21.9949,11.5586,15.8219,8.1682,0.1988,0.1386,21.1654,-118.3073,0,23.131,99.7007,99.9857,99.7219,100,252.9968,19.1334,16.0523,1.3035,21.5211,30.2322,32.1552,0.0705,98.2661,99.7628,26.8923,31.178,6.3051,100,2073600,536,14.5072,93.0474,100,5,169.142,233.4567,84.0891,0.0156,37.8312,0.0266,2.5773,0,0,0
9/20/2023,Abha,45189Abha,60879.2853,5141.515,10675.6593,27.6128,4.4981,21.4512,3.9706,99.9724,99.8389,99.8081,0,0,0.1456,14,99.899,99.2297,9.6625,15.0152,25.3742,29.8248,37.0473,33.1279,12.1195,18.327,9.4538,12.6074,0.2787,0.1644,76.8491,-115.5887,60940,14.5505,99.9011,99.977,99.6444,99.9998,34395.1992,12845.6946,52.6173,21.1003,5054.6286,38.3122,36.3044,0.0339,98.9722,99.5385,15.0994,27.6128,4.4981,99.9581,138089180,35820,73.7328,86.1572,4310,131,22339.8964,14223.8378,9187.2202,0.1839,6693.6086,0.1045,10.9949,91.8422,0.0024,0.1509
9/20/2023,Southern Region All,45189Southern Region All,1327717.375,106452.89,197415.0041,31.0392,4.4119,13.0962,3.3521,99.9654,99.7194,99.6776,127,209,0.1345,245,99.8454,84.5248,10.0477,16.0851,23.7411,26.0772,35.423,38.4998,13.2946,20.2116,11.3815,14.0431,0.2764,0.0842,65.1727,-116.1204,4003555,27.8767,99.2117,99.6252,98.6116,99.9947,605654.2307,222639.1265,42.4834,16.7686,65275.6893,26.9276,29.9829,0.0398,99.429,99.6713,19.0532,31.0392,4.4119,99.7179,1355678645,517426,62.9468,79.8686,555331,98471,382990.7139,271175.0451,108223.7446,0.1229,66722.2816,0.045,5.0253,978.7498,0.0012,0.0737
9/20/2023,Southern Region,45189Southern Region,1192836.418,95654.5709,173941.1009,30.8887,4.5207,13.4679,3.4563,99.965,99.7292,99.7036,46,43,0.1329,234,99.837,91.409,9.9922,16.011,23.8355,26.227,35.5515,38.2215,13.3348,19.6426,11.3417,13.6424,0.2761,0.0899,66.5155,-115.9347,3657025,27.7897,99.6834,99.7904,99.1831,99.9993,580882.1538,216730.3766,45.3531,18.1693,62202.4026,27.4328,30.1557,0.0405,99.444,99.6649,19.64,30.8887,4.5207,99.7197,1243119625,459093,64.4141,79.5537,164549,13096,367664.0195,259446.5371,104374.9179,0.1354,66461.1121,0.0509,5.5717,978.4614,0.0014,0.082
9/20/2023,Muhayel,45189Muhayel,45979.7741,3593.4786,5664.8206,30.8809,5.0011,14.2625,3.7483,99.9609,99.8492,99.5552,0,0,0.1841,1,99.8599,99.2732,10.4241,16.1801,23.8221,24.1754,36.5523,39.2723,13.8331,18.8849,11.7929,13.3524,0.2132,0.084,82.1529,-115.9066,102635,36.2645,99.7404,99.8996,99.5151,99.9996,21372.038,7346.2031,43.2892,15.977,1791.2761,31.5148,36.5611,0.0773,99.3469,99.6048,25.0458,30.8809,5.0011,99.7378,37129105,19202,83.0241,78.6902,5157,464,14331.8208,8762.1136,2857.8003,0.1073,1995.3707,0.0417,4.3397,24.5664,0.0011,0.0534
9/20/2023,Sabya,45189Sabya,44467.0072,3267.95,6146.6823,30.7295,4.5387,13.5633,3.4345,99.9567,99.798,99.6641,0,0,0.1707,13,99.819,99.1043,9.9765,16.1302,23.7047,25.1257,34.9295,39.9448,13.4651,20.332,11.7423,14.0425,0.2771,0.0734,73.4857,-115.956,29830,35.8751,99.8466,99.9911,99.6322,99.9998,19139.4531,7408.7253,40.0859,16.6612,1969.8742,30.4424,33.346,0.0513,99.7504,99.6499,24.2865,30.7295,4.5387,99.9238,35906480,20226,70.5286,91.5001,2154,22,12548.4974,8218.7696,3349.0069,0.1238,2706.876,0.0512,6.0874,46.2976,0.0018,0.1041
9/20/2023,Abu Arish,45189Abu Arish,34587.7809,2631.7917,4447.7871,29.6049,4.518,15.9068,3.6163,99.974,99.7649,99.6208,0,0,0.2119,8,99.9083,98.769,10.2069,15.9089,23.2964,25.8225,35.512,38.6655,13.7501,18.746,11.6775,13.2774,0.2379,0.0803,76.7566,-115.2728,4745,30.5794,99.828,99.9631,99.7274,99.9998,15501.1856,5734.2903,41.739,16.5789,1534.0656,34.7715,36.3932,0.0561,99.7187,99.6414,21.3508,29.6049,4.518,99.9867,33147550,17986,74.4905,90.8041,1947,33,10519.4582,6270.3172,2626.3298,0.129,2245.2275,0.0579,6.4914,33.3428,0.0019,0.0964
9/20/2023,Najran,45189Najran,98369.9418,7951.1663,14851.6485,28.0019,4.5966,12.806,3.6512,99.9774,99.8444,99.8154,0,0,0.1199,15,99.9478,98.0599,10.0726,15.8164,25.005,27.0884,35.9682,36.9434,14.5073,16.3968,12.2471,11.6549,0.2255,0.0989,84.6105,-115.8819,19470,30.8697,99.8376,99.9977,99.6647,99.9993,48441.7307,15543.6813,45.8625,15.8013,5530.0525,26.9542,31.7558,0.0332,99.7598,99.6652,21.6042,28.0019,4.5966,99.9826,107240565,33993,83.8154,89.0705,5404,71,30171.5652,21766.4982,9629.5427,0.1349,7961.6246,0.0695,8.0936,81.2423,0.0015,0.0826
9/20/2023,Jizan,45189Jizan,51503.8528,4634.7443,9542.4192,26.0165,4.3625,12.1421,3.4317,99.9691,99.8398,99.7189,0,43,0.1087,14,99.8889,97.2583,9.4298,14.9026,18.7271,31.9173,37.2626,30.8201,13.0131,19.3836,11.1915,13.3299,0.2689,0.0909,72.0127,-115.8718,388325,26.5491,99.8243,98.53,99.4144,99.9995,26041.2399,10751.5017,47.0893,20.8751,3694.5085,25.6545,27.2696,0.0244,99.2604,99.7124,20.6445,26.0165,4.3625,99.4816,70090675,22013,70.5674,77.4615,4653,7429,15573.0258,12208.3468,6226.9595,0.1618,3598.1101,0.0547,6.9861,98.5241,0.002,0.1913
9/20/2023,Southern Remote,45189Southern Remote,537309.8674,42189.3997,75144.9715,33.7152,4.3129,12.6906,3.2142,99.9583,99.6502,99.6416,46,0,0.121,120,99.7679,83.428,10.1945,16.5145,23.7084,24.7604,34.7058,40.5338,12.9595,21.5445,11.271,14.9299,0.2986,0.0666,54.8713,-116.7605,2562695,29.6608,99.3401,99.7553,98.4651,99.9985,252151.9197,99169.0499,43.7057,18.4566,23383.4303,26.3331,29.82,0.0371,99.4178,99.7775,17.0907,33.7152,4.3129,99.4524,454655310,182065,52.882,75.4168,122465,3752,157281.6367,116318.8721,35342.7057,0.1219,14251.6634,0.0199,2.6524,152.6068,0.0005,0.0284
9/20/2023,Western Region,45189Western Region,134880.9572,10798.319,23473.9032,32.4365,3.6365,10.4407,2.6458,99.9687,99.65,99.4659,81,166,0.1471,11,99.9174,25.3887,10.4407,16.6963,23.1195,24.8176,34.3424,40.8399,12.9594,24.1563,11.7157,16.8206,0.2782,0.0367,54.5188,-118.1732,346530,28.8143,92.6056,97.3675,91.142,99.9346,24772.077,5908.7499,17.1046,4.3807,3073.2867,18.8524,24.7754,0.0251,98.9263,99.8573,12.7235,32.4365,3.6365,99.6982,112559020,58333,52.1197,84.5576,390782,85375,15326.6943,11728.508,3848.8267,0.0305,261.1695,0.0012,0.1936,0.2885,0,0.0002
9/20/2023,Remote Jizan,45189Remote Jizan,233193.9671,18300.3792,32611.1988,34.572,4.3652,11.566,3.1624,99.9522,99.6239,99.6083,46,0,0.1394,74,99.9008,81.8407,10.0737,16.7106,23.6727,24.4203,33.9397,41.6399,13.1789,21.8066,11.6158,14.9337,0.3248,0.0592,54.2831,-116.241,2108320,36.4684,99.1624,99.4802,98.1035,99.997,109235.7945,46930.4764,43.6262,20.1251,9905.6143,24.6154,29.2425,0.0477,99.455,99.8028,18.316,34.572,4.3652,98.7082,153831875,88290,52.8162,68.5453,69953,3435,67903.0905,50682.3871,14785.1069,0.1296,3928.0658,0.0124,1.6845,60.016,0.0004,0.0257
9/20/2023,Remote Najran,45189Remote Najran,81883.5544,6321.6833,10737.2523,34.7862,4.5499,11.6487,3.3175,99.9488,99.7146,99.7115,0,0,0.0999,10,99.9262,81.6368,10.342,16.7671,24.1064,23.5339,34.6647,41.8015,13.2092,20.0502,11.4775,14.7591,0.2165,0.067,49.001,-117.5112,205840,28.186,99.2876,99.9925,98.5699,100,39851.3445,12201.6962,45.3259,14.9013,3376.8164,22.9274,24.8453,0.0305,99.8061,99.7909,16.2254,34.7862,4.5499,99.7167,71959440,19493,46.9221,77.3308,12928,18,23966.8171,19229.13,5112.6215,0.0967,3976.3971,0.0333,4.8562,11.9923,0.0002,0.0146
9/20/2023,Remote Aseer,45189Remote Aseer,222232.346,17567.3372,31796.5204,32.5012,4.1823,14.6416,3.2333,99.9673,99.6652,99.653,0,0,0.1095,36,99.3439,88.4536,10.2503,16.209,23.6061,25.5672,35.5462,38.8865,12.6296,21.7725,10.8154,14.9836,0.2987,0.0745,57.46,-116.888,248535,25.3975,99.5191,99.9577,98.7815,99.9995,103064.7807,40036.8773,43.192,18.0158,10100.9995,30.3153,32.5608,0.0295,99.2812,99.7488,16.5086,32.5012,4.1823,99.8929,228863995,74282,54.9821,82.66,39584,299,65411.7291,46407.355,15444.9773,0.1226,6347.2005,0.023,2.8561,80.5985,0.0007,0.0363
9/20/2023,Southern City,45189Southern City,464334.4091,38424.7097,73456.6125,27.8962,4.5792,14.7476,3.7011,99.9712,99.8219,99.7516,0,43,0.1413,89,99.8941,98.4806,9.7696,15.4755,24.206,28.2804,36.5384,35.1812,13.6465,18.3198,11.3606,12.7013,0.2611,0.1127,79.6502,-115.5029,793410,24.9082,99.8479,99.7767,99.5862,99.9997,230375.7479,83828.3611,46.2068,18.0534,29279.805,30.1005,32.553,0.0412,99.4621,99.5929,19.6457,27.8962,4.5792,99.8779,616266000,208110,78.649,83.7613,31781,8323,146973.075,99716.5676,51326.4509,0.1521,38056.6614,0.076,8.196,627.0193,0.0021,0.135
9/20/2023,"Cluster=Aseer CL1,Rule Name=Opt Clusters","45189Cluster=Aseer CL1,Rule Name=Opt Clusters",98384.015,7962.7914,15937.0225,28.8043,4.369,20.3702,3.8002,99.9724,99.7979,99.7856,0,0,0.1464,22,99.9046,97.388,9.7746,15.1677,24.8564,29.5106,36.713,33.7764,12.1465,19.4871,9.6917,13.4465,0.2874,0.138,74.292,-115.8941,127280,16.1254,99.8733,99.9754,99.5566,99.9998,54909.2222,20281.0889,51.9782,20.6142,7066.189,38.7581,37.0768,0.0348,99.1745,99.58,15.2006,28.8043,4.369,99.9363,191693215,53547,71.01,86.3718,7865,166,35480.9863,23302.7712,12592.1848,0.1714,8929.6026,0.0864,9.0763,129.8625,0.0023,0.132
9/20/2023,"Cluster=Aseer CL2,Rule Name=Opt Clusters","45189Cluster=Aseer CL2,Rule Name=Opt Clusters",172252.8021,15048.2377,29096.2241,27.7783,4.5248,13.6046,3.5339,99.9713,99.7661,99.7379,0,0,0.1473,29,99.8933,98.4063,9.3946,15.2026,24.1072,30.0753,36.9049,33.0199,13.8976,20.572,11.4385,13.8093,0.3296,0.1239,83.8368,-114.4948,258755,29.7199,99.8028,99.9895,99.4926,99.9996,94438.8755,38048.069,51.0605,22.0885,12419.7255,26.197,28.7991,0.0455,99.5269,99.5652,21.7666,27.7783,4.5248,99.8752,199488595,88285,84.8498,79.672,15960,226,58772.1656,41883.809,21215.9586,0.1735,12994.5343,0.07,7.5439,241.3689,0.0022,0.1401
9/20/2023,"Cluster=Aseer CL3,Rule Name=Opt Clusters","45189Cluster=Aseer CL3,Rule Name=Opt Clusters",114858.848,8925.7644,14996.7116,33.1843,4.5207,15.8621,3.5145,99.967,99.6768,99.5969,0,0,0.1101,9,98.3914,92.6439,10.6346,16.7927,24.3185,22.2968,34.8181,42.8851,12.657,19.383,10.9396,13.7055,0.2433,0.0697,47.9272,-117.1075,147845,26.4073,99.4536,99.9185,98.5975,99.9997,48873.1727,15336.7628,39.6284,13.3527,4283.9723,32.3547,36.6688,0.0433,98.721,99.7322,17.5727,33.1843,4.5207,99.8669,108664160,32813,45.0457,82.9119,22124,511,32894.5799,20236.866,6129.1267,0.0862,2345.5423,0.0186,2.0421,30.8964,0.0005,0.0269
9/20/2023,"Cluster=Jizan CL1,Rule Name=Opt Clusters","45189Cluster=Jizan CL1,Rule Name=Opt Clusters",153295.0255,12697.7728,24352.0655,30.1502,4.2957,11.7555,3.2292,99.9569,99.69,99.6705,0,43,0.1308,81,99.9023,80.672,9.7319,15.8497,22.231,28.3639,35.2264,36.4097,13.2859,21.8301,11.5475,14.6876,0.374,0.0726,62.6899,-115.5844,1018690,31.0948,99.6333,99.0071,99.1226,99.9973,73344.4757,30993.1664,44.5594,20.218,8227.3006,26.0746,29.1704,0.0422,99.3719,99.7412,19.63,30.1502,4.2957,99.3472,144852905,61331,60.3274,77.9609,26898,8763,45112.4682,33999.0696,12816.721,0.1404,5010.7377,0.0271,3.2687,111.7401,0.001,0.0729
9/20/2023,"Cluster=USF8 CL1,Rule Name=Opt Clusters","45189Cluster=USF8 CL1,Rule Name=Opt Clusters",0,0,0,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,NIL,0,,,,,,0,0,,,0,,,,,,,,,100,0,0,,,0,0,0,0,0,,0,,,0,,
9/20/2023,"Cluster=USF8 CL2,Rule Name=Opt Clusters","45189Cluster=USF8 CL2,Rule Name=Opt Clusters",421.7471,40.3361,115.4551,26.9092,4.0644,10.2608,3.2423,99.9933,99.9813,99.4413,0,0,0.0149,0,100,0,9.6155,16.4174,25.4846,25.7112,39.1313,35.1576,15.9806,16.2542,14.4165,13.1363,0.1476,0.026,94.6536,-115.6458,0,33.9389,99.9394,100,63.4207,100,0,0,0,0,0,,,,,,11.6472,26.9092,4.0644,100,345600,10,94.5104,96.8854,3,0,0,0,0,0,0,0,0,0,0,0
9/20/2023,"Cluster=Aseer CL4,Rule Name=Opt Clusters","45189Cluster=Aseer CL4,Rule Name=Opt Clusters",102142.7568,7860.4243,14260.5143,32.6989,4.1838,16.1355,3.3563,99.9647,99.6901,99.7021,0,0,0.0636,16,99.9322,82.918,10.3792,16.5356,23.6711,23.4762,35.7719,40.7518,12.5722,19.9432,10.79,14.1274,0.2225,0.07,64.5149,-117.5091,151355,21.2313,99.5529,99.91,99.0593,99.9999,39377.3275,14967.879,35.9037,14.6539,4042.2789,39.8778,39.4925,0.0188,99.6685,99.7213,14.3441,32.6989,4.1838,99.8784,121252375,16352,62.1254,87.8075,15120,169,24965.3479,18070.8546,6606.5136,0.1049,4021.7452,0.0377,3.9374,51.3598,0.0009,0.0503
9/20/2023,"Cluster=Jizan CL2,Rule Name=Opt Clusters","45189Cluster=Jizan CL2,Rule Name=Opt Clusters",201916.1562,15534.3424,27486.8754,33.4419,4.4722,12.502,3.2904,99.9575,99.6855,99.6059,46,0,0.1562,28,99.8756,94.4857,10.108,16.5671,23.8466,24.0906,34.5164,41.393,13.2207,20.4201,11.6026,14.2913,0.2465,0.0641,58.1849,-116.4004,1512530,35.9782,99.3646,99.6611,98.4582,99.9994,92915.6675,38117.4905,42.8566,18.8779,8605.8678,26.0531,30.3629,0.0453,99.5672,99.749,20.279,33.4419,4.4722,99.0025,142766875,86513,56.4951,72.1151,50068,2155,59161.1828,41723.471,13719.133,0.1291,7270.2246,0.0297,3.6006,124.6296,0.001,0.0617
