Date,Time,LTE Cell Group,Integrity,VOLTE Traffic Erl,Connected User Avg (VoIP),DL Active User Avg (VoIP),DL Throughput QCI.1 Mbps (VoIP),SRVCC Success Rate Overall,SRVCC Success Rate Overall (E2G),SRVCC Success Rate Overall (E2W),Mobily VoLTE Call Drop%,E-RAB Setup Success Rate QCI.1 (VoIP),UL Mute call %(%),DL Mute call %(%),UL Packet Loss Rate QCI.1 (VoIP),UL Packet Loss Rate QCI.5 (VoIP),DL Packet Loss Rate QCI.5 (VoIP),DL Packet Loss Rate QCI.1 (VoIP),E2E VQI Avg (VoIP),DL VQI Avg (VoIP),UL VQI Avg (VoIP),QCI1 DL IBLER(%),QCI1 UL IBLER(%),UEs in the DRX sleep state Ratio,SRVCC Failuers,L.E-RAB.AbnormRel.MMETot.VoIP,L.E-RAB.AbnormRel.MME.HOOut.QCI.1,L.E-RAB.AbnormRel.MME.EUtranGen.VoIP,L.Voice.DL.PktNum.AMRNB.12.2,L.Voice.DL.PktNum.AMRWB.23.85,L.E-RAB.FailEst.NoRadioRes.DLThrpLic.VoIP,L.E-RAB.FailEst.NoRadioRes.ULThrpLic.VoIP,L.E-RAB.FailEst.NoRadioRes.ThrpLic.VoIP,L.Cell.Unavail.Dur.Sys(s),Cell.Availability(%),Availability Duration(s),Handover Preparation Success Rate (all)(%),Incoming HO Exec Success Rate(%),Incoming HO Prep Success Rate(%),CA DL Traffic Volume(GB),3CC CA Traffic Volume GB,CA DL Traffic %,3CC CA DL Traffic %,L.Traffic.User.PCell.DL.Avg,CA DL User Throughput (Mbps),3CC.CA DL User Throughput,CA Drop Rate%,CA Add SR%,CA Activation SR%,UL_PRB_Utilization,4G_H_DL Cell Throughput (Mbps)_NPM,4G_H_UL Cell Throughput (Mbps)_NPM,Cell.Availability(%),Availability Duration(s)
2023-11-15,04:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,67.404,82.0479,26.1741,0.4929,100,100,100,0.5646,100,0.0915,0.0605,0.0601,0.0101,0.0165,0.0315,3.5003,3.538,3.5693,2.1451,3.5503,76.8146,0,15,1,8,4200849,1523415,0,0,0,100,99.9989,8913500,100,99.5472,100,1509.4512,597.9741,49.4588,21.0381,5266.9277,52.7325,44.3149,0.0229,99.4625,99.6334,12.9132,29.4635,4.758,99.9989,8913500
2023-11-15,04:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,124.5876,145.4428,43.889,0.5123,92.5,100,92.3077,0.1581,99.8392,0.0648,0.0423,0.0307,0.0122,0.0183,0.0108,3.6288,3.6571,3.6819,2.2235,2.9926,75.4604,3,8,0,1,5310063,3400071,0,0,0,330,99.9968,9870870,99.9483,99.3765,100,2875.851,1066.8414,49.2714,19.6258,10165.1412,45.8473,39.5476,0.0227,99.6609,99.6452,15.8317,30.1307,4.4628,99.9968,9870870
2023-11-15,04:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,54.8196,63.7734,20.619,0.5097,100,100,100,0.293,100,0.0559,0.0439,0.1102,0.0026,0.0289,0.0145,3.5409,3.5662,3.5802,2.1666,4.3024,74.8977,0,5,2,3,2650984,1050127,0,0,0,5895,99.8747,4622385,99.8961,98.6249,100,1569.6989,474.9716,41.6687,13.5382,3279.3713,41.763,41.0709,0.0115,99.5633,99.8323,14.6017,33.3693,4.8726,99.8747,4622385
2023-11-15,04:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,202.3166,240.6166,70.5189,0.5046,97.9452,94.4444,98.4375,0.2954,99.9822,0.104,0.101,0.0498,0.0031,0.0095,0.0234,3.6608,3.6844,3.6942,2.9382,3.0406,73.5397,3,25,3,11,7095902,5207526,0,0,0,0,100,7027200,99.9993,98.5789,99.9993,2647.5546,1204.0277,43.7591,21.3678,6853.2702,43.5499,41.7882,0.0144,99.5186,99.8043,16.0416,32.4071,4.6599,100,7027200
2023-11-15,04:00,"Cluster=USF8 CL1,Rule Name=Opt Clusters",1,0,0,0,,,,,,,,,,0,0.1032,,,,,,,,0,0,0,0,0,0,0,0,0,0,100,39600,100,87.8788,100,0.4641,0.4186,8.7976,8.519,4.7272,28.6207,28.0517,0,97.9955,100,11.7323,29.1507,4.5001,100,39600
2023-11-15,04:00,"Cluster=USF8 CL2,Rule Name=Opt Clusters",1,0.0352,0.0561,0.008,0.574,,,,0,100,0,0,0.0266,0,0,0.0417,4.0144,4.14,4.14,2.3394,5.757,48.0311,0,0,0,0,0,909,0,0,0,0,100,14400,100,96.9697,100,0,0,0,0,0,,,,,,6.0201,21.6075,2.6332,100,14400
2023-11-15,04:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,34.6328,43.549,14.182,0.4805,100,100,100,0.381,100,0.0563,0.0609,0.0314,0.0015,0.0083,0.0101,3.4794,3.4932,3.5251,2.365,3.0686,75.3897,0,3,0,1,1935131,462918,0,0,0,0,100,5072400,99.9967,98.5264,100,1085.3209,395.9076,38.5042,15.0815,2717.9828,55.7137,48.0092,0.0042,99.852,99.8278,11.0686,33.5156,4.1692,100,5072400
2023-11-15,04:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,194.1971,236.3343,72.75,0.4921,96.3415,85.7143,97.9021,0.2878,99.9233,0.109,0.0931,0.0481,0.0085,0.0062,0.021,3.5674,3.5916,3.617,2.3587,3.5611,74.1943,6,63,4,13,8779109,4040625,0,0,0,4295,99.9379,6662905,100,98.9503,100,3855.2844,1610.876,46.0537,20.6619,7920.2071,39.2926,39.5576,0.0281,99.8121,99.7591,17.7446,34.7873,4.7506,99.9379,6662905
2023-11-15,04:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,94.496,113.4546,33.4025,0.5209,97.6744,100,97.3684,0.2089,100,0.0671,0.0772,0.0316,0.0015,0.0104,0.0137,3.6442,3.6671,3.7017,1.7359,3.0405,76.2669,1,4,0,0,3462311,2494411,0,0,0,108000,98.3949,6490800,100,98.5672,100,2055.2807,594.972,44.1687,13.729,5740.991,49.1107,43.942,0.0127,99.745,99.6886,14.4789,32.3804,4.7193,98.3949,6490800
2023-11-15,04:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,9.9882,12.9705,3.6922,0.5435,100,100,100,0,100,0.066,0.1293,0.0415,0.0535,0.2125,0.017,3.6696,3.7035,3.7718,2.1792,3.7576,69.8361,0,0,0,0,358165,322060,0,0,0,0,100,1400400,100,98.0854,100,540.4458,196.8527,52.3637,20.4795,995.5608,36.5123,35.8314,0.0186,99.852,99.8249,14.335,34.8139,5.2885,100,1400400
2023-11-15,04:00,Jazan Province,1,396.5094,476.9523,143.2671,0.4985,97.0874,89.4737,98.155,0.2914,99.9505,0.1064,0.0971,0.049,0.0064,0.0074,0.0222,3.6144,3.6383,3.6569,2.6572,3.2895,73.8833,9,88,7,24,15875306,9247566,0,0,0,4295,99.9699,13758505,99.9996,98.7545,99.9996,6508.8599,2814.9471,45.1096,20.9476,14785.9879,40.9271,40.4817,0.0212,99.6688,99.7787,16.8517,33.7476,4.7099,99.9699,13758505
2023-11-15,04:00,Aseer Province,1,280.2759,333.5658,104.3877,0.5025,97.7778,100,97.6,0.3076,99.9257,0.0689,0.0499,0.0538,0.0084,0.0171,0.0166,3.5588,3.5872,3.613,2.2081,3.4026,75.7,3,31,3,13,14068362,6383596,0,0,0,6325,99.9785,28396355,99.9597,99.2229,100,7024.4262,2535.6513,45.503,17.6368,21395.6219,47.4562,42.0647,0.0189,99.6181,99.6915,13.873,31.3026,4.57,99.9785,28396355
2023-11-15,04:00,Najran Province,1,105.6566,127.671,37.5729,0.5236,98,100,97.4359,0.1793,100,0.0664,0.0818,0.0323,0.0082,0.0373,0.014,3.6479,3.6719,3.7101,1.7881,3.1475,75.5772,1,4,0,0,3848846,2869991,0,0,0,108000,98.679,7905600,100,98.4966,100,2605.6014,791.8246,45.5912,14.8765,6757.8424,45.8931,41.601,0.0135,99.7586,99.7129,14.4534,32.7965,4.7971,98.679,7905600
2023-11-15,05:00,Southern Region,1,819.5354,1050.3527,325.0486,0.5079,98.2895,97.8723,98.3483,0.2594,99.9528,0.0912,0.0873,0.0466,0.006,0.0182,0.0191,3.5702,3.5985,3.6329,2.1959,3.3654,74.292,13,142,6,79,38652918,18613825,0,0,0,191725,99.657,53821445,99.7464,98.9834,99.9988,16800.5972,6204.0283,44.7331,17.7369,45259.7288,43.8919,42.292,0.0182,99.6369,99.7021,15.4161,32.9317,5.032,99.657,53821445
2023-11-15,05:00,Southern Remote,1,361.7338,468.7756,142.192,0.5103,97.7186,97.2222,97.7974,0.3474,99.9485,0.1052,0.105,0.0566,0.0107,0.0269,0.0146,3.5686,3.5987,3.6301,2.3316,3.5264,71.8839,12,71,6,45,16136632,7980743,0,0,0,13525,99.9344,20408045,99.7016,98.1329,99.9984,8288.9169,3446.7518,45.918,20.5019,18846.9372,42.8397,42.1293,0.0157,99.7459,99.8145,13.9392,35.0522,4.7478,99.9344,20408045
2023-11-15,05:00,Southern City,1,435.6475,553.9444,175.0109,0.5076,99.5192,100,99.4764,0.1838,99.9582,0.0801,0.074,0.0377,0.0014,0.0088,0.0214,3.5697,3.5959,3.6343,2.1043,3.2162,76.2684,1,68,0,32,21586295,10180057,0,0,0,116020,99.6288,29641580,99.7634,99.6015,99.9998,7530.5903,2483.4463,43.6227,15.4468,24335.5654,45.955,42.6214,0.0177,99.5581,99.6139,15.8424,30.7721,5.2173,99.6288,29641580
2023-11-15,05:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,61.5705,86.4876,24.2594,0.5007,100,100,100,0.1706,99.9514,0.0731,0.0884,0.038,0.0114,0.0219,0.0189,3.5281,3.5621,3.6215,1.8595,3.2571,76.8475,0,4,0,3,3244390,1386541,0,0,0,30,99.9997,8913570,100,99.5039,100,1496.2899,588.4514,49.5746,20.9341,5218.5915,52.2481,45.3874,0.02,99.7288,99.6663,12.996,30.2896,4.8928,99.9997,8913570
2023-11-15,05:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,131.5309,171.4755,52.1881,0.536,100,100,100,0.1121,99.9629,0.0872,0.0792,0.0538,0.0079,0.0195,0.0209,3.6115,3.6373,3.649,1.6938,3.367,74.9202,0,14,0,8,6215021,4064288,0,0,0,535,99.9948,9870665,99.9667,99.4291,100,2782.9599,1062.4237,49.2254,20.1781,10291.0791,45.9635,41.5371,0.0153,99.7142,99.5902,16.2186,30.1916,4.9396,99.9948,9870665
2023-11-15,05:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,46.9446,57.6998,20.6553,0.5377,98.0392,100,97.8723,0.1867,100,0.0966,0.0779,0.0522,0.0106,0.031,0.0156,3.5584,3.5777,3.6273,1.9212,3.3478,73.4282,1,4,1,1,2414570,1050312,0,0,0,5525,99.8826,4622845,99.9432,98.5104,100,1629.295,505.8473,42.122,14.042,3277.0967,42.4256,44.1068,0.0247,99.5127,99.8557,14.6412,34.6692,5.1627,99.8826,4622845
2023-11-15,05:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,206.5067,257.9262,77.1923,0.5022,97.235,94.7368,97.7654,0.4486,99.9351,0.0947,0.1032,0.0606,0.0034,0.012,0.0214,3.597,3.6261,3.659,2.4419,3.2121,73.5919,6,52,3,36,8684953,4644985,0,0,0,0,100,7027200,99.9979,98.8685,99.9995,2623.0809,1154.2121,43.681,20.6379,6961.1278,43.3359,41.3038,0.0158,99.2014,99.8206,16.3859,32.8769,4.8278,100,7027200
2023-11-15,05:00,"Cluster=USF8 CL1,Rule Name=Opt Clusters",1,0.0169,0.0444,0.005,0.661,,,,0,100,0,0,0.0682,0,0,0,4.14,4.14,4.0671,0.8562,3.1694,76.4237,0,0,0,0,73,848,0,0,0,0,100,39600,100,100,100,1.1946,0.664,10.3792,6.1946,4.8933,52.5443,44.5949,0,99.6795,100,12.8291,37.3535,6.0938,100,39600
2023-11-15,05:00,"Cluster=USF8 CL2,Rule Name=Opt Clusters",1,0.3994,0.4657,0.1595,0.4281,,,,0,100,0.3268,0,0.0065,0,0,0.0079,3.414,3.4336,3.5974,1.1711,4.9968,66.7453,0,0,0,0,21456,1390,0,0,0,0,100,14400,100,89.1667,100,0,0,0,0,0,,,,,,6.9901,25.0497,2.9918,100,14400
2023-11-15,05:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,43.3934,58.7286,17.7769,0.4882,96.2264,100,95.9184,0.1415,100,0.1166,0.1115,0.0375,0.0009,0.0111,0.0134,3.5271,3.5525,3.5988,2.6563,3.28,75.0684,2,5,1,3,2120536,712695,0,0,0,11365,99.7809,5061035,94.6163,97.9463,99.9905,993.1293,366.4183,36.3646,14.4062,2725.4091,53.646,48.7089,0.0063,99.8441,99.6434,11.2293,33.2363,4.44,99.7809,5061035
2023-11-15,05:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,203.9378,257.1368,84.8808,0.4986,98.3333,100,98.19,0.2977,99.9303,0.1113,0.0895,0.039,0.0023,0.0092,0.0147,3.5285,3.5565,3.5883,2.1583,3.5657,73.9351,4,56,1,22,10491029,3773354,0,0,0,4090,99.9408,6663110,99.9995,98.8548,99.9994,3651.946,1471.0053,44.8953,19.4174,7903.6102,40.6923,41.6455,0.0204,99.669,99.6831,17.6477,35.0667,5.0456,99.9408,6663110
2023-11-15,05:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,92.5473,117.8397,35.648,0.5084,100,100,100,0.2019,99.98,0.0483,0.0643,0.0257,0.0019,0.0113,0.0189,3.598,3.6302,3.6721,2.6172,3.2571,75.506,0,4,0,4,4040545,2304546,0,0,0,108000,98.3949,6490800,100,99.0753,100,2125.2134,603.6602,43.4183,13.2423,5799.3197,44.6621,43.2059,0.0142,99.8032,99.7101,15.4992,32.2302,5.228,98.3949,6490800
2023-11-15,05:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,10.9501,15.4259,4.6021,0.5024,100,100,100,0.1189,100,0.0734,0.0608,0.0401,0.0461,0.1729,0.0167,3.5333,3.5576,3.5967,3.0163,4.2685,71.7783,0,0,0,0,511883,224079,0,0,0,0,100,1400400,99.9839,98.7723,99.9943,517.5927,178.1797,51.269,18.9507,1006.2684,38.4969,33.5622,0.0186,99.8086,99.8493,14.5158,34.9853,5.6878,100,1400400
2023-11-15,05:00,Jazan Province,1,410.4654,515.1015,162.08,0.5004,97.8118,96.4912,98,0.3715,99.9326,0.1028,0.0962,0.05,0.0028,0.0104,0.018,3.5619,3.5905,3.6247,2.2995,3.3812,73.7806,10,108,4,58,19172707,8419183,0,0,0,4090,99.9713,13758710,99.9987,98.8619,99.9995,6278.7488,2625.26,44.4203,19.9425,14875.2897,41.7561,41.4945,0.0181,99.4432,99.7435,16.9759,34.0998,4.945,99.9713,13758710
2023-11-15,05:00,Aseer Province,1,281.8931,372.7281,114.2832,0.5215,98.4293,100,98.3146,0.1405,99.9709,0.0897,0.0849,0.0479,0.0079,0.0206,0.0185,3.5717,3.5976,3.632,1.9131,3.329,75.1813,3,27,2,15,13937781,7184475,0,0,0,17455,99.9407,28385315,99.4591,99.1606,99.9991,6888.196,2523.0983,45.1947,17.7753,21480.017,47.2472,43.8548,0.0166,99.7102,99.6539,14.0683,31.7637,4.8917,99.9407,28385315
2023-11-15,05:00,Najran Province,1,105.0229,134.8904,40.8397,0.5072,100,100,100,0.1893,99.983,0.0526,0.0667,0.0274,0.0086,0.0341,0.0184,3.5915,3.6235,3.6639,2.6667,3.3682,75.0193,0,4,0,4,4612439,2557142,0,0,0,108000,98.679,7905600,99.9978,99.0307,99.9992,2652.5623,781.8399,44.6667,14.1363,6827.1959,43.3847,40.5505,0.0147,99.8031,99.7344,15.3318,32.6935,5.2895,98.679,7905600
2023-11-15,06:00,Southern Region,1,1492.4005,1858.6702,620.7662,0.506,96.7267,93.8776,97.1662,0.2603,99.9426,0.0915,0.0953,0.0578,0.0208,0.0215,0.0274,3.5438,3.5743,3.6001,2.3376,3.5278,72.9341,60,351,30,183,78961392,33101532,0,0,0,189975,99.6601,53779060,99.9182,99.1669,99.9997,19017.66,7043.0773,45.287,18.0086,51908.1827,41.8771,40.9842,0.0287,99.6126,99.6695,16.2772,32.9593,4.9009,99.6601,53779060
2023-11-15,06:00,Southern Remote,1,693.3264,864.622,287.1367,0.5059,96.6795,94.7368,97.0136,0.2943,99.9631,0.1013,0.1067,0.0674,0.0402,0.0324,0.027,3.5438,3.5755,3.6015,2.5391,3.6647,70.6527,43,165,17,92,35310156,14841998,0,0,0,19840,99.9037,20393020,99.9139,98.489,99.9993,9271.9332,3851.8791,45.7406,20.4035,21738.5258,40.1903,40.308,0.0271,99.6064,99.8055,14.8913,34.86,4.5489,99.9037,20393020
2023-11-15,06:00,Southern City,1,765.0228,951.0557,320.7376,0.5072,98.3122,90,99.0783,0.2089,99.9237,0.0807,0.0825,0.0482,0.0019,0.0104,0.027,3.5431,3.5721,3.598,2.1714,3.3686,74.9945,8,171,12,80,41982931,17442939,0,0,0,108040,99.6544,29649560,99.9194,99.653,99.9999,8630.0368,2830.393,45.0561,15.8667,27884.1554,44.1268,41.2641,0.0273,99.6128,99.5647,16.6528,30.7675,5.1559,99.6544,29649560
2023-11-15,06:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,126.999,161.3482,51.986,0.5299,100,100,100,0.2108,100,0.0508,0.0747,0.045,0.0122,0.0246,0.031,3.5832,3.6147,3.6552,1.8681,3.2516,75.3366,0,23,8,17,6337734,3470090,0,0,0,1345,99.9856,8911345,99.9991,99.5513,100,1825.9144,638.4512,50.466,18.9472,6172.1551,46.8869,41.7645,0.0264,99.7269,99.5623,13.765,29.994,4.7277,99.9856,8911345
2023-11-15,06:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,225.5555,287.856,94.8018,0.5031,95.5414,80,96.5986,0.1708,99.9879,0.0762,0.0723,0.0554,0.0203,0.0275,0.0256,3.5194,3.5507,3.5861,2.0391,3.6433,73.5391,7,31,1,22,13113547,4741145,0,0,0,270,99.9974,9870930,99.9808,99.5366,99.9998,3453.1699,1344.9313,50.1304,20.9644,11929.3911,42.9114,40.4409,0.0274,99.7577,99.6449,17.7452,30.467,5.0083,99.9974,9870930
2023-11-15,06:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,79.9021,98.3856,31.9432,0.4823,97.561,100,97.4359,0.2537,100,0.0845,0.0888,0.0505,0.1575,0.0466,0.0238,3.5221,3.5458,3.6043,2.5765,3.3105,71.8855,3,12,2,10,4068106,1436147,0,0,0,7840,99.8334,4618580,99.946,98.5201,100,1836.5094,578.2397,42.3811,14.328,3676.6816,42.0206,45.0945,0.0224,98.9417,99.7962,15.278,35.5105,4.7876,99.8334,4618580
2023-11-15,06:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,361.4832,444.0552,147.1238,0.5026,94.7368,92.9577,95.0355,0.252,99.9152,0.0966,0.0981,0.0657,0.0035,0.0119,0.0279,3.5461,3.5767,3.5926,2.4644,3.3851,72.9742,26,74,7,46,19106538,7900041,0,0,0,0,100,7027200,99.9976,99.2004,99.999,2918.0242,1277.6659,44.7855,21.0555,8171.1331,40.5476,39.8916,0.0225,99.162,99.7215,17.0907,32.7549,4.7345,100,7027200
2023-11-15,06:00,"Cluster=USF8 CL1,Rule Name=Opt Clusters",1,0.2512,0.3033,0.1115,0.5818,,,,9.5238,100,0,0,0.1231,0,0.0442,0.0105,3.6144,3.6383,3.5315,1.1991,2.5292,76.7086,0,2,0,2,13731,7322,0,0,0,0,100,39600,100,90.5028,100,3.5254,1.1308,16.4971,5.6819,7.0195,29.0439,41.3118,0,98.782,99.8663,14.2372,40.1146,4.0683,100,39600
2023-11-15,06:00,"Cluster=USF8 CL2,Rule Name=Opt Clusters",1,0.2941,0.3664,0.1121,0.4219,,,,0,100,0,0,0,0,0,0,3.4276,3.4673,3.4411,1.5044,5.6499,58.2297,0,0,0,0,18181,2630,0,0,0,0,100,14400,100,100,100,0,0,0,0,0,,,,,,8.3949,23.3758,3.6645,100,14400
2023-11-15,06:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,90.0053,114.3187,37.851,0.5062,99.3197,100,99.1803,0.2317,99.9473,0.1212,0.0983,0.0641,0.0015,0.0133,0.0284,3.5209,3.5461,3.5575,2.6105,3.724,73.4817,1,16,1,8,5130779,1816057,0,0,0,820,99.9842,5070275,98.5495,98.4966,99.9991,1154.9375,423.4591,34.8856,13.7341,3193.909,51.7932,45.6243,0.0156,99.8019,99.6288,12.2203,33.2322,4.3639,99.9842,5070275
2023-11-15,06:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,393.9153,482.7328,167.1119,0.5031,97.8836,89.8551,98.996,0.2753,99.8853,0.1055,0.1152,0.0639,0.0048,0.0113,0.029,3.5407,3.5736,3.6011,2.4243,3.6436,72.2438,12,138,7,40,19961595,8230155,0,0,0,9605,99.861,6653050,99.9905,98.8838,99.9997,3770.5442,1520.558,44.8564,19.4233,8841.775,37.8965,38.6074,0.0373,99.748,99.6801,18.0616,34.6593,4.7706,99.861,6653050
2023-11-15,06:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,159.0766,199.9291,67.7706,0.5238,99.3865,100,99.3007,0.3352,99.981,0.0764,0.0817,0.0359,0.0063,0.0109,0.0204,3.5776,3.6051,3.6182,2.4602,3.4966,74.1579,1,38,3,28,8281403,4311752,0,0,0,108000,98.3949,6490800,100,99.3421,100,2311.8196,668.8924,44.1291,13.7097,6538.5587,43.4981,41.3684,0.0276,99.7992,99.6546,16.2952,32.025,5.2443,98.3949,6490800
2023-11-15,06:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,21.4122,27.0523,9.286,0.5038,96.2963,100,83.3333,0.3866,100,0.1028,0.0881,0.0566,0.0326,0.1662,0.022,3.4941,3.5221,3.5361,2.0932,3.6219,69.0913,1,4,0,1,1293385,379550,0,0,0,0,100,1400400,100,99.0456,100,631.0508,230.0744,56.6434,22.1744,1099.0777,38.9723,38.8462,0.0383,99.6985,99.7537,15.008,36.3758,5.0715,100,1400400
2023-11-15,06:00,Jazan Province,1,755.3798,926.7805,314.2341,0.5029,96.4218,91.4286,97.18,0.2641,99.8996,0.1012,0.1069,0.0647,0.0042,0.0118,0.0285,3.5433,3.5751,3.5971,2.4438,3.5176,72.5705,38,213,14,86,39068134,16132451,0,0,0,9605,99.9327,13748650,99.9941,99.0436,99.9994,6695.0818,2798.316,44.8578,20.1316,17027.1042,39.0217,39.1835,0.0299,99.4597,99.699,17.5348,33.81,4.7513,99.9327,13748650
2023-11-15,06:00,Aseer Province,1,520.7262,660.0298,215.9267,0.5068,97.8723,95.9184,98.0769,0.1988,99.986,0.0788,0.0802,0.0538,0.0362,0.0266,0.0272,3.5348,3.5636,3.6001,2.1846,3.5091,73.7748,11,81,12,57,28570282,11432522,0,0,0,10275,99.9651,28388330,99.8319,99.2942,99.9998,8253.9028,2984.9893,45.5944,17.705,24933.2717,44.5901,42.2529,0.0249,99.6622,99.6419,15.12,31.9176,4.7906,99.9651,28388330
2023-11-15,06:00,Najran Province,1,182.2432,228.8675,77.7135,0.521,98.9474,100,98.6577,0.3484,99.9836,0.0797,0.0821,0.0383,0.0103,0.0336,0.0205,3.5681,3.5964,3.6093,2.4307,3.5254,73.5037,2,42,3,29,9654671,4719964,0,0,0,108000,98.679,7905600,100,99.3093,100,2952.9854,898.9668,46.1643,15.09,7662.3053,42.4229,40.6922,0.0291,99.7853,99.6706,16.0778,32.7345,5.1971,98.679,7905600
2023-11-15,07:00,Southern Region,0.99,2442.0802,2884.2848,1045.5518,0.5152,97.8169,97.9003,97.8027,0.2775,99.9579,0.0703,0.0806,0.0536,0.0119,0.024,0.029,3.5453,3.5743,3.5911,2.1851,3.5377,72.3754,57,463,40,255,139455352,59009886,0,0,0,188075,99.6635,53764920,99.9116,99.2606,99.9994,18168.5473,6821.5901,45.4156,18.3092,54997.0298,41.9809,40.6138,0.0303,99.6043,99.5809,16.0775,32.1392,4.548,99.6635,53764920
2023-11-15,07:00,Southern Remote,1,1134.7628,1336.2909,481.9858,0.5195,98.0044,98.3553,97.9333,0.3259,99.9698,0.082,0.0907,0.0665,0.0193,0.0358,0.027,3.5518,3.5806,3.5869,2.3266,3.6509,70.269,36,237,20,140,62326127,27626010,0,0,0,48745,99.7634,20345630,99.7668,98.6169,99.9985,8738.1444,3661.6453,45.464,20.4562,22335.0595,39.9034,39.5918,0.0279,99.6005,99.707,14.7412,33.8641,4.2463,99.7634,20345630
2023-11-15,07:00,Southern City,1,1252.0133,1481.4656,540.5753,0.5125,98.9884,100,98.9114,0.2197,99.949,0.0578,0.0697,0.0412,0.0045,0.0113,0.029,3.5412,3.5704,3.597,2.0631,3.4085,74.2553,7,207,18,105,73576792,30242851,0,0,0,108065,99.6543,29649535,99.9962,99.6695,99.9999,8382.4784,2897.1031,45.5808,16.9151,30303.5959,44.7376,42.4148,0.0293,99.6071,99.4877,16.4732,30.1672,4.7553,99.6543,29649535
2023-11-15,07:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,237.3558,282.1151,104.4592,0.525,100,100,100,0.3342,99.941,0.0397,0.0621,0.0434,0.0132,0.0279,0.0353,3.5359,3.5681,3.6072,1.9653,3.4214,73.1894,0,47,1,37,14734335,6137487,0,0,0,65,99.9993,8913535,99.9997,99.581,100,1757.9011,630.0872,50.1534,19.3022,7177.6502,48.5264,43.023,0.0337,99.5427,99.4464,14.0326,29.7589,4.4935,99.9993,8913535
2023-11-15,07:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,457.1429,542.4113,198.5298,0.5175,98.0769,91.3043,98.6159,0.2078,99.9766,0.0546,0.0602,0.0451,0.0252,0.0324,0.0277,3.5335,3.5624,3.5948,1.916,3.7285,73.0519,6,57,8,37,27876685,11049501,0,0,0,390,99.9962,9870810,99.9786,99.5652,99.9999,3326.3738,1312.5434,51.1956,21.6908,12889.6023,42.1391,39.503,0.029,99.7419,99.546,17.4578,29.9371,4.6065,99.9962,9870810
2023-11-15,07:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,134.6736,156.8019,57.8265,0.5105,98.5714,100,98.4375,0.2193,100,0.0968,0.1149,0.0673,0.0067,0.0407,0.0226,3.5475,3.5731,3.5976,2.2221,3.4679,71.4296,3,25,1,8,7409119,3048995,0,0,0,5165,99.8902,4612975,99.9609,97.9297,100,1704.9351,588.6224,42.9641,15.927,3753.0534,46.4759,49.1877,0.0235,99.3523,99.7197,14.6443,34.8732,4.4227,99.8902,4612975
2023-11-15,07:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,538.9042,634.5419,224.9406,0.5126,98.3897,100,98.1061,0.3052,99.9892,0.0692,0.0866,0.065,0.0067,0.0161,0.0321,3.5633,3.5927,3.5964,2.4522,3.3946,72.8229,10,86,8,60,29196197,13974847,0,0,0,950,99.987,7012885,99.9979,99.274,99.9984,2932.2923,1311.565,45.0843,21.6525,8754.622,40.8116,41.4882,0.0279,99.3543,99.6548,17.1878,31.6867,4.3907,99.987,7012885
2023-11-15,07:00,"Cluster=USF8 CL1,Rule Name=Opt Clusters",1,1.0183,1.1094,0.4476,0.4497,100,,100,0,100,0.1473,0.1211,0.2826,0.0697,0.0317,0.0317,3.447,3.4646,3.459,1.4565,2.929,72.4931,0,0,0,0,61468,10873,0,0,0,0,100,39600,100,93.9597,100,5.3566,2.452,21.8966,10.7625,14.1619,27.3154,31.3616,0,98.5119,99.8607,16.0212,37.5278,3.8394,100,39600
