Date,UCell Group,Integrity,3G CS Traffic Erl(Erl),3G PS DL GB,3G PS UL GB,VS.HSDPA.UE.Mean.Cell,CS SR (F),PS SR (F),RRC SR(F),CS_DCR.Leo(%),PS Drop(F),IRAT SR(New),HSDPA.User.Throughput Mbps,VS.MeanRTWP(dBm),Avg_CQI_reported,Avg_CQI_Used,VS.MeanTCP(dBm),Success Rate of CS Incoming Inter-RAT Handovers for Cell(%),IRAT HO Outgoing Success Rate CS -speech (%)-NewMob,VS.IRATHO.FailOutCS,VS.U2L.FastReturn.Redirect.CSFBUE,VS.U2L.FastReturn.Redirect.SRVCCUE,VS.U2LHO.FastReturn.AttOutPS.CSFBUE,VS.U2LHO.FastReturn.AttOutPS.SRVCCUE,VS.U2LTEHO.RRCRelease.FastReturn.Blind,VS.U2LTEHO.RRCRelease.Service,EVQI Cell NB,EVQI Cell WB,VQI-3G,VS.OrigCall.EstabMeanTime.AMRWB(ms),VS.OrigCall.EstabMeanTime.AMRNB(ms),VS.Cell.UnavailTime.Sys(s),UMTS Cell Availability %,RRC Cong,CS Cong,PS Cong,CS Drops,PS Drops
10/21/2023,Southern Region,45220Southern Region,49226.35,25322.6368,3781.1941,5483.3312,99.9773,99.822,99.7842,0.1715,0.2631,96.4286,3351.1277,-103.7679,23.3338,17.948,39.8482,98.937,96.3963,3545,1668467,36095,0,0,1668467,2059289,3.1306,3.7648,4.0658,5262,7166,1887498,99.0105,2070,31,1554,3142,86458
10/21/2023,USF8,45220USF8,7904.86,9887.4596,1484.3277,1719.1169,99.9245,99.6437,99.7441,0.4065,0.4411,97.8569,3052.1656,-106.1434,23.2323,18.9647,39.424,99.5366,97.7923,1438,129249,4645,0,0,129249,206195,3.0899,3.7044,4.0945,5136,8255,987778,98.8193,90,2,73,906,23545
10/21/2023,Remote Najran,45220Remote Najran,2561.11,3007.7499,404.7173,536.767,99.9759,99.9024,99.8766,0.2475,0.2195,98.0044,3749.597,-105.776,24.1832,18.2368,40.1298,99.537,97.9454,273,75034,3297,0,0,75034,268083,3.142,3.7763,4.0592,5206,7205,122387,99.3927,0,0,0,246,8268
10/21/2023,Southern Remote,45220Southern Remote,22742.72,17494.4883,2383.3998,3403.5834,99.9847,99.8131,99.7242,0.2137,0.3602,96.5049,3453.8227,-104.7657,23.5079,18.0759,40.0159,99.0824,96.4724,3454,740288,22161,0,0,740288,1544919,3.1329,3.7722,4.046,5412,7432,1489280,98.7051,1755,31,1330,1903,59998
10/21/2023,Southern City,45220Southern City,26477.85,7819.003,1396.095,2077.5464,99.9703,99.8393,99.8693,0.1316,0.1585,79.7778,3141.6314,-102.4013,23.0352,17.7241,39.6688,98.6134,79.7778,91,928065,13932,0,0,928065,514285,3.1285,3.7592,4.0925,5154,6882,398218,99.4288,315,0,224,1239,26444
10/21/2023,"Cluster=Aseer CL1,Rule Name=Opt Clusters","45220Cluster=Aseer CL1,Rule Name=Opt Clusters",3789.35,1562.3307,260.1123,491.8118,99.9892,99.9163,99.7942,0.1977,0.2552,95.373,3248.1827,-103.0604,23.5133,17.5503,37.9801,98.8732,95.259,119,120119,3579,0,0,120119,205973,3.1481,3.7737,4.0872,5074,6862,77244,99.8081,0,0,1,261,8186
10/21/2023,"Cluster=Aseer CL2,Rule Name=Opt Clusters","45220Cluster=Aseer CL2,Rule Name=Opt Clusters",7590.91,2353.3593,388.275,708.6815,99.9814,99.9177,99.8115,0.2296,0.3112,95.6076,3110.558,-99.1331,23.4101,17.1467,38.5955,97.716,95.5683,108,253325,6157,0,0,253325,253705,3.1257,3.751,4.074,5094,7183,139603,99.0463,16,0,5,617,14670
10/21/2023,"Cluster=Aseer CL3,Rule Name=Opt Clusters","45220Cluster=Aseer CL3,Rule Name=Opt Clusters",2898.99,5416.7721,675.2964,833.7905,99.7746,99.5401,99.4969,0.3188,0.242,95.7437,4257.7795,-105.5091,24.5433,18.5689,39.773,99.0233,95.7157,293,76812,2918,0,0,76812,301172,3.1329,3.7837,4.0292,5121,6977,710635,97.9251,5,0,4,292,11172
10/21/2023,"Cluster=Jizan CL1,Rule Name=Opt Clusters","45220Cluster=Jizan CL1,Rule Name=Opt Clusters",11468.66,4307.3746,710.5524,869.0876,99.9903,99.7339,99.7775,0.1099,0.3455,96.0983,3052.6244,-104.4995,22.3902,18.111,40.1318,99.1774,96.0733,1511,408944,6442,0,0,408944,351286,3.1348,3.7691,4.0702,5470,7618,354626,98.4589,1604,31,1308,503,15166
10/21/2023,"Cluster=Jizan CL2,Rule Name=Opt Clusters","45220Cluster=Jizan CL2,Rule Name=Opt Clusters",12769.68,4535.6934,656.8292,985.2184,99.9902,99.8004,99.7706,0.1599,0.326,96.3668,2944.0654,-104.1934,22.4632,18.119,40.6501,98.9983,96.3401,1056,454881,8009,0,0,454881,321749,3.1161,3.7617,4.066,5379,6811,363442,98.9351,299,0,213,781,14880
10/21/2023,"Cluster=Aseer CL4,Rule Name=Opt Clusters","45220Cluster=Aseer CL4,Rule Name=Opt Clusters",3358.61,3522.1665,487.3417,813.1889,99.981,99.9481,99.8504,0.3551,0.2971,97.1565,3605.5998,-105.4039,23.9506,17.5327,39.8043,98.9517,97.0769,214,77880,3827,0,0,77880,485453,3.1351,3.7793,4.0372,5315,7377,205886,99.4353,146,0,18,359,12047
10/21/2023,"Cluster=Najran CL1,Rule Name=Opt Clusters","45220Cluster=Najran CL1,Rule Name=Opt Clusters",6985.02,3365.818,567.3001,726.5322,99.991,99.9006,99.9171,0.1074,0.1199,97.9752,3206.0249,-104.851,23.275,17.8873,40.3889,99.5817,97.9567,216,263732,4665,0,0,263732,123528,3.1396,3.7589,4.1045,5010,6978,33919,99.7551,0,0,5,298,9423
10/21/2023,"Cluster=Najran CL2,Rule Name=Opt Clusters","45220Cluster=Najran CL2,Rule Name=Opt Clusters",359.34,249.9766,33.7877,52.8188,99.9731,99.9241,99.8373,0.2085,0.1263,98.003,3780.1375,-105.3181,23.7356,17.9067,38.7193,99.2392,97.9305,28,12660,496,0,0,12660,16338,3.1599,3.7725,4.0997,5150,6886,2143,99.9395,0,0,0,31,898
10/21/2023,Aseer Province,45220Aseer Province,17632.19,12845.2848,1809.7499,2844.8103,99.9504,99.8402,99.7599,0.2573,0.278,96.2174,3687.6153,-103.2588,23.929,17.8286,39.1135,98.4947,96.1569,733,527898,16475,0,0,527898,1245668,3.1335,3.7669,4.057,5125,7120,1130078,99,167,0,28,1526,46004
10/21/2023,Jazan Province,45220Jazan Province,24244.01,8852.4119,1368.6571,1856.9685,99.9902,99.7681,99.7739,0.136,0.3357,96.2138,2995.7265,-104.3709,22.4301,18.114,40.3655,99.0939,96.188,2568,864063,14457,0,0,864063,673670,3.1252,3.7648,4.0678,5418,7255,721358,98.6819,1903,31,1521,1287,30117
10/21/2023,Najran Province,45220Najran Province,7344.36,3615.7946,601.0878,779.3511,99.99,99.9027,99.908,0.1125,0.1205,97.9783,3239.9899,-104.8997,23.3051,17.8885,40.242,99.5503,97.9537,244,276392,5161,0,0,276392,139866,3.1407,3.7594,4.104,5014,6973,36062,99.7743,0,0,5,329,10321
10/22/2023,RNC701,45221RNC701,9015.79,5082.3833,698.6295,1267.5564,99.9873,99.9409,99.8155,0.2312,0.2786,97.3951,3538.7525,-103.6226,23.696,17.6517,38.6589,98.604,97.3454,312,256041,9704,0,0,256041,738078,3.1401,3.7788,4.0712,5068,6956,864015,98.7208,0,0,0,689,20705
10/22/2023,RNC704,45221RNC704,7650.97,3267.8454,526.6939,665.712,99.9936,99.8886,99.492,0.1164,0.138,96.8762,3144.684,-105.0267,23.1149,17.9823,40.0562,99.2966,96.8382,403,279974,6073,0,0,279974,168106,3.1438,3.7628,4.1012,4991,6849,92993,99.7268,11435,1,142,352,9536
10/22/2023,RNC703,45221RNC703,6845.25,1689.8858,281.4532,497.0274,99.9845,99.9325,99.8261,0.2434,0.3378,90.9924,3086.1502,-99.8441,23.3568,17.3376,38.4983,98.311,90.9924,59,223693,5333,0,0,223693,216657,3.1256,3.7473,4.0732,5060,7081,55916,99.8246,35,0,1,582,12189
10/22/2023,RNC705,45221RNC705,24793.71,8372.2488,1312.5517,1837.1083,99.9727,99.7185,99.674,0.1942,0.4246,95.7697,2876.8296,-104.4949,22.246,17.7135,40.2365,99.1375,95.7469,3033,876697,16831,0,0,876697,760545,3.1242,3.7629,4.0632,5443,7129,1585814,97.5898,8503,132,2752,1903,36973
10/22/2023,RNC706,45221RNC706,2864.22,4639.1257,545.1512,631.0679,99.9832,99.843,99.7241,0.2948,0.259,96.2418,4516.4647,-105.4901,24.5236,18.7986,39.6144,98.9558,96.2418,240,75052,2821,0,0,75052,297092,3.126,3.7769,4.017,5132,6881,277376,98.6848,13,0,24,262,8999
10/22/2023,Remote Jizan,45221Remote Jizan,13297.98,5789.257,894.5192,1216.1793,99.9651,99.6965,99.6389,0.1865,0.4965,95.8282,2902.1769,-105.1652,22.3107,17.8319,40.3743,99.2844,95.8053,2982,469256,11319,0,0,469256,541995,3.1356,3.7734,4.0527,5559,7376,1064200,97.3081,6794,130,2014,1053,25886
10/22/2023,Remote Aseer,45221Remote Aseer,7499.35,7376.7872,886.6929,1352.1298,99.9791,99.8957,99.7305,0.3618,0.4352,96.7302,3919.8891,-104.3435,24.0007,18.017,39.3256,98.5212,96.7133,566,200219,9708,0,0,200219,792222,3.1243,3.7602,4.0345,5192,7143,887801,98.6041,48,0,25,893,28104
10/22/2023,Remote Khamis,45221Remote Khamis,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,NIL,,,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
10/22/2023,RNC291,45221RNC291,8109.61,9417.1234,1452.8606,1682.0103,99.9308,99.6881,99.7448,0.3641,0.4168,97.9731,3093.4556,-106.2113,23.3591,18.8537,39.2756,99.6111,97.9115,1362,127739,4322,0,0,127739,197039,3.0981,3.7104,4.0984,5158,8129,729351,99.1226,8,0,7,810,21784
10/22/2023,Abha,45221Abha,2882.31,648.4284,109.2229,244.5246,99.9913,99.9499,99.8737,0.1188,0.1699,91.7722,3067.5756,-102.5112,23.3095,17.3323,37.4795,98.9899,91.7722,13,92013,2302,0,0,92013,91075,3.1472,3.7806,4.0985,4946,6647,24611,99.8289,0,0,0,117,3609
10/22/2023,Khamis Mushait,45221Khamis Mushait,5213.02,1238.931,218.7218,338.7559,99.9889,99.9562,99.8646,0.1482,0.1578,61.9048,3411.669,-99.2493,23.3887,18.059,38.1678,98.0785,61.9048,8,179793,3331,0,0,179793,115644,3.1345,3.7602,4.0874,4972,6993,24740,99.9088,0,0,0,278,4690
10/22/2023,Abu Arish,45221Abu Arish,2857.9,566.435,86.6203,128.4244,99.9798,99.6617,99.6879,0.3439,0.412,72.7273,3040.3872,-100.7684,22.7192,18.1403,40.1175,96.6124,72.7273,9,110760,1221,0,0,110760,35437,3.0774,3.725,4.0723,5581,6799,89412,98.3574,440,1,291,376,2820
10/22/2023,Bishah,45221Bishah,1021.36,296.2613,55.6782,123.5596,99.9956,99.9788,99.8813,0.1832,0.0906,70,3014.0828,-104.9288,23.6077,16.5752,38.3688,99.5249,70,3,28602,512,0,0,28602,25011,3.1484,3.7922,4.091,5080,6668,0,99.9045,0,0,0,57,1237
10/22/2023,Jizan,45221Jizan,4123.49,1169.6123,209.2707,295.7008,99.9724,99.7644,99.7495,0.187,0.3088,55.8824,2650.5794,-104.0325,21.7529,17.029,39.4755,99.2376,55.8824,15,140750,2105,0,0,140750,127295,3.1287,3.7657,4.0863,5165,6714,418009,97.2195,1174,1,334,277,5784
10/22/2023,Muhayel,45221Muhayel,1084.76,647.3824,100.63,138.7779,99.9919,99.8247,99.8623,0.2227,0.1629,99.0196,3556.8372,-104.0209,23.4103,18.3709,39.8247,99.2987,99.0196,1,30814,779,0,0,30814,45538,3.1384,3.7785,4.0754,5166,6781,0,95.7637,0,0,0,71,1792
10/22/2023,Najran,45221Najran,5919.04,1866.8645,318.3654,404.382,99.9952,99.92,99.2842,0.0854,0.1006,28.5714,3109.9112,-104.5438,22.8236,18.0165,40.0989,99.0018,28.5714,15,225633,3669,0,0,225633,97164,3.1405,3.7596,4.1112,4972,6788,66763,99.6884,10952,1,78,195,4744
10/22/2023,Sabya,45221Sabya,4511.64,845.5491,121.7724,196.2584,99.9964,99.8446,99.7845,0.125,0.2523,81.5068,2945.0714,-103.5943,22.276,17.7262,40.9065,99.4152,81.5068,27,155798,2185,0,0,155798,55739,3.1137,3.758,4.0811,5299,6639,14193,99.7867,95,0,113,197,2454
10/22/2023,Southern Region,45221Southern Region,51169.93,23051.4891,3364.4794,4898.472,99.9802,99.8378,99.7134,0.1985,0.3022,96.0914,3311.8155,-103.8753,23.1584,17.8752,39.667,98.9622,96.0652,4047,1711457,40762,0,0,1711457,2180478,3.1303,3.7644,4.065,5255,7039,2876114,98.6527,19986,133,2919,3788,88402
10/22/2023,USF8,45221USF8,8109.61,9417.1234,1452.8606,1682.0103,99.9308,99.6881,99.7448,0.3641,0.4168,97.9731,3093.4556,-106.2113,23.3591,18.8537,39.2756,99.6111,97.9115,1362,127739,4322,0,0,127739,197039,3.0981,3.7104,4.0984,5158,8129,729351,99.1226,8,0,7,810,21784
10/22/2023,Remote Najran,45221Remote Najran,2751.47,2605.7869,362.7048,458.9883,99.9864,99.9081,99.8494,0.2606,0.242,97.1508,3649.0447,-105.8684,24.0408,18.1747,39.8957,99.3441,97.0953,407,77665,3626,0,0,77665,253288,3.1433,3.7743,4.0596,5141,7101,286385,98.9342,483,0,64,271,7277
10/22/2023,Southern Remote,45221Southern Remote,23548.8,15771.8312,2143.9169,3027.2974,99.9712,99.8159,99.7056,0.2421,0.4232,96.1611,3436.0375,-104.8572,23.3417,17.9618,39.8019,99.0793,96.1348,3955,747140,24653,0,0,747140,1587505,3.1329,3.7692,4.0445,5420,7284,2238386,98.2574,7325,130,2103,2217,61267
10/22/2023,Southern City,45221Southern City,27613.53,7279.464,1220.2817,1870.3836,99.9886,99.8783,99.724,0.158,0.1778,82.6667,3072.4716,-102.5348,22.8506,17.7277,39.5248,98.7078,82.6667,91,964163,16104,0,0,964163,592903,3.1279,3.7608,4.0927,5139,6781,637728,99.194,12661,3,816,1568,27130
10/22/2023,"Cluster=Aseer CL1,Rule Name=Opt Clusters","45221Cluster=Aseer CL1,Rule Name=Opt Clusters",4161.64,1327.9967,205.8552,438.2262,99.99,99.9298,99.8138,0.1639,0.2513,96.1209,3170.028,-103.1532,23.4356,17.367,37.7682,98.9984,96.1209,104,128792,4131,0,0,128792,216986,3.1443,3.7811,4.0894,4965,6783,28896,99.8814,0,0,0,235,7576
10/22/2023,"Cluster=Aseer CL2,Rule Name=Opt Clusters","45221Cluster=Aseer CL2,Rule Name=Opt Clusters",8121.76,2193.3325,360.3236,645.8802,99.985,99.9233,99.8148,0.2382,0.3332,95.2951,3135.2883,-99.2505,23.3974,17.2743,38.4784,97.8621,95.2137,112,267563,6885,0,0,267563,249221,3.1251,3.7515,4.0769,5039,7060,57266,99.2432,35,0,1,682,14712
10/22/2023,"Cluster=Aseer CL3,Rule Name=Opt Clusters","45221Cluster=Aseer CL3,Rule Name=Opt Clusters",3007.98,5069.7694,594.7853,692.4384,99.9843,99.8441,99.6908,0.3015,0.2625,96.2762,4506.544,-105.6242,24.5175,18.7964,39.5411,99.0284,96.2762,261,79925,3082,0,0,79925,316098,3.1285,3.7771,4.0229,5141,6875,795776,97.7337,13,0,24,286,9769
10/22/2023,"Cluster=Jizan CL1,Rule Name=Opt Clusters","45221Cluster=Jizan CL1,Rule Name=Opt Clusters",11761.62,3859.0029,668.5505,871.3686,99.9599,99.6771,99.6849,0.1769,0.4728,95.3695,2720.5925,-104.5729,21.9221,17.363,40.0962,99.3031,95.3516,1985,421220,7707,0,0,421220,393867,3.1323,3.7646,4.061,5518,7427,1150746,96.4601,4939,125,1854,854,20037
10/22/2023,"Cluster=Jizan CL2,Rule Name=Opt Clusters","45221Cluster=Jizan CL2,Rule Name=Opt Clusters",12921.35,4179.3665,607.0278,919.9412,99.9859,99.7594,99.6579,0.2081,0.3843,96.3668,2947.7591,-104.2378,22.4295,18.0318,40.4403,98.9394,96.336,1032,451764,8939,0,0,451764,362297,3.1159,3.7615,4.0669,5386,6757,435068,98.7252,3564,7,898,1025,16444
10/22/2023,"Cluster=Aseer CL4,Rule Name=Opt Clusters","45221Cluster=Aseer CL4,Rule Name=Opt Clusters",3537.02,3153.9817,400.9623,664.1145,99.9819,99.9557,99.8615,0.3319,0.2904,97.9856,3748.4437,-105.6165,23.8905,17.857,39.5552,99.0382,97.9311,149,82065,3940,0,0,82065,473833,3.1407,3.7771,4.045,5309,7143,315369,99.1147,0,0,0,351,10323
10/22/2023,"Cluster=Najran CL1,Rule Name=Opt Clusters","45221Cluster=Najran CL1,Rule Name=Opt Clusters",7235.43,3051.088,492.4099,621.7568,99.9951,99.8914,99.445,0.1132,0.1407,96.8262,3107.5339,-104.9857,23.0699,17.9625,40.2106,99.293,96.809,358,265773,5509,0,0,265773,146949,3.143,3.7618,4.1011,4993,6846,89324,99.7071,11371,1,103,323,8818
10/22/2023,"Cluster=Najran CL2,Rule Name=Opt Clusters","45221Cluster=Najran CL2,Rule Name=Opt Clusters",415.54,216.7574,34.2839,43.9552,99.9683,99.8612,99.8484,0.1722,0.1126,97.2441,3781.9028,-105.3795,23.7719,18.298,38.4392,99.3318,97.053,45,14201,564,0,0,14201,21157,3.1574,3.7844,4.1018,4939,6898,3669,99.8964,64,0,39,29,718
10/22/2023,Aseer Province,45221Aseer Province,18816.91,11740.5547,1561.2307,2438.99,99.9855,99.9176,99.8039,0.2464,0.2885,96.7653,3807.189,-103.3875,23.875,17.9998,38.9067,98.5917,96.735,626,558039,18025,0,0,558039,1255698,3.1331,3.7671,4.0582,5073,6988,1197307,98.9407,48,0,25,1552,42330
10/22/2023,Jazan Province,45221Jazan Province,24694.46,8042.895,1276.274,1792.9791,99.9727,99.7177,99.6721,0.1928,0.4285,95.7693,2834.2274,-104.4292,22.181,17.6938,40.2455,99.1349,95.7464,3017,873290,16659,0,0,873290,756604,3.1238,3.7628,4.0635,5443,7131,1585814,97.5198,8503,132,2752,1881,36531
10/22/2023,Najran Province,45221Najran Province,7650.97,3267.8454,526.6939,665.712,99.9936,99.8886,99.492,0.1164,0.138,96.8762,3144.684,-105.0267,23.1149,17.9823,40.0562,99.2966,96.8382,403,279974,6073,0,0,279974,168106,3.1438,3.7628,4.1012,4991,6849,92993,99.7268,11435,1,142,352,9536
10/23/2023,RNC701,45222RNC701,9038.37,5159.6759,707.5873,1208.5308,99.9864,99.9451,99.7901,0.2211,0.2925,96.8854,3594.9364,-103.5727,23.6013,17.797,38.6661,98.6317,96.7865,378,258770,9763,0,0,258770,716973,3.143,3.7764,4.0683,5123,7118,735348,98.8932,2,0,11,662,21132
10/23/2023,RNC704,45222RNC704,7674.07,3143.5481,513.1306,618.9261,99.9926,99.9085,99.7349,0.0929,0.1381,97.47,3235.8225,-105.0133,23.0516,18.0622,39.9716,99.3455,97.4536,303,282169,6015,0,0,282169,139533,3.1433,3.7616,4.1037,5014,6919,89151,99.7381,4851,0,1,282,9200
10/23/2023,RNC703,45222RNC703,6770.64,1661.1732,276.4879,473.3891,99.9846,99.9201,99.8556,0.2442,0.3203,88.5542,3104.6254,-99.2388,23.2491,17.4645,38.4533,98.1072,88.4211,77,219886,5155,0,0,219886,206660,3.1234,3.7368,4.065,5136,7172,63496,99.8008,0,0,37,572,11110
10/23/2023,RNC705,45222RNC705,25273.46,8578.241,1311.5958,1799.9285,99.978,99.8138,99.7222,0.1427,0.3572,95.738,2991.6988,-104.5196,22.37,18.0445,40.2406,99.1513,95.727,2973,879360,16603,0,0,879360,757163,3.1265,3.7672,4.0678,5429,7316,783306,98.6392,4810,140,1174,1401,30912
10/23/2023,RNC706,45222RNC706,2814.96,4644.6723,532.6648,594.3614,99.9751,99.8075,99.7106,0.2862,0.2757,96.3383,4574.0566,-105.4693,24.4881,19.0177,39.5962,98.8472,96.3229,230,75402,2790,0,0,75402,286975,3.132,3.779,4.0259,5133,7021,219931,98.835,7,0,2,252,9137
10/23/2023,Remote Jizan,45222Remote Jizan,13537.6,6007.0704,864.3455,1190.7608,99.9657,99.7739,99.6663,0.1562,0.422,95.8029,3030.9923,-105.208,22.4061,18.2517,40.4107,99.2862,95.7919,2919,465818,11203,0,0,465818,566219,3.1374,3.7768,4.0606,5553,7656,722893,98.0023,4810,140,1174,877,21986
10/23/2023,Remote Aseer,45222Remote Aseer,7400.98,7315.7607,867.3662,1279.1734,99.9735,99.8874,99.7018,0.3552,0.4365,96.3377,3976.2194,-104.2763,23.9317,18.1641,39.3099,98.4672,96.3094,627,197496,9586,0,0,197496,771318,3.1298,3.755,4.0359,5180,7276,903778,98.5846,7,0,5,862,26962
10/23/2023,Remote Khamis,45222Remote Khamis,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,NIL,,,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
10/23/2023,RNC291,45222RNC291,8080.84,9389.8498,1414.2535,1682.9483,99.7785,99.5415,99.6832,0.4197,0.4256,98.0806,3059.7913,-106.2581,23.3271,18.8691,39.2886,99.5844,98.0347,1261,130827,4276,0,0,130827,197089,3.0944,3.7105,4.095,5144,8420,1557671,98.1899,231,5,49,935,22414
10/23/2023,Abha,45222Abha,2907.61,717.8011,118.0171,237.8136,99.9942,99.9521,99.8744,0.1112,0.1835,92.0904,3259.9507,-102.4415,23.2132,17.6231,37.5663,99.1697,92.0904,14,92673,2258,0,0,92673,81784,3.1468,3.7817,4.0987,5011,6754,24576,99.9033,0,0,0,110,3785
10/23/2023,Khamis Mushait,45222Khamis Mushait,5250.13,1237.7898,216.4932,330.0977,99.988,99.9339,99.8867,0.1647,0.1757,40,3403.9343,-98.5416,23.3031,18.1834,38.1377,97.7608,40,12,178240,3289,0,0,178240,102224,3.1309,3.7508,4.0843,5122,7097,30479,99.8877,0,0,37,306,4933
10/23/2023,Abu Arish,45222Abu Arish,2849.67,530.4789,88.9313,122.4876,99.9939,99.8863,99.7977,0.2158,0.3227,60.9756,2952.2375,-100.982,22.6563,18.1586,40.076,97.196,60.9756,16,112197,1272,0,0,112197,29085,3.0759,3.7227,4.0693,5625,6908,11724,99.7846,0,0,0,240,2139
10/23/2023,Bishah,45222Bishah,975.37,283.9736,53.723,108.603,100,99.9735,99.8811,0.1486,0.1015,57.1429,3043.6196,-105.0044,23.5587,16.8327,38.2524,99.6947,57.1429,3,29169,551,0,0,29169,25102,3.1476,3.7947,4.0904,5123,6803,7156,99.908,0,0,8,46,1377
10/23/2023,Jizan,45222Jizan,4224.32,1190.9477,230.997,289.3375,99.9952,99.9154,99.877,0.0876,0.2397,57.7778,2890.2937,-103.9178,22.1383,17.2335,39.3683,99.0995,57.7778,19,140027,2010,0,0,140027,108411,3.1393,3.7713,4.0862,5024,6694,47649,99.683,0,0,0,129,4504
10/23/2023,Muhayel,45222Muhayel,1040.76,685.2895,96.4145,126.5302,99.9876,99.8529,99.8755,0.2153,0.1654,96.5217,3700.3731,-104.138,23.2753,18.6833,39.7575,99.1416,96.5217,4,31070,763,0,0,31070,48534,3.1448,3.7856,4.078,5111,6890,8127,95.7027,0,0,0,68,1787
10/23/2023,Najran,45222Najran,5934.32,1827.9307,319.529,375.6948,99.9928,99.9448,99.9448,0.0692,0.0917,6.6667,3240.8859,-104.5009,22.752,18.1807,40.0314,98.9817,6.6667,14,226911,3637,0,0,226911,72106,3.14,3.76,4.113,5004,6850,9483,99.9557,0,0,1,159,4168
10/23/2023,Sabya,45222Sabya,4658.63,848.9203,127.0184,196.8369,99.9947,99.9072,99.8176,0.0928,0.2391,83.6364,2898.6673,-103.6864,22.3198,17.872,40.9396,99.318,83.6364,18,161197,2114,0,0,161197,53357,3.1121,3.7648,4.079,5327,6707,1040,99.9844,0,0,0,150,2244
10/23/2023,Southern Region,45222Southern Region,51571.51,23187.3105,3341.4664,4695.1359,99.9823,99.8728,99.7598,0.1662,0.2861,96.0683,3396.9879,-103.7928,23.1448,18.0944,39.6272,98.9548,96.0452,3961,1715587,40326,0,0,1715587,2107304,3.1318,3.7647,4.066,5266,7189,1891232,99.024,9670,140,1225,3169,81491
10/23/2023,USF8,45222USF8,8080.84,9389.8498,1414.2535,1682.9483,99.7785,99.5415,99.6832,0.4197,0.4256,98.0806,3059.7913,-106.2581,23.3271,18.8691,39.2886,99.5844,98.0347,1261,130827,4276,0,0,130827,197089,3.0944,3.7105,4.095,5144,8420,1557671,98.1899,231,5,49,935,22414
10/23/2023,Remote Najran,45222Remote Najran,2784.84,2541.1479,358.4599,437.2719,99.992,99.9119,99.5952,0.2095,0.2637,97.7069,3671.4468,-105.903,23.9737,18.1792,39.7995,99.4063,97.6259,315,80592,3640,0,0,80592,249107,3.1434,3.7645,4.0527,5126,7290,124327,99.5373,4853,0,0,221,7597
10/23/2023,Southern Remote,45222Southern Remote,23723.42,15863.979,2090.1715,2907.2061,99.9707,99.844,99.6711,0.2155,0.4009,96.1476,3514.5177,-104.8432,23.3224,18.2051,39.7708,99.0768,96.1244,3861,743906,24429,0,0,743906,1586644,3.1357,3.7685,4.0465,5412,7514,1750998,98.5655,9670,140,1179,1960,56545
10/23/2023,Southern City,45222Southern City,27840.82,7323.1317,1251.1235,1787.4012,99.9929,99.9286,99.8817,0.1211,0.1687,81.1321,3168.8056,-102.3623,22.846,17.9059,39.4758,98.6888,81.1321,100,971484,15894,0,0,971484,520603,3.1283,3.7619,4.0922,5165,6853,140234,99.6529,0,0,46,1208,24937
10/23/2023,"Cluster=Aseer CL1,Rule Name=Opt Clusters","45222Cluster=Aseer CL1,Rule Name=Opt Clusters",4203.85,1355.5828,204.4127,412.3078,99.986,99.9336,99.8052,0.1626,0.2689,94.7634,3247.3205,-103.0772,23.3325,17.5646,37.7993,99.1486,94.7292,146,128818,4180,0,0,128818,195715,3.1469,3.7796,4.0887,5024,6883,113125,99.719,0,0,0,233,7729
10/23/2023,"Cluster=Aseer CL2,Rule Name=Opt Clusters","45222Cluster=Aseer CL2,Rule Name=Opt Clusters",8045.2,2196.0161,355.5435,620.1656,99.9842,99.9203,99.8424,0.2284,0.3237,95.3639,3166.1061,-98.7492,23.303,17.545,38.4658,97.6739,95.3197,101,263772,6692,0,0,263772,247519,3.1244,3.7407,4.0747,5144,7149,46665,99.2686,0,0,37,642,13875
10/23/2023,"Cluster=Aseer CL3,Rule Name=Opt Clusters","45222Cluster=Aseer CL3,Rule Name=Opt Clusters",2978.24,5104.0355,580.4822,653.6722,99.9712,99.8153,99.5783,0.3154,0.2787,96.3086,4571.8459,-105.6071,24.4765,18.9914,39.535,98.9336,96.2947,256,80890,3030,0,0,80890,308571,3.1335,3.7792,4.0252,5144,7010,775799,97.7857,7,0,2,299,9897
10/23/2023,"Cluster=Jizan CL1,Rule Name=Opt Clusters","45222Cluster=Jizan CL1,Rule Name=Opt Clusters",12011.46,4073.4947,667.7859,860.7964,99.9652,99.7819,99.6916,0.128,0.3867,95.1423,2909.0245,-104.554,22.1524,17.876,40.1155,99.2692,95.131,2041,417277,7619,0,0,417277,405484,3.1366,3.7694,4.0728,5482,7712,343610,98.4866,4809,140,1174,615,16591
