Date,UCell Group,Integrity,3G CS Traffic Erl(Erl),3G PS DL GB,3G PS UL GB,VS.HSDPA.UE.Mean.Cell,CS SR (F),PS SR (F),RRC SR(F),CS_DCR.Leo(%),PS Drop(F),IRAT SR(New),HSDPA.User.Throughput Mbps,VS.MeanRTWP(dBm),Avg_CQI_reported,Avg_CQI_Used,VS.MeanTCP(dBm),Success Rate of CS Incoming Inter-RAT Handovers for Cell(%),IRAT HO Outgoing Success Rate CS -speech (%)-NewMob,VS.IRATHO.FailOutCS,VS.U2L.FastReturn.Redirect.CSFBUE,VS.U2L.FastReturn.Redirect.SRVCCUE,VS.U2LHO.FastReturn.AttOutPS.CSFBUE,VS.U2LHO.FastReturn.AttOutPS.SRVCCUE,VS.U2LTEHO.RRCRelease.FastReturn.Blind,VS.U2LTEHO.RRCRelease.Service,EVQI Cell NB,EVQI Cell WB,VQI-3G,VS.OrigCall.EstabMeanTime.AMRWB(ms),VS.OrigCall.EstabMeanTime.AMRNB(ms),VS.Cell.UnavailTime.Sys(s),UMTS Cell Availability %,RRC Cong,CS Cong,PS Cong,CS Drops,PS Drops
9/29/2023,Southern Region,45198Southern Region,48343.78,24636.8799,3407.6345,4358.3893,99.9905,99.8995,99.7574,0.1559,0.2637,96.2507,3450.8445,-103.9168,22.9208,18.4914,39.6185,98.9114,96.223,4198,1636708,38945,0,0,1636708,2119894,3.1351,3.7635,4.0854,5599,7196,1120706,99.4006,3,0,3,2825,72955
9/29/2023,USF8,45198USF8,8262.84,9614.7504,1408.2777,1689.2239,99.9438,99.4914,99.6537,0.442,0.4911,97.8517,3161.5389,-105.9408,23.2155,18.9358,39.3243,99.5003,97.8102,1343,127440,6909,0,0,127440,225469,3.0952,3.6983,4.0922,5156,7361,1657384,98.0597,2117,3,2639,986,26871
9/29/2023,Remote Najran,45198Remote Najran,2385.83,2701.9903,355.354,417.867,99.9704,99.8809,99.868,0.2856,0.3534,98.0668,3224.7674,-105.813,23.4334,18.5836,39.9044,98.4864,98.0221,260,70122,3423,0,0,70122,240607,3.1423,3.7675,4.0804,5600,7083,79405,99.7045,0,0,1,261,8797
9/29/2023,Southern Remote,45198Southern Remote,21818.15,17163.6957,2165.9481,2744.0664,99.986,99.8837,99.6685,0.2146,0.3741,96.3241,3511.065,-104.828,23.0628,18.6231,39.8686,98.933,96.2962,4101,702289,23602,0,0,702289,1589207,3.1338,3.7672,4.0668,5701,7216,961485,99.0661,3,0,1,1831,51133
9/29/2023,Southern City,45198Southern City,26522.76,7473.1126,1241.6257,1614.2014,99.9945,99.9304,99.8764,0.1036,0.1509,76.6827,3321.1298,-102.67,22.6735,18.2505,39.3457,98.8651,76.6827,97,934336,15342,0,0,934336,530578,3.1361,3.7608,4.1102,5521,7178,71506,99.9377,0,0,2,994,21817
9/29/2023,"Cluster=Aseer CL1,Rule Name=Opt Clusters","45198Cluster=Aseer CL1,Rule Name=Opt Clusters",3648.15,1323.8326,208.7356,372.3091,99.983,99.9424,99.8176,0.1752,0.2586,95.5575,3265.2409,-102.9771,23.1736,17.6944,37.7127,98.8973,95.5167,105,112079,3552,0,0,112079,216468,3.1496,3.7715,4.1118,5381,7044,22262,99.9447,0,0,0,219,7621
9/29/2023,"Cluster=Aseer CL2,Rule Name=Opt Clusters","45198Cluster=Aseer CL2,Rule Name=Opt Clusters",7210.28,2441.3708,390.0914,560.3914,99.9887,99.9295,99.8337,0.1971,0.2763,96.0714,3359.0762,-99.6806,23.0338,18.1261,38.541,97.5976,95.9857,90,234111,5342,0,0,234111,271692,3.1369,3.7478,4.0939,5878,7151,42678,99.2781,0,0,2,494,11576
9/29/2023,"Cluster=Aseer CL3,Rule Name=Opt Clusters","45198Cluster=Aseer CL3,Rule Name=Opt Clusters",2772.83,5534.3605,630.0539,633.9584,99.9832,99.8568,99.5942,0.3361,0.287,96.6533,4460.7938,-105.2574,23.9842,19.3146,39.7127,98.8933,96.6132,245,73127,3293,0,0,73127,350510,3.1306,3.7736,4.0519,5473,6936,567173,98.7798,3,0,0,293,10230
9/29/2023,"Cluster=Jizan CL1,Rule Name=Opt Clusters","45198Cluster=Jizan CL1,Rule Name=Opt Clusters",11434.11,4269.5274,622.1745,772.7639,99.9943,99.865,99.7073,0.1192,0.3043,95.7804,3198.4671,-104.7023,22.2161,18.4594,40.0938,99.3245,95.7648,2092,394926,7895,0,0,394926,357693,3.1342,3.7658,4.0842,5724,7256,290535,98.6198,0,0,0,541,12189
9/29/2023,"Cluster=Jizan CL2,Rule Name=Opt Clusters","45198Cluster=Jizan CL2,Rule Name=Opt Clusters",13083.46,4733.2967,666.3483,884.9364,99.9943,99.8696,99.6151,0.1188,0.2712,95.9448,3107.3957,-104.7846,22.2714,18.5062,40.6101,99.176,95.9137,1262,478465,9724,0,0,478465,344936,3.1262,3.7653,4.0767,5581,7306,20888,99.9393,0,0,0,613,11940
9/29/2023,"Cluster=Aseer CL4,Rule Name=Opt Clusters","45198Cluster=Aseer CL4,Rule Name=Opt Clusters",2996.55,3235.3189,432.2678,574.0684,99.9902,99.9646,99.8547,0.2908,0.3059,98.0215,3678.3544,-105.5928,23.4686,18.3607,39.629,99.1967,97.9445,157,75892,4048,0,0,75892,451448,3.148,3.7839,4.0678,5521,7045,22876,99.9372,0,0,0,281,9838
9/29/2023,"Cluster=Najran CL1,Rule Name=Opt Clusters","45198Cluster=Najran CL1,Rule Name=Opt Clusters",6808.03,2843.1556,423.3395,515.9982,99.9835,99.876,99.9043,0.1407,0.178,97.8983,2972.6956,-104.7514,22.7555,18.2002,39.964,98.4128,97.8784,209,253435,4571,0,0,253435,110382,3.1369,3.7553,4.1153,5369,7171,66579,99.7817,0,0,1,376,8860
9/29/2023,"Cluster=Najran CL2,Rule Name=Opt Clusters","45198Cluster=Najran CL2,Rule Name=Opt Clusters",387.49,255.9459,34.5626,43.842,100,99.9501,99.9145,0.049,0.1022,97.5547,3603.6451,-105.3093,23.4284,18.4887,38.6536,99.5272,97.5547,38,14590,519,0,0,14590,16656,3.1608,3.7711,4.1171,5555,7012,0,100,0,0,0,8,696
9/29/2023,Aseer Province,45198Aseer Province,16619.45,12530.4796,1660.2535,2138.8603,99.9869,99.9255,99.792,0.2301,0.282,96.9978,3855.3737,-103.3547,23.471,18.5805,38.9885,98.5233,96.9378,594,494878,16222,0,0,494878,1289609,3.1407,3.7637,4.0811,5642,7075,654989,99.4446,3,0,2,1286,39206
9/29/2023,Jazan Province,45198Jazan Province,24525.93,9007.2272,1289.4181,1659.5673,99.9943,99.8672,99.6593,0.1191,0.2874,95.8429,3148.9484,-104.7488,22.2443,18.4813,40.3291,99.2555,95.8214,3357,873722,17632,0,0,873722,703138,3.1301,3.7655,4.0807,5641,7280,311423,99.2356,0,0,0,1155,24188
9/29/2023,Najran Province,45198Najran Province,7195.53,3099.1015,457.9022,559.8402,99.9845,99.8833,99.9055,0.1354,0.1698,97.8514,3016.3097,-104.8096,22.8074,18.2209,39.8444,98.5354,97.8343,247,268025,5090,0,0,268025,127038,3.1383,3.756,4.1155,5379,7162,66579,99.8044,0,0,1,384,9556
9/30/2023,RNC701,45199RNC701,8930.41,5346.8977,751.3536,1141.1851,99.9867,99.9462,99.8049,0.2476,0.2933,96.7701,3554.2639,-103.5079,23.3521,18.0393,38.746,98.4936,96.701,416,259125,10272,0,0,259125,758245,3.1473,3.7718,4.0847,5456,7050,697356,98.9193,2,0,0,748,21075
9/30/2023,RNC704,45199RNC704,7873.82,3135.4112,472.5371,579.799,99.9895,99.8605,99.9001,0.1486,0.1684,97.1252,3071.9749,-104.7702,22.8079,18.2068,39.9086,98.5381,97.1037,393,294967,5712,0,0,294967,150692,3.134,3.7579,4.1165,5324,7104,196253,99.4235,121,0,27,467,9894
9/30/2023,RNC703,45199RNC703,6928.95,1809.8804,311.0418,464.6532,99.9889,99.9233,99.8075,0.2347,0.3134,87.2666,3087.9297,-100.27,22.975,17.8146,38.5553,98.4652,87.2666,75,222391,5306,0,0,222391,218232,3.1307,3.7504,4.0861,5511,7108,86395,99.6019,0,0,2,568,11013
9/30/2023,RNC705,45199RNC705,26134.27,9222.2733,1314.3233,1740.0134,99.9946,99.8634,99.597,0.1392,0.3106,95.6514,3196.6935,-104.693,22.3718,18.4654,40.299,99.2695,95.6297,3840,941454,18495,0,0,941454,706610,3.1278,3.7648,4.0893,5658,7226,801383,98.5972,272,1,5,1462,26662
9/30/2023,RNC706,45199RNC706,2842.78,5202.2464,612.0876,585.8717,99.9778,99.824,99.7325,0.3213,0.3005,96.9868,4578.4599,-105.1342,24.2134,19.1947,39.7918,98.5947,96.9724,204,72347,3081,0,0,72347,316689,3.1329,3.7798,4.0437,5411,6909,157839,99.6138,0,0,0,278,9600
9/30/2023,Remote Jizan,45199Remote Jizan,14058.47,6510.3652,885.0118,1144.6913,99.9949,99.8406,99.4976,0.1708,0.3778,95.7011,3180.1855,-105.103,22.3358,18.6267,40.5056,99.2971,95.6792,3785,506782,11718,0,0,506782,511865,3.1294,3.7663,4.0806,5730,7255,786126,97.8506,272,1,5,1034,19042
9/30/2023,Remote Aseer,45199Remote Aseer,7219.89,8040.473,997.73,1250.7322,99.9774,99.892,99.7251,0.4013,0.4488,96.7703,3952.3268,-104.2031,23.6607,18.3916,39.4473,98.5282,96.7329,592,197473,10038,0,0,197473,847203,3.1327,3.7567,4.0534,5558,7082,731568,98.7942,2,0,0,980,27672
9/30/2023,Remote Khamis,45199Remote Khamis,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,NIL,,,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
9/30/2023,RNC291,45199RNC291,8843.99,9913.0677,1430.6143,1717.3298,99.9371,99.68,99.756,0.3987,0.4386,97.9378,3170.5078,-105.9061,23.2512,18.9518,39.3754,99.4893,97.8984,1409,136493,7536,0,0,136493,225107,3.0921,3.6999,4.0959,5130,7309,1272592,98.5172,15,0,22,965,24674
9/30/2023,Abha,45199Abha,3022.98,644.3977,109.3907,219.1011,99.9953,99.9481,99.8615,0.1287,0.1733,92.6667,3275.9596,-102.3,23.1247,17.4178,37.4352,98.8322,92.6667,11,94767,2372,0,0,94767,77496,3.1528,3.7751,4.1146,5348,7032,8610,99.9661,0,0,0,132,3718
9/30/2023,Khamis Mushait,45199Khamis Mushait,5439.39,1319.7696,227.4236,320.1219,99.9943,99.95,99.8556,0.1506,0.1717,42.8571,3528.872,-99.3938,23.2265,18.4661,38.2114,97.9043,42.8571,12,179580,3396,0,0,179580,114654,3.1347,3.7596,4.1023,5435,7061,0,99.8507,0,0,2,290,4831
9/30/2023,Abu Arish,45199Abu Arish,3089.7,710.7291,109.7591,132.343,99.9974,99.9059,99.8032,0.0796,0.2014,64.8649,3592.8006,-103.335,22.5801,18.7513,40.5417,99.2496,64.8649,13,120373,1265,0,0,120373,30210,3.119,3.7533,4.1039,5522,7312,0,100,0,0,0,96,1524
9/30/2023,Bishah,45199Bishah,968.98,328.5338,56.6581,95.5418,99.9893,99.9702,99.8424,0.1253,0.112,66.6667,3389.2878,-104.968,23.1415,17.7981,38.339,99.2487,66.6667,3,28684,504,0,0,28684,33603,3.1593,3.7868,4.1123,5378,6949,75,99.999,0,0,0,38,1253
9/30/2023,Jizan,45199Jizan,4235.3,1124.85,188.424,266.3911,99.9913,99.9188,99.832,0.0955,0.2114,61.1111,3143.3922,-104.1761,22.4217,17.6683,39.1254,99.1629,61.1111,14,140907,3291,0,0,140907,107163,3.1401,3.7724,4.1094,5412,7094,11873,99.921,0,0,0,144,3875
9/30/2023,Muhayel,45199Muhayel,1107.41,767.8409,114.9902,125.6213,99.9952,99.858,99.8377,0.219,0.1798,66.6667,3448.1248,-104.1603,22.7798,18.9808,40.2865,98.7598,66.6667,2,30583,929,0,0,30583,32891,3.1567,3.7885,4.1035,5339,6953,5284,99.9114,0,0,0,69,1880
9/30/2023,Najran,45199Najran,6211.97,1719.5331,294.4398,332.7261,99.9962,99.936,99.9406,0.0925,0.0959,31.25,3249.187,-104.3627,22.6078,18.2471,39.8838,99.1766,31.25,11,239994,3343,0,0,239994,74461,3.1365,3.7595,4.1253,5273,7112,139934,99.3469,0,0,0,223,4053
9/30/2023,Sabya,45199Sabya,4748.41,872.4111,130.6168,195.8867,99.9945,99.9129,99.7591,0.1077,0.2186,84.9711,3103.7948,-103.914,22.3752,18.2297,40.9314,99.2079,84.9711,26,173259,2217,0,0,173259,57257,3.1167,3.762,4.0969,5750,7158,3384,99.9491,0,0,0,187,2194
9/30/2023,Southern Region,45199Southern Region,52710.23,24716.709,3461.3434,4511.5224,99.9912,99.8898,99.7342,0.1766,0.2797,95.9658,3465.1941,-103.8617,22.9865,18.3987,39.6516,98.9005,95.9397,4928,1790284,42866,0,0,1790284,2150468,3.1328,3.7639,4.0841,5547,7151,1939226,99.0749,395,1,34,3523,78244
9/30/2023,USF8,45199USF8,8843.99,9913.0677,1430.6143,1717.3298,99.9371,99.68,99.756,0.3987,0.4386,97.9378,3170.5078,-105.9061,23.2512,18.9518,39.3754,99.4893,97.8984,1409,136493,7536,0,0,136493,225107,3.0921,3.6999,4.0959,5130,7309,1272592,98.5172,15,0,22,965,24674
9/30/2023,Remote Najran,45199Remote Najran,2603.12,2677.7253,346.8765,428.2659,99.9652,99.8637,99.8655,0.3196,0.3071,97.0186,3362.2803,-105.7197,23.5409,18.4442,39.8999,98.395,96.9803,459,77807,3789,0,0,77807,263607,3.1268,3.7594,4.0683,5580,7065,165172,99.3312,121,0,27,328,8194
9/30/2023,Southern Remote,45199Southern Remote,23881.48,17228.5634,2229.6183,2823.6894,99.9875,99.8679,99.6478,0.2459,0.3981,96.0269,3533.6629,-104.7408,23.1106,18.5004,39.8829,98.9297,96.0007,4836,782062,25545,0,0,782062,1622675,3.1301,3.7626,4.0644,5671,7192,1682866,98.5909,395,1,32,2342,54908
9/30/2023,Southern City,45199Southern City,28824.15,7488.0653,1231.7023,1687.7331,99.9947,99.9324,99.8551,0.113,0.1589,79.4643,3318.7917,-102.6625,22.7747,18.2131,39.4001,98.839,79.4643,92,1008147,17317,0,0,1008147,527735,3.1351,3.7649,4.1107,5448,7111,169160,99.8174,0,0,2,1179,23328
9/30/2023,"Cluster=Aseer CL1,Rule Name=Opt Clusters","45199Cluster=Aseer CL1,Rule Name=Opt Clusters",4266.17,1298.3665,200.2021,382.718,99.99,99.9351,99.789,0.2082,0.2669,95.9087,3262.1578,-102.9447,23.1842,17.5219,37.7182,98.9258,95.871,105,131282,4242,0,0,131282,203728,3.1521,3.7738,4.1063,5381,7075,53972,99.8659,0,0,0,305,7919
9/30/2023,"Cluster=Aseer CL2,Rule Name=Opt Clusters","45199Cluster=Aseer CL2,Rule Name=Opt Clusters",8271.67,2444.4926,405.8111,601.432,99.9886,99.9224,99.7968,0.2263,0.3127,96.1034,3249.582,-99.6829,23.058,17.9182,38.5879,97.7669,96.0674,105,266414,6733,0,0,266414,256879,3.1304,3.7514,4.092,5496,7094,38925,99.1902,0,0,2,657,13431
9/30/2023,"Cluster=Aseer CL3,Rule Name=Opt Clusters","45199Cluster=Aseer CL3,Rule Name=Opt Clusters",3005.76,5665.7683,668.6313,650.6267,99.9792,99.8247,99.5828,0.3215,0.2963,97.0983,4526.6056,-105.2084,24.2157,19.1223,39.7272,98.6236,97.0853,217,77202,3382,0,0,77202,334084,3.1358,3.7797,4.0478,5413,6944,592259,98.7259,0,0,0,298,10310
9/30/2023,"Cluster=Jizan CL1,Rule Name=Opt Clusters","45199Cluster=Jizan CL1,Rule Name=Opt Clusters",12221.76,4118.5637,614.1814,788.1754,99.9948,99.8835,99.675,0.146,0.3279,95.5748,3159.02,-104.6008,22.2244,18.2936,40.0463,99.3177,95.5519,2414,431084,8688,0,0,431084,365840,3.13,3.7635,4.0911,5684,7209,740490,97.4901,10,0,0,726,13363
9/30/2023,"Cluster=Jizan CL2,Rule Name=Opt Clusters","45199Cluster=Jizan CL2,Rule Name=Opt Clusters",13799.97,4774.4099,659.3012,907.5781,99.9945,99.8478,99.5802,0.1317,0.2973,95.7474,3183.3011,-104.7238,22.407,18.6208,40.6078,99.2271,95.7271,1415,506695,9593,0,0,506695,335399,3.1253,3.7657,4.0871,5640,7243,60893,99.7737,262,1,5,723,12805
9/30/2023,"Cluster=Aseer CL4,Rule Name=Opt Clusters","45199Cluster=Aseer CL4,Rule Name=Opt Clusters",3266.48,3279.6163,440.6565,601.0932,99.9819,99.9556,99.848,0.3274,0.313,96.4894,3619.5249,-105.4956,23.4291,18.222,39.6812,99.202,96.4023,279,82565,4512,0,0,82565,503788,3.1467,3.7768,4.0548,5586,7026,169234,99.4959,2,0,0,345,10514
9/30/2023,"Cluster=Najran CL1,Rule Name=Opt Clusters","45199Cluster=Najran CL1,Rule Name=Opt Clusters",7460.01,2915.397,438.9949,535.4236,99.9889,99.8561,99.906,0.1529,0.1753,97.0058,3033.4007,-104.7226,22.7284,18.2178,40.0498,98.4907,96.9814,360,278856,5183,0,0,278856,130401,3.1334,3.7569,4.116,5313,7118,192428,99.3691,0,0,0,453,9150
9/30/2023,"Cluster=Najran CL2,Rule Name=Opt Clusters","45199Cluster=Najran CL2,Rule Name=Opt Clusters",413.8,220.0143,33.5422,44.3754,100,99.9023,99.8544,0.0778,0.1115,97.9915,3693.9856,-105.1783,23.7904,18.047,38.4636,99.0509,97.9915,33,16111,529,0,0,16111,20291,3.1433,3.7766,4.1211,5514,6857,3825,99.892,121,0,27,14,744
9/30/2023,Aseer Province,45199Aseer Province,18800.61,12683.8432,1714.4036,2234.4887,99.9864,99.9133,99.7709,0.2528,0.2992,96.59,3836.5749,-103.3101,23.5341,18.4,39.0182,98.5011,96.5426,704,557140,18854,0,0,557140,1298028,3.1391,3.7653,4.0752,5471,7055,854390,99.29,2,0,2,1604,42125
9/30/2023,Jazan Province,45199Jazan Province,26031.21,8897.3743,1274.38,1697.1347,99.9946,99.865,99.6259,0.1385,0.3124,95.6404,3171.7795,-104.6675,22.3218,18.4661,40.3039,99.2772,95.6186,3831,938102,18296,0,0,938102,701690,3.1276,3.7647,4.0891,5658,7225,801383,98.5566,272,1,5,1450,26217
9/30/2023,Najran Province,45199Najran Province,7873.82,3135.4112,472.5371,579.799,99.9895,99.8605,99.9001,0.1486,0.1684,97.1252,3071.9749,-104.7702,22.8079,18.2068,39.9086,98.5381,97.1037,393,294967,5712,0,0,294967,150692,3.134,3.7579,4.1165,5324,7104,196253,99.4235,121,0,27,467,9894
10/1/2023,RNC701,45200RNC701,9713.13,5142.7308,727.0419,1162.6432,99.9909,99.9482,99.8124,0.2297,0.2831,96.311,3541.7016,-103.5677,23.4399,17.9542,38.704,98.6282,96.2553,518,281131,11420,0,0,281131,765490,3.1474,3.7759,4.0884,5306,6849,618475,99.0232,0,0,0,769,20749
10/1/2023,RNC704,45200RNC704,8595.25,3095.8579,466.3485,591.5877,99.9891,99.8602,99.8894,0.1359,0.1593,97.5716,2966.6194,-104.7581,22.74,18.1939,39.9162,98.6597,97.5514,355,317352,6772,0,0,317352,168112,3.134,3.7565,4.1164,5186,6910,36347,99.8439,356,0,116,472,9977
10/1/2023,RNC703,45200RNC703,7471.68,1750.2103,286.7902,467.8457,99.9861,99.9232,99.8194,0.235,0.2875,92.3547,3117.4514,-100.5202,23.0332,17.67,38.5129,98.4127,92.0732,52,233717,5703,0,0,233717,224532,3.1342,3.7489,4.0891,5402,6934,33743,99.8942,11,0,32,616,10269
10/1/2023,RNC705,45200RNC705,27587.45,8611.4232,1249.3036,1765.9486,99.9943,99.8646,99.6177,0.1457,0.3279,95.6431,3131.1026,-104.672,22.361,18.1484,40.2058,99.2324,95.6146,4119,984150,21679,0,0,984150,740667,3.1295,3.7663,4.0861,5482,7060,597687,98.8844,3,0,31,1622,29129
10/1/2023,RNC706,45200RNC706,2937.44,4938.0095,550.3105,581.4588,99.9931,99.8357,99.7609,0.2643,0.3094,96.3602,4568.9875,-105.1732,24.1964,19.1525,39.7242,99.1686,96.3464,254,77110,3339,0,0,77110,319424,3.1358,3.7792,4.0552,5377,6739,143654,99.6437,2,0,1,246,10224
10/1/2023,Remote Jizan,45200Remote Jizan,14715.14,6039.5979,838.5285,1145.0002,99.9927,99.8418,99.5322,0.1851,0.3947,95.6936,3169.6672,-105.1084,22.3793,18.3144,40.3564,99.2881,95.665,4061,528261,13396,0,0,528261,517915,3.1294,3.7666,4.0763,5615,7129,576618,98.3088,2,0,3,1181,20541
10/1/2023,Remote Aseer,45200Remote Aseer,7649.42,7630.9963,898.847,1248.4132,99.9797,99.8974,99.7385,0.3654,0.4334,96.1963,3958.0712,-104.2496,23.6857,18.3661,39.3757,98.6413,96.1765,745,209682,10881,0,0,209682,855973,3.1326,3.7638,4.0609,5410,6908,670302,98.8664,13,0,33,963,27589
10/1/2023,Remote Khamis,45200Remote Khamis,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,,NIL,,,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL,NIL
10/1/2023,RNC291,45200RNC291,8680.33,9229.1279,1375.5085,1685.7689,99.927,99.6311,99.7346,0.4073,0.4456,98.0021,3110.2288,-105.9181,23.3349,18.8316,39.226,99.5852,97.9578,1311,138373,5216,0,0,138373,211757,3.0948,3.7067,4.0947,5095,7212,1815495,97.8606,111,0,83,969,24730
10/1/2023,Abha,45200Abha,3306.16,667.4896,115.529,231.8875,100,99.9529,99.8698,0.136,0.1619,93.75,3235.8113,-102.3381,23.2362,17.5761,37.4953,98.9934,93.75,9,102807,2715,0,0,102807,91420,3.147,3.7746,4.1129,5215,6786,10569,99.9584,0,0,0,155,3438
10/1/2023,Khamis Mushait,45200Khamis Mushait,5900.31,1248.9794,215.0429,321.6481,99.9947,99.9539,99.8772,0.1564,0.1588,57.1429,3563.4133,-99.7616,23.3656,18.279,38.1343,98.1917,57.1429,9,189977,3659,0,0,189977,127388,3.1405,3.7551,4.1067,5367,6880,6434,99.9763,0,0,0,329,4606
10/1/2023,Abu Arish,45200Abu Arish,3210.31,669.8877,97.3038,138.854,99.9987,99.9213,99.8292,0.0652,0.1856,64.7059,3271.4797,-103.2556,22.3338,18.4851,40.6445,98.9502,64.7059,18,123571,1453,0,0,123571,32460,3.1203,3.76,4.1036,5458,7074,6119,99.8876,1,0,28,81,1446
10/1/2023,Bishah,45200Bishah,1112.43,333.6517,59.0678,101.5809,99.991,99.9779,99.8574,0.0981,0.0996,100,3236.7343,-104.958,23.0432,17.6342,38.4556,99.0877,100,0,32434,570,0,0,32434,32808,3.1634,3.7873,4.1136,5166,6694,0,100,0,0,0,35,1186
10/1/2023,Jizan,45200Jizan,4717.68,1029.2261,189.2003,284.6408,99.997,99.9075,99.7656,0.0913,0.2537,50,2928.937,-104.0669,22.3581,17.1673,39.0743,99.0959,50,16,154465,4124,0,0,154465,128541,3.1432,3.7736,4.1069,5256,6842,12951,99.9139,0,0,0,155,4839
10/1/2023,Muhayel,45200Muhayel,1160.76,734.6339,105.0302,124.195,99.991,99.8279,99.8493,0.1679,0.17,88.8889,3464.2402,-104.1366,22.7513,18.6823,40.1822,99.2949,88.8889,1,32326,1019,0,0,32326,33460,3.1493,3.7818,4.1024,5427,6813,10673,99.821,0,0,0,57,1761
10/1/2023,Najran,45200Najran,6789.77,1698.3565,285.9687,340.6867,99.9935,99.9351,99.921,0.0808,0.0884,42.8571,3261.4197,-104.3727,22.5753,18.263,39.9064,99.2431,42.8571,8,255968,3999,0,0,255968,90221,3.1344,3.7573,4.1259,5144,6899,33522,99.7652,261,0,77,214,4001
10/1/2023,Sabya,45200Sabya,4941.8,871.6846,124.0648,197.0688,99.9947,99.9135,99.794,0.1117,0.2221,84.4156,3029.4389,-103.9325,22.284,18.1066,40.9869,99.164,84.4156,24,177764,2705,0,0,177764,61686,3.1225,3.7628,4.1002,5313,6958,1999,99.97,0,0,0,202,2264
10/1/2023,Southern Region,45200Southern Region,56304.95,23538.2318,3279.7947,4569.484,99.9919,99.8918,99.7464,0.1732,0.2782,95.9514,3416.7327,-103.909,22.9966,18.2312,39.6186,98.9586,95.9204,5298,1893460,48913,0,0,1893460,2218225,3.1343,3.7649,4.0865,5392,6972,1429906,99.2807,372,0,180,3725,80348
10/1/2023,USF8,45200USF8,8680.33,9229.1279,1375.5085,1685.7689,99.927,99.6311,99.7346,0.4073,0.4456,98.0021,3110.2288,-105.9181,23.3349,18.8316,39.226,99.5852,97.9578,1311,138373,5216,0,0,138373,211757,3.0948,3.7067,4.0947,5095,7212,1815495,97.8606,111,0,83,969,24730
10/1/2023,Remote Najran,45200Remote Najran,2796.43,2613.6729,351.1699,435.4426,99.9789,99.8579,99.8611,0.3067,0.3157,97.5583,3188.3459,-105.694,23.5372,18.3171,39.8737,98.5103,97.4983,407,86123,4387,0,0,86123,246316,3.1394,3.7639,4.0737,5374,6941,14319,99.9467,95,0,39,352,8672
10/1/2023,Southern Remote,45200Southern Remote,25161,16284.267,2088.5453,2828.856,99.9879,99.8698,99.6674,0.2456,0.3987,96.0036,3500.9039,-104.7635,23.1394,18.3365,39.8084,98.9815,95.9724,5213,824066,28664,0,0,824066,1620204,3.1315,3.7654,4.0678,5537,7053,1261239,98.8757,110,0,75,2496,56802
10/1/2023,Southern City,45200Southern City,31139.22,7253.9096,1191.2075,1740.5617,99.9955,99.932,99.8545,0.1083,0.1561,80.1402,3243.4101,-102.7412,22.7594,18.045,39.4142,98.9123,80.1402,85,1069312,20244,0,0,1069312,597984,3.1367,3.7644,4.1114,5279,6894,82267,99.9137,262,0,105,1228,23541
10/1/2023,"Cluster=Aseer CL1,Rule Name=Opt Clusters","45200Cluster=Aseer CL1,Rule Name=Opt Clusters",4711.02,1337.5243,205.5009,404.2314,99.995,99.9398,99.8086,0.182,0.257,95.2945,3240.7407,-103.0257,23.219,17.7182,37.7843,99.0426,95.2945,147,142471,4856,0,0,142471,209345,3.1473,3.7733,4.1067,5238,6839,47821,99.8812,0,0,0,297,7754
10/1/2023,"Cluster=Aseer CL2,Rule Name=Opt Clusters","45200Cluster=Aseer CL2,Rule Name=Opt Clusters",8943.23,2333.6485,371.9369,614.3022,99.9864,99.9251,99.8038,0.2171,0.3091,95.2313,3239.1465,-99.9387,23.1291,17.6965,38.5338,97.9806,95.2313,134,282232,7476,0,0,282232,282824,3.1341,3.7525,4.0963,5397,6914,36581,99.2927,11,0,32,687,13556
10/1/2023,"Cluster=Aseer CL3,Rule Name=Opt Clusters","45200Cluster=Aseer CL3,Rule Name=Opt Clusters",3101.48,5391.6861,597.7708,640.5962,99.992,99.8358,99.6501,0.2832,0.2794,96.5473,4534.5013,-105.2506,24.2005,19.1059,39.6553,99.1922,96.5348,268,82348,3628,0,0,82348,337857,3.1385,3.7794,4.0559,5378,6764,581544,98.7447,2,0,1,282,10092
10/1/2023,"Cluster=Jizan CL1,Rule Name=Opt Clusters","45200Cluster=Jizan CL1,Rule Name=Opt Clusters",13138.78,3825.6835,591.9422,810.0939,99.9959,99.8746,99.6469,0.157,0.3542,95.8689,3111.9183,-104.5436,22.2976,17.938,39.9101,99.2555,95.8441,2404,455381,10537,0,0,455381,394737,3.1307,3.7664,4.0856,5552,7075,495680,98.1048,2,0,3,838,15051
