Sector ,lat,long,azimuth,Cluster
S1750_0,16.96719,47.01869,30,Remote Najran
S1750_1,16.96719,47.01869,180,Remote Najran
S1750_2,16.96719,47.01869,230,Remote Najran
S1751_0,16.67694,43.01486,0,Remote Jizan
S1751_1,16.67694,43.01486,130,Remote Jizan
S1751_2,16.67694,43.01486,240,Remote Jizan
S1752_0,20.04708,42.58128,100,Bishah
S1752_1,20.04708,42.58128,180,Bishah
S1752_2,20.04708,42.58128,300,Bishah
S1753_0,19.86797,42.5099,20,Remote Aseer
S1753_1,19.86797,42.5099,130,Remote Aseer
S1753_2,19.86797,42.5099,250,Remote Aseer
S1754_0,19.961809,42.601047,30,Bishah
S1754_1,19.961809,42.601047,140,Bishah
S1754_2,19.961809,42.601047,210,Bishah
S1755_0,17.46994,44.15975,0,Najran
S1755_1,17.46994,44.15975,120,Najran
S1755_2,17.46994,44.15975,210,Najran
S1756_0,17.486585,44.131967,10,Najran
S1756_1,17.486585,44.131967,120,Najran
S1756_2,17.486585,44.131967,210,Najran
S1757_0,17.13672,42.70307,0,Sabya
S1757_1,17.13672,42.70307,120,Sabya
S1757_2,17.13672,42.70307,240,Sabya
S1759_0,16.96787,42.82873,350,Abu Arish
S1759_1,16.96787,42.82873,105,Abu Arish
S1759_2,16.96787,42.82873,250,Abu Arish
S1760_0,18.26196,42.445,0,Remote Aseer
S1760_1,18.26196,42.445,100,Remote Aseer
S1760_2,18.26196,42.445,150,Remote Aseer
S1761_0,18.29386,42.85612,30,Remote Aseer
S1761_1,18.29386,42.85612,90,Remote Aseer
S1761_2,18.29386,42.85612,200,Remote Aseer
S1762_0,18.26803,43.21372,20,Remote Aseer
S1762_1,18.26803,43.21372,200,Remote Aseer
S1763_0,17.6743,43.7675,10,Remote Najran
S1763_1,17.6743,43.7675,150,Remote Najran
S1764_0,18.06461,43.25696,120,Remote Aseer
S1764_1,18.06461,43.25696,250,Remote Aseer
S1765_0,17.93343,41.71422,110,Remote Jizan
S1765_1,17.93343,41.71422,270,Remote Jizan
S1765_2,17.93343,41.71422,330,Remote Jizan
S1767_0,17.16042,42.69746,60,Sabya
S1767_1,17.16042,42.69746,200,Sabya
S1767_2,17.16042,42.69746,280,Sabya
S1768_0,16.85452,42.60471,0,Jizan
S1768_1,16.85452,42.60471,120,Jizan
S1768_2,16.85452,42.60471,240,Jizan
S1769_0,18.3131,42.6983,20,Khamis Mushait
S1769_1,18.3131,42.6983,130,Khamis Mushait
S1769_2,18.3131,42.6983,240,Khamis Mushait
S1770_0,16.863902,42.589266,340,Jizan
S1770_1,16.863902,42.589266,120,Jizan
S1770_2,16.863902,42.589266,240,Jizan
S1771_0,17.11478,42.5563,0,Remote Jizan
S1771_1,17.11478,42.5563,100,Remote Jizan
S1771_2,17.11478,42.5563,230,Remote Jizan
S1775_0,18.230155,42.50304,80,Abha
S1775_1,18.230155,42.50304,190,Abha
S1775_2,18.230155,42.50304,300,Abha
S1776_0,17.516763,44.412225,60,Najran
S1776_1,17.516763,44.412225,230,Najran
S1776_2,17.516763,44.412225,300,Najran
S1777_0,17.499098,47.083809,10,Remote Najran
S1777_1,17.499098,47.083809,120,Remote Najran
S1777_2,17.499098,47.083809,250,Remote Najran
S1778_0,17.485936,47.104315,0,Remote Najran
S1778_1,17.485936,47.104315,100,Remote Najran
S1778_2,17.485936,47.104315,240,Remote Najran
S1779_0,16.62067,42.97135,30,Remote Jizan
S1779_1,16.62067,42.97135,240,Remote Jizan
S1779_2,16.62067,42.97135,310,Remote Jizan
S1780_0,17.37542,42.52856,0,Remote Jizan
S1780_1,17.37542,42.52856,180,Remote Jizan
S1780_2,17.37542,42.52856,270,Remote Jizan
S1782_0,17.47816,47.12696,20,Remote Najran
S1782_1,17.47816,47.12696,120,Remote Najran
S1782_2,17.47816,47.12696,240,Remote Najran
S1789_0,18.22315,42.4875,30,Abha
S1789_1,18.22315,42.4875,210,Abha
S1789_2,18.22315,42.4875,300,Abha
S1790_0,17.152729,42.625683,60,Sabya
S1790_1,17.152729,42.625683,180,Sabya
S1790_2,17.152729,42.625683,260,Sabya
S1791_0,19.13205,41.93511,40,Remote Aseer
S1791_1,19.13205,41.93511,140,Remote Aseer
S1791_2,19.13205,41.93511,270,Remote Aseer
S1792_0,19.110007,41.921733,0,Remote Aseer
S1792_1,19.110007,41.921733,140,Remote Aseer
S1792_2,19.110007,41.921733,260,Remote Aseer
S1796_0,18.2217,42.48294,350,Abha
S1796_1,18.2217,42.48294,120,Abha
S1796_2,18.2217,42.48294,250,Abha
S1797_0,18.26226,42.64375,0,Khamis Mushait
S1797_1,18.26226,42.64375,70,Khamis Mushait
S1797_2,18.26226,42.64375,250,Khamis Mushait
S1798_0,17.334051,42.384751,350,Remote Jizan
S1798_1,17.334051,42.384751,100,Remote Jizan
S1798_2,17.334051,42.384751,240,Remote Jizan
S1799_0,16.96039,42.81907,340,Abu Arish
S1799_1,16.96039,42.81907,140,Abu Arish
S1799_2,16.96039,42.81907,240,Abu Arish
S1800_0,16.99877,42.8875,350,Remote Jizan
S1800_1,16.99877,42.8875,90,Remote Jizan
S1800_2,16.99877,42.8875,260,Remote Jizan
S1801_0,17.01027,42.84105,30,Abu Arish
S1801_1,17.01027,42.84105,150,Abu Arish
S1801_2,17.01027,42.84105,300,Abu Arish
S1802_0,16.96142,42.82789,30,Abu Arish
S1802_1,16.96142,42.82789,105,Abu Arish
S1802_2,16.96142,42.82789,270,Abu Arish
S1803_0,16.96747,42.82179,30,Abu Arish
S1803_1,16.96747,42.82179,150,Abu Arish
S1803_2,16.96747,42.82179,240,Abu Arish
S1804_0,17.0013,42.8115,60,Abu Arish
S1804_1,17.0013,42.8115,160,Abu Arish
S1804_2,17.0013,42.8115,300,Abu Arish
S1805_0,16.974,42.79452,30,Abu Arish
S1805_1,16.974,42.79452,180,Abu Arish
S1805_2,16.974,42.79452,290,Abu Arish
S1806_0,16.97041,42.83161,0,Abu Arish
S1806_1,16.97041,42.83161,120,Abu Arish
S1806_2,16.97041,42.83161,275,Abu Arish
S1816_0,19.96838,42.60022,120,Bishah
S1816_1,19.96838,42.60022,210,Bishah
S1816_2,19.96838,42.60022,310,Bishah
S1817_0,20.06551,42.64303,0,Bishah
S1817_1,20.06551,42.64303,110,Bishah
S1817_2,20.06551,42.64303,240,Bishah
S1818_0,20.05603,42.62479,20,Bishah
S1818_1,20.05603,42.62479,120,Bishah
S1818_2,20.05603,42.62479,240,Bishah
S1819_0,20.01014,42.59588,60,Bishah
S1819_1,20.01014,42.59588,170,Bishah
S1819_2,20.01014,42.59588,330,Bishah
S1820_0,19.98223,42.59656,0,Bishah
S1820_1,19.98223,42.59656,90,Bishah
S1820_2,19.98223,42.59656,270,Bishah
S1821_0,20.011142,42.617281,20,Bishah
S1821_1,20.011142,42.617281,130,Bishah
S1821_2,20.011142,42.617281,240,Bishah
S1822_0,20.0271,42.6229,40,Bishah
S1822_1,20.0271,42.6229,150,Bishah
S1822_2,20.0271,42.6229,260,Bishah
S1823_0,18.53773,42.03575,50,Muhayel
S1823_1,18.53773,42.03575,200,Muhayel
S1823_2,18.53773,42.03575,270,Muhayel
S1825_0,18.5473,42.07105,20,Muhayel
S1825_1,18.5473,42.07105,100,Muhayel
S1825_2,18.5473,42.07105,270,Muhayel
S1828_0,16.96354,42.5459,0,Jizan
S1828_1,16.96354,42.5459,0,Jizan
S1828_2,16.96354,42.5459,0,Jizan
S1830_0,17.44624,44.076,20,Najran
S1830_1,17.44624,44.076,130,Najran
S1830_2,17.44624,44.076,210,Najran
S1831_0,17.53985,44.24258,0,Najran
S1831_1,17.53985,44.24258,140,Najran
S1831_2,17.53985,44.24258,250,Najran
S1832_0,17.51014,44.22919,0,Najran
S1832_1,17.51014,44.22919,100,Najran
S1832_2,17.51014,44.22919,270,Najran
S1834_0,16.59024,42.92656,60,Remote Jizan
S1834_1,16.59024,42.92656,150,Remote Jizan
S1834_2,16.59024,42.92656,240,Remote Jizan
S1837_0,16.81229,43.11629,20,Remote Jizan
S1837_1,16.81229,43.11629,140,Remote Jizan
S1837_2,16.81229,43.11629,270,Remote Jizan
S1838_0,18.2095,42.8135,40,Remote Aseer
S1838_1,18.2095,42.8135,120,Remote Aseer
S1838_2,18.2095,42.8135,270,Remote Aseer
S1839_0,18.56521,42.0637,20,Muhayel
S1839_1,18.56521,42.0637,110,Muhayel
S1839_2,18.56521,42.0637,200,Muhayel
S1840_0,17.50135,44.15061,0,Najran
S1840_1,17.50135,44.15061,120,Najran
S1840_2,17.50135,44.15061,240,Najran
S1841_0,17.3757,42.3228,0,Remote Jizan
S1841_1,17.3757,42.3228,140,Remote Jizan
S1841_2,17.3757,42.3228,260,Remote Jizan
S1843_0,17.33211,42.40458,5,Remote Jizan
S1843_1,17.33211,42.40458,180,Remote Jizan
S1843_2,17.33211,42.40458,285,Remote Jizan
S1844_0,17.4474,42.64979,40,Remote Jizan
S1844_1,17.4474,42.64979,150,Remote Jizan
S1844_2,17.4474,42.64979,260,Remote Jizan
S1845_0,18.23422,42.65814,0,Abha
S1845_1,18.23422,42.65814,0,Abha
S1846_0,17.44125,44.11332,40,Najran
S1846_1,17.44125,44.11332,160,Najran
S1846_2,17.44125,44.11332,290,Najran
S1848_0,18.12614,42.76075,320,Remote Aseer
S1848_1,18.12614,42.76075,100,Remote Aseer
S1848_2,18.12614,42.76075,240,Remote Aseer
S1849_0,18.34751,42.37749,0,Remote Aseer
S1849_1,18.34751,42.37749,120,Remote Aseer
S1849_2,18.34751,42.37749,240,Remote Aseer
S1850_0,17.30961,42.35074,0,Remote Jizan
S1850_1,17.30961,42.35074,120,Remote Jizan
S1850_2,17.30961,42.35074,190,Remote Jizan
S1851_0,17.6266,42.1194,95,Remote Jizan
S1851_1,17.6266,42.1194,260,Remote Jizan
S1851_2,17.6266,42.1194,325,Remote Jizan
S1852_0,16.926151,42.547421,30,Jizan
S1852_1,16.926151,42.547421,120,Jizan
S1852_2,16.926151,42.547421,250,Jizan
S1860_0,18.32241,42.69542,0,Khamis Mushait
S1860_1,18.32241,42.69542,0,Khamis Mushait
S1860_2,18.32241,42.69542,0,Khamis Mushait
S1861_0,18.26326,42.6045,40,Remote Aseer
S1861_1,18.26326,42.6045,130,Remote Aseer
S1861_2,18.26326,42.6045,230,Remote Aseer
S1862_0,19.92908,42.60281,30,Remote Aseer
S1862_1,19.92908,42.60281,180,Remote Aseer
S1862_2,19.92908,42.60281,270,Remote Aseer
S1864_0,18.25682,42.67474,90,Remote Aseer
S1864_1,18.25682,42.67474,200,Remote Aseer
S1864_2,18.25682,42.67474,330,Remote Aseer
S1865_0,18.22932,42.62912,90,Abha
S1865_1,18.22932,42.62912,200,Abha
S1865_2,18.22932,42.62912,320,Abha
S1866_0,18.22085,42.53926,20,Abha
S1866_1,18.22085,42.53926,150,Abha
S1866_2,18.22085,42.53926,240,Abha
S1868_0,18.23732,42.6007,80,Abha
S1868_1,18.23732,42.6007,170,Abha
S1868_2,18.23732,42.6007,320,Abha
S1870_0,18.223949,42.643164,100,Remote Aseer
S1870_1,18.223949,42.643164,250,Remote Aseer
S1870_2,18.223949,42.643164,330,Remote Aseer
S1874_0,18.21913,42.821825,350,Remote Aseer
S1874_1,18.21913,42.821825,110,Remote Aseer
S1874_2,18.21913,42.821825,240,Remote Aseer
S1875_0,18.22802,42.49537,0,Abha
S1875_1,18.22802,42.49537,180,Abha
S1875_2,18.22802,42.49537,280,Abha
S1876_0,20.03616,42.61543,0,Bishah
S1876_1,20.03616,42.61543,120,Bishah
S1876_2,20.03616,42.61543,240,Bishah
S1880_0,18.27868,42.61201,10,Remote Aseer
S1880_1,18.27868,42.61201,120,Remote Aseer
S1880_2,18.27868,42.61201,270,Remote Aseer
S1881_0,18.25627,42.77662,90,Remote Aseer
S1881_1,18.25627,42.77662,140,Remote Aseer
S1881_2,18.25627,42.77662,240,Remote Aseer
S1882_0,18.26339,42.77307,20,Khamis Mushait
S1882_1,18.26339,42.77307,140,Khamis Mushait
S1882_2,18.26339,42.77307,260,Khamis Mushait
S1883_0,18.3008,42.75787,30,Khamis Mushait
S1883_1,18.3008,42.75787,140,Khamis Mushait
S1883_2,18.3008,42.75787,270,Khamis Mushait
S1884_0,18.26895,42.75123,30,Khamis Mushait
S1884_1,18.26895,42.75123,130,Khamis Mushait
S1884_2,18.26895,42.75123,260,Khamis Mushait
S1886_0,18.2907,42.72754,0,Khamis Mushait
S1886_1,18.2907,42.72754,150,Khamis Mushait
S1886_2,18.2907,42.72754,240,Khamis Mushait
S1887_0,18.2887,42.75222,20,Khamis Mushait
S1887_1,18.2887,42.75222,160,Khamis Mushait
S1887_2,18.2887,42.75222,280,Khamis Mushait
S1888_0,18.3025,42.72322,0,Khamis Mushait
S1888_1,18.3025,42.72322,120,Khamis Mushait
S1888_2,18.3025,42.72322,240,Khamis Mushait
S1889_0,18.28805,42.69125,60,Khamis Mushait
S1889_1,18.28805,42.69125,180,Khamis Mushait
S1889_2,18.28805,42.69125,300,Khamis Mushait
S1892_0,18.34418,42.76579,0,Khamis Mushait
S1892_1,18.34418,42.76579,90,Khamis Mushait
S1892_2,18.34418,42.76579,240,Khamis Mushait
S1893_0,18.33479,42.75973,100,Khamis Mushait
S1893_1,18.33479,42.75973,180,Khamis Mushait
S1893_2,18.33479,42.75973,300,Khamis Mushait
S1894_0,18.09,43.11929,0,Remote Najran
S1894_1,18.09,43.11929,110,Remote Najran
S1894_2,18.09,43.11929,240,Remote Najran
S1895_0,18.08492,43.14652,0,Remote Najran
S1895_1,18.08492,43.14652,120,Remote Najran
S1895_2,18.08492,43.14652,280,Remote Najran
S1896_0,19.89041,42.56668,40,Remote Aseer
S1896_1,19.89041,42.56668,150,Remote Aseer
S1896_2,19.89041,42.56668,240,Remote Aseer
S1897_0,20.0042,42.6082,0,Bishah
S1897_1,20.0042,42.6082,120,Bishah
S1897_2,20.0042,42.6082,280,Bishah
S1898_0,20.01219,42.64016,20,Bishah
S1898_1,20.01219,42.64016,120,Bishah
S1898_2,20.01219,42.64016,250,Bishah
S1899_0,20.02455,42.6492,0,Bishah
S1899_1,20.02455,42.6492,120,Bishah
S1899_2,20.02455,42.6492,240,Bishah
S1900_0,18.21766,42.49537,0,Abha
S1900_1,18.21766,42.49537,100,Abha
S1900_2,18.21766,42.49537,260,Abha
S1901_0,18.2185,42.54452,30,Abha
S1901_1,18.2185,42.54452,190,Abha
S1901_2,18.2185,42.54452,320,Abha
S1902_0,18.28705,42.66382,80,Khamis Mushait
S1902_1,18.28705,42.66382,160,Khamis Mushait
S1902_2,18.28705,42.66382,300,Khamis Mushait
S1903_0,18.20173,42.53674,30,Abha
S1903_1,18.20173,42.53674,200,Abha
S1903_2,18.20173,42.53674,320,Abha
S1905_0,18.2215,42.6213,0,Remote Aseer
S1905_1,18.2215,42.6213,120,Remote Aseer
S1905_2,18.2215,42.6213,240,Remote Aseer
S1906_0,18.17027,42.811173,0,Remote Aseer
S1906_1,18.17027,42.811173,100,Remote Aseer
S1906_2,18.17027,42.811173,240,Remote Aseer
S1907_0,18.1853,42.62786,0,Remote Aseer
S1907_1,18.1853,42.62786,90,Remote Aseer
S1907_2,18.1853,42.62786,240,Remote Aseer
S1908_0,18.3104,42.63634,0,Remote Aseer
S1908_1,18.3104,42.63634,140,Remote Aseer
S1908_2,18.3104,42.63634,250,Remote Aseer
S1909_0,18.4084,42.41333,160,Remote Aseer
S1909_1,18.4084,42.41333,270,Remote Aseer
S1909_2,18.4084,42.41333,320,Remote Aseer
S1910_0,18.33927,42.34144,330,Remote Aseer
S1910_1,18.33927,42.34144,70,Remote Aseer
S1910_2,18.33927,42.34144,245,Remote Aseer
S1912_0,18.25953,42.32752,10,Remote Aseer
S1912_1,18.25953,42.32752,190,Remote Aseer
S1912_2,18.25953,42.32752,260,Remote Aseer
S1913_0,18.25086,42.55708,70,Abha
S1913_1,18.25086,42.55708,180,Abha
S1913_2,18.25086,42.55708,350,Abha
S1914_0,18.29121,42.46944,80,Remote Aseer
S1914_1,18.29121,42.46944,270,Remote Aseer
S1914_2,18.29121,42.46944,330,Remote Aseer
S1915_0,19.11186,42.14578,20,Remote Aseer
S1915_1,19.11186,42.14578,110,Remote Aseer
S1915_2,19.11186,42.14578,240,Remote Aseer
S1916_0,18.95518,42.16872,30,Remote Aseer
S1916_1,18.95518,42.16872,110,Remote Aseer
S1916_2,18.95518,42.16872,255,Remote Aseer
S1917_0,18.77593,41.91491,140,Remote Aseer
S1917_1,18.77593,41.91491,240,Remote Aseer
S1917_2,18.77593,41.91491,350,Remote Aseer
S1918_0,19.16306,42.13028,60,Remote Aseer
S1918_1,19.16306,42.13028,200,Remote Aseer
S1918_2,19.16306,42.13028,270,Remote Aseer
S1919_0,19.13493,41.94889,80,Remote Aseer
S1919_1,19.13493,41.94889,200,Remote Aseer
S1919_2,19.13493,41.94889,320,Remote Aseer
S1920_0,18.5011,44.2249,80,Remote Najran
S1920_1,18.5011,44.2249,280,Remote Najran
S1920_2,18.5011,44.2249,350,Remote Najran
S1923_0,18.4983,42.063,30,Muhayel
S1923_1,18.4983,42.063,185,Muhayel
S1923_2,18.4983,42.063,280,Muhayel
S1924_0,18.3103,42.6748,40,Khamis Mushait
S1924_1,18.3103,42.6748,160,Khamis Mushait
S1924_2,18.3103,42.6748,300,Khamis Mushait
S1925_0,18.24651,42.68717,50,Remote Aseer
S1925_1,18.24651,42.68717,200,Remote Aseer
S1925_2,18.24651,42.68717,300,Remote Aseer
S1926_0,18.29194,42.76112,0,Khamis Mushait
S1926_1,18.29194,42.76112,120,Khamis Mushait
S1926_2,18.29194,42.76112,220,Khamis Mushait
S1927_0,18.3309,42.7435,15,Khamis Mushait
S1927_1,18.3309,42.7435,140,Khamis Mushait
S1927_2,18.3309,42.7435,260,Khamis Mushait
S1928_0,18.34355,42.71088,40,Khamis Mushait
S1928_1,18.34355,42.71088,180,Khamis Mushait
S1928_2,18.34355,42.71088,280,Khamis Mushait
S1929_0,18.30226,42.71675,20,Khamis Mushait
S1929_1,18.30226,42.71675,180,Khamis Mushait
S1929_2,18.30226,42.71675,250,Khamis Mushait
S1930_0,18.21842,42.5568,320,Abha
S1930_1,18.21842,42.5568,110,Abha
S1930_2,18.21842,42.5568,240,Abha
S1931_0,18.27,42.6836,350,Khamis Mushait
S1931_1,18.27,42.6836,100,Khamis Mushait
S1931_2,18.27,42.6836,285,Khamis Mushait
S1932_0,18.3351,42.6737,120,Khamis Mushait
S1932_1,18.3351,42.6737,220,Khamis Mushait
S1932_2,18.3351,42.6737,340,Khamis Mushait
S1933_0,18.28934,42.69585,60,Khamis Mushait
S1933_1,18.28934,42.69585,160,Khamis Mushait
S1933_2,18.28934,42.69585,310,Khamis Mushait
S1935_0,18.3365,42.7696,20,Khamis Mushait
S1935_1,18.3365,42.7696,140,Khamis Mushait
S1935_2,18.3365,42.7696,260,Khamis Mushait
S1936_0,20.0379,42.5883,0,Bishah
S1936_1,20.0379,42.5883,120,Bishah
S1936_2,20.0379,42.5883,260,Bishah
S1937_0,20.00493,42.65932,30,Remote Aseer
S1937_1,20.00493,42.65932,120,Remote Aseer
S1937_2,20.00493,42.65932,300,Remote Aseer
S1938_0,19.9916,42.61,0,Bishah
S1938_1,19.9916,42.61,120,Bishah
S1938_2,19.9916,42.61,210,Bishah
S1939_0,19.81049,42.51506,10,Remote Aseer
S1939_1,19.81049,42.51506,110,Remote Aseer
S1939_2,19.81049,42.51506,240,Remote Aseer
S1940_0,20.27409,42.75541,100,Remote Aseer
S1940_1,20.27409,42.75541,210,Remote Aseer
S1940_2,20.27409,42.75541,320,Remote Aseer
S1943_0,19.83321,42.92382,110,Remote Aseer
S1943_1,19.83321,42.92382,300,Remote Aseer
S1944_0,19.85605,42.81368,70,Remote Aseer
S1944_1,19.85605,42.81368,220,Remote Aseer
S1945_0,19.82515,42.77371,80,Remote Aseer
S1945_1,19.82515,42.77371,240,Remote Aseer
S1946_0,19.82136,42.73942,120,Remote Aseer
S1946_1,19.82136,42.73942,220,Remote Aseer
S1947_0,19.81428,42.70787,80,Remote Aseer
S1947_1,19.81428,42.70787,300,Remote Aseer
S1961_0,17.94384,43.13875,50,Remote Aseer
S1961_1,17.94384,43.13875,130,Remote Aseer
S1961_2,17.94384,43.13875,310,Remote Aseer
S1962_0,18.20799,42.51991,10,Abha
S1962_1,18.20799,42.51991,150,Abha
S1962_2,18.20799,42.51991,240,Abha
S1963_0,18.21677,42.53287,10,Abha
S1963_1,18.21677,42.53287,120,Abha
S1963_2,18.21677,42.53287,250,Abha
S1965_0,18.19787,42.56023,20,Remote Aseer
S1965_1,18.19787,42.56023,120,Remote Aseer
S1965_2,18.19787,42.56023,260,Remote Aseer
S1967_0,18.22287,42.586062,130,Abha
S1967_1,18.22287,42.586062,260,Abha
S1967_2,18.22287,42.586062,330,Abha
S1968_0,18.21133,42.50205,20,Abha
S1968_1,18.21133,42.50205,180,Abha
S1968_2,18.21133,42.50205,240,Abha
S1969_0,18.23492,42.49365,340,Abha
S1969_1,18.23492,42.49365,110,Abha
S1969_2,18.23492,42.49365,215,Abha
S1970_0,18.24001,42.53395,70,Abha
S1970_1,18.24001,42.53395,210,Abha
S1970_2,18.24001,42.53395,280,Abha
S1973_0,18.21356,42.51768,330,Abha
S1973_1,18.21356,42.51768,100,Abha
S1973_2,18.21356,42.51768,200,Abha
S1974_0,18.20115,42.51006,0,Abha
S1974_1,18.20115,42.51006,120,Abha
S1974_2,18.20115,42.51006,240,Abha
S1975_0,18.19881,42.50496,0,Abha
S1975_1,18.19881,42.50496,130,Abha
S1975_2,18.19881,42.50496,240,Abha
S1976_0,18.21461,42.52563,10,Abha
S1976_1,18.21461,42.52563,140,Abha
S1976_2,18.21461,42.52563,260,Abha
S1977_0,18.21985,42.51849,95,Abha
S1977_1,18.21985,42.51849,210,Abha
S1977_2,18.21985,42.51849,330,Abha
S1978_0,18.228826,42.557523,0,Abha
S1978_1,18.228826,42.557523,150,Abha
S1978_2,18.228826,42.557523,300,Abha
S1979_0,18.23298,42.59112,40,Abha
S1979_1,18.23298,42.59112,160,Abha
S1979_2,18.23298,42.59112,300,Abha
S1980_0,18.21217,42.53476,80,Abha
S1980_1,18.21217,42.53476,180,Abha
S1980_2,18.21217,42.53476,320,Abha
S1981_0,18.20096,42.51801,80,Abha
S1981_1,18.20096,42.51801,250,Abha
S1981_2,18.20096,42.51801,350,Abha
S1982_0,18.217815,42.487701,20,Abha
S1982_1,18.217815,42.487701,100,Abha
S1982_2,18.217815,42.487701,190,Abha
S1985_0,18.20462,42.52657,20,Abha
S1985_1,18.20462,42.52657,200,Abha
S1985_2,18.20462,42.52657,270,Abha
S1987_0,18.3101,42.74981,30,Khamis Mushait
S1987_1,18.3101,42.74981,140,Khamis Mushait
S1987_2,18.3101,42.74981,250,Khamis Mushait
S1988_0,18.25656,42.64468,10,Khamis Mushait
S1988_1,18.25656,42.64468,90,Khamis Mushait
S1988_2,18.25656,42.64468,270,Khamis Mushait
S1989_0,18.29558,42.72336,30,Khamis Mushait
S1989_1,18.29558,42.72336,130,Khamis Mushait
S1989_2,18.29558,42.72336,260,Khamis Mushait
S1990_0,18.31578,42.74453,100,Khamis Mushait
S1990_1,18.31578,42.74453,210,Khamis Mushait
S1990_2,18.31578,42.74453,320,Khamis Mushait
S1991_0,18.27753,42.7353,70,Khamis Mushait
S1991_1,18.27753,42.7353,210,Khamis Mushait
S1991_2,18.27753,42.7353,345,Khamis Mushait
S1992_0,18.2634,42.759,40,Khamis Mushait
S1992_1,18.2634,42.759,130,Khamis Mushait
S1992_2,18.2634,42.759,300,Khamis Mushait
S1993_0,18.30349,42.76953,30,Khamis Mushait
S1993_1,18.30349,42.76953,130,Khamis Mushait
S1993_2,18.30349,42.76953,260,Khamis Mushait
S1994_0,18.29411,42.71093,0,Khamis Mushait
S1994_1,18.29411,42.71093,100,Khamis Mushait
S1994_2,18.29411,42.71093,220,Khamis Mushait
S1995_0,18.29666,42.74705,30,Khamis Mushait
S1995_1,18.29666,42.74705,110,Khamis Mushait
S1995_2,18.29666,42.74705,230,Khamis Mushait
S1996_0,18.24154,42.75235,20,Remote Aseer
S1996_1,18.24154,42.75235,110,Remote Aseer
S1996_2,18.24154,42.75235,300,Remote Aseer
S1997_0,18.3449,42.724,20,Remote Aseer
S1997_1,18.3449,42.724,140,Remote Aseer
S1997_2,18.3449,42.724,240,Remote Aseer
S1998_0,18.3183,42.72312,0,Khamis Mushait
S1998_1,18.3183,42.72312,120,Khamis Mushait
S1998_2,18.3183,42.72312,260,Khamis Mushait
S1999_0,18.26678,42.59234,20,Remote Aseer
S1999_1,18.26678,42.59234,120,Remote Aseer
S1999_2,18.26678,42.59234,240,Remote Aseer
S3012_0,20.01,42.26802,20,Remote Aseer
S3012_1,20.01,42.26802,130,Remote Aseer
S3012_2,20.01,42.26802,290,Remote Aseer
S3014_0,19.82081,42.42718,0,Remote Aseer
S3014_1,19.82081,42.42718,200,Remote Aseer
S3014_2,19.82081,42.42718,300,Remote Aseer
S3016_0,19.696,42.35777,80,Remote Aseer
S3016_1,19.696,42.35777,205,Remote Aseer
S3016_2,19.696,42.35777,295,Remote Aseer
S3017_0,19.56177,42.2963,0,Remote Aseer
S3017_1,19.56177,42.2963,110,Remote Aseer
S3017_2,19.56177,42.2963,210,Remote Aseer
S3018_0,18.73826,43.06896,50,Remote Aseer
S3018_1,18.73826,43.06896,160,Remote Aseer
S3018_2,18.73826,43.06896,260,Remote Aseer
S3019_0,18.69814,42.97874,90,Remote Aseer
S3019_1,18.69814,42.97874,180,Remote Aseer
S3019_2,18.69814,42.97874,270,Remote Aseer
S3020_0,18.0887,42.22135,30,Remote Aseer
S3020_1,18.0887,42.22135,100,Remote Aseer
S3020_2,18.0887,42.22135,200,Remote Aseer
S3021_0,18.14024,42.2897,100,Remote Aseer
S3021_1,18.14024,42.2897,250,Remote Aseer
S3021_2,18.14024,42.2897,315,Remote Aseer
S3022_0,18.1879,42.2656,15,Remote Aseer
S3022_1,18.1879,42.2656,135,Remote Aseer
S3022_2,18.1879,42.2656,240,Remote Aseer
S3023_0,18.1683,42.4508,0,Remote Aseer
S3023_1,18.1683,42.4508,290,Remote Aseer
S3023_2,18.1683,42.4508,310,Remote Aseer
S3024_0,18.5279,42.0138,40,Muhayel
S3024_1,18.5279,42.0138,140,Muhayel
S3024_2,18.5279,42.0138,280,Muhayel
S3025_0,18.0274,43.4903,80,Remote Najran
S3025_2,18.0274,43.4903,260,Remote Najran
S3026_0,18.0163,43.5301,0,Remote Aseer
S3026_1,18.0163,43.5301,90,Remote Aseer
S3026_2,18.0163,43.5301,190,Remote Aseer
S3027_0,18.5301,43.3134,130,Remote Aseer
S3027_1,18.5301,43.3134,280,Remote Aseer
S3028_0,18.5557,43.3829,20,Remote Aseer
S3028_1,18.5557,43.3829,120,Remote Aseer
S3028_2,18.5557,43.3829,280,Remote Aseer
S3029_0,18.5405,43.4289,90,Remote Aseer
S3029_2,18.5405,43.4289,280,Remote Aseer
S3030_0,18.19562,42.605181,40,Remote Aseer
S3030_1,18.19562,42.605181,130,Remote Aseer
S3030_2,18.19562,42.605181,330,Remote Aseer
S3031_0,18.4332,42.1195,50,Remote Aseer
S3031_1,18.4332,42.1195,210,Remote Aseer
S3031_2,18.4332,42.1195,340,Remote Aseer
S3032_0,18.58018,43.48665,60,Remote Aseer
S3032_1,18.58018,43.48665,220,Remote Aseer
S3033_0,18.3668,42.1101,0,Remote Aseer
S3033_1,18.3668,42.1101,120,Remote Aseer
S3034_0,18.3382,42.1897,155,Remote Aseer
S3034_1,18.3382,42.1897,305,Remote Aseer
S3035_0,18.6627,42.4333,80,Remote Aseer
S3035_1,18.6627,42.4333,140,Remote Aseer
