Date,Time,UCell Group,Integrity,3G CS Traffic Erl(Erl),3G PS DL GB,3G PS UL GB,VS.HSDPA.UE.Mean.Cell,CS SR (F),PS SR (F),RRC SR(F),CS_DCR.Leo(%),PS Drop(F),IRAT SR(New),HSDPA.User.Throughput Mbps,VS.MeanRTWP(dBm),Avg_CQI_reported,Avg_CQI_Used,VS.MeanTCP(dBm),Success Rate of CS Incoming Inter-RAT Handovers for Cell(%),IRAT HO Outgoing Success Rate CS -speech (%)-NewMob,VS.IRATHO.FailOutCS,VS.U2L.FastReturn.Redirect.CSFBUE,VS.U2L.FastReturn.Redirect.SRVCCUE,VS.U2LHO.FastReturn.AttOutPS.CSFBUE,VS.U2LHO.FastReturn.AttOutPS.SRVCCUE,VS.U2LTEHO.RRCRelease.FastReturn.Blind,VS.U2LTEHO.RRCRelease.Service,EVQI Cell NB,EVQI Cell WB,VQI-3G,VS.OrigCall.EstabMeanTime.AMRWB(ms),VS.OrigCall.EstabMeanTime.AMRNB(ms),VS.Cell.UnavailTime.Sys(s),UMTS Cell Availability %
2023-11-15,22:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,716.39,223.1696,35.0531,1001.5193,99.9805,99.4644,99.5826,0.1348,0.3057,93.547,2858.068,-104.5082,21.9408,18.5159,40.9167,99.1551,93.4649,149,18845,424,0,0,18845,16375,3.1572,3.7815,4.0698,5276,6661,895,99.2953
2023-11-15,22:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,746.67,247.9864,36.3171,1176.3687,99.994,99.7811,99.7331,0.145,0.296,93.0348,2675.2179,-104.475,21.8893,18.5036,41.5049,98.715,93.0348,112,22844,505,0,0,22844,15115,3.1352,3.7813,4.0721,5249,6475,0,100
2023-11-15,22:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,191.47,190.9502,23.6181,694.0913,99.9698,99.9517,99.8641,0.4112,0.3658,90.0474,3725.9484,-105.4858,23.2891,18.7254,40.3608,98.6737,89.8345,43,3679,196,0,0,3679,18333,3.1496,3.7634,4.0423,5358,6665,4634,99.695
2023-11-15,22:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,406.22,170.7919,22.4219,655.1259,100,99.9552,99.8778,0.1703,0.1396,99.0544,3141.1391,-104.3633,22.4032,18.494,40.9646,99.3985,99.0544,4,12331,319,0,0,12331,4488,3.1606,3.7738,4.1122,5075,6527,0,100
2023-11-15,22:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,23.01,12.0569,1.3535,50.9307,100,100,99.8839,0,0.1066,98.4615,3182.2281,-105.2912,22.7679,18.4,39.3823,100,98.4615,1,745,26,0,0,745,818,3.1746,3.7816,4.0957,4535,6416,0,100
2023-11-15,22:00,Aseer Province,1,1017.43,696.338,87.9258,2607.3366,99.9894,99.8864,99.8244,0.2236,0.3196,94.3311,3824.5218,-103.1777,23.4587,18.8323,39.6237,98.6038,94.2242,51,24093,869,0,0,24093,53614,3.1529,3.7639,4.0731,5003,6655,26234,98.9875
2023-11-15,22:00,Jazan Province,1,1463.28,471.4435,71.4147,2179.8783,99.9875,99.6273,99.6556,0.1401,0.3015,93.3419,2758.6304,-104.5041,21.9131,18.5076,41.1833,98.9597,93.2939,261,41701,929,0,0,41701,31545,3.1465,3.7814,4.0712,5259,6570,895,99.6227
2023-11-15,22:00,Najran Province,1,429.23,182.8488,23.7754,706.0565,100,99.9594,99.8784,0.1607,0.1362,98.9754,3143.7722,-104.4598,22.4289,18.4879,40.8243,99.4475,98.9754,5,13076,345,0,0,13076,5306,3.1614,3.7741,4.1104,5059,6520,0,100
2023-11-15,23:00,Southern Region,1,2154.03,1251.6504,172.6098,4864.4955,99.9878,99.8957,99.7892,0.158,0.2526,96.2758,3501.8762,-103.8736,23.007,18.708,40.0891,99.0832,96.2198,130,55539,1685,0,0,55539,82691,3.1543,3.7786,4.0778,5175,6441,40475,99.1724
2023-11-15,23:00,USF8,1,204.37,417.1343,58.4892,1472.7172,100,99.7196,99.7818,0.2107,0.3689,98.0535,3438.098,-106.5282,23.37,19.5233,39.3471,99.9003,98.0535,32,2753,116,0,0,2753,6087,3.1163,3.7622,4.1013,4860,7267,111795,96.8727
2023-11-15,23:00,Southern Remote,1,925.68,869.2656,109.5277,2972.7849,99.9941,99.8853,99.7221,0.2244,0.3552,96.4348,3631.3326,-104.916,23.1898,18.8598,40.2815,99.336,96.3785,124,20677,919,0,0,20677,63034,3.1618,3.7917,4.059,5214,6459,34295,99.152
2023-11-15,23:00,Southern City,1,1225.28,376.7303,62.6158,1874.0301,99.9833,99.9152,99.8743,0.1097,0.1531,54.5455,3241.7079,-102.4409,22.7119,18.4051,39.8839,98.6014,54.5455,5,34701,762,0,0,34701,19177,3.1485,3.7692,4.0971,5154,6432,6180,99.1936
2023-11-15,23:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,147.52,77.2,9.552,397.9802,100,99.9471,99.8097,0.2346,0.2602,96.3964,3528.8623,-103.1913,22.9045,18.7599,38.179,99.3355,96.3964,4,3549,127,0,0,3549,8683,3.1537,3.775,4.0873,4942,6291,525,98.6812
2023-11-15,23:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,340.67,107.763,20.0511,622.4026,100,99.924,99.8488,0.2075,0.2513,88.3333,3425.1498,-98.9524,23.547,17.7269,38.6074,96.9262,88.3333,7,7939,237,0,0,7939,9634,3.1474,3.7728,4.077,4977,6540,0,99.3802
2023-11-15,23:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,114.6,283.9202,32.7539,668.2873,99.9497,99.8596,99.6763,0.2801,0.2892,91.7874,4582.0862,-105.6694,24.407,19.5165,40.1443,99.6337,91.7874,17,2496,129,0,0,2496,12911,3.1537,3.8046,4.0511,5118,6322,21600,98.3271
2023-11-15,23:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,528.3,198.9599,29.6343,870.228,99.99,99.9143,99.7492,0.1102,0.2888,97.9026,3060.5328,-104.7499,22.2798,18.4745,40.4645,99.3666,97.9026,31,12571,344,0,0,12571,15795,3.1593,3.7886,4.0793,5105,6539,7800,98.8792
2023-11-15,23:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,575.67,236.3498,34.1583,1044.3772,99.984,99.8285,99.7043,0.1185,0.2872,95.0389,2925.5827,-104.6802,22.2419,18.7055,41.23,99.1254,95.0389,51,17602,415,0,0,17602,13104,3.1395,3.7689,4.0733,5372,6301,0,100
2023-11-15,23:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,140.99,180.3214,23.0094,619.3524,100,99.8982,99.8667,0.5472,0.3297,97.3684,3930.9052,-105.5208,23.4718,18.8509,40.098,100,96.9432,7,2444,159,0,0,2444,17498,3.1724,3.8039,4.0619,5378,6678,10550,99.3056
2023-11-15,23:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,284.95,151.679,21.7255,583.726,99.9833,99.9451,99.8875,0.0815,0.1185,96.4413,3302.6537,-104.6084,22.7284,18.5013,40.535,99.3534,96.0993,11,8261,248,0,0,8261,3809,3.1709,3.7663,4.1115,5036,6473,0,100
2023-11-15,23:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,18.25,9.8025,1.259,40.4612,100,99.956,99.8559,0,0.1141,97.5,3645.9444,-105.5041,23.5467,18.6165,38.7734,100,97.5,1,516,22,0,0,516,777,3.1716,3.7868,4.0839,5161,6689,0,100
2023-11-15,23:00,Aseer Province,1,743.46,648.8979,85.3353,2305.71,99.9917,99.9041,99.8152,0.2809,0.2803,94.3615,4028.328,-103.3142,23.6865,18.8528,39.3566,98.6507,94.2053,35,16423,652,0,0,16423,48713,3.1546,3.7837,4.0713,5046,6479,32675,98.8936
2023-11-15,23:00,Jazan Province,1,1104.29,435.6165,63.8236,1916.9178,99.9867,99.8713,99.7256,0.1148,0.2886,96.7318,2985.6918,-104.728,22.2583,18.5983,40.8213,99.2583,96.7318,82,30178,759,0,0,30178,28912,3.1494,3.7776,4.0761,5274,6411,7800,99.3999
2023-11-15,23:00,Najran Province,1,303.2,161.4815,22.9846,624.1872,99.9843,99.9461,99.884,0.0767,0.118,96.5732,3321.4023,-104.7016,22.7799,18.508,40.3816,99.4175,96.2733,12,8777,270,0,0,8777,4586,3.1709,3.767,4.1083,5039,6488,0,100
2023-11-16,00:00,Southern Region,1,1504.49,1228.1497,158.894,4233.1328,99.9886,99.902,99.801,0.1446,0.213,95.7373,3864.5668,-104.0113,23.2126,19.0696,39.8664,99.0696,95.7373,98,36933,1273,0,0,36933,75384,3.1593,3.7861,4.0804,5128,6348,53075,99.062
2023-11-16,00:00,USF8,1,137.93,334.459,43.5273,1165.1203,100,99.6561,99.7143,0.4181,0.2803,97.1334,4007.1564,-106.6349,23.818,19.6182,38.526,99.8145,97.1334,26,1803,59,0,0,1803,4931,3.1407,3.7524,4.1002,5078,7070,112095,96.8643
2023-11-16,00:00,Southern Remote,1,620.62,838.6783,101.9913,2579.3509,99.9907,99.8887,99.7466,0.1692,0.2926,95.7493,4035.1713,-105.0399,23.4122,19.1655,40.0169,99.2188,95.7493,97,13647,699,0,0,13647,56578,3.1702,3.7955,4.0677,5288,6396,41370,99.0447
2023-11-16,00:00,Southern City,1,882.37,386.3445,56.2759,1640.3374,99.9872,99.9276,99.8676,0.1271,0.1353,100,3543.1824,-102.5991,22.8852,18.907,39.7112,98.7692,100,0,23127,571,0,0,23127,18181,3.1514,3.7797,4.0927,5036,6315,11705,99.0781
2023-11-16,00:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,111.11,71.7905,8.2904,351.5485,100,99.9418,99.8328,0.1182,0.2121,98.4375,3967.8171,-103.3385,23.3322,19.0082,37.8872,98.4043,98.4375,1,2354,103,0,0,2354,7086,3.1683,3.7985,4.094,4990,6201,0,98.7124
2023-11-16,00:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,228.79,101.2792,16.1301,515.5857,100,99.9403,99.8305,0.2685,0.2371,93.1818,3818.2037,-99.1746,23.696,18.2684,38.3254,97.411,93.1818,3,5233,181,0,0,5233,7514,3.1605,3.7734,4.0643,4860,6570,8895,98.8697
2023-11-16,00:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,84.23,271.6272,30.5329,609.4794,100,99.7914,99.7878,0.2104,0.2256,97.2603,4871.8339,-105.7475,24.4724,19.5916,39.999,97.2677,97.2603,4,1833,104,0,0,1833,11040,3.1626,3.8029,4.0654,5052,6158,21600,98.3271
2023-11-16,00:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,348.65,215.3694,30.226,782.1361,100,99.8892,99.7447,0.1067,0.2676,94.1232,3483.6396,-104.7718,22.4337,18.8509,40.4063,99.6685,94.1232,62,8027,255,0,0,8027,15664,3.1568,3.7835,4.0867,5436,6293,22505,97.9932
2023-11-16,00:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,426.77,236.5556,33.7847,908.1658,99.9882,99.859,99.6843,0.0785,0.2488,97.1386,3191.5005,-104.7795,22.3962,19.0512,41.0106,99.1914,97.1386,19,12224,322,0,0,12224,12656,3.15,3.7802,4.076,5148,6354,75,99.9947
2023-11-16,00:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,91.57,165.3285,18.5387,520.7482,99.9139,99.9736,99.9168,0.4905,0.2344,99.0654,4332.3351,-105.6344,23.6864,19.3518,39.7597,98.9583,99.0654,1,1528,106,0,0,1528,16773,3.177,3.8186,4.0692,5213,6589,0,100
2023-11-16,00:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,199.53,153.8204,19.711,499.4342,99.972,99.9427,99.8884,0.13,0.0927,96.6667,3818.7136,-104.882,23.1631,19.0813,40.3133,100,96.6667,6,5215,182,0,0,5215,3263,3.1662,3.7847,4.1063,4932,6302,0,100
2023-11-16,00:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,12.34,9.2519,1.0533,32.5904,100,99.9489,99.9008,0,0.0963,97.0588,4402.642,-105.7671,23.7265,19.0863,38.3167,100,97.0588,1,360,17,0,0,360,763,3.1568,3.846,4.1047,4848,6103,0,100
2023-11-16,00:00,Aseer Province,1,515.48,609.8211,73.4767,1996.0174,99.9871,99.9161,99.8439,0.2613,0.2285,97.5069,4403.9839,-103.4628,23.8849,19.1798,39.1066,97.9358,97.5069,9,10938,494,0,0,10938,42399,3.1654,3.7916,4.0734,4964,6415,30495,98.9254
2023-11-16,00:00,Jazan Province,1,775.64,452.1293,64.0262,1691.6464,99.9932,99.8744,99.7154,0.0904,0.258,95.288,3323.9897,-104.7864,22.4135,18.9557,40.683,99.4536,95.288,81,20261,577,0,0,20261,28334,3.1532,3.7815,4.0817,5251,6327,22580,98.9231
2023-11-16,00:00,Najran Province,1,211.87,163.0723,20.7643,532.0245,99.974,99.9433,99.8898,0.1215,0.0931,96.729,3847.5355,-104.9741,23.1966,19.0815,40.1435,100,96.729,7,5575,199,0,0,5575,4026,3.1657,3.7896,4.1061,4929,6289,0,100
2023-11-16,01:00,Southern Region,1,1064.28,1102.5307,137.4203,3640.462,99.9935,99.9003,99.7936,0.1908,0.1713,95.5064,4105.3864,-104.225,23.3748,19.2993,39.6014,98.9181,95.5064,63,22700,800,0,0,22700,69137,3.1531,3.7995,4.084,5301,6382,78305,98.841
2023-11-16,01:00,USF8,1,98.49,252.3779,30.7901,936.6301,100,99.5173,99.8026,0.2574,0.2248,98.1633,4488.3876,-106.7801,24.3148,19.6197,37.7451,100,98.1633,9,1023,38,0,0,1023,3988,3.1608,3.7371,4.1147,4754,7080,122400,96.576
2023-11-16,01:00,Southern Remote,1,445.49,753.6056,86.9706,2234.5371,99.9843,99.8775,99.7359,0.2188,0.2292,95.6241,4324.7104,-105.2094,23.5783,19.406,39.7679,99.3125,95.6241,61,8210,430,0,0,8210,51156,3.1531,3.8146,4.0712,5349,6413,55650,98.8281
2023-11-16,01:00,Southern City,1,616.29,345.5531,49.4268,1395.1388,100,99.9418,99.8632,0.1704,0.1135,71.4286,3695.2653,-102.8743,23.032,19.1216,39.4279,98.0952,71.4286,2,14442,369,0,0,14442,17383,3.1527,3.7894,4.0955,5276,6364,22655,98.8493
2023-11-16,01:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,82.57,61.5322,7.1726,288.5928,100,99.9724,99.8445,0.315,0.1632,100,4205.2382,-103.4378,23.7005,19.2091,37.5777,100,100,0,1259,62,0,0,1259,6184,3.1682,3.7886,4.0828,5247,6301,0,98.7124
2023-11-16,01:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,135.58,83.8048,13.6421,401.197,100,99.9245,99.8881,0.2538,0.1734,100,4059.9802,-99.4703,23.9456,18.5831,37.9199,94.152,100,0,2960,90,0,0,2960,7316,3.1461,3.7954,4.0813,5450,6627,10800,98.7603
2023-11-16,01:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,61.52,252.2023,26.5303,550.3753,100,99.6711,99.7241,0.2745,0.1967,91.1392,4905.2103,-105.8435,24.6154,19.969,39.7959,99.2248,91.1392,7,986,66,0,0,986,9755,3.1345,3.7855,4.0747,5588,5933,21600,98.3271
2023-11-16,01:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,274.3,195.8407,26.6672,681.9721,100,99.8746,99.7168,0.2178,0.2316,95.2522,3860.9774,-105.01,22.5936,19.072,40.0335,99.4186,95.2522,32,5091,177,0,0,5091,14166,3.1578,3.8149,4.0778,5273,6416,22920,97.9682
2023-11-16,01:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,323.36,221.2059,29.5097,794.5215,99.9821,99.9137,99.6425,0.1409,0.1948,95.4442,3534.1618,-105.1555,22.6491,19.3703,40.6397,99.4106,95.4442,20,8513,224,0,0,8513,12343,3.137,3.7954,4.0806,5325,6402,0,100
2023-11-16,01:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,55.75,132.0962,13.9221,443.2509,100,99.99,99.9265,0.3425,0.1882,95.9184,4635.5935,-105.8019,23.9362,19.0882,39.2615,98.2906,95.9184,2,776,63,0,0,776,15071,3.1635,3.8252,4.0801,5280,6497,0,100
2023-11-16,01:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,119.53,143.9463,18.185,438.7564,100,99.9401,99.8794,0.1053,0.0761,97.7528,3848.2507,-105.1753,22.8742,19.2754,40.1623,99.422,97.7528,2,2886,109,0,0,2886,2887,3.1775,3.7802,4.1104,5017,6237,22985,98.1913
2023-11-16,01:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,9.18,8.5302,0.7684,31.0098,100,100,99.907,0,0.0391,100,4615.5864,-105.9017,24.2414,19.3934,38.1776,100,100,0,181,8,0,0,181,817,3.1999,3.8502,4.0944,7290,6230,0,100
2023-11-16,01:00,Aseer Province,1,335.36,529.4837,61.2495,1682.0826,100,99.8944,99.8586,0.2838,0.1806,95.0549,4599.4867,-103.6274,24.1362,19.3792,38.7658,97.6577,95.0549,9,5975,281,0,0,5975,38316,3.1528,3.7969,4.0804,5398,6410,32400,98.8976
2023-11-16,01:00,Jazan Province,1,597.72,417.1985,56.1945,1477.827,99.9895,99.8947,99.6796,0.1725,0.2125,95.3279,3678.8669,-105.0878,22.6218,19.2296,40.3117,99.4152,95.3279,52,13610,401,0,0,13610,26519,3.147,3.8034,4.079,5308,6405,22920,98.9121
2023-11-16,01:00,Najran Province,1,128.71,152.4765,18.9534,469.7663,100,99.9467,99.8826,0.0979,0.0723,98.1132,3884.2861,-105.2522,22.962,19.2816,39.9904,99.4652,98.1132,2,3067,117,0,0,3067,3704,3.1791,3.7846,4.1087,5085,6236,22985,98.3795
2023-11-16,02:00,Southern Region,1,716.04,935.8312,114.3045,3124.0078,100,99.8879,99.8295,0.3588,0.1692,98.3851,4285.1711,-104.3557,23.5049,19.203,39.124,99.54,98.1413,15,14162,442,0,0,14162,64372,3.1496,3.7985,4.0849,5195,6300,140807,98.2935
2023-11-16,02:00,USF8,1,64.94,194.2207,24.6311,783.1749,100,99.5986,99.8381,0.5568,0.1629,98.6046,4696.9969,-106.8542,24.6479,19.4398,37.1488,99.2701,98.6046,3,649,28,0,0,649,3243,3.1674,3.7982,4.1068,4739,7069,126340,96.4658
2023-11-16,02:00,Southern Remote,1,292.74,647.0725,72.737,1931.1869,100,99.8746,99.815,0.5024,0.2455,98.6181,4509.6744,-105.2995,23.6513,19.3258,39.4053,99.4702,98.3709,13,5252,254,0,0,5252,47013,3.1478,3.8078,4.0644,5355,6368,130466,97.693
2023-11-16,02:00,Southern City,1,421.73,285.6765,41.2745,1183.2917,100,99.9107,99.8465,0.2507,0.0936,71.4286,3850.4697,-103.0775,23.2582,18.9665,38.822,99.697,71.4286,2,8872,188,0,0,8872,16847,3.1509,3.7922,4.1028,5084,6257,10341,99.1067
2023-11-16,02:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,45.84,51.5094,6.6947,237.8012,100,99.9588,99.8777,0,0.1202,100,4401.2064,-103.5691,23.6872,19.2912,37.2796,100,100,0,790,28,0,0,790,5599,3.1567,3.811,4.0964,4805,6054,0,98.7124
2023-11-16,02:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,94.14,70.3814,11.5419,350.9192,100,99.9636,99.8896,0.4199,0.1274,100,4169.5772,-99.6441,24.1279,18.0794,37.5706,94.8052,100,0,1620,50,0,0,1620,7731,3.1742,3.7905,4.0885,4896,6426,795,99.3345
2023-11-16,02:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,48.19,217.6048,21.0626,490.0055,100,99.7255,99.7173,1.4475,0.307,98.9583,5053.7134,-105.9104,24.5033,19.7904,39.5075,100,98.9583,1,749,34,0,0,749,9590,3.1239,3.7897,4.031,5355,6619,89407,94.8262
2023-11-16,02:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,177.92,173.7169,22.3094,580.3997,100,99.8971,99.798,0.1996,0.2095,99.1597,4079.8655,-105.1744,22.7462,19.0959,39.6045,100,99.1597,3,3350,105,0,0,3350,12021,3.1391,3.7865,4.0813,5012,6022,10800,98.6985
2023-11-16,02:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,237.03,194.2169,25.0916,707.3773,100,99.8154,99.7349,0.3491,0.2137,97.8166,3590.4747,-105.3122,22.5953,19.2417,40.2879,100,97.3913,6,5423,138,0,0,5423,12259,3.1452,3.806,4.0894,5462,6408,15855,98.885
2023-11-16,02:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,37.42,101.6583,10.946,361.6913,100,99.967,99.9397,0.4255,0.1593,100,4830.7759,-105.9632,24.166,19.0207,38.7485,100,96.2963,1,419,34,0,0,419,13491,3.1258,3.8356,4.0728,4857,6181,0,100
2023-11-16,02:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,68.22,117.4161,15.6317,358.9788,100,99.9582,99.8754,0.3612,0.0649,96.7742,4333.5201,-105.3508,23.5462,19.2716,39.5533,99.1228,96.7742,2,1665,50,0,0,1665,2598,3.176,3.7847,4.1125,4860,6487,23950,98.1154
2023-11-16,02:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,5.72,6.2452,0.7335,27.3057,100,100,99.8882,0,0.096,84.6154,4661.6595,-106.0668,24.7292,18.2573,37.6449,100,84.6154,2,108,3,0,0,108,571,3.2329,3.8147,4.1318,7652,6604,0,100
2023-11-16,02:00,Aseer Province,1,225.55,441.117,50.2281,1439.8991,100,99.9011,99.8661,0.5696,0.1779,99.2958,4760.8982,-103.7299,24.2038,19.2133,38.3937,98.6622,98.6014,2,3578,146,0,0,3578,36407,3.1517,3.8014,4.0755,4968,6366,90202,98.0548
2023-11-16,02:00,Jazan Province,1,414.99,367.9708,47.4182,1288.2951,100,99.8534,99.7656,0.2857,0.2118,98.6348,3806.2695,-105.2472,22.664,19.1729,39.918,100,98.4668,9,8773,243,0,0,8773,24284,3.1424,3.7984,4.0854,5308,6240,26655,98.7916
2023-11-16,02:00,Najran Province,1,73.93,123.6613,16.3652,386.2845,100,99.9626,99.877,0.3365,0.0681,94.6667,4348.9862,-105.4266,23.6276,19.2195,39.3866,99.2,94.6667,4,1773,53,0,0,1773,3169,3.1811,3.7862,4.1146,4931,6493,23950,98.3115
2023-11-16,03:00,Southern Region,1,500.66,807.3145,100.7128,2668.429,100,99.9074,99.8418,0.2874,0.1276,93.8931,4540.5103,-104.5044,23.8229,19.2835,38.7063,98.7013,93.8931,32,10026,324,0,0,10026,54117,3.1527,3.8024,4.0849,5192,6344,77185,98.8508
2023-11-16,03:00,USF8,1,41.45,158.4547,20.3118,693.8855,100,99.4349,99.7476,0.463,0.1443,100.8929,4909.9946,-106.9181,24.8584,19.3251,36.738,100,100.8929,-1,483,10,0,0,483,2735,3.1516,3.8051,4.1001,4757,7432,122400,96.576
2023-11-16,03:00,Southern Remote,1,209.24,557.2985,64.7517,1682.5419,100,99.8803,99.8162,0.4602,0.1937,93.8343,4687.6401,-105.4198,23.9699,19.2762,38.9865,98.5102,93.8343,32,3589,189,0,0,3589,41423,3.1593,3.8049,4.0699,5249,6389,77140,98.502
2023-11-16,03:00,Southern City,1,290.82,247.7421,35.6448,975.3385,100,99.9599,99.8733,0.1683,0.0611,100,4253.5019,-103.2568,23.5753,19.304,38.4026,99.1379,100,0,6410,134,0,0,6410,12265,3.1469,3.8012,4.097,5163,6317,45,99.3219
2023-11-16,03:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,27.32,35.1194,5.2148,196.2872,100,99.9612,99.9062,0.8403,0.0663,100,4265.0223,-103.7147,23.8945,18.7851,36.873,97.0588,100,0,504,14,0,0,504,4677,3.1707,3.8388,4.0863,4394,6422,0,98.7124
2023-11-16,03:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,63.09,53.7594,8.8184,282.6581,100,99.9569,99.8926,0.2817,0.0959,100,4405.1263,-99.8916,24.1435,18.0181,37.2054,100,100,0,1182,30,0,0,1182,6891,3.1586,3.7881,4.0798,5120,6685,0,99.3802
2023-11-16,03:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,35.74,206.6199,20.0986,430.7142,100,99.8096,99.8667,0.6787,0.2137,100,5659.071,-105.9795,25.0994,20.0612,39.2252,100,100,0,401,29,0,0,401,8090,3.1898,3.8188,4.0676,4977,6186,21600,98.3271
2023-11-16,03:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,123.96,154.1629,21.439,512.0764,100,99.8638,99.8443,0.3606,0.2036,97.9508,4225.4782,-105.3262,23.1749,18.9924,39.2506,98.2759,97.9508,5,2318,90,0,0,2318,10582,3.1505,3.8082,4.0788,5128,6392,10800,98.6985
2023-11-16,03:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,174.67,186.8587,23.1668,604.7302,100,99.885,99.728,0.1227,0.1435,85.2071,3938.7461,-105.4498,22.9495,19.4463,40.0424,98.6667,85.2071,25,4073,106,0,0,4073,9548,3.1295,3.8044,4.0719,5305,6306,2545,99.821
2023-11-16,03:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,22.83,74.4116,8.972,308.9551,100,99.9555,99.8528,1.1268,0.1297,100,4715.8886,-106.0487,24.2823,19.1236,38.3912,100,100,0,315,14,0,0,315,11457,3.1712,3.7714,4.0836,5729,6230,31995,97.894
2023-11-16,03:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,48.33,89.5615,12.2743,300.4675,100,99.9699,99.8454,0.092,0.0472,93.9394,4597.7501,-105.5056,23.841,19.3585,38.9923,98.5294,93.9394,2,1130,37,0,0,1130,2058,3.1741,3.7837,4.124,5071,6066,10245,99.1938
2023-11-16,03:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,4.13,4.5473,0.4126,21.9918,100,100,99.9013,0,0.0531,100,4513.447,-106.2322,24.8497,18.0743,37.2298,100,100,0,76,3,0,0,76,385,3.2091,3.8391,4.1198,4698,6621,0,100
2023-11-16,03:00,Aseer Province,1,148.93,369.8712,43.0897,1218.0562,100,99.9211,99.8832,0.5575,0.1267,100,5085.4504,-103.8781,24.4993,19.3338,38.0634,99.4444,100,0,2396,86,0,0,2396,31110,3.1708,3.802,4.08,5066,6457,53595,98.5886
2023-11-16,03:00,Jazan Province,1,298.68,341.0606,44.6199,1117.3649,100,99.8748,99.7854,0.228,0.1732,92.7361,4062.5412,-105.3923,23.052,19.2409,39.6217,98.4466,92.7361,30,6397,197,0,0,6397,20135,3.1385,3.8058,4.0752,5254,6345,13345,99.221
2023-11-16,03:00,Najran Province,1,52.46,94.1088,12.6869,322.4592,100,99.9726,99.8518,0.0861,0.0478,94.5946,4593.5767,-105.5817,23.9075,19.2995,38.8378,98.6486,94.5946,2,1206,40,0,0,1206,2443,3.1781,3.7838,4.1235,5060,6112,10245,99.2777
2023-11-16,04:00,Southern Region,1,402.01,694.9997,87.1183,2455.2829,100,99.8954,99.8624,0.0541,0.1117,96.5657,4618.5721,-104.5804,23.977,19.1818,38.4645,99.0264,96.5657,17,9108,254,0,0,9108,53856,3.1576,3.8066,4.0954,5366,6588,30380,99.2608
2023-11-16,04:00,USF8,1,30.89,141.6036,20.0572,681.5418,100,99.5137,99.7536,0.1733,0.1526,100,4785.6186,-106.9234,24.8434,19.2478,36.6065,100,100,0,414,12,0,0,414,3218,3.145,3.7271,4.1237,5425,7367,122400,96.576
2023-11-16,04:00,Southern Remote,1,170.49,484.4629,55.4517,1576.0018,100,99.8614,99.8505,0.0503,0.1662,96.5517,4833.3951,-105.4846,24.147,19.1984,38.698,98.6111,96.5517,17,3414,152,0,0,3414,40381,3.1659,3.8143,4.0848,5297,6687,30380,99.2114
