Date,NR Cell Group,Integrity,Downlink Traffic Volume(GB)_5G-NR,Uplink Traffic Volume(GB)_5G-NR,User Downlink Average Throughput(Mbps)_5G-NR,User Uplink Average Throughput(Mbps)_5G-NR,Cell Downlink Average Throughput(Mbps)_5G-NR,Cell Uplink Average Throughput(Mbps)_5G-NR,Average Number of Users_5G-NR,Downlink PRB usage_5G-NR,Uplink PRB usage_5G-NR,CCE usage_5G-NR,Unavailable duration_5G-NR,RACH SR_Contention(%).,RACH SR_non-Contention(%).,Avg CQI (Single Codeword)-NR,Avg CQI 256QAM 5G-NR,Avg CQI 64QAM 5G-NR,SgNB Addition Success Rate_5G-NR,Inter-SgNB PSCell Change Success Rate_5G-NR,Intra-SgNB PSCell Change Success Rate_5G-NR,SgNB-Triggered Abnormal SgNB Release Rate_5G-NR,NR DCR -Include MeNB Triggered,Average PDSCH Scheduling MCS_5G-NR,Average PUSCH Schedulign MCS_5G-NR,N.UL.NI.Avg(dBm)_5G-NR,Average PDSCH RANK 256QAM_5G-NR,Average PDSCH RANK 64QAM_5G-NR,PDSCH IBLER_5G-NR,PDSCH RBler_5G-NR,PUSCH Rbler_5G-NR,Cell Availability
9/17/2023,Najran Province,45186Najran Province,2038.219,60.8051,145.9585,5.6474,101.1144,14.7853,183.5442,11.3109,14.0823,5.95,45,71.0843,94.6376,10.2596,10.2764,9.982,99.9553,99.1381,99.7727,0.004,0.6252,10.6197,22.0989,-108.6633,2.2001,2.1215,4.5921,0.1037,0.5078,98.1424
9/17/2023,"Cluster=Aseer CL1,Rule Name=Opt Clusters","45186Cluster=Aseer CL1,Rule Name=Opt Clusters",4983.1344,249.9541,133.2008,7.3173,91.903,16.4538,532.035,5.9287,8.9677,3.9549,3225,77.125,96.0351,10.0369,10.0478,9.8887,99.9268,99.3791,99.7207,0.0076,0.4928,10.2807,22.1389,-110.6389,2.2154,1.923,5.4996,0.1421,0.7908,99.9268
9/17/2023,"Cluster=Aseer CL2,Rule Name=Opt Clusters","45186Cluster=Aseer CL2,Rule Name=Opt Clusters",19588.6606,827.8426,86.5029,4.8817,100.478,17.3923,1803.7775,13.3123,15.2714,8.5931,15,65.7016,96.2048,10.5737,10.6058,9.967,99.9254,99.3844,99.8159,0.0052,0.4178,12.2339,22.5875,-109.9963,2.1003,2.0638,6.3623,0.1947,0.7221,99.8848
9/17/2023,"Cluster=Aseer CL4,Rule Name=Opt Clusters","45186Cluster=Aseer CL4,Rule Name=Opt Clusters",206.9635,8.4194,96.5985,4.7104,70.2131,13.5091,37.2475,7.0766,12.2631,4.7978,0,70.3726,80.7724,10.6562,10.6757,10.4753,99.9897,,99.7049,0.0034,0.7571,8.9998,21.6573,-109.9306,2.2935,2.0976,5.5038,0.2115,0.6337,100
9/17/2023,"Cluster=Najran CL1,Rule Name=Opt Clusters","45186Cluster=Najran CL1,Rule Name=Opt Clusters",2038.219,60.8051,145.9585,5.6474,101.1144,14.7853,183.5442,11.3109,14.0823,5.95,45,71.0843,94.6376,10.2596,10.2764,9.982,99.9553,99.1381,99.7727,0.004,0.6252,10.6197,22.0989,-108.6633,2.2001,2.1215,4.5921,0.1037,0.5078,98.1424
9/17/2023,"Cluster=Aseer CL3,Rule Name=Opt Clusters","45186Cluster=Aseer CL3,Rule Name=Opt Clusters",1091.3972,45.2496,152.8073,36.2531,126.9812,22.0786,50.0864,20.1092,16.0371,6.6259,0,89.8459,96.7107,10.9145,10.9172,10.8228,99.9887,,99.8223,0.0011,0.2576,11.6933,23.9019,-112.3194,2.1181,1.9841,3.9216,0.0674,0.1918,100
9/17/2023,"Cluster=Jizan CL2,Rule Name=Opt Clusters","45186Cluster=Jizan CL2,Rule Name=Opt Clusters",995.4492,25.2518,90.1472,6.9149,92.7547,12.7276,106.0008,13.1231,13.6952,6.8889,0,71.7331,95.2797,10.896,10.8907,10.9507,99.9779,,99.7427,0.0039,0.2563,10.8822,22.074,-110.0139,1.9881,1.7215,5.7536,0.233,1.1431,100
9/18/2023,Abha,45187Abha,4911.7928,230.9266,134.3972,5.9367,89.1377,16.0437,541.3941,5.903,9.0424,4.0369,885,76.8525,95.5698,10.009,10.0182,9.8752,99.9342,99.2312,99.7114,0.0068,0.6338,10.1117,22.1319,-110.4199,2.2267,1.809,5.3344,0.1422,0.8057,99.9047
9/18/2023,Khamis Mushait,45187Khamis Mushait,16595.1246,701.5366,80.4099,5.1059,100.7563,17.4167,1531.0629,12.7873,14.4323,8.2171,240,68.482,95.6122,10.4349,10.465,9.9292,99.9244,99.376,99.8205,0.0058,0.402,12.237,22.6358,-110.1811,2.1083,2.0605,6.4162,0.1928,0.7161,99.9535
9/18/2023,Jizan,45187Jizan,5965.2427,191.6966,73.1579,2.2033,84.8374,12.8274,663.5615,17.3947,20.9202,12.0987,0,55.9632,93.3502,10.5654,10.5858,10.3549,99.9485,99.4632,99.6693,0.006,0.7344,12.0701,21.0829,-106.178,2.3025,2.1458,6.6044,0.2641,1.5439,100
9/18/2023,Najran,45187Najran,1896.0444,58.606,146.699,5.048,96.7767,14.6147,186.0182,10.6357,13.8856,5.8322,0,72.1718,92.0662,10.2424,10.2503,10.1108,99.9532,99.6085,99.7915,0.0025,0.7019,10.3428,22.1653,-108.934,2.2247,2.0948,4.5761,0.0981,0.5,100
9/18/2023,Muhayel,45187Muhayel,913.9121,38.9404,156.6427,22.2012,114.6813,21.0298,49.4545,16.9442,15.9673,6.7584,0,88.9386,95.0911,11.0854,11.1102,10.0507,99.9912,,99.8469,0.0033,0.3237,11.1518,23.7568,-111.9722,2.083,1.8955,3.4002,0.0859,0.1862,100
9/18/2023,Abu Arish,45187Abu Arish,430.6705,10.8237,77.4676,4.7499,84.7132,12.2817,40.0629,11.6491,13.1408,6.0174,0,87.7669,95.6517,11.2678,11.2885,11.0759,99.9802,,99.7744,0.0016,0.2695,10.6142,21.4777,-108.3194,2.1427,1.8618,5.9409,0.2107,0.9083,100
9/18/2023,Sabya,45187Sabya,511.0102,9.3025,98.0022,4.2255,94.6186,12.3588,63.7725,13.2157,13.5619,7.4409,0,82.3448,88.1631,10.618,10.635,10.3873,99.9781,,99.7619,0.0061,0.2596,10.903,22.8777,-112.0833,1.9758,1.8856,5.2818,0.2309,1.1824,100
9/18/2023,Bishah,45187Bishah,227.7386,10.0057,117.2438,5.9622,79.5836,14.623,35.9139,6.9766,12.374,4.4445,0,67.565,83.6243,10.7427,10.7654,10.5058,99.9741,,99.7431,0.0055,0.7199,9.3394,21.9221,-109.7917,2.3436,2.0562,5.4537,0.1756,0.5944,100
9/18/2023,Remote Jizan,45187Remote Jizan,803.479,21.9256,102.766,5.0305,88.4092,13.098,85.8744,10.4025,13.2271,6.5157,0,59.0808,96.2004,11.2773,11.3599,10.3372,99.9733,,99.8927,0.0053,0.857,10.8551,22.2513,-108.3889,2.1696,1.8655,4.8117,0.273,1.3836,100
9/18/2023,Southern Remote,45187Southern Remote,803.479,21.9256,102.766,5.0305,88.4092,13.098,85.8744,10.4025,13.2271,6.5157,0,59.0808,96.2004,11.2773,11.3599,10.3372,99.9733,,99.8927,0.0053,0.857,10.8551,22.2513,-108.3889,2.1696,1.8655,4.8117,0.273,1.3836,100
9/18/2023,Southern Region,45187Southern Region,35821.6307,1404.7399,83.2253,4.265,95.7571,15.8399,3494.673,11.0249,13.512,7.0561,1125,66.4823,94.6785,10.507,10.531,10.1553,99.9392,99.368,99.7681,0.0056,0.5404,11.7677,22.2129,-109.4457,2.1628,2.0173,6.0767,0.1837,0.8694,99.9591
9/18/2023,Southern City,45187Southern City,31223.7973,1241.8324,86.2843,4.3874,95.1535,15.9151,3075.3265,10.6827,13.1239,6.8668,1125,66.5306,94.74,10.4199,10.4426,10.0886,99.936,99.369,99.7594,0.0058,0.5409,11.6884,22.2167,-109.4623,2.1663,2.0075,6.0732,0.1918,0.8672,99.9536
9/18/2023,"Cluster=Jizan CL1,Rule Name=Opt Clusters","45187Cluster=Jizan CL1,Rule Name=Opt Clusters",6768.7217,213.6222,75.2223,2.333,85.2597,12.8699,749.4358,15.8743,19.2474,10.8478,0,56.1936,93.6909,10.6386,10.6661,10.3532,99.9506,99.4632,99.7006,0.006,0.7462,11.9365,21.2591,-106.5182,2.2844,2.1025,6.4037,0.2651,1.5195,100
9/18/2023,Aseer Province,45187Aseer Province,26215.1839,1112.3855,83.2892,5.0669,99.0075,16.9343,2455.3837,10.2029,12.5455,6.541,1125,70.8851,95.3519,10.4722,10.4984,10.037,99.9326,99.328,99.7939,0.0057,0.4672,11.8533,22.476,-110.2333,2.1343,1.9954,6.1081,0.1658,0.725,99.9432
9/18/2023,Jazan Province,45187Jazan Province,7710.4024,233.7483,76.3159,2.4074,85.8035,12.7911,853.2712,15.2595,18.1943,10.0939,0,57.6115,93.2972,10.6653,10.6913,10.391,99.9535,99.4632,99.7055,0.0058,0.6915,11.8034,21.3954,-107.0093,2.2501,2.0626,6.3108,0.26,1.4511,100
9/18/2023,Najran Province,45187Najran Province,1896.0444,58.606,146.699,5.048,96.7767,14.6147,186.0182,10.6357,13.8856,5.8322,0,72.1718,92.0662,10.2424,10.2503,10.1108,99.9532,99.6085,99.7915,0.0025,0.7019,10.3428,22.1653,-108.934,2.2247,2.0948,4.5761,0.0981,0.5,100
9/18/2023,"Cluster=Aseer CL1,Rule Name=Opt Clusters","45187Cluster=Aseer CL1,Rule Name=Opt Clusters",4911.7928,230.9266,134.3972,5.9367,89.1377,16.0437,541.3941,5.903,9.0424,4.0369,885,76.8525,95.5698,10.009,10.0182,9.8752,99.9342,99.2312,99.7114,0.0068,0.6338,10.1117,22.1319,-110.4199,2.2267,1.809,5.3344,0.1422,0.8057,99.9047
9/18/2023,"Cluster=Aseer CL2,Rule Name=Opt Clusters","45187Cluster=Aseer CL2,Rule Name=Opt Clusters",20161.7403,832.5128,76.387,4.6952,101.5069,17.2402,1828.6212,13.5113,15.2279,8.6307,240,68.4787,95.5596,10.5559,10.5845,10.0745,99.9302,99.3737,99.8212,0.0053,0.4013,12.3451,22.5677,-110.0843,2.1092,2.0829,6.4202,0.1748,0.7212,99.9612
9/18/2023,"Cluster=Aseer CL4,Rule Name=Opt Clusters","45187Cluster=Aseer CL4,Rule Name=Opt Clusters",227.7386,10.0057,117.2438,5.9622,79.5836,14.623,35.9139,6.9766,12.374,4.4445,0,67.565,83.6243,10.7427,10.7654,10.5058,99.9741,,99.7431,0.0055,0.7199,9.3394,21.9221,-109.7917,2.3436,2.0562,5.4537,0.1756,0.5944,100
9/18/2023,"Cluster=Najran CL1,Rule Name=Opt Clusters","45187Cluster=Najran CL1,Rule Name=Opt Clusters",1896.0444,58.606,146.699,5.048,96.7767,14.6147,186.0182,10.6357,13.8856,5.8322,0,72.1718,92.0662,10.2424,10.2503,10.1108,99.9532,99.6085,99.7915,0.0025,0.7019,10.3428,22.1653,-108.934,2.2247,2.0948,4.5761,0.0981,0.5,100
9/18/2023,"Cluster=Aseer CL3,Rule Name=Opt Clusters","45187Cluster=Aseer CL3,Rule Name=Opt Clusters",913.9121,38.9404,156.6427,22.2012,114.6813,21.0298,49.4545,16.9442,15.9673,6.7584,0,88.9386,95.0911,11.0854,11.1102,10.0507,99.9912,,99.8469,0.0033,0.3237,11.1518,23.7568,-111.9722,2.083,1.8955,3.4002,0.0859,0.1862,100
9/18/2023,"Cluster=Jizan CL2,Rule Name=Opt Clusters","45187Cluster=Jizan CL2,Rule Name=Opt Clusters",941.6807,20.1261,88.0331,4.5125,89.7783,12.3204,103.8353,12.4324,13.3513,6.7291,0,84.1878,90.5257,10.8817,10.8951,10.7274,99.9789,,99.768,0.0043,0.2635,10.7641,22.2043,-110.2014,2.0509,1.8716,5.5989,0.2211,1.0468,100
9/19/2023,Abha,45188Abha,4941.0856,253.8677,134.1052,6.6257,90.5378,16.4651,551.1251,5.8129,9.2147,4.0328,0,77.5301,95.5738,9.9891,10.0016,9.802,99.9238,99.3726,99.7204,0.0083,0.4327,10.2143,22.1252,-110.4526,2.2192,1.7852,5.246,0.1472,0.8071,100
9/19/2023,Khamis Mushait,45188Khamis Mushait,16531.6098,699.4022,82.6183,5.0246,100.1392,17.0712,1522.7786,12.6417,14.4366,8.0751,0,64.9238,96.1941,10.4469,10.4769,9.9029,99.9166,99.3211,99.8128,0.0056,0.402,12.1484,22.4346,-109.625,2.1193,2.0476,6.3418,0.1884,0.7294,100
9/19/2023,Jizan,45188Jizan,5717.1303,214.0046,68.5939,2.8273,82.2843,13.487,656.5023,17.3519,19.7341,11.2183,1845,57.498,91.7107,11.4817,11.5196,11.1194,99.943,96.6317,99.6173,0.0087,0.9327,12.0056,21.1511,-106.8832,2.3159,2.1241,6.7065,0.3823,1.4573,99.1651
9/19/2023,Najran,45188Najran,1909.6979,59.2752,137.319,5.3317,93.2078,14.6271,188.9152,11.0533,14.0227,6.0968,0,72.0164,94.929,10.2299,10.2512,9.8573,99.9596,99.6193,99.7765,0.004,0.631,10.1612,22.2539,-108.9201,2.1918,2.0317,4.6036,0.1064,0.516,100
9/19/2023,Muhayel,45188Muhayel,829.7936,25.4136,146.4167,20.9247,115.288,18.5052,47.1923,15.2485,14.8364,6.4087,0,79.4673,93.5685,11.2125,11.237,10.4245,99.9885,,99.9601,0.0031,0.4945,11.8307,23.6682,-112.3611,2.1091,1.8778,3.251,0.1038,0.2209,100
9/19/2023,Abu Arish,45188Abu Arish,423.49,10.6414,97.4243,4.2267,88.3138,12.1895,38.7577,10.5071,13.2496,5.1907,0,88.5416,96.9589,11.3883,11.3943,11.3244,99.989,,99.7624,0.0031,0.2817,10.7212,21.3923,-107.7639,2.1463,1.9262,5.4842,0.1783,0.8554,100
9/19/2023,Sabya,45188Sabya,556.2803,10.819,98.3685,4.8254,94.4443,12.5883,63.7542,14.4578,13.7005,7.7708,0,78.3568,79.4412,10.5104,10.5469,10.1075,99.9652,,99.7426,0.0045,0.2591,10.9334,22.7559,-112.0833,1.9518,1.9315,5.4052,0.245,1.1664,100
9/19/2023,Bishah,45188Bishah,250.0863,10.1221,98.4092,4.4197,77.8615,14.9062,36.3974,7.9927,12.5195,5.0248,0,65.8669,78.1285,10.705,10.7465,10.3667,99.9885,,99.7055,0.0044,0.5583,9.6191,22.1871,-110.3194,2.3651,2.0205,5.8862,0.1945,0.6649,100
9/19/2023,Remote Jizan,45188Remote Jizan,809.3208,24.6245,113.4916,5.4091,87.9933,13.6163,84.1277,10.2865,13.3628,6.6099,0,54.2233,96.098,11.3228,11.4248,10.1514,99.971,,99.8411,0.005,0.3966,10.6364,22.2374,-107.9444,2.1928,1.9527,4.6045,0.2781,1.2058,100
9/19/2023,Southern Remote,45188Southern Remote,809.3208,24.6245,113.4916,5.4091,87.9933,13.6163,84.1277,10.2865,13.3628,6.6099,0,54.2233,96.098,11.3228,11.4248,10.1514,99.971,,99.8411,0.005,0.3966,10.6364,22.2374,-107.9444,2.1928,1.9527,4.6045,0.2781,1.2058,100
9/19/2023,Southern Region,45188Southern Region,35405.51,1454.751,80.7809,4.3999,94.9607,15.8978,3486.5363,10.9278,13.4528,6.9542,1845,65.7958,94.4062,10.5819,10.608,10.166,99.9333,98.6934,99.7571,0.0064,0.5455,11.7253,22.1318,-109.3563,2.166,2.0042,6.0486,0.2048,0.8653,99.8649
9/19/2023,Southern City,45188Southern City,30909.0875,1273.4238,86.0542,4.5759,94.4169,15.9406,3069.0255,10.5859,13.0521,6.7146,1845,65.7567,94.5322,10.4885,10.5119,10.113,99.9292,98.6803,99.7484,0.0067,0.5481,11.6472,22.1333,-109.3654,2.1697,1.9965,6.0332,0.214,0.8598,99.8469
9/19/2023,"Cluster=Jizan CL1,Rule Name=Opt Clusters","45188Cluster=Jizan CL1,Rule Name=Opt Clusters",6526.4511,238.6291,71.4248,2.9407,82.9733,13.5076,740.63,15.8155,18.3486,10.1857,1845,57.2447,92.2212,11.4452,11.4976,10.9247,99.9454,96.6317,99.6489,0.0083,0.8821,11.8516,21.3167,-107.0464,2.2984,2.1005,6.4623,0.3702,1.4185,99.2935
9/19/2023,Aseer Province,45188Aseer Province,25989.5907,1135.3863,81.1429,4.9571,98.7326,16.8304,2454.4792,10.0572,12.6041,6.5087,0,69.0181,95.5594,10.4816,10.5096,9.9923,99.9257,99.3374,99.7943,0.0059,0.4306,11.8363,22.3431,-109.9816,2.1403,1.9701,6.0665,0.1671,0.7447,100
9/19/2023,Jazan Province,45188Jazan Province,7506.2214,260.0895,73.5488,3.0016,84.0457,13.3475,843.1419,15.2202,17.4782,9.5075,1845,58.5941,91.2046,11.3188,11.3643,10.8582,99.9483,96.6317,99.6573,0.0078,0.8119,11.733,21.4314,-107.4301,2.2568,2.0747,6.3392,0.3515,1.3611,99.3877
9/19/2023,Najran Province,45188Najran Province,1909.6979,59.2752,137.319,5.3317,93.2078,14.6271,188.9152,11.0533,14.0227,6.0968,0,72.0164,94.929,10.2299,10.2512,9.8573,99.9596,99.6193,99.7765,0.004,0.631,10.1612,22.2539,-108.9201,2.1918,2.0317,4.6036,0.1064,0.516,100
9/19/2023,"Cluster=Aseer CL1,Rule Name=Opt Clusters","45188Cluster=Aseer CL1,Rule Name=Opt Clusters",4941.0856,253.8677,134.1052,6.6257,90.5378,16.4651,551.1251,5.8129,9.2147,4.0328,0,77.5301,95.5738,9.9891,10.0016,9.802,99.9238,99.3726,99.7204,0.0083,0.4327,10.2143,22.1252,-110.4526,2.2192,1.7852,5.246,0.1472,0.8071,100
9/19/2023,"Cluster=Aseer CL2,Rule Name=Opt Clusters","45188Cluster=Aseer CL2,Rule Name=Opt Clusters",19968.6251,845.9829,74.4204,4.5833,100.8079,16.9857,1819.7644,13.3343,15.2326,8.5655,0,65.7181,96.0593,10.572,10.602,10.0279,99.9241,99.32,99.817,0.0051,0.4256,12.2701,22.3775,-109.6241,2.1174,2.061,6.3757,0.1739,0.7451,100
9/19/2023,"Cluster=Aseer CL4,Rule Name=Opt Clusters","45188Cluster=Aseer CL4,Rule Name=Opt Clusters",250.0863,10.1221,98.4092,4.4197,77.8615,14.9062,36.3974,7.9927,12.5195,5.0248,0,65.8669,78.1285,10.705,10.7465,10.3667,99.9885,,99.7055,0.0044,0.5583,9.6191,22.1871,-110.3194,2.3651,2.0205,5.8862,0.1945,0.6649,100
9/19/2023,"Cluster=Najran CL1,Rule Name=Opt Clusters","45188Cluster=Najran CL1,Rule Name=Opt Clusters",1909.6979,59.2752,137.319,5.3317,93.2078,14.6271,188.9152,11.0533,14.0227,6.0968,0,72.0164,94.929,10.2299,10.2512,9.8573,99.9596,99.6193,99.7765,0.004,0.631,10.1612,22.2539,-108.9201,2.1918,2.0317,4.6036,0.1064,0.516,100
9/19/2023,"Cluster=Aseer CL3,Rule Name=Opt Clusters","45188Cluster=Aseer CL3,Rule Name=Opt Clusters",829.7936,25.4136,146.4167,20.9247,115.288,18.5052,47.1923,15.2485,14.8364,6.4087,0,79.4673,93.5685,11.2125,11.237,10.4245,99.9885,,99.9601,0.0031,0.4945,11.8307,23.6682,-112.3611,2.1091,1.8778,3.251,0.1038,0.2209,100
9/19/2023,"Cluster=Jizan CL2,Rule Name=Opt Clusters","45188Cluster=Jizan CL2,Rule Name=Opt Clusters",979.7703,21.4603,97.9934,4.4922,91.6702,12.392,102.5119,12.4825,13.4751,6.4808,0,81.572,84.5411,10.8525,10.8765,10.5914,99.9746,,99.751,0.004,0.268,10.8392,22.119,-109.9236,2.0351,1.9291,5.4404,0.2153,1.0167,100
9/20/2023,Abha,45189Abha,4842.5394,229.5192,138.074,6.1277,90.7366,15.8919,542.6739,5.6963,8.9916,3.965,0,76.4036,96.0571,9.9974,10.0131,9.758,99.93,99.3811,99.7576,0.009,0.459,10.1177,22.1026,-110.3897,2.2319,1.8012,5.181,0.1476,0.8045,100
9/20/2023,Khamis Mushait,45189Khamis Mushait,16665.1211,673.5218,86.1027,4.6925,101.3532,16.8553,1508.594,12.6056,14.4254,8.1741,0,67.9814,96.1939,10.4184,10.4577,9.7287,99.9109,99.2494,99.8036,0.0061,0.4206,12.2824,22.3842,-109.7283,2.1198,2.0163,6.3546,0.1995,0.7137,100
9/20/2023,Jizan,45189Jizan,5630.4563,180.2709,74.2175,2.2566,83.5327,13.2535,643.5221,16.935,19.2635,10.9481,5795,60.878,92.7948,11.598,11.632,11.2677,99.9365,90.9364,99.6565,0.0674,0.9527,12.0824,21.2618,-106.8678,2.3125,2.1086,6.7397,0.3647,1.457,98.6388
9/20/2023,Najran,45189Najran,1910.8658,57.6997,134.4261,5.19,94.1036,14.1937,189.6122,10.9944,13.9808,6.0225,0,71.6249,94.1785,10.2081,10.1941,10.41,99.9068,99.6097,99.7942,0.0025,0.6105,10.2437,21.8596,-109.0799,2.2315,2.109,4.7128,0.1193,0.5311,100
9/20/2023,Muhayel,45189Muhayel,728.1711,21.619,166.3684,22.8822,109.1234,17.8972,46.3807,13.8897,14.4498,6.2192,0,65.3521,93.7614,11.111,11.1215,10.7116,99.9863,,99.9804,0.001,0.4539,11.2055,23.777,-112.4167,2.0905,1.9736,3.2318,0.0816,0.2071,100
9/20/2023,Abu Arish,45189Abu Arish,436.3868,9.7797,92.6506,3.8543,87.2136,12.4772,41.778,10.8904,12.905,5.3594,0,76.5494,96.706,11.2958,11.3232,11.0014,99.9824,,99.8334,0.0008,0.2482,10.8144,21.914,-108.0694,2.1548,1.8925,5.592,0.2031,0.9437,100
9/20/2023,Sabya,45189Sabya,546.4794,11.4054,112.4576,4.8853,96.5141,13.1468,63.1501,13.2716,13.9489,7.0007,0,84.3677,76.8626,10.6619,10.6969,10.1753,99.9583,,99.6886,0.0035,0.273,10.9057,23.0105,-112.0417,1.9605,1.8904,4.7832,0.1838,1.0458,100
9/20/2023,Bishah,45189Bishah,171.09,5.6526,87.3067,2.6247,72.4898,13.5576,32.6438,6.563,11.5701,4.4325,0,68.1398,64.0966,10.7439,10.8056,10.2349,99.9846,,99.7098,0.0063,0.5247,9.1033,21.7105,-110.2361,2.283,2.0497,6.9357,0.2679,0.7558,100
9/20/2023,Remote Jizan,45189Remote Jizan,795.6533,26.8171,92.031,4.7184,84.792,13.5997,83.3057,10.7714,13.2177,7.1058,0,23.2025,95.6283,11.2474,11.3341,10.263,99.9773,,99.9137,0.005,0.4315,10.6163,22.0466,-108.0417,2.1872,1.8663,5.0672,0.3446,1.5787,100
9/20/2023,Southern Remote,45189Southern Remote,795.6533,26.8171,92.031,4.7184,84.792,13.5997,83.3057,10.7714,13.2177,7.1058,0,23.2025,95.6283,11.2474,11.3341,10.263,99.9773,,99.9137,0.005,0.4315,10.6163,22.0466,-108.0417,2.1872,1.8663,5.0672,0.3446,1.5787,100
9/20/2023,Southern Region,45189Southern Region,35351.7984,1341.3129,86.9914,4.0376,95.9672,15.5852,3451.6983,10.8108,13.2783,6.9019,5795,65.2966,94.265,10.5728,10.6022,10.1094,99.9282,97.5175,99.7763,0.0198,0.5609,11.796,22.1134,-109.4057,2.1696,1.9959,6.059,0.208,0.8642,99.7798
9/20/2023,Southern City,45189Southern City,30760.02,1183.8157,90.3877,4.2099,95.3077,15.649,3035.711,10.4447,12.9028,6.6836,5795,67.92,94.7284,10.4743,10.5006,10.0571,99.9235,97.4787,99.7619,0.0217,0.5661,11.7135,22.1178,-109.4038,2.174,1.9887,6.0371,0.2157,0.8496,99.7505
9/20/2023,"Cluster=Jizan CL1,Rule Name=Opt Clusters","45189Cluster=Jizan CL1,Rule Name=Opt Clusters",6426.1096,207.088,75.6395,2.4069,83.6924,13.3082,726.8278,15.5947,17.9488,10.0872,5795,53.7981,93.1474,11.5133,11.5594,11.051,99.94,90.9364,99.7215,0.0615,0.9032,11.9069,21.3802,-107.0484,2.2945,2.0701,6.5359,0.3622,1.4753,98.8482
9/20/2023,Aseer Province,45189Aseer Province,26031.9567,1055.3401,88.2479,4.6193,99.8126,16.4487,2430.3302,9.9634,12.4526,6.4746,0,70.4714,95.2468,10.4673,10.5023,9.8643,99.9237,99.2934,99.7984,0.0064,0.4462,11.9126,22.3131,-110.0312,2.1425,1.9646,6.0652,0.1741,0.7315,100
9/20/2023,Jazan Province,45189Jazan Province,7408.9758,228.2731,77.7578,2.486,84.7597,13.2369,831.7559,14.9672,17.1412,9.372,5795,55.2339,91.6724,11.3767,11.4169,10.9542,99.943,90.9364,99.7241,0.0546,0.8283,11.7804,21.5452,-107.4493,2.2552,2.0455,6.3635,0.341,1.4046,99.0018
9/20/2023,Najran Province,45189Najran Province,1910.8658,57.6997,134.4261,5.19,94.1036,14.1937,189.6122,10.9944,13.9808,6.0225,0,71.6249,94.1785,10.2081,10.1941,10.41,99.9068,99.6097,99.7942,0.0025,0.6105,10.2437,21.8596,-109.0799,2.2315,2.109,4.7128,0.1193,0.5311,100
9/20/2023,"Cluster=Aseer CL1,Rule Name=Opt Clusters","45189Cluster=Aseer CL1,Rule Name=Opt Clusters",4842.5394,229.5192,138.074,6.1277,90.7366,15.8919,542.6739,5.6963,8.9916,3.965,0,76.4036,96.0571,9.9974,10.0131,9.758,99.93,99.3811,99.7576,0.009,0.459,10.1177,22.1026,-110.3897,2.2319,1.8012,5.181,0.1476,0.8045,100
9/20/2023,"Cluster=Aseer CL2,Rule Name=Opt Clusters","45189Cluster=Aseer CL2,Rule Name=Opt Clusters",20290.1562,798.5494,81.7544,4.2845,102.363,16.7172,1808.6318,13.3455,15.1727,8.5832,0,68.214,95.9919,10.556,10.5954,9.865,99.9188,99.25,99.8082,0.0055,0.4394,12.3995,22.3464,-109.7417,2.1194,2.0378,6.3684,0.1828,0.7257,100
9/20/2023,"Cluster=Aseer CL4,Rule Name=Opt Clusters","45189Cluster=Aseer CL4,Rule Name=Opt Clusters",171.09,5.6526,87.3067,2.6247,72.4898,13.5576,32.6438,6.563,11.5701,4.4325,0,68.1398,64.0966,10.7439,10.8056,10.2349,99.9846,,99.7098,0.0063,0.5247,9.1033,21.7105,-110.2361,2.283,2.0497,6.9357,0.2679,0.7558,100
9/20/2023,"Cluster=Najran CL1,Rule Name=Opt Clusters","45189Cluster=Najran CL1,Rule Name=Opt Clusters",1910.8658,57.6997,134.4261,5.19,94.1036,14.1937,189.6122,10.9944,13.9808,6.0225,0,71.6249,94.1785,10.2081,10.1941,10.41,99.9068,99.6097,99.7942,0.0025,0.6105,10.2437,21.8596,-109.0799,2.2315,2.109,4.7128,0.1193,0.5311,100
9/20/2023,"Cluster=Aseer CL3,Rule Name=Opt Clusters","45189Cluster=Aseer CL3,Rule Name=Opt Clusters",728.1711,21.619,166.3684,22.8822,109.1234,17.8972,46.3807,13.8897,14.4498,6.2192,0,65.3521,93.7614,11.111,11.1215,10.7116,99.9863,,99.9804,0.001,0.4539,11.2055,23.777,-112.4167,2.0905,1.9736,3.2318,0.0816,0.2071,100
9/20/2023,"Cluster=Jizan CL2,Rule Name=Opt Clusters","45189Cluster=Jizan CL2,Rule Name=Opt Clusters",982.8662,21.1851,103.3705,4.3566,92.1257,12.8199,104.9281,12.081,13.427,6.18,0,81.2481,82.7604,10.9201,10.9491,10.5608,99.9678,,99.7565,0.0024,0.2632,10.8631,22.5005,-110.0556,2.0481,1.8914,5.1593,0.1927,0.9971,100
9/21/2023,Abha,45190Abha,5252.1553,224.9776,144.2508,5.2684,93.2656,15.9153,569.2517,6.0795,9.1616,4.1575,0,77.7272,96.5507,9.9737,9.9934,9.6954,99.9245,99.3845,99.7158,0.0071,0.4564,10.241,22.1357,-110.4591,2.2166,1.8888,5.4848,0.1478,0.8134,100
