Region,Week,eNodeB Name,Sector id,DL_PRB_Utilization,DL PRB Utilization Range,Users,DL User Thrpt
South Region,WK46_2023,S6014-RGUF-HU-01-AHM,2,71.76,Utiliz>=70% and <80%,294.79,12.93
South Region,WK46_2023,S3326-RGUF-HU-HW-TRB,1,71.7,Utiliz>=70% and <80%,80.75,10.34
South Region,WK46_2023,S6074-RGUF-HU-01-GIZ,1,71.67,Utiliz>=70% and <80%,47.15,16.61
South Region,WK46_2023,S6367-RGUF-HU-01-YDM,2,71.62,Utiliz>=70% and <80%,168.2,10.61
South Region,WK46_2023,S4917-RGUL-HU-HW-KMS,1,71.6,Utiliz>=70% and <80%,210.21,9.77
South Region,WK46_2023,S1755-RGUL-HU-01-NJR,2,71.59,Utiliz>=70% and <80%,128.26,10.83
South Region,WK46_2023,S3135-RGUL-HU-01-MHL,0,71.57,Utiliz>=70% and <80%,117.8,14.38
South Region,WK46_2023,S4813-RALL-HU-01-AHB,1,71.51,Utiliz>=70% and <80%,322.69,11.15
South Region,WK46_2023,S1893-RULN-HU-01-KMS,2,71.4,Utiliz>=70% and <80%,161.99,6.67
South Region,WK46_2023,S6318-RGUL-HU-VP-NJR,1,71.39,Utiliz>=70% and <80%,131.99,11.03
South Region,WK46_2023,S6389-R4GF-HU-HW-SHW,1,71.37,Utiliz>=70% and <80%,37.18,6.77
South Region,WK46_2023,S6125-RGUL-HU-01-ABA,2,71.34,Utiliz>=70% and <80%,97.92,14.12
South Region,WK46_2023,S3119-RGFX-HU-01-BHH,2,71.3,Utiliz>=70% and <80%,14.53,7.94
South Region,WK46_2023,S6040-RUFX-HU-01-SUB,0,71.27,Utiliz>=70% and <80%,24.36,9.62
South Region,WK46_2023,S1542-RULX-HU-01-KMS,0,71.25,Utiliz>=70% and <80%,112.04,9.74
South Region,WK46_2023,S6192-RGUF-HU-01-AHM,2,71.24,Utiliz>=70% and <80%,50.29,13.11
South Region,WK46_2023,S1889-RGUL-HU-01-KMS,0,71.24,Utiliz>=70% and <80%,213.65,11.14
South Region,WK46_2023,S6084-RGUF-HU-01-FRS,0,71.23,Utiliz>=70% and <80%,132.05,20.45
South Region,WK46_2023,S6222-RALL-HU-01-GIZ,2,71.22,Utiliz>=70% and <80%,113.17,6.76
South Region,WK46_2023,S6123-RGUF-HU-01-DYR,0,71.22,Utiliz>=70% and <80%,97.06,11.35
South Region,WK46_2023,S6229-RALL-HU-01-SUB,1,71.14,Utiliz>=70% and <80%,166.98,6.63
South Region,WK46_2023,S4751-RGUF-HU-HW-SAB,1,71.1,Utiliz>=70% and <80%,73.23,7.61
South Region,WK46_2023,S1756-RULN-HU-01-NJR,2,71.08,Utiliz>=70% and <80%,138.64,7.45
South Region,WK46_2023,S1726-RGUF-HU-01-AHB,1,71.06,Utiliz>=70% and <80%,77.64,14.9
South Region,WK46_2023,S6134-R4GF-HU-01-GIZ,0,71,Utiliz>=70% and <80%,22.27,8.67
South Region,WK46_2023,S3300-RGUF-HU-01-AHR,2,70.93,Utiliz>=70% and <80%,67.43,14.38
South Region,WK46_2023,S6253-R4GF-HU-01-ABA,0,70.88,Utiliz>=70% and <80%,107.55,10.27
South Region,WK46_2023,S6162-RGUF-HU-01-DYR,0,70.87,Utiliz>=70% and <80%,19.34,7.75
South Region,WK46_2023,S4931-RUFX-HU-HW-RJA,2,70.78,Utiliz>=70% and <80%,83.55,27.13
South Region,WK46_2023,S1583-RGLX-HU-01-KMS_NEW,0,70.78,Utiliz>=70% and <80%,81.03,10.04
South Region,WK46_2023,S6063-RGUF-HU-VP-BSH,1,70.76,Utiliz>=70% and <80%,158.5,14.8
South Region,WK46_2023,S1832-RALL-HU-01-NJR,0,70.74,Utiliz>=70% and <80%,163.53,7.83
South Region,WK46_2023,S6156-RGUF-HU-01-ARD,1,70.64,Utiliz>=70% and <80%,102.69,13.19
South Region,WK46_2023,S1706-RULN-HU-HW-KMS,0,70.57,Utiliz>=70% and <80%,167.15,9.42
South Region,WK46_2023,S6120-RUFX-HU-01-DYR,2,70.56,Utiliz>=70% and <80%,53,29.14
South Region,WK46_2023,S6056-RALL-HU-01-SUB,2,70.55,Utiliz>=70% and <80%,175.27,14.73
South Region,WK46_2023,S6249-RGUL-HU-01-ABA,2,70.53,Utiliz>=70% and <80%,97.5,6.12
South Region,WK46_2023,S3347-RGUF-HU-01-TLT,1,70.5,Utiliz>=70% and <80%,136.04,23.33
South Region,WK46_2023,S6022-RALL-HU-VP-ABA,0,70.5,Utiliz>=70% and <80%,176.15,4.7
South Region,WK46_2023,S1533-RULN-HU-01-AHB,2,70.46,Utiliz>=70% and <80%,228.25,15.17
South Region,WK46_2023,S6262-RGUL-HU-01-ABA,0,70.44,Utiliz>=70% and <80%,101.63,8.2
South Region,WK46_2023,S1712-RUFX-HU-01-MHL,2,70.39,Utiliz>=70% and <80%,80.6,16.05
South Region,WK46_2023,S6052-RLNX-HU-HW-SUB,0,70.38,Utiliz>=70% and <80%,207.67,4.94
South Region,WK46_2023,S1754-RULX-HU-HW-BHH,1,70.3,Utiliz>=70% and <80%,128.82,7.14
South Region,WK46_2023,S1550-RGLX-HU-HW-NJR,2,70.29,Utiliz>=70% and <80%,113.78,15.38
South Region,WK46_2023,S6203-RGUF-HU-HW-DRB,1,70.18,Utiliz>=70% and <80%,44.83,14.19
South Region,WK46_2023,S1790-RULX-HU-01-SUB,0,70.06,Utiliz>=70% and <80%,100.7,11.93
South Region,WK46_2023,S6225-RGUL-HU-01-SUB,0,69.93,Utiliz>=50% and <70%,78,10.77
South Region,WK46_2023,S4900-RGUF-HU-01-DAJ,0,69.92,Utiliz>=50% and <70%,24.18,18.16
South Region,WK46_2023,S1805-RGUL-HU-01-ABA,0,69.89,Utiliz>=50% and <70%,115.13,18.27
South Region,WK46_2023,S6234-RGUL-HU-HW-SUB,1,69.84,Utiliz>=50% and <70%,116.77,8.08
South Region,WK46_2023,S6047-RGUF-HU-01-AHM,0,69.77,Utiliz>=50% and <70%,58.41,14.61
South Region,WK46_2023,S4849-RGUF-HU-HW-MJR,0,69.66,Utiliz>=50% and <70%,112.6,8.35
South Region,WK46_2023,S1668-RULX-HU-01-GIZ,2,69.63,Utiliz>=50% and <70%,104.43,11.45
South Region,WK46_2023,S4911-RGUL-HU-HW-KMS,0,69.61,Utiliz>=50% and <70%,194.09,10.7
South Region,WK46_2023,S1744-RULN-HU-01-NJR,2,69.58,Utiliz>=50% and <70%,90.99,8.47
South Region,WK46_2023,S6292-RGUL-HU-01-NJR,1,69.56,Utiliz>=50% and <70%,135.17,12.32
South Region,WK46_2023,S6107-RGUF-HU-01-EDB,0,69.54,Utiliz>=50% and <70%,60.83,18.73
South Region,WK46_2023,S6329-RGUL-HU-AP-NJR,1,69.54,Utiliz>=50% and <70%,118.1,14.65
South Region,WK46_2023,S1503-RULX-HU-01-AHB,2,69.52,Utiliz>=50% and <70%,103.36,13.76
South Region,WK46_2023,S6058-RGUL-HU-01-SUB,2,69.43,Utiliz>=50% and <70%,85.83,6.3
South Region,WK46_2023,S4949-RGUF-HU-01-DAJ,1,69.42,Utiliz>=50% and <70%,127.76,17.32
South Region,WK46_2023,S1756-RULN-HU-01-NJR,0,69.4,Utiliz>=50% and <70%,176.56,8.96
South Region,WK46_2023,S4750-RGUF-HU-HW-AHR,2,69.38,Utiliz>=50% and <70%,58.07,12.11
South Region,WK46_2023,S3024-RGUL-HU-01-MHL,2,69.24,Utiliz>=50% and <70%,249.61,6.26
South Region,WK46_2023,S6105-RGUF-HU-01-DRB,0,69.2,Utiliz>=50% and <70%,91.32,16.38
South Region,WK46_2023,S3016-RGUF-HU-01-BHH,1,69.18,Utiliz>=50% and <70%,97.41,16.48
South Region,WK46_2023,S6343-RGUF-HU-01-THR,0,69.16,Utiliz>=50% and <70%,119.57,14.25
South Region,WK46_2023,S3258-RGUF-HU-01-TNM,1,69.11,Utiliz>=50% and <70%,33.53,6.21
South Region,WK46_2023,S6243-RGUF-HU-01-SUB,2,69.1,Utiliz>=50% and <70%,88.46,13.5
South Region,WK46_2023,S1547-RUFX-HU-01-AHB,2,69.09,Utiliz>=50% and <70%,106.76,11.04
South Region,WK46_2023,S6266-RGUL-HU-01-ABA,1,69.08,Utiliz>=50% and <70%,120.23,7.23
South Region,WK46_2023,S4849-RGUF-HU-HW-MJR,2,69.01,Utiliz>=50% and <70%,100.67,18.62
South Region,WK46_2023,S6342-RALL-HU-01-NJR,2,68.95,Utiliz>=50% and <70%,78.4,7.56
South Region,WK46_2023,S1790-RULX-HU-01-SUB,1,68.93,Utiliz>=50% and <70%,99.92,12.24
South Region,WK46_2023,S1741-RGUF-HU-01-SUB,0,68.92,Utiliz>=50% and <70%,121.28,9.59
South Region,WK46_2023,S6070-RGUF-HU-01-DRB,2,68.9,Utiliz>=50% and <70%,68.52,7.79
South Region,WK46_2023,S1555-RULX-HU-01-AHB,0,68.79,Utiliz>=50% and <70%,99.3,5.33
South Region,WK46_2023,S6308-RALL-HU-01-NJR,2,68.76,Utiliz>=50% and <70%,146.78,7.23
South Region,WK46_2023,S6100-RUFX-HU-01-SUB,0,68.75,Utiliz>=50% and <70%,71.9,8.79
South Region,WK46_2023,S6095-RALL-HU-HW-GIZ,1,68.73,Utiliz>=50% and <70%,162.31,7.78
South Region,WK46_2023,S1902-RALL-HU-01-AHB,0,68.64,Utiliz>=50% and <70%,127.7,15.92
South Region,WK46_2023,S6363-RGUF-HU-01-THR,2,68.62,Utiliz>=50% and <70%,129.61,23.21
South Region,WK46_2023,S6015-RLNX-HU-01-AHM,1,68.5,Utiliz>=50% and <70%,100.57,8.97
South Region,WK46_2023,S4716-RGUL-HU-HW-KMS,2,68.45,Utiliz>=50% and <70%,188.62,14.13
South Region,WK46_2023,S3270-RGUF-HU-01-KMS,1,68.39,Utiliz>=50% and <70%,105.56,7.71
South Region,WK46_2023,S3272-RUFX-HU-01-AHB,2,68.39,Utiliz>=50% and <70%,31.41,11.89
South Region,WK46_2023,S6267-RUFX-HU-HW-ABA,2,68.37,Utiliz>=50% and <70%,11.94,7.29
South Region,WK46_2023,S4706-RGUL-HU-HW-KMS,2,68.35,Utiliz>=50% and <70%,126.96,8.45
South Region,WK46_2023,S6187-RGUL-HU-01-NJR,2,68.34,Utiliz>=50% and <70%,115.67,8.7
South Region,WK46_2023,S1604-RGLX-HU-01-KMS,0,68.31,Utiliz>=50% and <70%,130.03,7.09
South Region,WK46_2023,S6391-RGUL-HU-HW-SUB,2,68.24,Utiliz>=50% and <70%,167.27,9.76
South Region,WK46_2023,S6110-R4GF-HU-01-DYR,2,68.24,Utiliz>=50% and <70%,47.12,4.62
South Region,WK46_2023,S6356-RGUF-HU-01-NJR,0,68.23,Utiliz>=50% and <70%,115.88,14.08
South Region,WK46_2023,S3212-RGUF-HU-01-BHH,2,68.21,Utiliz>=50% and <70%,34.3,12.12
South Region,WK46_2023,S3415-RGUF-HU-01-AHM,0,68.17,Utiliz>=50% and <70%,48.19,6.06
South Region,WK46_2023,S1880-RULX-HU-01-AHB,2,68.16,Utiliz>=50% and <70%,102.68,10.15
South Region,WK46_2023,S1665-RULN-HU-HW-GIZ,0,68.14,Utiliz>=50% and <70%,137.34,11.29
South Region,WK46_2023,S6276-RALL-HU-01-ABA,1,68.11,Utiliz>=50% and <70%,100.94,10.17
South Region,WK46_2023,S3064-RGUF-HU-HW-KMS,0,68.07,Utiliz>=50% and <70%,95.25,23.62
South Region,WK46_2023,S6292-RGUL-HU-01-NJR,2,68.06,Utiliz>=50% and <70%,214.89,9.49
South Region,WK46_2023,S6255-RALL-HU-01-ABA,2,68.05,Utiliz>=50% and <70%,128.94,8.25
South Region,WK46_2023,S3136-RALL-HU-01-KMS,0,68.01,Utiliz>=50% and <70%,148.73,8.06
South Region,WK46_2023,S1874-RGUF-HU-01-KMS,2,68.01,Utiliz>=50% and <70%,76.79,12.9
South Region,WK46_2023,S6014-RGUF-HU-01-AHM,1,67.99,Utiliz>=50% and <70%,269.09,17.66
South Region,WK46_2023,S3235-RGUF-HU-01-BHH,2,67.99,Utiliz>=50% and <70%,24.22,12.32
South Region,WK46_2023,S1733-RULX-HU-01-AHB,0,67.98,Utiliz>=50% and <70%,134.98,13.44
South Region,WK46_2023,S4986-RGUF-HU-01-MJR,0,67.97,Utiliz>=50% and <70%,101.53,7.6
South Region,WK46_2023,S4902-RUFX-HU-HW-BHH,1,67.95,Utiliz>=50% and <70%,71.83,11.35
South Region,WK46_2023,S1861-RULX-HU-01-AHB,2,67.95,Utiliz>=50% and <70%,101.57,17.13
South Region,WK46_2023,S1695-RGUL-HU-HW-SHW,2,67.93,Utiliz>=50% and <70%,86.04,17.74
South Region,WK46_2023,S1895-RUFX-HU-HW-SAB,2,67.92,Utiliz>=50% and <70%,115.02,18.2
South Region,WK46_2023,S3136-RALL-HU-01-KMS,1,67.87,Utiliz>=50% and <70%,251.95,8.43
South Region,WK46_2023,S3073-R4GF-HU-HW-BHH,1,67.87,Utiliz>=50% and <70%,32.38,8.61
South Region,WK46_2023,S1992-RGUL-HU-01-KMS,0,67.82,Utiliz>=50% and <70%,76.37,11.07
South Region,WK46_2023,S4704-RGUL-HU-01-KMS,0,67.8,Utiliz>=50% and <70%,115.65,4.57
South Region,WK46_2023,S6313-RGUL-HU-01-NJR,0,67.79,Utiliz>=50% and <70%,137.05,11.74
South Region,WK46_2023,S1880-RULX-HU-01-AHB,0,67.75,Utiliz>=50% and <70%,78.57,7.39
South Region,WK46_2023,S6371-RGUF-HU-HW-NJR,2,67.75,Utiliz>=50% and <70%,61.6,2.5
South Region,WK46_2023,S6321-RGUF-HU-HW-NJR,1,67.71,Utiliz>=50% and <70%,25.52,6.18
South Region,WK46_2023,S3034-RUFX-HU-HW-RJA,1,67.69,Utiliz>=50% and <70%,54.4,9.37
South Region,WK46_2023,S6176-RGUF-HU-01-SUB,1,67.63,Utiliz>=50% and <70%,110.77,8.79
South Region,WK46_2023,S4708-RALL-HU-01-KMS,1,67.58,Utiliz>=50% and <70%,447.76,8.58
South Region,WK46_2023,S3024-RGUL-HU-01-MHL,1,67.58,Utiliz>=50% and <70%,77.16,7.48
South Region,WK46_2023,S4728-RALL-HU-01-KMS,2,67.57,Utiliz>=50% and <70%,217.57,10.68
South Region,WK46_2023,S6022-RALL-HU-VP-ABA,1,67.49,Utiliz>=50% and <70%,152.65,6.08
South Region,WK46_2023,S6179-RGUL-HU-01-SHW,2,67.49,Utiliz>=50% and <70%,104.87,20.97
South Region,WK46_2023,S4988-RGUF-HU-HW-MJR,0,67.47,Utiliz>=50% and <70%,90.51,14.98
South Region,WK46_2023,S1991-RGUL-HU-HW-KMS,0,67.38,Utiliz>=50% and <70%,90.59,12.05
South Region,WK46_2023,S6240-RALL-HU-01-GIZ,2,67.36,Utiliz>=50% and <70%,234.05,7.31
South Region,WK46_2023,S1823-RGLX-HU-01-MHL,2,67.32,Utiliz>=50% and <70%,91.76,8.78
South Region,WK46_2023,S6324-RGUF-HU-HW-NJR,1,67.3,Utiliz>=50% and <70%,9.3,8.9
South Region,WK46_2023,S3167-RGUL-HU-HW-MHL,2,67.29,Utiliz>=50% and <70%,129.08,9.14
South Region,WK46_2023,S1846-RGFX-HU-01-NJR,1,67.27,Utiliz>=50% and <70%,74.97,12.59
South Region,WK46_2023,S6027-RALL-HU-01-ABA,0,67.26,Utiliz>=50% and <70%,154.85,9.95
South Region,WK46_2023,S1676-RALL-HU-HW-MHL,0,67.25,Utiliz>=50% and <70%,157.5,6.69
South Region,WK46_2023,S6259-RALL-HU-01-ABA,2,67.25,Utiliz>=50% and <70%,100.41,15.34
South Region,WK46_2023,S6027-RALL-HU-01-ABA,1,67.23,Utiliz>=50% and <70%,125.16,11.23
South Region,WK46_2023,S6128-RALL-HU-01-ABA,0,67.15,Utiliz>=50% and <70%,89.37,11.11
South Region,WK46_2023,S4980-RGUL-HU-01-AHB,1,67.12,Utiliz>=50% and <70%,107.21,14.89
South Region,WK46_2023,S4722-RGUL-HU-HW-AHR,1,67.1,Utiliz>=50% and <70%,98.8,10.95
South Region,WK46_2023,S6023-RLNX-HU-VP-ABA,2,67.09,Utiliz>=50% and <70%,113.67,10.3
South Region,WK46_2023,S1874-RGUF-HU-01-KMS,1,67.06,Utiliz>=50% and <70%,69.73,11.16
South Region,WK46_2023,S4907-RGUF-HU-HW-MJR,1,67.01,Utiliz>=50% and <70%,94.27,5.43
South Region,WK46_2023,S6289-RALL-HU-01-NJR,1,66.97,Utiliz>=50% and <70%,171.92,3.89
South Region,WK46_2023,S6061-RGUF-HU-HW-SUB,1,66.92,Utiliz>=50% and <70%,132.27,16.86
South Region,WK46_2023,S3277-RALL-HU-01-KMS,2,66.9,Utiliz>=50% and <70%,139.83,13.09
South Region,WK46_2023,S4718-RALL-HU-01-AHR,0,66.86,Utiliz>=50% and <70%,171.08,6.07
South Region,WK46_2023,S6134-R4GF-HU-01-GIZ,2,66.84,Utiliz>=50% and <70%,19.33,13.37
South Region,WK46_2023,S1692-RULX-HU-01-GIZ,0,66.81,Utiliz>=50% and <70%,94.76,17.99
South Region,WK46_2023,S3121-RALL-HU-01-KMS,2,66.75,Utiliz>=50% and <70%,81.71,20.99
South Region,WK46_2023,S6357-RGUL-HU-01-NJR,1,66.63,Utiliz>=50% and <70%,84.34,10.05
South Region,WK46_2023,S1555-RULX-HU-01-AHB,1,66.62,Utiliz>=50% and <70%,98.58,9.09
South Region,WK46_2023,S6171-R4GF-HU-01-SAM,0,66.56,Utiliz>=50% and <70%,14.9,7.39
South Region,WK46_2023,S1669-RGLX-HU-01-KMS,0,66.56,Utiliz>=50% and <70%,91,5.01
South Region,WK46_2023,S6304-RGUL-HU-01-NJR,0,66.52,Utiliz>=50% and <70%,136.14,14.14
South Region,WK46_2023,S3264-RGUL-HU-01-MHL,1,66.36,Utiliz>=50% and <70%,94.19,11.15
South Region,WK46_2023,S4744-RGUF-HU-01-SAB,2,66.33,Utiliz>=50% and <70%,11.16,9.75
South Region,WK46_2023,S4716-RGUL-HU-HW-KMS,0,66.31,Utiliz>=50% and <70%,95.04,7.08
South Region,WK46_2023,S1886-RALL-HU-01-KMS,1,66.31,Utiliz>=50% and <70%,207.59,8.4
South Region,WK46_2023,S1711-RULX-HU-01-KMS,1,66.22,Utiliz>=50% and <70%,209.87,9.14
South Region,WK46_2023,S6225-RGUL-HU-01-SUB,2,66.18,Utiliz>=50% and <70%,98.29,12.86
South Region,WK46_2023,S6209-RGUL-HU-01-SUB,0,66.17,Utiliz>=50% and <70%,149.07,13.42
South Region,WK46_2023,S6159-RALL-HU-01-ABA,2,66.1,Utiliz>=50% and <70%,79.73,5.66
South Region,WK46_2023,S1675-RGUL-HU-01-ABA,2,66.08,Utiliz>=50% and <70%,116.06,6.73
South Region,WK46_2023,S1529-RGLX-HU-HW-GIZ,2,66.07,Utiliz>=50% and <70%,115.83,5.16
South Region,WK46_2023,S6368-RGUF-HU-01-HBN,1,66.06,Utiliz>=50% and <70%,106.87,12.59
South Region,WK46_2023,S6277-RGUL-HU-01-ABA,0,66.03,Utiliz>=50% and <70%,81.29,11.13
South Region,WK46_2023,S1674-RGUF-HU-01-GIZ,1,66,Utiliz>=50% and <70%,134.74,13.93
South Region,WK46_2023,S1521-RULX-HU-01-SUB,1,65.99,Utiliz>=50% and <70%,86.73,9.03
South Region,WK46_2023,S3352-RGUL-HU-01-BHH,0,65.97,Utiliz>=50% and <70%,61.76,13.16
South Region,WK46_2023,S4846-RGUF-HU-HW-DAJ,0,65.92,Utiliz>=50% and <70%,85.07,14.93
South Region,WK46_2023,S3428-R4GF-HU-01-HBN,0,65.85,Utiliz>=50% and <70%,60.89,26.27
South Region,WK46_2023,S6204-RGUL-HU-01-SUB,0,65.85,Utiliz>=50% and <70%,94.43,8.92
South Region,WK46_2023,S6186-RALL-HU-01-NJR,1,65.8,Utiliz>=50% and <70%,156.76,14.76
South Region,WK46_2023,S6103-R4GF-HU-01-AHM,2,65.79,Utiliz>=50% and <70%,22.09,6.12
South Region,WK46_2023,S6251-R4GF-HU-01-ABA,2,65.78,Utiliz>=50% and <70%,70.21,12.76
South Region,WK46_2023,S6175-RGUF-HU-01-DMD,1,65.76,Utiliz>=50% and <70%,34.61,4.54
South Region,WK46_2023,S6344-RGUL-HU-HW-NJR,2,65.76,Utiliz>=50% and <70%,203.2,17.21
South Region,WK46_2023,S3334-RGUL-HU-01-KMS,2,65.75,Utiliz>=50% and <70%,104.66,7.6
South Region,WK46_2023,S1548-RULX-HU-01-MHL,1,65.73,Utiliz>=50% and <70%,124.11,10.84
South Region,WK46_2023,S1676-RALL-HU-HW-MHL,1,65.7,Utiliz>=50% and <70%,138.57,5.21
South Region,WK46_2023,S6338-RALL-HU-01-NJR,0,65.55,Utiliz>=50% and <70%,113.39,4.12
South Region,WK46_2023,S6208-RGUL-HU-01-NJR,2,65.53,Utiliz>=50% and <70%,103.2,8.78
South Region,WK46_2023,S1721-RGUF-HU-01-SAM,2,65.51,Utiliz>=50% and <70%,92.08,7.31
South Region,WK46_2023,S6055-RGUL-HU-01-SUB,1,65.49,Utiliz>=50% and <70%,81.53,8.39
South Region,WK46_2023,S1697-RULX-HU-HW-KMS,1,65.47,Utiliz>=50% and <70%,95.76,16.94
South Region,WK46_2023,S3415-RGUF-HU-01-AHM,2,65.46,Utiliz>=50% and <70%,52.66,15.05
South Region,WK46_2023,S6069-RGUF-HU-01-AHM,1,65.34,Utiliz>=50% and <70%,85.97,12.73
South Region,WK46_2023,S4732-RALL-HU-HW-KMS,0,65.32,Utiliz>=50% and <70%,165.21,19.29
South Region,WK46_2023,S4835-RALL-HU-01-AHB,1,65.32,Utiliz>=50% and <70%,149.3,8.76
South Region,WK46_2023,S1512-RULN-HU-01-AHB,2,65.3,Utiliz>=50% and <70%,73.45,12.81
South Region,WK46_2023,S6294-RGUL-HU-01-GIZ,1,65.28,Utiliz>=50% and <70%,146.99,5.8
South Region,WK46_2023,S4918-RGUL-HU-01-MJR,1,65.27,Utiliz>=50% and <70%,93.69,13.84
South Region,WK46_2023,S1866-RULX-HU-01-AHB,0,65.22,Utiliz>=50% and <70%,121.35,10.45
South Region,WK46_2023,S3288-RGFX-HU-HW-AHB,2,65.19,Utiliz>=50% and <70%,56.61,8.19
South Region,WK46_2023,S6059-RGUF-HU-01-SUB,2,65.13,Utiliz>=50% and <70%,144.54,14.46
South Region,WK46_2023,S6328-RGUL-HU-VP-NJR,1,65.11,Utiliz>=50% and <70%,142.83,9.55
South Region,WK46_2023,S1743-RGUF-HU-01-TNM,0,65.07,Utiliz>=50% and <70%,87.13,15.24
South Region,WK46_2023,S1668-RULX-HU-01-GIZ,1,65.07,Utiliz>=50% and <70%,97.92,6.39
South Region,WK46_2023,S1777-RGUL-HU-01-SHW,1,65.05,Utiliz>=50% and <70%,101.61,21.02
South Region,WK46_2023,S6027-RALL-HU-01-ABA,2,65.03,Utiliz>=50% and <70%,107.4,11.2
South Region,WK46_2023,S1899-RULX-HU-01-BHH,1,65.01,Utiliz>=50% and <70%,81.8,17.27
South Region,WK46_2023,S4971-RALL-HU-HW-AHB,1,64.93,Utiliz>=50% and <70%,157.6,5.72
South Region,WK46_2023,S4713-RGUL-HU-HW-KMS,1,64.91,Utiliz>=50% and <70%,162.94,4.51
South Region,WK46_2023,S4815-RALL-HU-HW-AHB,0,64.9,Utiliz>=50% and <70%,220.85,16.07
South Region,WK46_2023,S1832-RALL-HU-01-NJR,2,64.9,Utiliz>=50% and <70%,74.16,9.02
South Region,WK46_2023,S3085-RGUF-HU-01-ARD,1,64.88,Utiliz>=50% and <70%,42.12,20.29
South Region,WK46_2023,S1933-RALL-HU-01-KMS,0,64.82,Utiliz>=50% and <70%,119.23,8.92
South Region,WK46_2023,S3246-RGUF-HU-HW-NMS,0,64.76,Utiliz>=50% and <70%,11.92,14.08
South Region,WK46_2023,S1665-RULN-HU-HW-GIZ,1,64.76,Utiliz>=50% and <70%,121.12,9.71
South Region,WK46_2023,S1542-RULX-HU-01-KMS,2,64.76,Utiliz>=50% and <70%,85.37,14.4
South Region,WK46_2023,S4989-RGUF-HU-HW-MJR,0,64.75,Utiliz>=50% and <70%,29.62,9.44
South Region,WK46_2023,S6021-RGUL-HU-VP-ABA,2,64.66,Utiliz>=50% and <70%,129.95,13.67
South Region,WK46_2023,S6272-R4GF-HU-01-ABA,2,64.66,Utiliz>=50% and <70%,43.72,15.35
South Region,WK46_2023,S1894-RUFX-HU-HW-SAB,0,64.65,Utiliz>=50% and <70%,59.48,12.15
South Region,WK46_2023,S6213-RGUF-HU-01-SUB,1,64.58,Utiliz>=50% and <70%,154.57,9.47
South Region,WK46_2023,S6296-RGUL-HU-01-GIZ,0,64.56,Utiliz>=50% and <70%,125.72,11.03
South Region,WK46_2023,S3061-RUFX-HU-HW-RJA,0,64.55,Utiliz>=50% and <70%,46.38,12.38
South Region,WK46_2023,S6106-RGUF-HU-01-DRB,0,64.51,Utiliz>=50% and <70%,135.55,8.79
South Region,WK46_2023,S1908-RGUL-HU-01-KMS,1,64.49,Utiliz>=50% and <70%,135.17,15.38
South Region,WK46_2023,S4973-RGUF-HU-HW-AHR,0,64.48,Utiliz>=50% and <70%,65.54,6.66
South Region,WK46_2023,S6262-RGUL-HU-01-ABA,1,64.3,Utiliz>=50% and <70%,112.16,11.65
South Region,WK46_2023,S6211-RGUF-HU-01-AHM,1,64.29,Utiliz>=50% and <70%,75.38,13.37
South Region,WK46_2023,S6117-RGUL-HU-01-SUB,1,64.25,Utiliz>=50% and <70%,100.16,9.86
South Region,WK46_2023,S1653-RGUF-HU-01-KMS,2,64.23,Utiliz>=50% and <70%,40.9,9.7
South Region,WK46_2023,S4729-RALL-HU-01-KMS,1,64.21,Utiliz>=50% and <70%,130.63,7.73
South Region,WK46_2023,S3272-RUFX-HU-01-AHB,1,64.2,Utiliz>=50% and <70%,19.05,14.77
South Region,WK46_2023,S6152-RGUF-HU-01-SUB,1,64.2,Utiliz>=50% and <70%,125.5,2.59
South Region,WK46_2023,S6350-RGUL-HU-01-NJR,0,64.19,Utiliz>=50% and <70%,124.7,18.29
South Region,WK46_2023,S1530-RULX-HU-01-KMS,1,64.17,Utiliz>=50% and <70%,66.39,11.55
South Region,WK46_2023,S1805-RGUL-HU-01-ABA,1,64.16,Utiliz>=50% and <70%,91.22,6.23
South Region,WK46_2023,S4701-RALL-HU-01-KMS,1,64.13,Utiliz>=50% and <70%,146.89,11.19
South Region,WK46_2023,S1770-RULN-HU-01-GIZ,0,64.12,Utiliz>=50% and <70%,84.95,8.28
South Region,WK46_2023,S4724-RGUL-HU-01-AHR,0,64.09,Utiliz>=50% and <70%,159.4,17.17
South Region,WK46_2023,S1834-RGUF-HU-01-SAM,0,64.04,Utiliz>=50% and <70%,115.43,15.44
South Region,WK46_2023,S1642-RGLX-HU-01-DAJ,1,64.04,Utiliz>=50% and <70%,34.33,4.68
South Region,WK46_2023,S4839-RGUF-HU-01-BHH,1,64.04,Utiliz>=50% and <70%,34.96,13.56
South Region,WK46_2023,S1591-RGLX-HU-01-AHB,2,64.04,Utiliz>=50% and <70%,53.96,42.31
South Region,WK46_2023,S1523-RGUL-HU-01-GIZ,0,64.02,Utiliz>=50% and <70%,67.12,35.62
South Region,WK46_2023,S6030-RGUF-HU-HW-DMD,1,64,Utiliz>=50% and <70%,70.66,6.73
South Region,WK46_2023,S6187-RGUL-HU-01-NJR,0,63.99,Utiliz>=50% and <70%,82.52,10.4
South Region,WK46_2023,S6226-RGUL-HU-HW-ABA,1,63.98,Utiliz>=50% and <70%,219.17,7.63
South Region,WK46_2023,S6103-R4GF-HU-01-AHM,0,63.94,Utiliz>=50% and <70%,33.43,10.66
