Region,Week,eNodeB Name,Sector id,DL_PRB_Utilization,DL PRB Utilization Range,Users,DL User Thrpt
South Region,WK46_2023,S6132-RGUF-HU-01-DRB,1,24.83,Utiliz < 30%,31.03,29.01
South Region,WK46_2023,S1821-RGUL-HU-01-BHH,1,24.82,Utiliz < 30%,72.38,36.23
South Region,WK46_2023,S4825-RGUL-HU-01-AHB,2,24.82,Utiliz < 30%,47.13,37.02
South Region,WK46_2023,S6396-R4GF-HU-01-SHW,0,24.78,Utiliz < 30%,9.48,20.5
South Region,WK46_2023,S3066-RUFX-HU-HW-KMS,0,24.76,Utiliz < 30%,16.43,31.88
South Region,WK46_2023,S6179-RGUL-HU-01-SHW,0,24.75,Utiliz < 30%,35.25,37.09
South Region,WK46_2023,S3116-RGUL-HU-01-KMS,0,24.74,Utiliz < 30%,33.04,128.03
South Region,WK46_2023,S6336-RGUF-HU-VP-HBN,2,24.71,Utiliz < 30%,44.61,38.09
South Region,WK46_2023,S6395-R4GF-HU-01-SHW,0,24.67,Utiliz < 30%,4.21,18.27
South Region,WK46_2023,S3256-RGUF-HU-HW-TNM,1,24.67,Utiliz < 30%,14.62,22.12
South Region,WK46_2023,S4912-RGUF-HU-01-NMS,1,24.66,Utiliz < 30%,22,32.56
South Region,WK46_2023,S4765-RGUF-HU-HW-KMS,1,24.65,Utiliz < 30%,20.52,33.41
South Region,WK46_2023,S3083-RGUF-HU-HW-MJR,0,24.64,Utiliz < 30%,23.53,36.71
South Region,WK46_2023,S4821-RALL-HU-01-AHB,0,24.62,Utiliz < 30%,87.39,24.85
South Region,WK46_2023,S4852-RGUL-HU-01-BHH,0,24.62,Utiliz < 30%,54.9,30.15
South Region,WK46_2023,S6261-RGUL-HU-01-ABA,2,24.62,Utiliz < 30%,66.08,38.63
South Region,WK46_2023,S1623-RGUF-HU-01-DRB,0,24.61,Utiliz < 30%,7.3,10.03
South Region,WK46_2023,S1976-RGUL-HU-01-AHB,2,24.6,Utiliz < 30%,29.7,24.72
South Region,WK46_2023,S3294-RGUL-HU-01-AHB,2,24.59,Utiliz < 30%,39.52,23.03
South Region,WK46_2023,S6310-RGUL-HU-01-NJR,2,24.59,Utiliz < 30%,54.96,24.36
South Region,WK46_2023,S4855-RGUL-HU-01-BHH,2,24.58,Utiliz < 30%,60.08,30.61
South Region,WK46_2023,S6267-RUFX-HU-HW-ABA,0,24.57,Utiliz < 30%,39.58,26.63
South Region,WK46_2023,S1501-RULN-HU-01-AHB,1,24.55,Utiliz < 30%,51.86,16.86
South Region,WK46_2023,S1584-RGFX-HU-HW-SAB,1,24.55,Utiliz < 30%,33.2,13.44
South Region,WK46_2023,S1569-RGLX-HU-01-DAJ,2,24.52,Utiliz < 30%,33.21,24.8
South Region,WK46_2023,S6155-R4GF-HU-01-DAJ,0,24.48,Utiliz < 30%,16.53,38.16
South Region,WK46_2023,S3239-RGUL-HU-01-BHH,0,24.33,Utiliz < 30%,42.84,22.34
South Region,WK46_2023,S1740-RGUF-HU-01-KMS,2,24.31,Utiliz < 30%,37.05,27.48
South Region,WK46_2023,S6019-RGUL-HU-01-ABA,1,24.3,Utiliz < 30%,74.81,17.13
South Region,WK46_2023,S6303-RLNX-HU-01-NJR,1,24.25,Utiliz < 30%,81.59,25.11
South Region,WK46_2023,S6143-RGUF-HU-01-SUB,2,24.25,Utiliz < 30%,37.76,22.58
South Region,WK46_2023,S3341-RGUL-HU-01-AHB,0,24.24,Utiliz < 30%,45.92,22.07
South Region,WK46_2023,S1974-RGUL-HU-01-AHB,2,24.24,Utiliz < 30%,116.21,47.99
South Region,WK46_2023,S3280-RGUF-HU-01-MHL,1,24.21,Utiliz < 30%,12.32,33.5
South Region,WK46_2023,S3132-RALL-HU-01-AHB,1,24.19,Utiliz < 30%,42.9,37.97
South Region,WK46_2023,S1820-RGUL-HU-01-BHH,2,24.18,Utiliz < 30%,41.5,36.23
South Region,WK46_2023,S1897-RGUL-HU-01-BHH,0,24.16,Utiliz < 30%,53.06,29.84
South Region,WK46_2023,S6352-RGUF-HU-01-BDJ,0,24.16,Utiliz < 30%,11.13,45.07
South Region,WK46_2023,S3343-RGUL-HU-01-AHB,2,24.16,Utiliz < 30%,29.67,30.85
South Region,WK46_2023,S3129-RUFX-HU-HW-NMS,1,24.15,Utiliz < 30%,8.42,20.45
South Region,WK46_2023,S3269-R4GF-HU-01-AHB,0,24.12,Utiliz < 30%,6.06,16.97
South Region,WK46_2023,S1901-RGUL-HU-01-AHB,2,24.12,Utiliz < 30%,46.1,34.43
South Region,WK46_2023,S3127-RGUL-HU-01-AHB,1,24.11,Utiliz < 30%,61.47,39.4
South Region,WK46_2023,S1820-RGUL-HU-01-BHH,1,24.08,Utiliz < 30%,51.9,33.9
South Region,WK46_2023,S3127-RGUL-HU-01-AHB,2,24.07,Utiliz < 30%,59.08,37.67
South Region,WK46_2023,S6285-RGUL-HU-01-GIZ,2,24.05,Utiliz < 30%,33.29,9.58
South Region,WK46_2023,S4940-R4GF-HU-HW-KMS,0,24.04,Utiliz < 30%,14.19,23.09
South Region,WK46_2023,S1819-RGUL-HU-01-BHH,1,23.97,Utiliz < 30%,53.72,41.02
South Region,WK46_2023,S3104-RGUF-HU-01-SAB,0,23.96,Utiliz < 30%,18.78,35.92
South Region,WK46_2023,S6002-RGUL-HU-VP-GIZ,1,23.96,Utiliz < 30%,57.44,31.06
South Region,WK46_2023,S1517-RULX-HU-01-BHH,1,23.95,Utiliz < 30%,51.37,25.71
South Region,WK46_2023,S4810-RALL-HU-01-AHB,1,23.86,Utiliz < 30%,72.46,21.65
South Region,WK46_2023,S1593-RULX-HU-01-AHB,0,23.85,Utiliz < 30%,37.15,25.53
South Region,WK46_2023,S1518-RULX-HU-01-BHH,2,23.83,Utiliz < 30%,22.55,30.23
South Region,WK46_2023,S1943-R4GF-HU-01-BHH,0,23.82,Utiliz < 30%,18.19,22.14
South Region,WK46_2023,S1588-RGLX-HU-01-GIZ,0,23.81,Utiliz < 30%,49.83,30.81
South Region,WK46_2023,S4814-RGUL-HU-01-AHB,0,23.8,Utiliz < 30%,31.75,23.81
South Region,WK46_2023,S1612-RGUL-HU-01-KMS,1,23.77,Utiliz < 30%,48.65,23.28
South Region,WK46_2023,S1796-RGUL-HU-01-AHB,2,23.77,Utiliz < 30%,46.46,24.49
South Region,WK46_2023,S1752-RGUL-HU-01-BHH,1,23.76,Utiliz < 30%,35.26,36.6
South Region,WK46_2023,S4727-RGUL-HU-01-KMS,0,23.74,Utiliz < 30%,43.41,34.34
South Region,WK46_2023,S6364-R4GF-HU-01-THR,0,23.74,Utiliz < 30%,6.25,26.53
South Region,WK46_2023,S6205-RALL-HU-01-GIZ,1,23.74,Utiliz < 30%,47.04,25.99
South Region,WK46_2023,S4745-RGUF-HU-01-SAB,2,23.71,Utiliz < 30%,37.26,30.68
South Region,WK46_2023,S6370-R4GF-HU-01-THR,1,23.7,Utiliz < 30%,6.81,17.81
South Region,WK46_2023,S6273-RALL-HU-01-ABA,1,23.7,Utiliz < 30%,29.01,16.92
South Region,WK46_2023,S1851-RGUF-HU-01-DRB,2,23.66,Utiliz < 30%,48.17,41.47
South Region,WK46_2023,S6357-RGUL-HU-01-NJR,2,23.65,Utiliz < 30%,45.84,16.19
South Region,WK46_2023,S1974-RGUL-HU-01-AHB,0,23.62,Utiliz < 30%,71.88,47.16
South Region,WK46_2023,S1935-RGUL-HU-HW-KMS,1,23.61,Utiliz < 30%,58.18,38.79
South Region,WK46_2023,S6003-RGUL-HU-01-GIZ,2,23.6,Utiliz < 30%,42.59,29.18
South Region,WK46_2023,S1631-RGUF-HU-01-AHM,1,23.46,Utiliz < 30%,31.59,18.52
South Region,WK46_2023,S1677-RALL-HU-01-NJR,2,23.44,Utiliz < 30%,50.29,18.39
South Region,WK46_2023,S3311-RGUF-HU-01-SAB,2,23.38,Utiliz < 30%,26.25,34.17
South Region,WK46_2023,S1752-RGUL-HU-01-BHH,0,23.35,Utiliz < 30%,57.27,30.35
South Region,WK46_2023,S1573-RGLX-HU-01-ABA,2,23.34,Utiliz < 30%,42.27,24.19
South Region,WK46_2023,S1978-RALL-HU-HW-AHB,0,23.31,Utiliz < 30%,82.26,22.45
South Region,WK46_2023,S1931-RGUL-HU-01-KMS,1,23.2,Utiliz < 30%,23.23,26.15
South Region,WK46_2023,S1775-RULX-HU-01-AHB,0,23.12,Utiliz < 30%,40.76,16.49
South Region,WK46_2023,S6386-RGFX-HU-HW-SHW,2,23.12,Utiliz < 30%,82.8,27.78
South Region,WK46_2023,S6279-RGUL-HU-01-ABA,2,23.1,Utiliz < 30%,42.74,35.07
South Region,WK46_2023,S4855-RGUL-HU-01-BHH,0,23.07,Utiliz < 30%,42.98,24.74
South Region,WK46_2023,S3323-RGUF-HU-01-AHB,1,23.07,Utiliz < 30%,11.16,29.87
South Region,WK46_2023,S6093-RGUL-HU-01-GIZ,0,23.03,Utiliz < 30%,30.73,31.53
South Region,WK46_2023,S1565-RULX-HU-01-AHB,2,23.03,Utiliz < 30%,33.17,19.8
South Region,WK46_2023,S4982-RGUL-HU-HW-AHB,0,23,Utiliz < 30%,24.1,21.13
South Region,WK46_2023,S3097-RGUL-HU-AP-KMS,0,22.96,Utiliz < 30%,41.99,48.26
South Region,WK46_2023,S1896-RULX-HU-01-KMS,2,22.96,Utiliz < 30%,54.54,50.54
South Region,WK46_2023,S3345-RGUL-HU-AP-BHH,1,22.95,Utiliz < 30%,59.35,44.52
South Region,WK46_2023,S4743-RGUF-HU-01-AHR,1,22.95,Utiliz < 30%,46.35,37.15
South Region,WK46_2023,S3142-R4GF-HU-01-BGN,1,22.94,Utiliz < 30%,9.25,22.15
South Region,WK46_2023,S1529-RGLX-HU-HW-GIZ,1,22.94,Utiliz < 30%,22.37,12.5
South Region,WK46_2023,S4836-RALL-HU-01-AHB,0,22.9,Utiliz < 30%,32.85,19.85
South Region,WK46_2023,S6173-R4GF-HU-01-BDJ,1,22.89,Utiliz < 30%,7.26,17.69
South Region,WK46_2023,S1572-RGLX-HU-01-AHB,2,22.82,Utiliz < 30%,16.51,19.04
South Region,WK46_2023,S1991-RGUL-HU-HW-KMS,1,22.8,Utiliz < 30%,72.15,37.73
South Region,WK46_2023,S3100-RGUL-HU-HW-AHB,2,22.8,Utiliz < 30%,44.86,30.52
South Region,WK46_2023,S1689-RGUF-HU-01-DAJ,2,22.79,Utiliz < 30%,11.59,22.99
South Region,WK46_2023,S4806-RGUL-HU-HW-AHB,2,22.79,Utiliz < 30%,60.06,37.53
South Region,WK46_2023,S6343-RGUF-HU-01-THR,1,22.74,Utiliz < 30%,50.07,35.35
South Region,WK46_2023,S3016-RGUF-HU-01-BHH,0,22.72,Utiliz < 30%,32.46,31.34
South Region,WK46_2023,S6301-RGUL-HU-VP-NJR,1,22.71,Utiliz < 30%,57.71,34.55
South Region,WK46_2023,S3054-RGUF-HU-HW-AHB,1,22.68,Utiliz < 30%,21.3,29.35
South Region,WK46_2023,S3308-RGUF-HU-01-SAB,2,22.68,Utiliz < 30%,13.17,15.32
South Region,WK46_2023,S6286-RGUL-HU-01-GIZ,0,22.61,Utiliz < 30%,47,20.67
South Region,WK46_2023,S1865-RULN-HU-01-AHB,1,22.61,Utiliz < 30%,34.31,18.81
South Region,WK46_2023,S4747-RALL-HU-01-KMS,0,22.58,Utiliz < 30%,54,21.34
South Region,WK46_2023,S3276-RGUF-HU-01-KMS,1,22.53,Utiliz < 30%,31.02,31.36
South Region,WK46_2023,S1901-RGUL-HU-01-AHB,1,22.5,Utiliz < 30%,44.6,35.01
South Region,WK46_2023,S1828-RGUF-HU-IB-GIZ,0,22.49,Utiliz < 30%,9.95,3.37
South Region,WK46_2023,S3330-RGUL-HU-AP-KMS,0,22.47,Utiliz < 30%,35.85,26.14
South Region,WK46_2023,S1570-RGLX-HU-01-AHB,0,22.47,Utiliz < 30%,31.62,37.42
South Region,WK46_2023,S4756-RGUF-HU-HW-DAJ,0,22.44,Utiliz < 30%,8.39,25.27
South Region,WK46_2023,S1883-RULX-HU-01-KMS,2,22.44,Utiliz < 30%,25.99,38.24
South Region,WK46_2023,S6006-RALL-HU-VP-GIZ,1,22.42,Utiliz < 30%,47.88,29.03
South Region,WK46_2023,S4726-RALL-HU-HW-KMS,2,22.41,Utiliz < 30%,82.84,24.77
South Region,WK46_2023,S1652-RGLX-HU-HW-SHW_NEW,0,22.4,Utiliz < 30%,34.38,53.69
South Region,WK46_2023,S1924-RALL-HU-01-KMS,1,22.4,Utiliz < 30%,49.49,24.13
South Region,WK46_2023,S3296-RGUL-HU-01-AHB,2,22.39,Utiliz < 30%,12.48,16.42
South Region,WK46_2023,S6201-RGUL-HU-01-ABA,1,22.38,Utiliz < 30%,28.41,21.54
South Region,WK46_2023,S3319-RGUF-HU-01-DAJ,0,22.36,Utiliz < 30%,8.26,18.46
South Region,WK46_2023,S6295-R4GF-HU-01-HBN,1,22.33,Utiliz < 30%,14.2,27.06
South Region,WK46_2023,S1978-RALL-HU-HW-AHB,1,22.33,Utiliz < 30%,49.4,15.71
South Region,WK46_2023,S4854-RGUL-HU-01-BHH,1,22.28,Utiliz < 30%,35.92,22.85
South Region,WK46_2023,S3022-RGUF-HU-HW-RJA,0,22.26,Utiliz < 30%,35.25,33.23
South Region,WK46_2023,S1551-RULX-HU-01-NJR,0,22.26,Utiliz < 30%,31.89,27.01
South Region,WK46_2023,S3340-RALL-HU-01-AHB,1,22.26,Utiliz < 30%,44.76,14.99
South Region,WK46_2023,S6231-RALL-HU-01-GIZ,1,22.24,Utiliz < 30%,33.28,15.48
South Region,WK46_2023,S1664-RULX-HU-01-NJR,1,22.22,Utiliz < 30%,36.26,27.73
South Region,WK46_2023,S4829-RGUL-HU-01-AHB,1,22.22,Utiliz < 30%,32.6,36.59
South Region,WK46_2023,S4755-RUFX-HU-HW-DAJ,1,22.14,Utiliz < 30%,21.4,41
South Region,WK46_2023,S3124-RGUF-HU-HW-NMS,2,22.14,Utiliz < 30%,9.67,19.71
South Region,WK46_2023,S6242-RGUL-HU-01-GIZ,1,22.13,Utiliz < 30%,44.25,30.85
South Region,WK46_2023,S3341-RGUL-HU-01-AHB,2,22.11,Utiliz < 30%,52.55,25.84
South Region,WK46_2023,S4768-RGUF-HU-01-AHB,1,22.09,Utiliz < 30%,17.08,15.3
South Region,WK46_2023,S6190-R4GF-HU-01-THR,2,22.09,Utiliz < 30%,9.16,58.68
South Region,WK46_2023,S1910-R4GF-HU-01-AHB,0,22.05,Utiliz < 30%,16.88,29.02
South Region,WK46_2023,S1513-RULX-HU-01-AHB,2,22.01,Utiliz < 30%,21.44,15.58
South Region,WK46_2023,S3035-RGUF-HU-01-AHB,0,21.99,Utiliz < 30%,7.4,17.05
South Region,WK46_2023,S6380-R4GF-HU-HW-SHW,1,21.97,Utiliz < 30%,4.31,25.42
South Region,WK46_2023,S1724-RGUF-HU-01-BSH,2,21.97,Utiliz < 30%,82,23.42
South Region,WK46_2023,S3409-R4GF-HU-01-YDM,0,21.94,Utiliz < 30%,8.56,21.43
South Region,WK46_2023,S6393-R4GF-HU-01-SHW,0,21.94,Utiliz < 30%,3.26,20.7
South Region,WK46_2023,S3040-R4GF-HU-01-MHL,1,21.94,Utiliz < 30%,14.53,46.43
South Region,WK46_2023,S1828-RGUF-HU-IB-GIZ,2,21.92,Utiliz < 30%,14.32,16.01
South Region,WK46_2023,S3329-RUFX-HU-01-BHH,0,21.91,Utiliz < 30%,9.61,25.67
South Region,WK46_2023,S3272-RUFX-HU-01-AHB,0,21.88,Utiliz < 30%,8.37,25.94
South Region,WK46_2023,S3401-R4GF-HU-01-SHW,2,21.88,Utiliz < 30%,9.82,22.72
South Region,WK46_2023,S3137-R4GF-HU-HW-RJA,2,21.81,Utiliz < 30%,10.37,32.29
South Region,WK46_2023,S1980-RGUL-HU-01-AHB,2,21.8,Utiliz < 30%,41.93,38.44
South Region,WK46_2023,S1769-RULN-HU-01-KMS,2,21.78,Utiliz < 30%,61.38,26.12
South Region,WK46_2023,S1896-RULX-HU-01-KMS,1,21.76,Utiliz < 30%,35.39,22.71
South Region,WK46_2023,S1625-RGLX-HU-01-KMS_NEW,0,21.71,Utiliz < 30%,47.59,23.39
South Region,WK46_2023,S4800-RALL-HU-01-AHB,1,21.7,Utiliz < 30%,58.14,17.2
South Region,WK46_2023,S3104-RGUF-HU-01-SAB,2,21.69,Utiliz < 30%,27.88,35.16
South Region,WK46_2023,S1822-RGUL-HU-01-BHH,2,21.67,Utiliz < 30%,70.28,39.68
South Region,WK46_2023,S6351-RGUL-HU-01-NJR,0,21.63,Utiliz < 30%,45.48,30.77
South Region,WK46_2023,S6146-RGUF-HU-01-SUB,1,21.63,Utiliz < 30%,23.43,16.21
South Region,WK46_2023,S1974-RGUL-HU-01-AHB,1,21.63,Utiliz < 30%,39.97,37.49
South Region,WK46_2023,S1633-RGUL-HU-01-AHB_NEW,1,21.61,Utiliz < 30%,44.03,50.21
South Region,WK46_2023,S1687-RGUL-HU-01-NJR,1,21.58,Utiliz < 30%,25.9,26.41
South Region,WK46_2023,S1683-RGUL-HU-01-GIZ,1,21.58,Utiliz < 30%,51.89,46.19
South Region,WK46_2023,S6365-R4GF-HU-01-THR,1,21.51,Utiliz < 30%,6.59,16.09
South Region,WK46_2023,S1511-RULX-HU-01-AHB,0,21.48,Utiliz < 30%,25.21,17.55
South Region,WK46_2023,S3059-RGUF-HU-HW-AHB,2,21.47,Utiliz < 30%,22.36,40.53
South Region,WK46_2023,S1915-R4GF-HU-01-NMS,2,21.45,Utiliz < 30%,22.08,35.78
South Region,WK46_2023,S1557-RULX-HU-01-KMS,1,21.43,Utiliz < 30%,38.25,26.81
South Region,WK46_2023,S3346-RGUL-HU-01-BHH,1,21.41,Utiliz < 30%,42.97,40.5
South Region,WK46_2023,S6354-R4GF-HU-01-BDJ,0,21.39,Utiliz < 30%,13.77,49.91
South Region,WK46_2023,S3111-RGUL-HU-01-AHB,1,21.39,Utiliz < 30%,45.39,44.02
South Region,WK46_2023,S1590-RGLX-HU-01-GIZ,2,21.39,Utiliz < 30%,27.05,21.87
South Region,WK46_2023,S1803-RGUL-HU-01-ABA,2,21.36,Utiliz < 30%,45.06,30.97
South Region,WK46_2023,S3262-RGUF-HU-01-AHB,1,21.35,Utiliz < 30%,6.18,29.26
South Region,WK46_2023,S4791-RGUF-HU-HW-TNM,1,21.34,Utiliz < 30%,15.44,30.3
South Region,WK46_2023,S6328-RGUL-HU-VP-NJR,0,21.29,Utiliz < 30%,79.16,34.32
South Region,WK46_2023,S1616-RGLX-HU-01-KMS,0,21.28,Utiliz < 30%,21.35,12.65
South Region,WK46_2023,S1614-RGUF-HU-01-GIZ,1,21.28,Utiliz < 30%,54.65,37.78
South Region,WK46_2023,S1914-RGUF-HU-01-AHB,2,21.26,Utiliz < 30%,25.84,37.25
South Region,WK46_2023,S6003-RGUL-HU-01-GIZ,0,21.25,Utiliz < 30%,34.42,19.87
South Region,WK46_2023,S3067-RUFX-HU-01-KMS,1,21.25,Utiliz < 30%,16.44,20.66
South Region,WK46_2023,S4837-RALL-HU-HW-AHB,1,21.17,Utiliz < 30%,49.74,28.08
South Region,WK46_2023,S4819-RGUL-HU-01-AHB,2,21.16,Utiliz < 30%,28.01,23.76
South Region,WK46_2023,S1693-RGUL-HU-01-AHB_NEW,1,21.15,Utiliz < 30%,63.35,47.11
South Region,WK46_2023,S3346-RGUL-HU-01-BHH,0,21.13,Utiliz < 30%,50.52,54.46
South Region,WK46_2023,S6395-R4GF-HU-01-SHW,1,21.13,Utiliz < 30%,3.92,16.05
South Region,WK46_2023,S6357-RGUL-HU-01-NJR,0,21.11,Utiliz < 30%,54.68,29.32
South Region,WK46_2023,S1844-RGUF-HU-01-BSH,0,21.09,Utiliz < 30%,8.8,12.76
South Region,WK46_2023,S1918-R4GF-HU-01-NMS,0,21.09,Utiliz < 30%,17.57,15.86
South Region,WK46_2023,S1820-RGUL-HU-01-BHH,0,21.07,Utiliz < 30%,48.49,33.67
South Region,WK46_2023,S1708-RULX-HU-01-GIZ,2,21.07,Utiliz < 30%,48.47,25.69
South Region,WK46_2023,S4742-RGUL-HU-01-KMS,0,20.98,Utiliz < 30%,34.78,19.04
South Region,WK46_2023,S3069-R4GF-HU-HW-BHH,1,20.97,Utiliz < 30%,14.18,26.78
South Region,WK46_2023,S1843-RGUF-HU-01-BSH,2,20.94,Utiliz < 30%,30.44,16.87
South Region,WK46_2023,S4834-RALL-HU-01-AHB,1,20.93,Utiliz < 30%,74.3,24.59
South Region,WK46_2023,S4856-RGUL-HU-01-BHH,0,20.88,Utiliz < 30%,74.3,48.01
South Region,WK46_2023,S1609-R4GF-HU-HW-BHH,2,20.86,Utiliz < 30%,1.96,14.01
South Region,WK46_2023,S1611-RALL-HU-HW-KMS,2,20.8,Utiliz < 30%,57.75,22.05
South Region,WK46_2023,S6286-RGUL-HU-01-GIZ,2,20.78,Utiliz < 30%,41.63,16.5
South Region,WK46_2023,S3083-RGUF-HU-HW-MJR,2,20.78,Utiliz < 30%,16.7,9.98
South Region,WK46_2023,S3134-RGUF-HU-HW-AHB,2,20.74,Utiliz < 30%,35.78,40.36
South Region,WK46_2023,S3344-RGUL-HU-01-BHH,0,20.68,Utiliz < 30%,20.92,27.63
South Region,WK46_2023,S1500-RULX-HU-01-AHB,2,20.65,Utiliz < 30%,40.05,39.97
South Region,WK46_2023,S3300-RGUF-HU-01-AHR,1,20.61,Utiliz < 30%,20.58,38.43
South Region,WK46_2023,S6282-R4GF-HU-01-ABA,0,20.57,Utiliz < 30%,13.68,23.68
South Region,WK46_2023,S3410-RGUF-HU-01-HBN,0,20.55,Utiliz < 30%,31.35,53.02
South Region,WK46_2023,S1733-RULX-HU-01-AHB,1,20.54,Utiliz < 30%,37.87,30.58
South Region,WK46_2023,S1887-RULN-HU-01-KMS,1,20.53,Utiliz < 30%,47.21,28.22
South Region,WK46_2023,S3251-RGUF-HU-01-NMS,1,20.5,Utiliz < 30%,9.25,22.56
South Region,WK46_2023,S1584-RGFX-HU-HW-SAB,2,20.47,Utiliz < 30%,30.93,17.03
South Region,WK46_2023,S6227-RGUL-HU-01-GIZ,1,20.46,Utiliz < 30%,26.74,32.83
South Region,WK46_2023,S6172-R4GF-HU-01-RTH,1,20.45,Utiliz < 30%,13.36,27.76
South Region,WK46_2023,S3330-RGUL-HU-AP-KMS,2,20.44,Utiliz < 30%,34.69,35.37
South Region,WK46_2023,S3431-RGUL-HU-01-NJR,2,20.44,Utiliz < 30%,29.89,30.87
South Region,WK46_2023,S1930-RGUL-HU-01-AHB,2,20.39,Utiliz < 30%,39.69,32.57
South Region,WK46_2023,S6305-RGUL-HU-VP-NJR,2,20.37,Utiliz < 30%,64.53,42.24
South Region,WK46_2023,S3354-RGUF-HU-01-AHB,2,20.36,Utiliz < 30%,62.34,57.7
South Region,WK46_2023,S3146-RGUL-HU-HW-KMS,1,20.35,Utiliz < 30%,66.05,29.02
South Region,WK46_2023,S1620-RGUF-HU-01-AHB,2,20.31,Utiliz < 30%,32.86,37.46
South Region,WK46_2023,S1884-RULN-HU-01-KMS,2,20.29,Utiliz < 30%,44.59,23.97
South Region,WK46_2023,S1989-RGUL-HU-01-KMS,1,20.28,Utiliz < 30%,42.14,19.33
South Region,WK46_2023,S1982-RGUL-HU-01-AHB,0,20.27,Utiliz < 30%,52.8,30.64
South Region,WK46_2023,S1870-RULX-HU-01-AHB,0,20.26,Utiliz < 30%,24.05,25.98
South Region,WK46_2023,S4792-RGUF-HU-HW-TNM,0,20.19,Utiliz < 30%,27.09,33.01
South Region,WK46_2023,S1512-RULN-HU-01-AHB,1,20.18,Utiliz < 30%,38.87,15.78
South Region,WK46_2023,S3263-RGUF-HU-01-AHB,2,20.17,Utiliz < 30%,14.1,21.98
South Region,WK46_2023,S3340-RALL-HU-01-AHB,0,20.13,Utiliz < 30%,28.89,25.1
South Region,WK46_2023,S1716-RGUF-HU-01-FRS,2,20.12,Utiliz < 30%,19.48,42.07
South Region,WK46_2023,S3055-RGUF-HU-HW-AHB,0,20.08,Utiliz < 30%,17.28,28.11
South Region,WK46_2023,S6306-RGUL-HU-01-NJR,2,20.05,Utiliz < 30%,40.08,21.85
South Region,WK46_2023,S3313-RGUF-HU-01-SAB,0,19.98,Utiliz < 30%,22.12,46.55
South Region,WK46_2023,S4956-RGUL-HU-01-AHB,1,19.92,Utiliz < 30%,22.1,14.45
South Region,WK46_2023,S3022-RGUF-HU-HW-RJA,2,19.92,Utiliz < 30%,27.27,47.44
South Region,WK46_2023,S1616-RGLX-HU-01-KMS,2,19.9,Utiliz < 30%,40.92,31.33
South Region,WK46_2023,S3432-RGUL-HU-01-NJR,0,19.89,Utiliz < 30%,36.86,41.18
South Region,WK46_2023,S1968-RGUL-HU-01-AHB,1,19.89,Utiliz < 30%,60.52,28.04
South Region,WK46_2023,S3261-RGUF-HU-HW-MJR,0,19.88,Utiliz < 30%,20.84,15.39
South Region,WK46_2023,S1976-RGUL-HU-01-AHB,1,19.88,Utiliz < 30%,39.77,40.08
South Region,WK46_2023,S4764-RGUF-HU-HW-TRB,1,19.86,Utiliz < 30%,26.81,24.1
South Region,WK46_2023,S1510-RULX-HU-01-AHB,1,19.84,Utiliz < 30%,23.5,27.25
South Region,WK46_2023,S6112-R4GF-HU-01-ARD,2,19.84,Utiliz < 30%,6.23,32.89
South Region,WK46_2023,S6299-RGUF-HU-IB-GIZ,0,19.82,Utiliz < 30%,6.97,4.76
South Region,WK46_2023,S4776-RGUF-HU-HW-AHB,1,19.79,Utiliz < 30%,34.59,56.41
South Region,WK46_2023,S4953-RGUF-HU-01-AHB,2,19.79,Utiliz < 30%,25.79,14.04
South Region,WK46_2023,S1850-R4GF-HU-01-BSH,0,19.78,Utiliz < 30%,59.25,32.67
South Region,WK46_2023,S6136-R4GF-HU-01-DYR,1,19.76,Utiliz < 30%,4.71,25.66
South Region,WK46_2023,S3329-RUFX-HU-01-BHH,1,19.76,Utiliz < 30%,13.99,56.17
South Region,WK46_2023,S3313-RGUF-HU-01-SAB,1,19.72,Utiliz < 30%,12.61,35.06
South Region,WK46_2023,S1926-RALL-HU-01-KMS,2,19.72,Utiliz < 30%,39.42,21.48
South Region,WK46_2023,S4780-RGFX-HU-HW-MHL,2,19.66,Utiliz < 30%,30.42,45.34
South Region,WK46_2023,S3097-RGUL-HU-AP-KMS,2,19.63,Utiliz < 30%,49.76,38.48
South Region,WK46_2023,S3344-RGUL-HU-01-BHH,2,19.61,Utiliz < 30%,33.74,32.46
South Region,WK46_2023,S1551-RULX-HU-01-NJR,2,19.61,Utiliz < 30%,46.9,37.72
South Region,WK46_2023,S3345-RGUL-HU-AP-BHH,2,19.52,Utiliz < 30%,36.72,30.45
South Region,WK46_2023,S1930-RGUL-HU-01-AHB,1,19.47,Utiliz < 30%,37.82,22.4
South Region,WK46_2023,S6191-R4GF-HU-01-NJR,1,19.46,Utiliz < 30%,7.11,25.87
South Region,WK46_2023,S1746-RULX-HU-01-AHB,2,19.46,Utiliz < 30%,18.16,24.54
South Region,WK46_2023,S4934-RGUF-HU-HW-BHH,1,19.42,Utiliz < 30%,26.97,22.78
South Region,WK46_2023,S6340-RGUF-HU-01-BDJ,2,19.41,Utiliz < 30%,25.81,60.28
South Region,WK46_2023,S6355-R4GF-HU-01-BDJ,0,19.39,Utiliz < 30%,11.74,20.64
South Region,WK46_2023,S1501-RULN-HU-01-AHB,2,19.39,Utiliz < 30%,32.45,41.6
South Region,WK46_2023,S1806-RGUL-HU-01-ABA,1,19.35,Utiliz < 30%,56.06,23.59
South Region,WK46_2023,S1900-RGUL-HU-01-AHB,2,19.33,Utiliz < 30%,25.52,20.06
