Date,Time,LTE Cell Group,Integrity,DL_Traffic_Volum_GB,UL_Traffic_Volume_GB,Avg_Users,DL_Throughput_MB/sec,UL_Throughput_MB/sec,DL_User_Throughput_MB/Sec,UL_User_Throughput_MB/sec,RRC Success Rate (Service),RRC Success Rate (Signaling),ERAB_Success_Rate,Failures Thrp License,Failures User License,Service Drop-Rate,ERAB_Abnrml_TNL,CSFB Success Rate%,Flash CSFB Prec,Avg_CQI,DL_Avg_MCS,UL_Avg_MCS,QPSK Ratio(%),16QAM Ratio(%),64QAM Ratio(%),DL_Retrans_Rate,UL_Retrans_Rate,DL IBLER(%),UL IBLER(%),UL_MAC_BLER,DL_MAC_BLER,RACH_Success_Rate,Avg_Interference(dBm),System_Outage(s),DL_PRB_Utilization,Handover Execution Success Rate (all)(%),Handover Preparation Success Rate (all)(%),Incoming HO Exec Success Rate(%),Incoming HO Prep Success Rate(%),CA DL Traffic Volume(GB),3CC CA Traffic Volume GB,CA DL Traffic %,3CC CA DL Traffic %,L.Traffic.User.PCell.DL.Avg,CA DL User Throughput (Mbps),3CC.CA DL User Throughput,CA Drop Rate%,CA Add SR%,CA Activation SR%,UL_PRB_Utilization,4G_H_DL Cell Throughput (Mbps)_NPM,4G_H_UL Cell Throughput (Mbps)_NPM,Cell.Availability(%),Availability Duration(s)
2023-11-14,11:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,4847.5009,354.7705,13969.9177,33.6267,4.3606,17.1581,3.4098,99.95,99.4885,99.6988,0,0,0.1305,0,99.9403,94.1305,10.5985,16.7913,24.342,22.3002,34.3181,43.3817,12.4725,19.2365,10.8663,13.654,0.2053,0.0635,42.9964,-117.2743,5060,26.0552,99.2892,99.9981,98.4698,100,2111.3437,644.5244,40.564,13.296,4248.7193,35.4875,37.0838,0.0525,99.5349,99.7151,17.3102,33.6267,4.3606,99.8907,4546930
2023-11-14,11:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,7176.2221,624.1865,29075.2847,29.8568,4.2906,14.2728,3.2787,99.9498,99.7063,99.6603,0,0,0.1139,0,99.9094,83.0131,9.8669,15.8831,21.9713,27.8607,34.9815,37.1578,12.7269,20.9439,11.0161,14.1387,0.3439,0.0722,71.7748,-115.7371,2555,28.4662,99.669,99.9977,99.2936,99.9993,3252.0181,1435.9935,42.2043,20.0104,9863.8919,31.0578,32.063,0.0547,98.9524,99.6241,19.2175,29.8568,4.2906,99.965,7023580
2023-11-14,11:00,"Cluster=USF8 CL1,Rule Name=Opt Clusters",1,29.4968,1.8999,89.1567,36.8607,3.9029,11.227,3.2544,99.7643,97.668,99.7169,0,0,0.2326,0,100,100,12.2116,17.6525,24.5641,18.5158,33.3909,48.0933,14.5477,14.487,12.7666,9.1151,0.2298,0.1276,38.518,-118.5455,0,24.9014,98.8558,100,97.9021,100,8.2209,5.2512,25.9563,17.8025,17.3108,28.9257,39.8489,0,99.6139,99.7712,16.7325,36.8607,3.9029,100,39600
2023-11-14,11:00,"Cluster=USF8 CL2,Rule Name=Opt Clusters",1,25.5114,2.6414,134.482,28.1564,5.3711,7.0037,4.2761,100,100,99.6121,0,0,0.0173,0,100,100,9.4846,16.604,26.802,26.4116,39.8121,33.7763,18.1548,11.8438,16.3839,9.6,0.1363,0.0274,92.5886,-114.5,0,50.3159,100,100,99.6732,100,0,0,0,0,0,,,,,,13.4991,28.1564,5.3711,100,14400
2023-11-14,11:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,4258.9885,326.6156,14037.4602,32.1753,4.1645,17.7471,3.3941,99.952,99.7449,99.6899,0,0,0.0736,2,99.9498,79.7316,10.3839,16.5043,23.6809,23.3883,35.7658,40.8459,12.3974,19.5812,10.6598,13.7929,0.2234,0.0611,62.4374,-117.4862,0,20.9878,99.4056,99.9897,99.0365,100,1638.4998,628.3029,35.8294,14.7524,4127.9642,44.9815,42.2621,0.0209,99.7965,99.7491,14.0222,32.1753,4.1645,100,5072400
2023-11-14,11:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,8823.3358,679.2397,29811.8284,31.7208,4.2394,14.4639,3.2121,99.9444,99.5059,99.6563,0,0,0.1516,0,99.922,90.4811,10.1491,16.4228,23.7936,24.4795,35.0555,40.465,13.0664,19.9509,11.4292,13.9432,0.2446,0.0667,62.2353,-116.4123,4115,34.7878,99.3786,99.6863,99.0148,99.9998,3896.1686,1477.9064,41.1249,16.75,9225.6859,32.7852,33.4346,0.0575,99.6923,99.6114,20.4292,31.7208,4.2394,99.9405,6638605
2023-11-14,11:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,6545.6725,510.9336,24486.396,30.79,4.4076,14.1539,3.4891,99.9356,99.7294,99.7586,0,0,0.1319,2,99.9365,95.7989,10.2472,16.2177,24.6803,25.8254,34.8524,39.3222,14.1291,18.2412,11.8731,12.7552,0.2381,0.0841,68.9057,-116.4784,97845,28.6701,99.6293,99.9995,99.2633,99.9997,3015.9239,905.3477,42.9108,13.8312,8219.1821,29.7272,33.9028,0.0472,99.6997,99.6195,19.063,30.79,4.4076,98.5458,6500955
2023-11-14,11:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,1260.0609,96.5276,3497.8068,33.5105,4.7517,13.7336,3.5866,99.913,99.6122,99.7049,0,0,0.1666,0,100,63.4487,9.9796,16.492,24.0351,24.0091,35.0989,40.8921,12.5439,19.2278,11.014,14.1812,0.2139,0.0668,44.8573,-117.4756,0,23.3203,99.5741,100,99.1045,100,692.7719,250.9418,51.2034,19.9151,1331.1568,29.2057,32.4674,0.055,99.8329,99.823,16.7453,33.5105,4.7517,100,1400400
2023-11-14,11:00,Jazan Province,1,16004.1201,1302.599,58880.7572,30.8623,4.2624,14.3801,3.2427,99.9471,99.6065,99.6581,0,0,0.1322,0,99.9153,86.5202,10.0067,16.1785,23.0404,26.0204,35.0082,38.9715,12.913,20.4305,11.2415,14.0333,0.2929,0.0692,66.7704,-116.0809,6670,31.3995,99.542,99.8608,99.1705,99.9995,7157.3073,2913.9412,41.6503,18.2074,19104.8233,31.9867,32.7444,0.056,99.2896,99.6181,19.7696,30.8623,4.2624,99.9533,13730585
2023-11-14,11:00,Aseer Province,1,22098.2967,1812.0344,82075.7951,30.033,4.4049,18.3481,3.5893,99.9631,99.7265,99.7325,0,0,0.1345,4,99.8951,94.6519,9.9897,15.8253,24.2617,26.469,35.9729,37.558,12.5974,19.0572,10.5072,13.1532,0.2659,0.0956,69.03,-115.9989,5250,22.2079,99.7345,99.9909,99.3891,99.9998,10570.8708,3699.5141,44.5504,16.7412,31509.3392,36.1682,34.9195,0.0558,99.5708,99.5738,17.3459,30.033,4.4049,99.9821,28321155
2023-11-14,11:00,Najran Province,1,7863.3552,612.3984,28202.3892,31.2406,4.4528,13.9841,3.4839,99.9329,99.7169,99.7503,0,0,0.1382,2,99.943,90.911,10.2051,16.2687,24.5326,25.5347,34.8799,39.5855,13.8902,18.6069,11.7477,13.0763,0.2397,0.081,64.871,-116.6467,97845,27.8339,99.5862,99.9996,99.239,99.9998,3725.3865,1156.2896,44.1229,14.7048,9586.28,29.5828,33.5806,0.0484,99.7156,99.6525,18.6959,31.2406,4.4528,98.8032,7915755
2023-11-14,12:00,Southern Region,1,48378.2055,3941.3827,175200.2476,30.8522,4.4373,16.4067,3.5116,99.9536,99.6619,99.7127,0,0,0.135,9,99.9136,89.8495,10.1154,16.0602,23.7798,25.8657,35.2248,38.9095,12.8104,19.4909,10.8384,13.4267,0.2756,0.0858,67.9474,-116.1811,238225,24.8792,99.6461,99.7508,99.2618,99.9992,22468.8497,8090.6904,43.2545,16.7238,62152.9621,34.471,35.1077,0.0538,99.5474,99.6153,18.4344,30.8522,4.4373,99.5735,53725625
2023-11-14,12:00,Southern Remote,1,22959.8718,1825.5903,78757.9926,33.1055,4.246,14.8698,3.2562,99.9375,99.583,99.6706,0,0,0.1211,4,99.8888,81.1924,10.2485,16.4271,23.5835,24.934,34.8822,40.1838,12.7082,21.8691,11.0378,14.9716,0.3002,0.0646,57.2449,-116.8406,16505,28.1138,99.3017,99.6144,98.6463,99.9988,10582.8799,4183.0033,42.9274,18.2188,24842.7484,32.0728,33.3876,0.0485,99.6406,99.7445,16.9874,33.1055,4.246,99.9199,20406295
2023-11-14,12:00,Southern City,1,22535.4054,1895.9358,88978.5908,28.47,4.5285,17.753,3.74,99.9697,99.8023,99.7531,0,0,0.1388,5,99.9522,98.9806,9.8869,15.6475,24.1259,27.2151,36.1046,36.6802,13.0858,17.805,10.8252,12.3491,0.2563,0.1044,82.0175,-115.7189,121735,23.2613,99.8361,99.8254,99.6112,99.9993,10495.208,3545.2584,43.3736,15.7319,34732.0418,37.153,37.4824,0.0536,99.4964,99.5425,18.9223,28.47,4.5285,99.6106,29628515
2023-11-14,12:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,4595.2004,409.6779,20085.647,27.921,4.4195,21.249,3.8215,99.9703,99.7494,99.7609,0,0,0.1578,2,99.9002,96.918,9.8463,15.1149,24.5223,29.6021,36.7612,33.6367,12.2794,19.6987,9.7524,13.4323,0.2999,0.1259,78.6334,-115.8865,120,16.2534,99.8613,99.9988,99.5701,100,2420.9577,858.297,49.0663,18.6781,8797.1886,41.2709,38.1689,0.0478,99.5537,99.5397,15.8789,27.921,4.4195,99.9987,8913480
2023-11-14,12:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,8221.6234,709.5647,34112.834,28.5011,4.4085,17.4293,3.5416,99.9706,99.796,99.7361,0,0,0.137,4,99.9015,98.2821,9.6111,15.455,24.1328,28.0425,36.6064,35.3511,12.9276,19.4629,10.6135,13.0928,0.3163,0.1102,85.2282,-114.7991,360,25.5174,99.821,99.9876,99.55,99.9997,4188.5458,1548.5044,47.4467,18.8345,14164.5267,32.8073,32.1515,0.06,99.4064,99.5487,20.2337,28.5011,4.4085,99.9965,9870840
2023-11-14,12:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,4745.381,348.0818,13898.4851,33.9283,4.4077,18.0567,3.4906,99.9573,99.6001,99.6857,0,0,0.1153,0,99.9587,94.3572,10.6604,16.8151,24.367,21.9677,34.3908,43.6415,12.2984,19.6113,10.6897,13.8427,0.2084,0.0666,44.9698,-117.3919,16400,24.8134,99.3958,99.7607,98.6951,99.9995,2099.2874,690.5946,41.2004,14.553,4255.7851,37.7717,41.6546,0.0564,99.5777,99.6857,16.8722,33.9283,4.4077,99.6514,4613200
2023-11-14,12:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,7182.4866,629.6927,28525.1782,30.3405,4.3928,14.6393,3.3807,99.9535,99.6782,99.6906,0,0,0.1148,0,99.9336,82.9213,9.8708,15.8546,21.8948,27.8806,35.1871,36.9323,12.6431,21.2273,10.9847,14.2866,0.3508,0.0719,71.0098,-115.7768,8920,28.2011,99.6586,99.5583,99.2475,99.9984,3330.873,1455.9809,43.19,20.2713,9763.685,32.5896,33.423,0.0473,99.4721,99.6986,19.1666,30.3405,4.3928,99.8776,7018280
2023-11-14,12:00,"Cluster=USF8 CL1,Rule Name=Opt Clusters",1,25.5456,1.8473,83.6256,36.5999,3.9699,12.1061,3.349,99.2063,97.2337,99.2726,0,0,0.2159,0,100,100,12.3985,17.6618,23.6342,18.7246,33.1177,48.1577,14.5063,18.3221,12.5355,11.0184,0.2698,0.1531,45.2526,-118.5455,0,22.4508,98.977,100,97.2414,100,7.0983,3.6926,25.8784,14.455,14.66,31.0511,34.8333,0,99.6622,99.7871,16.3834,36.5999,3.9699,100,39600
2023-11-14,12:00,"Cluster=USF8 CL2,Rule Name=Opt Clusters",1,23.3194,2.2526,130.5036,28.4049,4.5981,10.6955,3.6865,100,100,99.6021,0,0,0.0454,0,100,100,9.7384,16.8472,26.5073,25.0183,37.1004,37.8813,16.7687,15.5406,14.975,11.2205,0.3305,0.0307,94.4252,-114,0,43.0687,99.812,100,99.435,100,0,0,0,0,0,,,,,,12.5852,28.4049,4.5981,100,14400
2023-11-14,12:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,4265.591,338.809,13870.399,32.6245,4.3379,18.66,3.5669,99.9554,99.6153,99.6875,0,0,0.0755,2,99.9104,79.7799,10.3792,16.5543,23.5645,23.26,35.587,41.1531,12.3225,19.9356,10.625,14.0466,0.2307,0.063,63.5788,-117.533,0,20.9043,99.4186,99.9881,99.0409,100,1599.5368,612.9553,34.9233,14.3698,4054.6847,44.7981,42.8958,0.0182,99.7852,99.7466,14.0594,32.6245,4.3379,100,5072400
2023-11-14,12:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,8458.4661,659.4184,29026.1751,31.6283,4.2596,14.8908,3.278,99.9416,99.5664,99.6549,0,0,0.1442,1,99.888,90.2756,10.1928,16.4111,23.7226,24.4823,35.0111,40.5066,12.9392,20.3175,11.2583,14.1075,0.2519,0.0677,63.7896,-116.5406,15240,33.3409,99.2942,98.8658,98.7656,99.9964,3765.1081,1446.188,41.4559,17.0975,9034.6883,33.7757,34.6662,0.0667,99.6296,99.6587,19.9711,31.6283,4.2596,99.7795,6644610
2023-11-14,12:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,6753.9456,529.9641,24755.2442,30.7192,4.4366,13.8857,3.5141,99.9399,99.7428,99.7686,0,0,0.1338,0,99.9816,95.7563,10.2123,16.2284,24.5645,25.9589,34.888,39.1531,14.2644,18.5249,11.9823,12.9629,0.2412,0.0851,68.8802,-116.5083,97200,29.752,99.6094,100,99.2576,100,2988.8587,864.366,41.2143,12.7979,8172.4828,30.5569,34.3274,0.0459,99.6669,99.6133,19.385,30.7192,4.4366,98.5554,6501600
2023-11-14,12:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,1272.5831,96.3176,3462.6209,34.0237,4.7465,14.3891,3.5562,99.8913,99.5748,99.7292,0,0,0.1691,0,99.798,64.0404,10.0253,16.5768,24.0142,23.2976,35.4068,41.2957,12.5198,19.4974,11.0062,14.3778,0.213,0.0669,45.8988,-117.5244,0,23.1845,99.386,100,98.9956,100,684.9204,251.3755,50.125,19.7532,1331.7491,29.9844,31.848,0.0444,99.7857,99.7439,16.8533,34.0237,4.7465,100,1400400
2023-11-14,12:00,Jazan Province,1,15641.57,1288.9166,57540.2212,31.0255,4.324,14.7758,3.3277,99.9476,99.6218,99.6728,0,0,0.1292,1,99.9119,86.4314,10.0291,16.1538,22.9553,26.0587,35.0839,38.8574,12.8007,20.7623,11.1296,14.1913,0.3005,0.0697,67.2889,-116.1631,24160,30.5607,99.5021,99.2601,99.0406,99.9975,7102.7672,2902.2327,42.2909,18.5546,18811.1777,33.2102,34.0313,0.0563,99.5443,99.6788,19.5259,31.0255,4.324,99.8307,13731290
2023-11-14,12:00,Aseer Province,1,21765.7314,1801.7249,81771.613,30.1364,4.3986,18.5771,3.6015,99.9659,99.7239,99.7269,0,0,0.1284,8,99.9117,95.008,10.0211,15.8443,24.1886,26.3313,36.0364,37.6323,12.545,19.5617,10.443,13.451,0.2752,0.0962,70.6235,-116.0425,16880,21.7028,99.7584,99.9675,99.4156,99.9998,10286.1301,3710.2875,44.0128,17.0465,31221.7017,37.1312,36.5486,0.0503,99.5146,99.587,17.2243,30.1364,4.3986,99.9426,28387120
2023-11-14,12:00,Najran Province,1,8087.9758,630.8845,28424.7492,31.2648,4.4765,13.8842,3.505,99.9342,99.7227,99.7617,0,0,0.1388,0,99.9618,90.2953,10.1846,16.2951,24.4364,25.5305,34.9314,39.538,13.998,18.8644,11.8333,13.2627,0.2418,0.082,64.7181,-116.6794,97200,28.6924,99.5565,100,99.2283,100,3689.1907,1115.7416,42.4807,13.7951,9541.9108,30.405,33.7356,0.0459,99.6806,99.6349,18.975,31.2648,4.4765,98.8111,7916400
2023-11-14,13:00,Southern Region,1,52890.9877,4154.569,181692.7033,30.9933,4.3769,14.6468,3.3977,99.9524,99.6559,99.6908,0,0,0.1411,7,99.9222,89.7239,10.0198,16.0203,23.6874,26.2579,35.3653,38.3767,13.1407,19.6587,11.1609,13.5666,0.2784,0.0853,67.4666,-116.0621,222800,27.6468,99.6212,99.7645,99.1927,99.9997,24530.1712,8775.0006,43.1936,16.5907,63993.6908,31.2501,32.934,0.0538,99.4005,99.6248,19.121,30.9933,4.3769,99.6011,53668960
2023-11-14,13:00,Southern Remote,1,25059.8867,1934.5632,82104.2155,33.3534,4.2102,13.093,3.1585,99.9363,99.5549,99.6444,0,0,0.1252,1,99.9236,81.2725,10.1236,16.398,23.5168,25.2938,34.9661,39.7401,13.0234,21.8601,11.3327,15.0618,0.2988,0.0646,57.3909,-116.7677,17900,31.156,99.2546,99.6018,98.5334,99.9994,11576.4622,4592.2432,43.0226,18.3251,25743.4235,28.4881,31.1033,0.0451,99.1947,99.7371,17.6172,33.3534,4.2102,99.9131,20342170
2023-11-14,13:00,Southern City,1,24687.1762,1981.4972,91886.8692,28.5464,4.4332,16.0481,3.604,99.9683,99.8171,99.7352,0,0,0.147,6,99.9368,99.1912,9.799,15.5934,24.0029,27.687,36.316,35.997,13.4607,18.1987,11.1982,12.5716,0.2648,0.1038,80.6386,-115.5703,105800,25.9397,99.8228,99.8522,99.5734,99.9999,11479.3666,3827.8871,43.3059,15.5056,35616.1216,34.6443,35.8746,0.0559,99.5131,99.5494,19.6054,28.5464,4.4332,99.6615,29646325
2023-11-14,13:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,5167.6848,422.7829,20775.7545,28.2143,4.232,19.8281,3.6347,99.9699,99.7854,99.7488,0,0,0.176,4,99.8907,97.4524,9.7535,15.1052,24.5221,29.9049,36.6176,33.4775,12.5472,19.6315,9.9719,13.4106,0.2987,0.134,78.712,-115.8045,20,18.3744,99.8534,99.9987,99.5692,100,2759.4977,1002.066,49.7318,19.391,9088.5702,39.4897,37.533,0.0589,99.3006,99.5038,16.3817,28.2143,4.232,99.9998,8913580
2023-11-14,13:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,9205.8797,763.9038,35567.9739,28.7882,4.4248,15.9434,3.4999,99.9706,99.76,99.7176,0,0,0.1433,0,99.9559,98.1716,9.4937,15.3583,24.0536,28.6974,36.8869,34.4158,13.341,19.7143,11.0151,13.2231,0.3239,0.1105,83.0497,-114.5718,295,29.0451,99.8031,99.9884,99.4659,100,4761.8967,1786.8302,48.1742,19.4097,14766.4398,30.4638,31.1,0.0516,99.6,99.5198,21.0423,28.7882,4.4248,99.9971,9870905
2023-11-14,13:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,5068.4562,373.0543,14237.9141,33.8669,4.465,16.3488,3.4684,99.9539,99.6273,99.6632,0,0,0.1084,0,99.9572,93.4876,10.5581,16.7417,24.2939,22.1425,35.094,42.7635,12.6022,19.6053,10.9378,13.7945,0.2177,0.0637,45.2667,-117.3123,5790,27.1718,99.174,99.9995,98.4795,100,2200.75,727.1048,40.4385,14.3457,4326.9573,34.4747,38.2231,0.0582,97.9805,99.725,17.579,33.8669,4.465,99.8769,4623810
2023-11-14,13:00,"Cluster=Jizan CL1,Rule Name=Opt Clusters",1,7680.3045,656.8831,29503.1814,30.1419,4.3206,12.565,3.2556,99.9507,99.6837,99.6581,0,0,0.119,0,99.9179,82.3266,9.8004,15.9262,21.7907,28.0183,34.8032,37.1785,13.0041,21.3995,11.3575,14.4851,0.3496,0.0695,72.0059,-115.7121,4380,30.8656,99.5917,99.9957,99.0677,99.9986,3494.1879,1483.2156,42.3709,19.3119,9946.4106,28.2716,29.7,0.0484,99.0065,99.6986,19.7731,30.1419,4.3206,99.9399,6974625
2023-11-14,13:00,"Cluster=USF8 CL1,Rule Name=Opt Clusters",1,31.0952,1.9543,92.5439,38.9104,3.9011,10.4612,3.2508,100,99.5804,99.1058,0,0,0.1227,0,100,100,12.1698,18.2657,23.9194,15.2031,33.2483,51.5485,14.2546,16.7746,12.7764,10.9617,0.2359,0.1167,41.0288,-118.5455,0,24.7197,96.3542,100,97.5806,100,7.8937,5.2421,23.6421,16.8581,17.544,22.9587,26.4034,0.0862,99.7216,99.8939,17.2445,38.9104,3.9011,100,39600
2023-11-14,13:00,"Cluster=USF8 CL2,Rule Name=Opt Clusters",1,23.4219,1.6411,127.8061,28.0264,3.5637,9.8251,2.8841,100,100,99.2771,0,0,0.0429,0,100,100,9.1132,15.9512,26.248,32.1492,35.9606,31.8902,17.6234,16.3465,15.8523,11.9918,0.2198,0.035,92.9457,-114.5,0,47.545,100,100,77.1137,100,0,0,0,0,0,,,,,,11.6268,28.0264,3.5637,100,14400
2023-11-14,13:00,"Cluster=Aseer CL4,Rule Name=Opt Clusters",1,4815.6198,349.9802,14571.6004,33.2585,4.1242,16.235,3.3041,99.9508,99.6627,99.6754,0,0,0.0738,2,100.0273,80.3467,10.2449,16.5357,23.5035,23.5427,35.9216,40.5357,12.7509,20.1939,11.0158,14.2648,0.234,0.0633,62.4112,-117.4471,135,23.6202,99.4166,99.9853,98.9896,100,1862.479,688.5828,36.0196,14.2989,4228.7527,41.518,42.5604,0.0153,99.7388,99.7595,14.4591,33.2585,4.1242,99.9974,5072265
2023-11-14,13:00,"Cluster=Jizan CL2,Rule Name=Opt Clusters",1,9053.6785,683.5613,29943.6155,31.711,4.1809,13.3674,3.1535,99.9374,99.5135,99.6229,0,0,0.1519,1,99.928,90.8989,10.0915,16.3734,23.6099,25.0016,35.0916,39.9068,13.3056,20.6306,11.6282,14.3432,0.2566,0.0661,62.7094,-116.4379,15790,36.7166,99.3432,98.2727,98.8075,99.9995,3962.5685,1516.7234,40.7617,16.7526,9194.0282,30.6473,32.2727,0.0586,99.6336,99.6844,20.9013,31.711,4.1809,99.7716,6631400
2023-11-14,13:00,"Cluster=Najran CL1,Rule Name=Opt Clusters",1,7327.9453,560.3298,25807.2681,30.8057,4.3734,12.1808,3.3965,99.9409,99.7297,99.7566,0,0,0.1423,0,99.9308,95.7175,10.1218,16.144,24.4084,26.4453,35.2023,38.3524,14.5141,18.8363,12.2729,13.2239,0.2462,0.0809,68.1758,-116.3821,97290,32.5923,99.5584,99.9997,99.1596,100,3223.2892,925.2149,40.9654,12.6258,8444.2695,27.2536,32.5744,0.0546,99.7063,99.6423,20.0378,30.8057,4.3734,98.554,6501510
2023-11-14,13:00,"Cluster=Najran CL2,Rule Name=Opt Clusters",1,1427.4943,105.565,3583.7769,35.1813,4.8288,12.2309,3.4353,99.9183,99.512,99.6745,0,0,0.1668,0,99.5451,56.6338,9.8196,16.526,23.7504,23.8115,35.5779,40.6106,12.8723,19.6767,11.3196,14.7213,0.208,0.0739,45.1797,-117.4859,0,26.0513,99.5299,100,99.1921,100,791.1598,290.3927,51.6167,20.3428,1364.1168,25.5153,30.0859,0.0474,99.7923,99.8571,17.4107,35.1813,4.8288,100,1400400
2023-11-14,13:00,Jazan Province,1,16730.1153,1340.3136,59437.597,30.9628,4.2485,12.9803,3.2031,99.944,99.5989,99.6408,0,0,0.1352,1,99.9225,86.3097,9.9425,16.1652,22.844,26.4142,34.9445,38.6413,13.1658,21.009,11.5017,14.4099,0.3025,0.0677,67.0777,-116.0783,20170,33.5379,99.4815,99.2212,98.9519,99.999,7463.0186,2999.9434,41.5447,17.9314,19154.1147,29.4821,30.9472,0.0531,99.2981,99.6916,20.2828,30.9628,4.2485,99.8587,13674425
2023-11-14,13:00,Aseer Province,1,24205.0493,1906.0113,84946.1974,30.4126,4.3348,16.8762,3.4936,99.9647,99.7303,99.7111,0,0,0.1342,6,99.9535,94.9233,9.9084,15.7847,24.1317,26.7525,36.3179,36.9296,12.9067,19.6856,10.7702,13.5268,0.28,0.0977,69.8787,-115.9058,6240,24.4541,99.7261,99.993,99.3542,100,11565.4268,4204.5793,44.4996,17.3707,32358.5336,34.6108,35.2279,0.0499,99.3643,99.5704,17.8501,30.4126,4.3348,99.9788,28397760
2023-11-14,13:00,Najran Province,1,8811.8983,669.7354,29607.2903,31.4783,4.4269,12.0989,3.3777,99.9379,99.7029,99.7421,0,0,0.1465,0,99.9037,90.4754,10.0744,16.2102,24.2559,26.0347,35.2516,38.7138,14.2634,19.1891,12.1265,13.5547,0.2457,0.0795,64.6105,-116.568,97290,31.5409,99.5216,99.9998,99.1528,100,4027.3834,1215.6076,42.5651,13.7951,9846.8968,26.813,31.9432,0.0536,99.7155,99.6767,19.6104,31.4783,4.4269,98.81,7916310
2023-11-14,14:00,Southern Region,1,52785.6566,4148.7853,180630.2198,30.8578,4.3728,14.5846,3.3906,99.9539,99.6413,99.686,0,0,0.1418,4,99.9135,90.016,10.022,16.0334,23.7447,26.188,35.3001,38.5119,13.0869,19.4456,11.1156,13.4889,0.2712,0.086,67.4441,-116.0527,216415,27.5289,99.6185,99.8746,99.2133,99.9988,24684.0618,8876.0932,43.5513,16.8154,64030.762,30.826,32.3099,0.0509,99.336,99.6272,19.1091,30.8578,4.3728,99.612,53669965
2023-11-14,14:00,Southern Remote,1,24982.8937,1905.0443,81460.1439,33.2802,4.1642,13.1456,3.1283,99.9411,99.5459,99.6507,0,0,0.1301,4,99.9186,81.7977,10.1432,16.4236,23.6152,25.1727,34.8729,39.9544,12.9556,21.5393,11.2812,14.8972,0.2892,0.0654,56.4471,-116.7493,26945,30.8998,99.2601,99.8668,98.5615,99.9971,11696.1943,4670.347,43.6016,18.6942,25742.3705,28.326,30.7998,0.0464,99.2725,99.7455,17.5589,33.2802,4.1642,99.8692,20393080
2023-11-14,14:00,Southern City,1,24671.8389,2011.7264,91350.112,28.379,4.4828,15.8439,3.6304,99.9669,99.7956,99.7217,0,0,0.143,0,99.9191,99.1362,9.7927,15.6014,24.0151,27.6286,36.2386,36.1328,13.3965,18.0939,11.1412,12.5861,0.2594,0.1042,82.4658,-115.566,108440,25.9326,99.8285,99.8765,99.598,99.9998,11493.2562,3838.5463,43.3852,15.5584,35507.4651,33.9592,34.759,0.0497,99.3827,99.5484,19.662,28.379,4.4828,99.6522,29567440
2023-11-14,14:00,"Cluster=Aseer CL1,Rule Name=Opt Clusters",1,5130.8397,428.9261,20407.8164,27.6906,4.2891,19.6644,3.6775,99.9684,99.802,99.7289,0,0,0.1744,2,99.8804,97.3215,9.7239,15.0549,24.4747,30.208,36.6576,33.1344,12.6137,19.5593,10.029,13.3776,0.2971,0.1353,78.5116,-115.7585,4985,18.635,99.8617,99.9427,99.5549,99.9994,2761.141,973.6009,50.1188,18.9755,8988.6969,38.2414,36.3819,0.0564,99.2705,99.4888,16.5561,27.6906,4.2891,99.9468,8907055
2023-11-14,14:00,"Cluster=Aseer CL2,Rule Name=Opt Clusters",1,9331.5773,763.6873,35424.4814,28.6583,4.375,15.5415,3.4658,99.9676,99.7538,99.7236,0,0,0.1471,2,99.8916,98.1782,9.4725,15.3323,24.0485,28.9895,36.8128,34.1977,13.3437,19.6626,11.0358,13.1853,0.3242,0.1095,83.8342,-114.5703,410,29.5816,99.7863,99.9777,99.5109,99.9993,4853.5919,1850.5357,48.4405,19.8309,14781.6624,29.5969,30.2349,0.0486,99.5932,99.5354,21.0924,28.6583,4.375,99.996,9870790
2023-11-14,14:00,"Cluster=Aseer CL3,Rule Name=Opt Clusters",1,4958.0821,373.4407,14208.5893,33.7324,4.4958,16.2811,3.4762,99.9504,99.4934,99.6641,0,0,0.1084,0,99.933,94.0152,10.6162,16.8323,24.3887,21.6956,34.905,43.3994,12.5632,19.5579,10.9099,13.8617,0.2053,0.0637,42.776,-117.3328,10580,26.4132,99.0321,99.7096,98.3017,100,2153.175,706.8885,40.4451,14.2573,4262.2531,34.1042,37.5563,0.0499,98.2593,99.7616,17.3057,33.7324,4.4958,99.7715,4543420
