"access.to.weapons","neighbouring.country.relations","organised.conflict..internal.","political.instability","political.terror","violent.crime","violent.demonstrations","log.gdp.per.capita","social.support","healthy.life.expectancy.at.birth","freedom.to.make.life.choices","generosity","perceptions.of.corruption","positive.affect","negative.affect","armed.services.personnel","deaths.from.conflict..external.","deaths.from.conflict..internal.","displaced.people","domestic...international.conflict","external.conflicts.fought","homicides","internal.conflicts.fought","jailed.population","militarisation","military.expenditure","nuclear.and.heavy.weapons","perceived.criminality.in.society","safety...security","security.officers...police","terrorist.activity","un.peacekeeping.funding","weapons.exports","weapons.imports","purchasing.power.index","safety.index","health.care.index","cost.of.living.index","property.price.to.income.ratio","traffic.commute.time.index","pollution.index","climate.index","cumulative_index"
"1","1","1","2","2","2","2",0.711369236184442,0.749571183533448,0.6136511375948,0.791118421052632,0.396629213483146,0.863930885529158,0.774557165861514,0.151515151515152,0.14475,0,0,0.000249999999999972,0.00483516483516479,0.03125,0.235969387755102,0,0.225086367260165,0.23246357167062,0.257340946166395,0.08975,0.646004098360656,0.368442792234614,0.304396215915415,0.237479806138934,0.735811150175791,0,0.308,0.392246294184721,0.203856749311295,0.620740740740741,0.243502051983584,0.0130065032516258,0.414,0.697898423817863,0.851704611792177,1.37103228613252
"4","2","2","2","4","5","2.25",0.686554030271031,0.622641509433962,0.605850487540628,0.692434210526316,0.270786516853933,0.632829373650108,0.739130434782609,0.37012987012987,0.0935,0,0.661,5e-04,0.48967032967033,0,0.939030612244898,0.43425,0.338559659845868,0.266689257878685,0.0505709624796085,0.04825,0.522540983606557,0.779843040066088,0.410684474123539,0.386375875067313,0.360120542440984,0,0.013,0.31927023945268,0.319559228650138,0.783703703703704,0.246238030095759,0.0180090045022511,0.392,0.718038528896673,0.851704611792177,1.99559214833746
"2","1","1","1","1","2","1",0.864660330869412,0.917667238421955,0.848537378114843,0.838815789473684,0.698876404494382,0.41792656587473,0.789049919484702,0.257575757575758,0.0845,0,0,0,0.0294505494505494,0.18125,0.0982142857142857,0,0.130480999202764,0.398170111826499,0.218189233278956,0.06225,0.277407786885246,0.121437422552664,0.302170283806344,0,0.138121546961326,1,0.19275,0.51539338654504,0.789256198347107,0.64,0.602599179206566,0.0205102551275638,0.302,0.264448336252189,0.851704611792177,1.94345926578266
"1","1","1","1","1","2","1",0.813621964097149,0.902229845626072,0.799133261105092,0.879934210526316,0.696629213483146,0.26133909287257,0.84219001610306,0.216450216450216,0.08575,0,0,0,0.025054945054945,0.15625,0.177295918367347,0,0.353175657719904,0.0765842087427991,0.224306688417618,0.0115,0.392930327868852,0.166460140437836,0.171396772398442,0,0.0635359116022099,0,0.1975,0.486316989737742,0.535812672176309,0.882962962962963,0.595075239398085,0.0175087543771886,0.27,0.0490367775831874,0.851704611792177,1.87765898918973
"2","1","1","1","1","1.5","1",0.896163322773671,0.933104631217839,0.832069339111593,0.953947368421053,0.538202247191011,0.346652267818575,0.861513687600644,0.229437229437229,0.1835,0,0,0,0.025054945054945,0.15625,0.0561224489795918,0,0.0924794047302684,0.498813961369027,0.24184339314845,0.047,0.155225409836066,0.101610904584882,0.10740122426266,0.668551427032849,0.0519839276745354,0.87975,1,0.51824401368301,0.917355371900826,0.767407407407407,1,0.024512256128064,0.136,0.0674255691768827,0.851704611792177,2.097269780298
"4","4","3","3.25","5","3.5","3.5",0.420274551214361,0.236706689536878,0.156879739978332,0,0.559550561797753,0.8585313174946,0.397745571658615,0.487012987012987,0.12925,0,0.8235,0.02025,0.903296703296703,0,0.561224489795918,0.93425,0.0337496678182301,0.539478143002372,0.457993474714519,1,0.660860655737705,0.81330028913672,0.304396215915415,1,0.254645906579608,0,0.115,0.130558722919042,0.371900826446281,0.491851851851852,0.109439124487004,0.0900450225112556,0.026,0.786339754816112,0.851704611792177,1.63455809874437
"4","2","4","2.75","4","4","1",0.493664202745512,0.701543739279588,0.447237269772481,0.899671052631579,0.437078651685393,0.781857451403888,0.882447665056361,0.528138528138528,0.04675,0,0.316,0.01375,0.503736263736264,0,0.734183673469388,0.2105,0.153600850385331,0.260928498813961,0.167618270799347,0.0145,0.452356557377049,0.642709624122264,0.0748469671675014,0.788637587506731,0.358613761928679,0.000249999999999972,0.0035,0.143101482326112,0.449035812672176,0.724444444444444,0.166894664842681,0.0325162581290645,0.864,0.921190893169877,0.851704611792177,1.27189081804267
"2","2","1","1.25","1.5","2","1",0.738120380147835,0.912521440823328,0.695991332611051,0.730263157894737,0.347191011235955,0.908207343412527,0.721417069243156,0.346320346320346,0.0995,0,0,5e-04,0.128791208791209,0.25,0.108418367346939,0,0.382673398883869,0.193832599118943,0.307911908646003,0.15925,0.323258196721312,0.193721602643536,0.245965498052309,0,0.0542440984429935,0.061,0.18775,0.316989737742303,0.647382920110193,0.423703703703704,0.222982216142271,0.0505252626313157,0.492,0.633099824868651,0.851704611792177,1.28946188775082
"1","1","1","1.5","1.5","1.5","1",0.769271383315734,0.792452830188679,0.796533044420369,0.669407894736842,0.266292134831461,0.98488120950324,0.592592592592593,0.569264069264069,0.1535,0,0,0,0.025054945054945,0.15625,0.142857142857143,0,0.168216848259368,0.209081667231447,0.212479608482871,0.068,0.383196721311475,0.206113176373399,0.543962159154146,0,0.273982923154194,0.093,0.53275,0.305587229190422,0.621212121212121,0.634074074074074,0.366621067031464,0.0280140070035017,0.326,0.353765323992995,0.851704611792177,1.27872352448868
"3","1","1","2","2","2","1",0.713481168602605,0.576329331046312,0.622318526543879,0.457236842105263,0.248314606741573,0.98488120950324,0.413848631239936,0.510822510822511,0.13125,0,0,0.0015,0.0465934065934066,0.2875,0.139030612244898,0,0.231464257241563,0.24839037614368,0.212479608482871,0.09275,0.449026639344262,0.255679471292854,0.231218697829716,0,0.341034655951783,0.0115,0.07025,0.170467502850627,0.772727272727273,0.314074074074074,0.208618331053352,0.0670335167583792,0.416,0.704028021015762,0.851704611792177,1.04564558680187
"4","3","3","2.75","4","3","1.25",0.742696233720521,0.852487135506004,0.432502708559047,0.398026315789474,0.0471910112359551,0.962203023758099,0.483091787439613,0.145021645021645,0.25675,0,0.362,0.00800000000000001,0.516483516483516,0.05,0.804081632653061,0.14475,1,0.766858691968824,0.457993474714519,1,0.543032786885246,0.835605121850475,0.755147468002226,0.8099084544965,0.163234555499749,1,0.00324999999999998,0.232041049030787,0.483471074380165,0.122962962962963,0.33515731874145,0.0610305152576288,0.722,0.816112084063047,0.851704611792177,1.65485558549105
"3","3","2","2.875","2","3","1.5",0.64519535374868,0.711835334476844,0.631852654387866,0.154605263157895,0.229213483146067,0.97732181425486,0.296296296296296,0.571428571428572,0.15175,0,0,0.4665,0.265494505494506,0,0.197704081632653,0,0.262822216316768,0.281938325991189,0.35073409461664,0.04975,0.291752049180328,0.485749690210657,0.3889816360601,0.182283252557889,0.478653942742341,0.075,0.00724999999999998,0.158494868871152,0.785123966942149,0.447407407407407,0.23187414500684,0.0865432716358179,0.278,0.608581436077058,0.851704611792177,1.30042303346292
"1","2","2","1","1","1","1",0.782998944033791,0.893653516295026,0.785265438786566,0.883223684210526,0.353932584269663,0.911447084233261,0.539452495974235,0.383116883116883,0.14825,0,0,0,0.202197802197802,0.15625,0.0612244897959184,0,0.0714855168748339,0.134869535750593,0.202691680261011,0.00900000000000001,0.173668032786885,0.0590665014456836,0.423483583750696,0,0.447262682069312,0,0.13525,0.307297605473204,0.68870523415978,0.825185185185185,0.398084815321477,0.0560280140070035,0.26,0.205779334500876,0.851704611792177,1.49779236252647
"4","2","4","1.5","3","5","3.5",0.632523759239704,0.862778730703259,0,0.366776315789474,0.186516853932584,0.854211663066955,0.721417069243156,0.153679653679654,0.048,0,0,0,0.353846153846154,0,1,0,0.626627690672336,0.269400203320908,0.167618270799347,0.07975,0.844006147540984,0.800495662949194,0.304396215915415,0,0.0459568056253139,0.093,0.13,0.551311288483466,0.104683195592286,0.478518518518518,0.386456908344733,0.00400200100050025,0.456,0.678633975481611,0.851704611792177,1.66591195741839
"2","1","1","1.375","1.5","2","1",0.799190425906371,0.914236706689537,0.859804983748646,0.638157894736842,0.308988764044944,0.860691144708423,0.613526570048309,0.560606060606061,0.11775,0,0,0,0.025054945054945,0.15625,0.0918367346938775,0,0.283816104172203,0.331413080311759,0.167618270799347,0.21425,0.27843237704918,0.235026848409748,0.402893711741792,0.417878298330641,0.308387744851833,0.51575,0.1015,0.472633979475485,0.725895316804408,0.632592592592593,0.43844049247606,0.0385192596298149,0.296,0.648861646234676,0.851704611792177,1.54813097778996
"2","1","1","1","1","1","1",0.852164730728617,0.900514579759863,0.861538461538462,0.949013157894737,0.524719101123595,0.22354211663067,0.85829307568438,0.136363636363636,0.08025,0,0,0,0.025054945054945,0.15625,0.107142857142857,0,0.0924794047302684,0.382921043713995,0.196982055464927,0.10625,0.19672131147541,0.0582403965303594,0.173066221480245,0.192514808831449,0.0660472124560522,1,0.11925,0.547320410490308,0.681818181818182,0.882962962962963,0.606019151846785,0.0340170085042521,0.226,0.183887915936953,0.851704611792177,1.97242629904117
"2","1","1","1","1","1","1",0.908834917282647,0.931389365351629,0.871939328277357,0.950657894736842,0.528089887640449,0.298056155507559,0.853462157809984,0.149350649350649,0.11975,0,0,0,0.0101098901098901,0.0625,0.0637755102040816,0,0.103109221365931,0.370382921043714,0.115008156606852,0.076,0.223616803278689,0.0561751342420488,0.194769059543684,0.170974690360797,0.0552486187845304,1,0.109,0.707525655644242,0.825068870523416,0.774814814814815,0.877564979480164,0.0215107553776888,0.384,0.21015761821366,0.851704611792177,2.08595903855766
"2","3","3","3.125","4","4","2",0.647835269271383,0.86106346483705,0.695991332611051,0.789473684210526,0.804494382022472,0.930885529157667,0.756843800322061,0.0670995670995671,0.1705,0,0.298,0,0.487912087912088,0,0.460459183673469,0.158,0.595003986181238,0.16401219925449,0.257340946166395,0.18,0.417264344262295,0.730689797604296,0.307456872565387,0.812062466343565,0.0557508789552988,0,0.02025,0.171607753705815,0.633608815426997,0.968888888888889,0.222298221614227,0.072536268134067,0.542,0.788966725043783,0.851704611792177,1.62499948913327
"3","2","4","2.5","3","3","1.75",0.717177050334389,0.574614065180103,0.685590465872156,0.171052631578947,0.133707865168539,0.707343412526998,0.391304347826087,0.493506493506494,0.2625,0,0.299,0.0155,0.496703296703297,0.15625,0.402295918367347,0.06575,0.28169014084507,0.381904439173162,0.296492659053834,0.62725,0.451075819672131,0.58364312267658,0.605175292153589,0.77571351642434,0.0622802611752888,0.04,0.157,0.282212086659065,0.816804407713498,0.634074074074074,0.326265389876881,0.0170085042521261,0.85,0.680385288966725,0.851704611792177,1.61221290041223
"3","2","2","2.875","2.5","3","1",0.62108412530799,0.847341337907376,0.495774647887324,0.324013157894737,0.12247191011236,0.916846652267819,0.396135265700483,0.186147186147186,0.1085,0,0,0.0045,0.192087912087912,0.09375,0.417857142857143,0,0.64762157852777,0.400203320908167,0.16557911908646,0.4615,0.620389344262295,0.563403552251136,0.428213689482471,0.347872913301023,0.311401305876444,0.378,0,0.136259977194983,0.417355371900826,0.194074074074074,0.214090287277702,0.072536268134067,0.426,0.776707530647986,0.851704611792177,1.13453802023303
"2","1","1","1.375","1","1.5","1",0.83051742344245,0.910806174957118,0.785265438786566,0.858552631578947,0.792134831460674,0.408207343412527,0.766505636070853,0.166666666666667,0.1055,0,0,0,0.0553846153846153,0.34375,0.218112244897959,0,0.206218442731863,0.536428329379871,0.48531810766721,1,0.285604508196721,0.205287071458075,0.377851975514747,0.506462035541195,0.125565042692115,0.55375,0.1515,0.493158494868871,0.546831955922865,0.722962962962963,0.60875512995896,0.0260130065032516,0.65,0.46322241681261,0.851704611792177,1.75692329714013
"3","2","1","1","3","1","1.75",0.877683914114748,0.855917667238422,0.661321776814735,0.75,0.615730337078652,0.715982721382289,0.808373590982287,0.331168831168831,0.1905,1,0.02175,0,0.364835164835165,0.55,0.423469387755102,0.01325,1,0.687563537783802,0.863376835236542,1,0.245133196721311,0.403965303593556,0.208124652198108,0.468228325255789,0,0.8715,0.0545,0.657924743443558,0.286501377410468,0.567407407407407,0.445280437756498,0.00300150075037519,0.494,0.436077057793345,0.851704611792177,2.17964392730773
"3","3","2","2.75","2.5","3","1",0.732136571629708,0.867924528301887,0.661321776814735,0.608552631578947,0.229213483146067,0.838012958963283,0.809983896940419,0.318181818181818,0.06725,0,0,0,0.265494505494506,0,0.479081632653061,0,0.267074142971034,0.167062012876991,0.130505709624796,0.10975,0.551997950819672,0.55638166047088,0.843071786310517,0.298599892299408,0,0.000249999999999972,0.00574999999999998,0.272519954389966,0.363636363636364,0.757037037037037,0.337209302325581,0.0400200100050025,0.7,0.386164623467601,0.851704611792177,1.68790109749044
"1","1","1","1","1","2","1",0.84635691657867,0.898799313893654,0.82513542795233,0.930921052631579,0.67752808988764,0.415766738660907,0.816425120772947,0.151515151515152,0.095,0,0,0,0.0404395604395605,0.25,0.112244897959184,0,0.210204623970237,0.242629617078956,0.358482871125612,0.105,0.372438524590164,0.14209004543577,0.251252086811352,0,0.0524861878453039,0.1435,0.802,0.575256556442417,0.568870523415978,0.717037037037037,0.754445964432285,0.0295147573786893,0.548,0.0823117338003502,0.851704611792177,1.91312146883529
"2","1","1","1","1","1","1",0.868532206969377,0.936535162950257,0.814734561213435,0.912828947368421,0.564044943820225,0.682505399568035,0.743961352657005,0.121212121212121,0.10325,0,0,0,0.0202197802197802,0.125,0.0676020408163265,0,0.149348923731066,0.172145035581159,0.119086460032626,0.04025,0.157530737704918,0.0722841800908715,0.341958820255982,0.161281637049004,0.0544952285283777,0.15175,0.206,0.486316989737742,0.761707988980716,0.804444444444444,0.497264021887825,0.0330165082541271,0.326,0.151488616462347,0.851704611792177,1.87485845793425
"2","1","1","1.25","1","2","1",0.851812741992256,0.866209262435678,0.792199349945829,0.861842105263158,0.393258426966292,0.569114470842333,0.764895330112721,0.238095238095238,0.11775,0,0,0,0.025054945054945,0.15625,0.303571428571429,0,0.151474887058198,0.234835648932565,0.17373572593801,0.036,0.292008196721312,0.197852127220157,0.394824707846411,0.0893914916532041,0.152184831742843,0.38125,0.11575,0.525655644241733,0.589531680440771,0.804444444444444,0.564979480164159,0.0225112556278139,0.312,0.333625218914186,0.851704611792177,1.81525445935818
"4","1","1","1.25","3.5","4","1.75",0.655051038366772,0.867924528301887,0.562513542795233,0.6875,0.269662921348315,0.712742980561555,0.743961352657005,0.365800865800866,0.062,0,0.252,0,0.0940659340659341,0,1,0.02625,0.504650544778103,0.330057607590647,0.230016313213703,0.21575,0.588627049180328,0.626600578273441,0.0829159710628826,0.0893914916532041,0.402310396785535,0.01175,0.01975,0.217217787913341,0.318181818181818,0.45037037037037,0.338577291381669,0.055527763881941,0.482,0.394045534150613,0.851704611792177,1.71454531592387
"3","1","1","1.75","2","3","1",0.687258007743752,0.728987993138936,0.616251354279524,0.388157894736842,0.158426966292135,0.988120950323974,0.44122383252818,0.37012987012987,0.16125,0,0,0.00224999999999997,0.0351648351648352,0.21875,0.233418367346939,0,0.2208344406059,0.262961707895629,0.202691680261011,0.086,0.494620901639344,0.384138785625774,0.438508625486923,0.460958535271944,0.327473631341035,0.035,0.12675,0.197833523375143,0.608815426997245,0.405925925925926,0.21203830369357,0.03951975987994,0.21,0.590192644483363,0.851704611792177,1.01698873629873
"2","1","1","1","1","1","1",0.84635691657867,0.912521440823328,0.848537378114843,0.90296052631579,0.730337078651685,0.38768898488121,0.86634460547504,0.337662337662338,0.072,0,0,0,0.0294505494505494,0.18125,0.1875,0,0.183098591549296,0.194171467299221,0.200652528548124,0.091,0.218493852459016,0.0793060718711277,0.16833611574847,0.0893914916532041,0.0524861878453039,0.22825,0.1355,0.614025085518814,0.698347107438017,0.675555555555555,0.513679890560875,0.0145072536268134,0.542,0.131348511383538,0.851704611792177,1.97945690470914
